candidate,group,h,n_scope,n_signals,first,last,hit_rate,base_rate,pooled_lift,adjusted_lift,frequency,currency_rate_min,currency_rate_max,symmetric_bps,forward_bps
residual_survival_core_calendar_fallback_cap2,2024,1,1240,256,2024-01-09,2024-12-28,1.0,0.5443548387096774,1.8370370370370372,1.8354968342536644,1.0095774647887323,0.9464788732394366,1.0450704225352112,28.70593330050523,95.1708635250326
residual_survival_core_calendar_fallback_cap2,2024,3,1240,256,2024-01-09,2024-12-28,0.89453125,0.38870967741935486,2.301283713692946,2.2972251435967963,1.0095774647887323,0.9464788732394366,1.0450704225352112,65.81246261824356,135.9185027590216
residual_survival_core_calendar_fallback_cap2,2024,5,1240,256,2024-01-09,2024-12-28,0.78125,0.3346774193548387,2.3343373493975905,2.328966521106259,1.0095774647887323,0.9464788732394366,1.0450704225352112,80.98840335779586,147.01932776074747
residual_survival_core_calendar_fallback_cap2,2024,10,1240,256,2024-01-09,2024-12-28,0.62890625,0.2693548387096774,2.3348615269461077,2.3274846983386768,1.0095774647887323,0.9464788732394366,1.0450704225352112,90.53561383471748,156.87221841566833
residual_survival_core_calendar_fallback_cap2,2024,20,1240,256,2024-01-09,2024-12-28,0.44921875,0.18870967741935485,2.380475427350427,2.3746877601998335,1.0095774647887323,0.9464788732394366,1.0450704225352112,94.41640760544696,166.04689363210218
residual_survival_core_calendar_fallback_cap2,2025,1,1235,293,2025-01-09,2025-12-30,1.0,0.4647773279352227,2.151567944250871,2.152105388366837,1.152247191011236,1.1207865168539326,1.2387640449438202,36.53019842760471,93.59456026019988
residual_survival_core_calendar_fallback_cap2,2025,3,1235,293,2025-01-09,2025-12-30,0.7849829351535836,0.28582995951417006,2.746328399191716,2.7510895883777238,1.152247191011236,1.1207865168539326,1.2387640449438202,63.668067866350626,102.76186941769325
residual_survival_core_calendar_fallback_cap2,2025,5,1235,293,2025-01-09,2025-12-30,0.6279863481228669,0.2251012145748988,2.7897954673803618,2.7973164276481812,1.152247191011236,1.1207865168539326,1.2387640449438202,71.99386388924965,97.78974241594192
residual_survival_core_calendar_fallback_cap2,2025,10,1235,293,2025-01-09,2025-12-30,0.40955631399317405,0.14736842105263157,2.779132130667967,2.7885972339825007,1.152247191011236,1.1207865168539326,1.2387640449438202,72.64021694886641,67.92337519610905
residual_survival_core_calendar_fallback_cap2,2025,20,1235,293,2025-01-09,2025-12-30,0.2627986348122867,0.09635627530364373,2.7273639831359167,2.7428612633400635,1.152247191011236,1.1207865168539326,1.2387640449438202,73.52316715449396,23.362258359132852
