scenario,clock,metric,block_dates,mean_delta,ci_low,ci_high
calendar_assumed_replay,00:15,brier,20,-0.008252766896861705,-0.014130945379853568,-0.003762644166258076
calendar_assumed_replay,00:15,logloss,20,-0.029464290655082593,-0.050892099922423835,-0.013562700193126
calendar_assumed_replay,00:15,auc,20,0.26952569806342674,0.13247237149749272,0.43188610071803035
calendar_assumed_replay,00:15,brier,50,-0.008179169311455306,-0.014859950792064518,-0.002797069916727665
calendar_assumed_replay,00:15,logloss,50,-0.029203687690476945,-0.05323534205663867,-0.009982264920205375
calendar_assumed_replay,00:15,auc,50,0.2594728189600699,0.10435134723341946,0.4152739857399761
calendar_assumed_replay,06:00,brier,20,-0.008287687237435691,-0.013882600027898684,-0.003927442405467501
calendar_assumed_replay,06:00,logloss,20,-0.02957993714950225,-0.04957623248357025,-0.013966782505694376
calendar_assumed_replay,06:00,auc,20,0.2683722463181648,0.12774837326108213,0.42643722932419037
calendar_assumed_replay,06:00,brier,50,-0.008334513998378543,-0.0155870221577601,-0.0026448397844146105
calendar_assumed_replay,06:00,logloss,50,-0.02978891116379895,-0.05604660608021481,-0.009750763564455464
calendar_assumed_replay,06:00,auc,50,0.26318898664586365,0.09921944884911714,0.4310921320663592
calendar_assumed_replay,09:15,brier,20,-0.008208939565430503,-0.014157256657336949,-0.0036306389071534325
calendar_assumed_replay,09:15,logloss,20,-0.029287245047258024,-0.05026509515895917,-0.013331007722058913
calendar_assumed_replay,09:15,auc,20,0.26690981583107454,0.12783175308747013,0.42078172909157635
calendar_assumed_replay,09:15,brier,50,-0.008341028578587428,-0.0156187796090295,-0.0026289236530844984
calendar_assumed_replay,09:15,logloss,50,-0.02971154838739671,-0.05619052577886317,-0.009653393690987166
calendar_assumed_replay,09:15,auc,50,0.2646100444490265,0.09488610571262188,0.43332164744109397
calendar_assumed_replay,10:15,brier,20,-0.0027344742316596014,-0.006694490138051248,0.0007066119215602755
calendar_assumed_replay,10:15,logloss,20,-0.009458921267633216,-0.023893528973326295,0.0017567794281633492
calendar_assumed_replay,10:15,auc,20,0.0787801762412832,-0.024636308706703303,0.2017485419725257
calendar_assumed_replay,10:15,brier,50,-0.0026331813020340966,-0.006386935849025379,0.0008666853865444827
