hypothesis,aggregate,control,challenger,control_lift,challenger_lift,lift_difference,lift_difference_ci_low,lift_difference_ci_high,p_challenger_not_better
online_vs_incumbent,minimum,incumbent,best_online,1.6230036627345803,1.6431804292958945,0.020176766561314174,-0.1438408164388044,0.08082372847606807,0.4016495876030992
online_vs_incumbent,mean,incumbent,best_online,1.8545481119686134,1.8447515510317842,-0.009796560936829124,-0.11052399470849793,0.07111405205558555,0.6553361659585104
fresh_vs_stale,minimum,best_online_stale20,best_online,1.3807098605964876,1.6431804292958945,0.2624705686994069,0.11124885323458815,0.5929342816852494,0.00024993751562109475
fresh_vs_stale,mean,best_online_stale20,best_online,1.5397281094374677,1.8447515510317842,0.3050234415943165,0.1768879812798443,0.4600090609394028,0.00024993751562109475
