candidate,min_lift,mean_lift,min_rate,max_rate,min_forward,min_symmetric,cadence_penalty,selection_value,min_benefit_lower_ci,max_weekly_signals,early_forward_ratio_min,joint_early_pass
hist_h5_urgent_cap2,1.7539043235245768,1.843843606469365,1.1773700305810397,1.2415902140672783,71.35297567693333,27.669534252734067,0.0,1.7539043235245768,23.525024519923385,2,0.9774544710292813,True
hist_mean_urgent_cap2,1.7537663484355166,1.8807896901365833,1.1559633027522935,1.2629969418960245,71.77460404803483,27.378409934019153,0.0,1.7537663484355166,22.9372343493516,2,0.9832302993326717,True
recent_hist_h5_urgent_cap2,1.7542503863987633,1.8799115525887977,1.1773700305810397,1.2844036697247707,70.24348304535432,26.295319483525237,0.0,1.7542503863987633,21.421307499447693,2,0.9622556860729095,True
recent_hist_mean_urgent_cap2,1.7543089069276103,1.9159862769648863,1.1345565749235473,1.2629969418960245,72.57443169865985,28.386703657701663,0.0,1.7543089069276103,23.529303141199023,2,0.9941870268656063,True
logit_h5_urgent_cap2,1.754532655230871,1.86687465788074,1.091743119266055,1.1773700305810397,68.56273062143072,26.088476661891256,0.0,1.754532655230871,8.169491021894142,2,0.9392312928241143,True
logit_mean_urgent_cap2,1.7541087595871057,1.8494593732387865,1.1345565749235473,1.1773700305810397,71.02104228517248,26.55763582554761,0.0,1.7541087595871057,9.204973538793912,2,0.9448267177333985,True
local_logit_h5_urgent_cap2,1.7539802568262435,1.7999605394717917,1.1559633027522935,1.2844036697247707,69.31226919583783,25.06416244756067,0.0,1.7539802568262435,10.283818796461052,2,0.9433925633465211,True
local_logit_mean_urgent_cap2,1.754991935035319,1.7774693683376435,1.1131498470948011,1.2629969418960245,70.27127447640355,26.102141661242943,0.0,1.754991935035319,12.561644196358243,2,0.9223498894542644,True
hazard_hist_h5_urgent_cap2,1.7529897570654795,1.8799352720085676,1.1345565749235473,1.2844036697247707,71.14763176668865,27.5843283219622,0.0,1.7529897570654795,23.2580110260352,2,0.9746414934167417,True
hazard_hist_mean_urgent_cap2,1.7526417033386912,1.8780300452930607,1.1345565749235473,1.348623853211009,71.44730854614154,27.696255809207475,0.0,1.7526417033386912,23.76163087987049,2,0.9787467238596338,True
hazard_logit_h5_urgent_cap2,1.753931460776293,1.8053802877359177,1.0703363914373087,1.1131498470948011,71.27364562041059,25.758553101047323,0.0,1.753931460776293,6.133066069326674,2,0.8618204261209712,True
hazard_logit_mean_urgent_cap2,1.753931460776293,1.8090816396007827,1.0703363914373087,1.1131498470948011,71.08904857526828,25.61718491422224,0.0,1.753931460776293,6.326624442515724,2,0.8690738269410595,True
margin_q25_h5_urgent_cap2,1.75478883646905,1.875222122229642,1.1131498470948011,1.2201834862385321,73.85097292542936,27.881667640723474,0.0,1.75478883646905,-0.31183526707421905,2,1.0116741872498989,False
margin_q25_mean_urgent_cap2,1.7551546391752577,1.8211502019947141,1.091743119266055,1.2201834862385321,75.25110873695392,27.68486134165387,0.0,1.7551546391752577,-2.4027831372273876,2,1.0238283542172166,False
margin_ridge_local_h5_urgent_cap2,1.754691213023408,1.8467821590720988,1.1559633027522935,1.2415902140672783,72.58649068101676,24.431546255116924,0.0,1.754691213023408,18.223822683598264,2,0.9943522211845397,True
margin_ridge_local_mean_urgent_cap2,1.755480137977078,1.8179309438863307,1.1345565749235473,1.2629969418960245,75.36569937086108,25.392985080545746,0.0,1.755480137977078,5.1493462750238805,2,0.9840201528163673,True
known75_hist25_h5_urgent_cap2,1.7544373967272533,1.8693058965299088,1.198776758409786,1.2844036697247707,85.09780065753539,29.863348710472646,0.0,1.7544373967272533,8.318714069242667,2,1.1267726125548874,True
known75_hazard_hist25_h5_urgent_cap2,1.7544732662784541,1.8554030268558122,1.198776758409786,1.3272171253822629,85.26623434587114,29.89535909026415,0.0,1.7544732662784541,13.267535165473184,2,1.1302293058357453,True
known_change_z_urgent_cap2,1.755431637645326,1.8498810066670401,1.1773700305810397,1.3272171253822629,87.18170106567354,30.296893862373334,0.0,1.755431637645326,2.8837958986028593,2,1.1362578373456118,True
known_next_not_lower_cd3,1.7533151059466847,1.758252149551281,1.348623853211009,1.4770642201834863,72.99877159679576,24.485525249064096,0.0,1.7533151059466847,-10.206092906394302,2,1.0,False
market_hist_gated_urgent_cap2,1.754325444578152,1.8619396717112096,1.198776758409786,1.2629969418960245,71.58992908641443,26.52008328547415,0.0,1.754325444578152,21.967440136760228,2,0.9807004627671957,True
market_survival_h5_gated_urgent_cap2,1.753553993884448,1.8796836664934755,1.1559633027522935,1.3058103975535167,70.54362544069268,26.277113590422175,0.0,1.753553993884448,22.837736152090383,2,0.9663672949229347,True
ap1_change_z_r25_exact,1.7553128210674311,2.0670886873188477,1.1773700305810397,1.3058103975535167,112.4608464972041,25.79758912254865,0.0,1.7553128210674311,-29.29981508732111,5,1.4355975113418817,False
ap1_change_z_r25_exact_cap2,1.755573999320934,2.05653510898515,0.8348623853211009,0.9418960244648318,107.2968655249029,32.76146691238353,0.1651376146788991,1.4252987699631359,-10.812639088119141,2,1.411644902431625,False
known_change_z_r25w250_cap2,1.755573999320934,2.05653510898515,0.8348623853211009,0.9418960244648318,107.2968655249029,32.76146691238353,0.1651376146788991,1.4252987699631359,-10.812639088119141,2,1.411644902431625,False
