origin,family,n_shared_train,n_eligible_train,n_query,shared_mask_sha256,eligible_mask_sha256,last_shared_mature20,last_effective_mature20,query_first,query_last,local_counts,n_risk,n_failures,risk_hash
2025-04-01,hist,3895,2055,295,235e041b160e01f1f55d17e7250975abf600e6a7a83a9ca9d564fc9b5bc2cc7c,7e31afd12bff6ca9e88e661b057a146ca8de03a95b905efc96581427a6316e69,2025-03-28,2025-03-27,4000,4294,,,,
2025-04-01,recent_hist,3895,2055,295,235e041b160e01f1f55d17e7250975abf600e6a7a83a9ca9d564fc9b5bc2cc7c,7e31afd12bff6ca9e88e661b057a146ca8de03a95b905efc96581427a6316e69,2025-03-28,2025-03-27,4000,4294,,,,
2025-04-01,logit,3895,2055,295,235e041b160e01f1f55d17e7250975abf600e6a7a83a9ca9d564fc9b5bc2cc7c,7e31afd12bff6ca9e88e661b057a146ca8de03a95b905efc96581427a6316e69,2025-03-28,2025-03-27,4000,4294,,,,
2025-04-01,local_logit,3895,2055,295,235e041b160e01f1f55d17e7250975abf600e6a7a83a9ca9d564fc9b5bc2cc7c,7e31afd12bff6ca9e88e661b057a146ca8de03a95b905efc96581427a6316e69,2025-03-28,2025-03-27,4000,4294,"{""AMD"": 417, ""KGS"": 416, ""KZT"": 395, ""TJS"": 422, ""UZS"": 405}",,,
2025-04-01,hazard_hist,3895,2055,295,235e041b160e01f1f55d17e7250975abf600e6a7a83a9ca9d564fc9b5bc2cc7c,7e31afd12bff6ca9e88e661b057a146ca8de03a95b905efc96581427a6316e69,2025-03-28,2025-03-27,4000,4294,,5770.0,1310.0,8f2865e45fc9c0467137382c880cf8d0458305adaedb2a250e9af994c8e1f9f0
2025-04-01,hazard_logit,3895,2055,295,235e041b160e01f1f55d17e7250975abf600e6a7a83a9ca9d564fc9b5bc2cc7c,7e31afd12bff6ca9e88e661b057a146ca8de03a95b905efc96581427a6316e69,2025-03-28,2025-03-27,4000,4294,,5770.0,1310.0,8f2865e45fc9c0467137382c880cf8d0458305adaedb2a250e9af994c8e1f9f0
2025-04-01,margin_q25,3895,2055,295,235e041b160e01f1f55d17e7250975abf600e6a7a83a9ca9d564fc9b5bc2cc7c,7e31afd12bff6ca9e88e661b057a146ca8de03a95b905efc96581427a6316e69,2025-03-28,2025-03-27,4000,4294,,,,
2025-04-01,margin_ridge_local,3895,2055,295,235e041b160e01f1f55d17e7250975abf600e6a7a83a9ca9d564fc9b5bc2cc7c,7e31afd12bff6ca9e88e661b057a146ca8de03a95b905efc96581427a6316e69,2025-03-28,2025-03-27,4000,4294,"{""AMD"": 417, ""KGS"": 416, ""KZT"": 395, ""TJS"": 422, ""UZS"": 405}",,,
2025-07-01,hist,4190,2177,330,2af81122226501402aea1a27f69afaad929ff891d47ca3864ac428655e35f9ee,426a97a037e35f2b78df7ecc6f3fb21703a0ea600aae4cfa379bd0a11ae10e29,2025-06-27,2025-06-26,4295,4624,,,,
2025-07-01,recent_hist,4190,2177,330,2af81122226501402aea1a27f69afaad929ff891d47ca3864ac428655e35f9ee,426a97a037e35f2b78df7ecc6f3fb21703a0ea600aae4cfa379bd0a11ae10e29,2025-06-27,2025-06-26,4295,4624,,,,
2025-07-01,logit,4190,2177,330,2af81122226501402aea1a27f69afaad929ff891d47ca3864ac428655e35f9ee,426a97a037e35f2b78df7ecc6f3fb21703a0ea600aae4cfa379bd0a11ae10e29,2025-06-27,2025-06-26,4295,4624,,,,
2025-07-01,local_logit,4190,2177,330,2af81122226501402aea1a27f69afaad929ff891d47ca3864ac428655e35f9ee,426a97a037e35f2b78df7ecc6f3fb21703a0ea600aae4cfa379bd0a11ae10e29,2025-06-27,2025-06-26,4295,4624,"{""AMD"": 441, ""KGS"": 435, ""KZT"": 421, ""TJS"": 452, ""UZS"": 428}",,,
2025-07-01,hazard_hist,4190,2177,330,2af81122226501402aea1a27f69afaad929ff891d47ca3864ac428655e35f9ee,426a97a037e35f2b78df7ecc6f3fb21703a0ea600aae4cfa379bd0a11ae10e29,2025-06-27,2025-06-26,4295,4624,,6026.0,1418.0,fab50dd4e5dc24491a1c6867fc09c8511fd95b0930b87fe99259f9c606cca33d
2025-07-01,hazard_logit,4190,2177,330,2af81122226501402aea1a27f69afaad929ff891d47ca3864ac428655e35f9ee,426a97a037e35f2b78df7ecc6f3fb21703a0ea600aae4cfa379bd0a11ae10e29,2025-06-27,2025-06-26,4295,4624,,6026.0,1418.0,fab50dd4e5dc24491a1c6867fc09c8511fd95b0930b87fe99259f9c606cca33d
2025-07-01,margin_q25,4190,2177,330,2af81122226501402aea1a27f69afaad929ff891d47ca3864ac428655e35f9ee,426a97a037e35f2b78df7ecc6f3fb21703a0ea600aae4cfa379bd0a11ae10e29,2025-06-27,2025-06-26,4295,4624,,,,
2025-07-01,margin_ridge_local,4190,2177,330,2af81122226501402aea1a27f69afaad929ff891d47ca3864ac428655e35f9ee,426a97a037e35f2b78df7ecc6f3fb21703a0ea600aae4cfa379bd0a11ae10e29,2025-06-27,2025-06-26,4295,4624,"{""AMD"": 441, ""KGS"": 435, ""KZT"": 421, ""TJS"": 452, ""UZS"": 428}",,,
2025-10-01,hist,4515,2354,320,7a5e13c81b9c1786ea6096d0c038b76b7254e6bfe6524e59fd34ec965492422b,11797b5f4590d1a236166f59b6733284948c0a107ceab502e9a012b20e6899e6,2025-09-26,2025-09-25,4625,4944,,,,
2025-10-01,recent_hist,4515,2354,320,7a5e13c81b9c1786ea6096d0c038b76b7254e6bfe6524e59fd34ec965492422b,11797b5f4590d1a236166f59b6733284948c0a107ceab502e9a012b20e6899e6,2025-09-26,2025-09-25,4625,4944,,,,
2025-10-01,logit,4515,2354,320,7a5e13c81b9c1786ea6096d0c038b76b7254e6bfe6524e59fd34ec965492422b,11797b5f4590d1a236166f59b6733284948c0a107ceab502e9a012b20e6899e6,2025-09-26,2025-09-25,4625,4944,,,,
2025-10-01,local_logit,4515,2354,320,7a5e13c81b9c1786ea6096d0c038b76b7254e6bfe6524e59fd34ec965492422b,11797b5f4590d1a236166f59b6733284948c0a107ceab502e9a012b20e6899e6,2025-09-26,2025-09-25,4625,4944,"{""AMD"": 477, ""KGS"": 471, ""KZT"": 450, ""TJS"": 492, ""UZS"": 464}",,,
2025-10-01,hazard_hist,4515,2354,320,7a5e13c81b9c1786ea6096d0c038b76b7254e6bfe6524e59fd34ec965492422b,11797b5f4590d1a236166f59b6733284948c0a107ceab502e9a012b20e6899e6,2025-09-26,2025-09-25,4625,4944,,6479.0,1533.0,f976f9d3e23b62f7c722c182451395574418a7ad770c1b19c12fd3bcd9927a09
2025-10-01,hazard_logit,4515,2354,320,7a5e13c81b9c1786ea6096d0c038b76b7254e6bfe6524e59fd34ec965492422b,11797b5f4590d1a236166f59b6733284948c0a107ceab502e9a012b20e6899e6,2025-09-26,2025-09-25,4625,4944,,6479.0,1533.0,f976f9d3e23b62f7c722c182451395574418a7ad770c1b19c12fd3bcd9927a09
2025-10-01,margin_q25,4515,2354,320,7a5e13c81b9c1786ea6096d0c038b76b7254e6bfe6524e59fd34ec965492422b,11797b5f4590d1a236166f59b6733284948c0a107ceab502e9a012b20e6899e6,2025-09-26,2025-09-25,4625,4944,,,,
2025-10-01,margin_ridge_local,4515,2354,320,7a5e13c81b9c1786ea6096d0c038b76b7254e6bfe6524e59fd34ec965492422b,11797b5f4590d1a236166f59b6733284948c0a107ceab502e9a012b20e6899e6,2025-09-26,2025-09-25,4625,4944,"{""AMD"": 477, ""KGS"": 471, ""KZT"": 450, ""TJS"": 492, ""UZS"": 464}",,,
2026-01-01,hist,4840,2515,275,3f20bf038598355dee33fbf6c0c5edefc5ee7f10ebecbc8295fdbc5f77ba7824,2a96019f8bb71c578de46d66aa31aef79cdf467f8925b272ab17a5cdb966504b,2025-12-29,2025-12-26,4945,5219,,,,
2026-01-01,recent_hist,4840,2515,275,3f20bf038598355dee33fbf6c0c5edefc5ee7f10ebecbc8295fdbc5f77ba7824,2a96019f8bb71c578de46d66aa31aef79cdf467f8925b272ab17a5cdb966504b,2025-12-29,2025-12-26,4945,5219,,,,
2026-01-01,logit,4840,2515,275,3f20bf038598355dee33fbf6c0c5edefc5ee7f10ebecbc8295fdbc5f77ba7824,2a96019f8bb71c578de46d66aa31aef79cdf467f8925b272ab17a5cdb966504b,2025-12-29,2025-12-26,4945,5219,,,,
2026-01-01,local_logit,4840,2515,275,3f20bf038598355dee33fbf6c0c5edefc5ee7f10ebecbc8295fdbc5f77ba7824,2a96019f8bb71c578de46d66aa31aef79cdf467f8925b272ab17a5cdb966504b,2025-12-29,2025-12-26,4945,5219,"{""AMD"": 510, ""KGS"": 501, ""KZT"": 483, ""TJS"": 524, ""UZS"": 497}",,,
2026-01-01,hazard_hist,4840,2515,275,3f20bf038598355dee33fbf6c0c5edefc5ee7f10ebecbc8295fdbc5f77ba7824,2a96019f8bb71c578de46d66aa31aef79cdf467f8925b272ab17a5cdb966504b,2025-12-29,2025-12-26,4945,5219,,6898.0,1662.0,babdf122c7889088fe46cc814d9b99381beb80c1fdee8371b4488a6176eca644
2026-01-01,hazard_logit,4840,2515,275,3f20bf038598355dee33fbf6c0c5edefc5ee7f10ebecbc8295fdbc5f77ba7824,2a96019f8bb71c578de46d66aa31aef79cdf467f8925b272ab17a5cdb966504b,2025-12-29,2025-12-26,4945,5219,,6898.0,1662.0,babdf122c7889088fe46cc814d9b99381beb80c1fdee8371b4488a6176eca644
2026-01-01,margin_q25,4840,2515,275,3f20bf038598355dee33fbf6c0c5edefc5ee7f10ebecbc8295fdbc5f77ba7824,2a96019f8bb71c578de46d66aa31aef79cdf467f8925b272ab17a5cdb966504b,2025-12-29,2025-12-26,4945,5219,,,,
2026-01-01,margin_ridge_local,4840,2515,275,3f20bf038598355dee33fbf6c0c5edefc5ee7f10ebecbc8295fdbc5f77ba7824,2a96019f8bb71c578de46d66aa31aef79cdf467f8925b272ab17a5cdb966504b,2025-12-29,2025-12-26,4945,5219,"{""AMD"": 510, ""KGS"": 501, ""KZT"": 483, ""TJS"": 524, ""UZS"": 497}",,,
2026-04-01,hist,5110,2637,310,d7955502748c2ff9e0b09f56c7bb090bf24d1cf41c83e93e3cab3d8af5a63d40,951f93f91da783bab8b12f619007a2ce4f207eb82d65470d88e82393a034f330,2026-03-27,2026-03-26,5220,5529,,,,
2026-04-01,recent_hist,5110,2637,310,d7955502748c2ff9e0b09f56c7bb090bf24d1cf41c83e93e3cab3d8af5a63d40,951f93f91da783bab8b12f619007a2ce4f207eb82d65470d88e82393a034f330,2026-03-27,2026-03-26,5220,5529,,,,
2026-04-01,logit,5110,2637,310,d7955502748c2ff9e0b09f56c7bb090bf24d1cf41c83e93e3cab3d8af5a63d40,951f93f91da783bab8b12f619007a2ce4f207eb82d65470d88e82393a034f330,2026-03-27,2026-03-26,5220,5529,,,,
2026-04-01,local_logit,5110,2637,310,d7955502748c2ff9e0b09f56c7bb090bf24d1cf41c83e93e3cab3d8af5a63d40,951f93f91da783bab8b12f619007a2ce4f207eb82d65470d88e82393a034f330,2026-03-27,2026-03-26,5220,5529,"{""AMD"": 536, ""KGS"": 523, ""KZT"": 510, ""TJS"": 546, ""UZS"": 522}",,,
2026-04-01,hazard_hist,5110,2637,310,d7955502748c2ff9e0b09f56c7bb090bf24d1cf41c83e93e3cab3d8af5a63d40,951f93f91da783bab8b12f619007a2ce4f207eb82d65470d88e82393a034f330,2026-03-27,2026-03-26,5220,5529,,7188.0,1750.0,265fee8bbea8eec9a2083d63edf9329ca31dea50a4d08abf38bef35a6a4e0911
2026-04-01,hazard_logit,5110,2637,310,d7955502748c2ff9e0b09f56c7bb090bf24d1cf41c83e93e3cab3d8af5a63d40,951f93f91da783bab8b12f619007a2ce4f207eb82d65470d88e82393a034f330,2026-03-27,2026-03-26,5220,5529,,7188.0,1750.0,265fee8bbea8eec9a2083d63edf9329ca31dea50a4d08abf38bef35a6a4e0911
2026-04-01,margin_q25,5110,2637,310,d7955502748c2ff9e0b09f56c7bb090bf24d1cf41c83e93e3cab3d8af5a63d40,951f93f91da783bab8b12f619007a2ce4f207eb82d65470d88e82393a034f330,2026-03-27,2026-03-26,5220,5529,,,,
2026-04-01,margin_ridge_local,5110,2637,310,d7955502748c2ff9e0b09f56c7bb090bf24d1cf41c83e93e3cab3d8af5a63d40,951f93f91da783bab8b12f619007a2ce4f207eb82d65470d88e82393a034f330,2026-03-27,2026-03-26,5220,5529,"{""AMD"": 536, ""KGS"": 523, ""KZT"": 510, ""TJS"": 546, ""UZS"": 522}",,,
2026-07-01,hist,5420,2775,225,75b543ed99834ea7109367d7a67fbac4f4cf289a0f70aca0eb6f1725d573109d,bd72d19a173009ea54e56d292d84867926d47a5091a12977c01ac8ce6aecf6cd,2026-06-26,2026-06-25,5530,5754,,,,
2026-07-01,recent_hist,5420,2775,225,75b543ed99834ea7109367d7a67fbac4f4cf289a0f70aca0eb6f1725d573109d,bd72d19a173009ea54e56d292d84867926d47a5091a12977c01ac8ce6aecf6cd,2026-06-26,2026-06-25,5530,5754,,,,
2026-07-01,logit,5420,2775,225,75b543ed99834ea7109367d7a67fbac4f4cf289a0f70aca0eb6f1725d573109d,bd72d19a173009ea54e56d292d84867926d47a5091a12977c01ac8ce6aecf6cd,2026-06-26,2026-06-25,5530,5754,,,,
2026-07-01,local_logit,5420,2775,225,75b543ed99834ea7109367d7a67fbac4f4cf289a0f70aca0eb6f1725d573109d,bd72d19a173009ea54e56d292d84867926d47a5091a12977c01ac8ce6aecf6cd,2026-06-26,2026-06-25,5530,5754,"{""AMD"": 563, ""KGS"": 546, ""KZT"": 540, ""TJS"": 574, ""UZS"": 552}",,,
2026-07-01,hazard_hist,5420,2775,225,75b543ed99834ea7109367d7a67fbac4f4cf289a0f70aca0eb6f1725d573109d,bd72d19a173009ea54e56d292d84867926d47a5091a12977c01ac8ce6aecf6cd,2026-06-26,2026-06-25,5530,5754,,7546.0,1850.0,d57329c66ffc3a0d34e7aa3f36b44b3fe84fb5c01d873797d95ec67a2e6c6b94
2026-07-01,hazard_logit,5420,2775,225,75b543ed99834ea7109367d7a67fbac4f4cf289a0f70aca0eb6f1725d573109d,bd72d19a173009ea54e56d292d84867926d47a5091a12977c01ac8ce6aecf6cd,2026-06-26,2026-06-25,5530,5754,,7546.0,1850.0,d57329c66ffc3a0d34e7aa3f36b44b3fe84fb5c01d873797d95ec67a2e6c6b94
2026-07-01,margin_q25,5420,2775,225,75b543ed99834ea7109367d7a67fbac4f4cf289a0f70aca0eb6f1725d573109d,bd72d19a173009ea54e56d292d84867926d47a5091a12977c01ac8ce6aecf6cd,2026-06-26,2026-06-25,5530,5754,,,,
2026-07-01,margin_ridge_local,5420,2775,225,75b543ed99834ea7109367d7a67fbac4f4cf289a0f70aca0eb6f1725d573109d,bd72d19a173009ea54e56d292d84867926d47a5091a12977c01ac8ce6aecf6cd,2026-06-26,2026-06-25,5530,5754,"{""AMD"": 563, ""KGS"": 546, ""KZT"": 540, ""TJS"": 574, ""UZS"": 552}",,,
