scenario,clock,h,model,train_rows,evaluation_rows,latest_train_maturity_ord,fit_cutoff_ord,status,reason
no_same_day_receipt,21:15,20,identity,1645,2910,739249,739250,identity,
no_same_day_receipt,21:15,20,global_platt,1645,2910,739249,739250,fit,
no_same_day_receipt,21:15,20,fixed_logit_shrink_80,1645,2910,739249,739250,fixed,
no_same_day_receipt,21:15,20,hierarchical_beta,1645,2910,739249,739250,fit,
no_same_day_receipt,22:15,20,identity,1645,2910,739249,739250,identity,
no_same_day_receipt,22:15,20,global_platt,1645,2910,739249,739250,fit,
no_same_day_receipt,22:15,20,fixed_logit_shrink_80,1645,2910,739249,739250,fixed,
no_same_day_receipt,22:15,20,hierarchical_beta,1645,2910,739249,739250,fit,
no_same_day_receipt,23:15,20,identity,1645,2910,739249,739250,identity,
no_same_day_receipt,23:15,20,global_platt,1645,2910,739249,739250,fit,
no_same_day_receipt,23:15,20,fixed_logit_shrink_80,1645,2910,739249,739250,fixed,
no_same_day_receipt,23:15,20,hierarchical_beta,1645,2910,739249,739250,fit,
