scenario,clock,h,block_dates,n_dates,mean_brier_delta,ci_low,ci_high,probability_hierarchical_better
calendar_assumed_replay,18:45,5,50,603,0.001974465175412068,-0.00021204262299720893,0.004131638450166383,0.04
calendar_assumed_replay,19:15,5,20,603,0.002066738418954586,8.631976704478595e-05,0.00420050654365352,0.019
calendar_assumed_replay,19:15,5,50,603,0.002066738418954586,-6.341811851362352e-05,0.004167147934988592,0.028
calendar_assumed_replay,20:15,5,20,603,0.0021676219166812034,0.00029245684765127845,0.0042305969557492485,0.008
calendar_assumed_replay,20:15,5,50,603,0.0021676219166812034,0.0001714706752782212,0.004195711335308532,0.021
calendar_assumed_replay,21:15,5,20,603,0.0021676219166812034,0.00011518781678608055,0.0040502821750266985,0.021
calendar_assumed_replay,21:15,5,50,603,0.0021676219166812034,0.0002984627788812592,0.0041527287962301275,0.013
calendar_assumed_replay,22:15,5,20,603,0.0021676219166812034,-3.637166409349666e-06,0.004017243882310862,0.026
calendar_assumed_replay,22:15,5,50,603,0.0021676219166812034,0.0002823208068712817,0.004191575122265004,0.015
calendar_assumed_replay,23:15,5,20,603,0.0021676219166812034,0.00028033684090390836,0.0041504737647642285,0.011
calendar_assumed_replay,23:15,5,50,603,0.0021676219166812034,0.00022904836206734264,0.004131480625622205,0.015
calendar_assumed_replay,00:15,10,20,596,0.005409158675300549,-0.005351253780657611,0.0149375862152779,0.156
calendar_assumed_replay,00:15,10,50,596,0.005409158675300549,-0.007501716096023269,0.017823573042545053,0.187
calendar_assumed_replay,06:00,10,20,596,0.005409158675300549,-0.0052268991729272065,0.014842122650086567,0.153
calendar_assumed_replay,06:00,10,50,596,0.005409158675300549,-0.008205323361833747,0.015670930284198976,0.169
calendar_assumed_replay,09:15,10,20,596,0.005409158675300549,-0.005324969880831982,0.015499045934320922,0.154
calendar_assumed_replay,09:15,10,50,596,0.005409158675300549,-0.007100478368771439,0.01719075146365906,0.175
calendar_assumed_replay,10:15,10,20,596,0.006371244466765792,0.00267561164954552,0.009592223495943346,0.001
calendar_assumed_replay,10:15,10,50,596,0.006371244466765792,0.0027558786877370303,0.010307534916355663,0.001
calendar_assumed_replay,10:45,10,20,596,0.004414205984405076,0.0013948045584993613,0.007055066131553889,0.001
calendar_assumed_replay,10:45,10,50,596,0.004414205984405076,0.0016991185957129556,0.007418217140319595,0.002
calendar_assumed_replay,11:45,10,20,596,0.0029579477394036393,-6.855570952371236e-05,0.005789320575723748,0.033
calendar_assumed_replay,11:45,10,50,596,0.0029579477394036393,-0.0003305549363255552,0.006226720202448538,0.039
calendar_assumed_replay,12:45,10,20,596,0.0026718273898268777,-0.0003608123281437117,0.005427053051129498,0.039
calendar_assumed_replay,12:45,10,50,596,0.0026718273898268777,-0.0006736030833504557,0.006200902542956872,0.059
calendar_assumed_replay,13:45,10,20,596,0.0024657974448846704,-0.000486544888589816,0.00501768510014839,0.048
calendar_assumed_replay,13:45,10,50,596,0.0024657974448846704,-0.0006302154111704555,0.005524527877524554,0.064
calendar_assumed_replay,14:45,10,20,596,0.0019538682043610716,-0.0008559703379990853,0.004693293577724461,0.088
calendar_assumed_replay,14:45,10,50,596,0.0019538682043610716,-0.0007878037830434462,0.0049664249640999246,0.104
calendar_assumed_replay,15:10,10,20,596,0.0021860050732736788,-0.00027711395727552193,0.004742060902074617,0.038
calendar_assumed_replay,15:10,10,50,596,0.0021860050732736788,-0.0005169547375919626,0.004925127786377933,0.054
calendar_assumed_replay,15:25,10,20,596,0.0022288821854147068,-0.0003581118712467251,0.004776333220508782,0.049
calendar_assumed_replay,15:25,10,50,596,0.0022288821854147068,-0.00023705048502468967,0.0047610766509996825,0.041
calendar_assumed_replay,15:45,10,20,596,0.002191572396124868,-0.0004485203342212561,0.005047499968212477,0.053
calendar_assumed_replay,15:45,10,50,596,0.002191572396124868,-0.0005330598855921628,0.004875026169602147,0.052
calendar_assumed_replay,16:45,10,20,596,0.0010064272056293465,-0.0015009665963875705,0.003296437657024929,0.196
calendar_assumed_replay,16:45,10,50,596,0.0010064272056293465,-0.001492576796871651,0.0034890102945034163,0.202
calendar_assumed_replay,17:45,10,20,596,0.0023045143752197924,-0.0005674066678251822,0.005094772607243208,0.068
calendar_assumed_replay,17:45,10,50,596,0.0023045143752197924,-0.0007211206978444365,0.0054399988905960055,0.086
calendar_assumed_replay,18:45,10,20,596,0.008844450111918445,0.003478345447987992,0.013480812218521317,0.0
calendar_assumed_replay,18:45,10,50,596,0.008844450111918445,0.0027820498699990463,0.01377034625304629,0.006
calendar_assumed_replay,19:15,10,20,596,0.008734871385718537,0.0028011420268954953,0.013836943097372453,0.004
calendar_assumed_replay,19:15,10,50,596,0.008734871385718537,0.0027240236805081016,0.01431528809188799,0.005
calendar_assumed_replay,20:15,10,20,596,0.008035545536770982,0.00149581992613646,0.012787943301918177,0.011
calendar_assumed_replay,20:15,10,50,596,0.008035545536770982,0.002006223308046398,0.013234134405213106,0.003
calendar_assumed_replay,21:15,10,20,596,0.008035545536770982,0.0028692828404456774,0.012792205626535845,0.001
calendar_assumed_replay,21:15,10,50,596,0.008035545536770982,0.0022284682098118063,0.013403024863046299,0.004
calendar_assumed_replay,22:15,10,20,596,0.008035545536770982,0.002540990217267211,0.012955428737630897,0.003
calendar_assumed_replay,22:15,10,50,596,0.008035545536770982,0.0019086473809306734,0.013634373866530875,0.01
calendar_assumed_replay,23:15,10,20,596,0.008035545536770982,0.0020967224332059608,0.01284998200158899,0.003
calendar_assumed_replay,23:15,10,50,596,0.008035545536770982,0.0020826105753243666,0.013390699471734163,0.003
calendar_assumed_replay,00:15,20,20,582,-0.0016927804466703633,-0.009028239336950924,0.0049371849439741825,0.668
calendar_assumed_replay,00:15,20,50,582,-0.0016927804466703633,-0.011884248882908552,0.006971591476872954,0.602
calendar_assumed_replay,06:00,20,20,582,-0.0016927804466703633,-0.009212964944772504,0.005166361639457634,0.665
calendar_assumed_replay,06:00,20,50,582,-0.0016927804466703633,-0.011477882992727914,0.006441484547660305,0.648
calendar_assumed_replay,09:15,20,20,582,-0.0016927804466703633,-0.00953941137230172,0.005244911443993961,0.646
calendar_assumed_replay,09:15,20,50,582,-0.0016927804466703633,-0.011316073242641575,0.006641031884281827,0.616
calendar_assumed_replay,10:15,20,20,582,0.0016287341589571334,-0.0009611855292253107,0.004140003781683454,0.096
calendar_assumed_replay,10:15,20,50,582,0.0016287341589571334,-0.0012918471553819112,0.004555552863278343,0.149
calendar_assumed_replay,10:45,20,20,582,0.000828776900688341,-0.0012879358864530902,0.0029337490304969247,0.197
calendar_assumed_replay,10:45,20,50,582,0.000828776900688341,-0.0014632962043939941,0.0029267228201330497,0.238
calendar_assumed_replay,11:45,20,20,582,-0.00044958554208393515,-0.002571235506262379,0.0012991107061745423,0.641
calendar_assumed_replay,11:45,20,50,582,-0.00044958554208393515,-0.002682262699835271,0.0016397063421173563,0.622
calendar_assumed_replay,12:45,20,20,582,-0.000811830433917758,-0.0029545612343681265,0.001126182268441854,0.771
calendar_assumed_replay,12:45,20,50,582,-0.000811830433917758,-0.0029877116500304536,0.0016618349868231892,0.743
calendar_assumed_replay,13:45,20,20,582,-0.0009940858578156647,-0.0031288362681224555,0.001111350621568455,0.803
calendar_assumed_replay,13:45,20,50,582,-0.0009940858578156647,-0.0034616774017687565,0.001343656614848788,0.792
calendar_assumed_replay,14:45,20,20,582,-0.0013560248940628727,-0.0034036360381666238,0.0006275333462114047,0.886
calendar_assumed_replay,14:45,20,50,582,-0.0013560248940628727,-0.004044112303851522,0.0012304042100634651,0.851
calendar_assumed_replay,15:10,20,20,582,-0.0009099683058103701,-0.0032655974043634757,0.0010750690713330398,0.812
calendar_assumed_replay,15:10,20,50,582,-0.0009099683058103701,-0.003418201886655055,0.0016874297104680822,0.74
calendar_assumed_replay,15:25,20,20,582,-0.0008784041915880378,-0.0030433901038375327,0.001537915739019026,0.775
calendar_assumed_replay,15:25,20,50,582,-0.0008784041915880378,-0.0032742367886513116,0.0018527992104082974,0.742
calendar_assumed_replay,15:45,20,20,582,-0.0009219257796519711,-0.003065350046129006,0.0013402347829745615,0.797
calendar_assumed_replay,15:45,20,50,582,-0.0009219257796519711,-0.0032957029138717254,0.0017024746292024556,0.777
calendar_assumed_replay,16:45,20,20,582,-0.0011849363840988091,-0.0033298291526036917,0.001015548932689713,0.873
calendar_assumed_replay,16:45,20,50,582,-0.0011849363840988091,-0.0036436746030133055,0.0012859804406738448,0.796
calendar_assumed_replay,17:45,20,20,582,-0.0004730769006162106,-0.002653385879719891,0.0016638363211145468,0.662
calendar_assumed_replay,17:45,20,50,582,-0.0004730769006162106,-0.003128439730810375,0.0022383552005420184,0.655
calendar_assumed_replay,18:45,20,20,582,0.001864494952146464,-0.0005728447422261915,0.0038986673680793844,0.06
calendar_assumed_replay,18:45,20,50,582,0.001864494952146464,-0.0007411676288217579,0.004035603996026285,0.078
calendar_assumed_replay,19:15,20,20,582,0.002166640324363759,-0.00047574039561811655,0.0043520360576396536,0.05
calendar_assumed_replay,19:15,20,50,582,0.002166640324363759,-0.0006638598473752338,0.00443505689257195,0.064
calendar_assumed_replay,20:15,20,20,582,0.001984182855891483,-0.0008690629181012478,0.004221527560601875,0.07
calendar_assumed_replay,20:15,20,50,582,0.001984182855891483,-0.0007449400100473829,0.004391475024445757,0.077
calendar_assumed_replay,21:15,20,20,582,0.001984182855891483,-0.0005903927342723317,0.004239947350097162,0.061
calendar_assumed_replay,21:15,20,50,582,0.001984182855891483,-0.000931134251004064,0.0045441044468961045,0.082
calendar_assumed_replay,22:15,20,20,582,0.001984182855891483,-0.0005259855718296172,0.004250249858209257,0.053
calendar_assumed_replay,22:15,20,50,582,0.001984182855891483,-0.000616873772360384,0.004550956811145728,0.075
calendar_assumed_replay,23:15,20,20,582,0.001984182855891483,-0.0005332965547328335,0.004146374578880133,0.052
calendar_assumed_replay,23:15,20,50,582,0.001984182855891483,-0.0007164087753125174,0.004299175872127383,0.088
no_same_day_receipt,00:15,5,20,603,0.009005469908279341,-0.004190002919334726,0.019833993348576023,0.07
no_same_day_receipt,00:15,5,50,603,0.009005469908279341,-0.0030331121909876134,0.019255768044603896,0.08
no_same_day_receipt,06:00,5,20,603,0.009005469908279341,-0.0038034554155268476,0.019394122872527217,0.078
no_same_day_receipt,06:00,5,50,603,0.009005469908279341,-0.003835526579223886,0.0199591736170689,0.072
no_same_day_receipt,09:15,5,20,603,0.009005469908279341,-0.0034680776401099862,0.018735225279010333,0.069
no_same_day_receipt,09:15,5,50,603,0.009005469908279341,-0.0037475724977824366,0.019576892172049356,0.077
no_same_day_receipt,10:15,5,20,603,0.01047856640051035,0.006572289352875491,0.014107735834862686,0.0
no_same_day_receipt,10:15,5,50,603,0.01047856640051035,0.006221608981715957,0.014313645503866372,0.0
no_same_day_receipt,10:45,5,20,603,0.00900487343077674,0.005217819916987233,0.012960191439459928,0.0
no_same_day_receipt,10:45,5,50,603,0.00900487343077674,0.005217470019816022,0.01273203075993074,0.0
no_same_day_receipt,11:45,5,20,603,0.007560089696068741,0.004008540437840178,0.011096488455923936,0.0
no_same_day_receipt,11:45,5,50,603,0.007560089696068741,0.003576213573825997,0.011432784006723217,0.0
no_same_day_receipt,12:45,5,20,603,0.006912074151473333,0.00327087342359518,0.0105407312182254,0.0
no_same_day_receipt,12:45,5,50,603,0.006912074151473333,0.0029104302079592435,0.010856005714386515,0.0
no_same_day_receipt,13:45,5,20,603,0.0061071667852684785,0.002510494108997592,0.010057214703633289,0.003
no_same_day_receipt,13:45,5,50,603,0.0061071667852684785,0.0021017887619657625,0.010760045890730253,0.0
no_same_day_receipt,14:45,5,20,603,0.005347933042884497,0.0016134462100172917,0.00887169502351977,0.002
no_same_day_receipt,14:45,5,50,603,0.005347933042884497,0.0012074796180267752,0.009686403261161927,0.003
no_same_day_receipt,15:10,5,20,603,0.005307912557584652,0.0016999781613173393,0.009334488881424173,0.003
no_same_day_receipt,15:10,5,50,603,0.005307912557584652,0.0008928208110789854,0.010005905731355888,0.006
no_same_day_receipt,15:25,5,20,603,0.00536417320652168,0.0013639457441257815,0.00950027262125059,0.005
no_same_day_receipt,15:25,5,50,603,0.00536417320652168,0.001018170816573082,0.009925785076113528,0.006
no_same_day_receipt,15:45,5,20,603,0.005306937790763854,0.0012959262539042526,0.009437915598369963,0.007
no_same_day_receipt,15:45,5,50,603,0.005306937790763854,0.001001184635711966,0.010457257326421535,0.006
no_same_day_receipt,16:45,5,20,603,0.003458313217752486,-0.0003914387027922502,0.007336968502443861,0.042
no_same_day_receipt,16:45,5,50,603,0.003458313217752486,-0.0013270594854696296,0.008474123946778933,0.088
no_same_day_receipt,17:45,5,20,603,0.005011435052708479,0.0011633639982336125,0.008908894144092308,0.002
no_same_day_receipt,17:45,5,50,603,0.005011435052708479,0.0005899627076267202,0.00930024714784536,0.011
no_same_day_receipt,18:45,5,20,603,0.005011435052708479,0.0013189630663555615,0.008869638569095482,0.003
no_same_day_receipt,18:45,5,50,603,0.005011435052708479,0.000667749262299131,0.009164936880195046,0.011
no_same_day_receipt,19:15,5,20,603,0.005011435052708479,0.0011409519956857997,0.009025445148450432,0.006
no_same_day_receipt,19:15,5,50,603,0.005011435052708479,0.0007863280221302398,0.009628310915936633,0.01
no_same_day_receipt,20:15,5,20,603,0.005011435052708479,0.0012054373423833807,0.008869373543688837,0.002
no_same_day_receipt,20:15,5,50,603,0.005011435052708479,0.0005046210302675664,0.009665559436233605,0.012
no_same_day_receipt,21:15,5,20,603,0.005011435052708479,0.001246944409275774,0.008663372146011202,0.003
no_same_day_receipt,21:15,5,50,603,0.005011435052708479,0.0008603982403836585,0.009454358356600065,0.011
no_same_day_receipt,22:15,5,20,603,0.005011435052708479,0.001095415609815384,0.00864670170979283,0.004
no_same_day_receipt,22:15,5,50,603,0.005011435052708479,0.0006821867526286275,0.009510342210367196,0.012
no_same_day_receipt,23:15,5,20,603,0.005011435052708479,0.0011738680247329945,0.008883169129084498,0.006
no_same_day_receipt,23:15,5,50,603,0.005011435052708479,0.0006603615389128072,0.009671511405975183,0.008
no_same_day_receipt,00:15,10,20,596,0.005409158675300549,-0.006001246520706914,0.015261629749145165,0.169
no_same_day_receipt,00:15,10,50,596,0.005409158675300549,-0.006850668472617314,0.01602991606747026,0.189
no_same_day_receipt,06:00,10,20,596,0.005409158675300549,-0.005939168998199566,0.01511494778497012,0.154
no_same_day_receipt,06:00,10,50,596,0.005409158675300549,-0.008599291047890657,0.01657221542911143,0.197
no_same_day_receipt,09:15,10,20,596,0.005409158675300549,-0.006194035404189067,0.015809874702263544,0.169
no_same_day_receipt,09:15,10,50,596,0.005409158675300549,-0.007445425655452177,0.016146399648647884,0.194
no_same_day_receipt,10:15,10,20,596,0.006371244466765792,0.0029166231847849665,0.009761687608171204,0.0
no_same_day_receipt,10:15,10,50,596,0.006371244466765792,0.00269083062090294,0.009997301653189222,0.001
no_same_day_receipt,10:45,10,20,596,0.004414205984405076,0.0017869456521299682,0.007511693690816501,0.002
no_same_day_receipt,10:45,10,50,596,0.004414205984405076,0.0015690008783695575,0.007492185071658787,0.0
no_same_day_receipt,11:45,10,20,596,0.0029579477394036393,-4.409975757424075e-05,0.005838506504353645,0.028
no_same_day_receipt,11:45,10,50,596,0.0029579477394036393,-0.00023837535305387645,0.006027606920066201,0.037
no_same_day_receipt,12:45,10,20,596,0.0026718273898268777,-0.00044985094561885813,0.005583517765681141,0.049
no_same_day_receipt,12:45,10,50,596,0.0026718273898268777,-0.0006022236907192419,0.005878826265093125,0.057
no_same_day_receipt,13:45,10,20,596,0.0024657974448846704,-0.0004803091201580726,0.0054848142097871,0.05
no_same_day_receipt,13:45,10,50,596,0.0024657974448846704,-0.0007783562063537812,0.0055257240948423285,0.067
no_same_day_receipt,14:45,10,20,596,0.0019538682043610716,-0.0008046339055320952,0.004662427320705107,0.091
no_same_day_receipt,14:45,10,50,596,0.0019538682043610716,-0.0011784491891156804,0.004898105475387811,0.123
no_same_day_receipt,15:10,10,20,596,0.0021860050732736788,-0.0004969754714759001,0.004993482741969302,0.05
no_same_day_receipt,15:10,10,50,596,0.0021860050732736788,-0.0004050620518337346,0.0047237381909284405,0.051
no_same_day_receipt,15:25,10,20,596,0.0022288821854147068,-0.00038395989554444694,0.004854846620226692,0.048
no_same_day_receipt,15:25,10,50,596,0.0022288821854147068,-0.0004897843177879558,0.004913325232376129,0.05
no_same_day_receipt,15:45,10,20,596,0.002191572396124868,-0.0005633055584505735,0.004934591653079162,0.056
no_same_day_receipt,15:45,10,50,596,0.002191572396124868,-0.00045022121347096887,0.004813849780310524,0.049
no_same_day_receipt,16:45,10,20,596,0.0010064272056293465,-0.0015751622504217846,0.003601670899248049,0.239
no_same_day_receipt,16:45,10,50,596,0.0010064272056293465,-0.0015261736601528096,0.0034421072655897124,0.232
no_same_day_receipt,17:45,10,20,596,0.0023045143752197924,-0.0006015647467967106,0.004989162847042209,0.057
no_same_day_receipt,17:45,10,50,596,0.0023045143752197924,-0.0009575313354092132,0.005468532119228195,0.068
no_same_day_receipt,18:45,10,20,596,0.0023045143752197924,-0.000602492835550804,0.0049787051000791125,0.065
no_same_day_receipt,18:45,10,50,596,0.0023045143752197924,-0.000689927699726304,0.005302709069615935,0.067
no_same_day_receipt,19:15,10,20,596,0.0023045143752197924,-0.00048824875470278203,0.005116912402288912,0.061
no_same_day_receipt,19:15,10,50,596,0.0023045143752197924,-0.001435791433743377,0.005322874620936522,0.105
no_same_day_receipt,20:15,10,20,596,0.0023045143752197924,-0.0008301519455538915,0.004999506542179778,0.06
no_same_day_receipt,20:15,10,50,596,0.0023045143752197924,-0.0013133666120340032,0.005292384711501784,0.096
no_same_day_receipt,21:15,10,20,596,0.0023045143752197924,-0.0007918417128461036,0.005093496566656472,0.076
no_same_day_receipt,21:15,10,50,596,0.0023045143752197924,-0.0008773801631551281,0.00503362436540004,0.083
no_same_day_receipt,22:15,10,20,596,0.0023045143752197924,-0.0006625767916676076,0.004903458581838583,0.051
no_same_day_receipt,22:15,10,50,596,0.0023045143752197924,-0.0009182248215042128,0.005499276747536615,0.074
no_same_day_receipt,23:15,10,20,596,0.0023045143752197924,-0.0007045237065132512,0.004971049944085785,0.051
no_same_day_receipt,23:15,10,50,596,0.0023045143752197924,-0.0013423757911032149,0.005364408335166544,0.092
no_same_day_receipt,00:15,20,20,582,-0.0016927804466703633,-0.00888638836938622,0.005153919277944617,0.637
no_same_day_receipt,00:15,20,50,582,-0.0016927804466703633,-0.010584282717935923,0.006341045315966866,0.631
no_same_day_receipt,06:00,20,20,582,-0.0016927804466703633,-0.009639789382545226,0.004722682431596374,0.646
no_same_day_receipt,06:00,20,50,582,-0.0016927804466703633,-0.011345288255509785,0.00696508009677868,0.651
no_same_day_receipt,09:15,20,20,582,-0.0016927804466703633,-0.009944391306565782,0.00445449635104238,0.695
no_same_day_receipt,09:15,20,50,582,-0.0016927804466703633,-0.01071231559690219,0.006744854506972821,0.627
no_same_day_receipt,10:15,20,20,582,0.0016287341589571334,-0.001000597372086069,0.004215016567943712,0.119
no_same_day_receipt,10:15,20,50,582,0.0016287341589571334,-0.0014779987569089933,0.0046071436157560045,0.151
no_same_day_receipt,10:45,20,20,582,0.000828776900688341,-0.001233477449112552,0.0028115881329653153,0.187
no_same_day_receipt,10:45,20,50,582,0.000828776900688341,-0.0015121595481813713,0.002862066145181873,0.218
no_same_day_receipt,11:45,20,20,582,-0.00044958554208393515,-0.0025062007900095626,0.0016841237272175466,0.681
no_same_day_receipt,11:45,20,50,582,-0.00044958554208393515,-0.0029020846733036065,0.0016235956605632263,0.662
no_same_day_receipt,12:45,20,20,582,-0.000811830433917758,-0.002835622135413954,0.0012661335294430313,0.785
no_same_day_receipt,12:45,20,50,582,-0.000811830433917758,-0.0030882104244602435,0.0013633851313267049,0.741
no_same_day_receipt,13:45,20,20,582,-0.0009940858578156647,-0.0029983206205719598,0.0013845450410162408,0.792
no_same_day_receipt,13:45,20,50,582,-0.0009940858578156647,-0.0034323119931881094,0.001265500799299197,0.8
no_same_day_receipt,14:45,20,20,582,-0.0013560248940628727,-0.0037652316781158937,0.0008951415148728761,0.897
no_same_day_receipt,14:45,20,50,582,-0.0013560248940628727,-0.003994026346961376,0.001356681443376157,0.854
no_same_day_receipt,15:10,20,20,582,-0.0009099683058103701,-0.0030434108099073667,0.0013536760931934595,0.772
no_same_day_receipt,15:10,20,50,582,-0.0009099683058103701,-0.0033313609981305077,0.001621470987544166,0.755
no_same_day_receipt,15:25,20,20,582,-0.0008784041915880378,-0.003071772618692105,0.0012396393085691544,0.799
no_same_day_receipt,15:25,20,50,582,-0.0008784041915880378,-0.0035404513959499287,0.0015568219031052606,0.76
no_same_day_receipt,15:45,20,20,582,-0.0009219257796519711,-0.0031608210152336076,0.0013747313878708309,0.795
no_same_day_receipt,15:45,20,50,582,-0.0009219257796519711,-0.0032301025468060344,0.0017267757125484023,0.743
no_same_day_receipt,16:45,20,20,582,-0.0011849363840988091,-0.0035405083145512474,0.0009491180132376656,0.848
no_same_day_receipt,16:45,20,50,582,-0.0011849363840988091,-0.003714646646812979,0.0014362196786776489,0.815
no_same_day_receipt,17:45,20,20,582,-0.0004730769006162106,-0.002645641924415112,0.0017573976253332031,0.681
no_same_day_receipt,17:45,20,50,582,-0.0004730769006162106,-0.003167499073310701,0.0021760052461958887,0.663
no_same_day_receipt,18:45,20,20,582,-0.0004730769006162106,-0.0026964491863535997,0.0016770043302478288,0.642
no_same_day_receipt,18:45,20,50,582,-0.0004730769006162106,-0.0033542723229972905,0.0023766526574397332,0.628
no_same_day_receipt,19:15,20,20,582,-0.0004730769006162106,-0.0029559490968562815,0.0017893734742970846,0.652
no_same_day_receipt,19:15,20,50,582,-0.0004730769006162106,-0.0032170864185204324,0.0021882757689527296,0.64
no_same_day_receipt,20:15,20,20,582,-0.0004730769006162106,-0.002774216054640628,0.001759363404090682,0.669
no_same_day_receipt,20:15,20,50,582,-0.0004730769006162106,-0.0031776788496381235,0.0021686672120163433,0.624
no_same_day_receipt,21:15,20,20,582,-0.0004730769006162106,-0.002693490153319731,0.00191881358622009,0.659
no_same_day_receipt,21:15,20,50,582,-0.0004730769006162106,-0.003146792049057402,0.0021892694026062385,0.644
no_same_day_receipt,22:15,20,20,582,-0.0004730769006162106,-0.002840761800962745,0.0017948904827433504,0.653
no_same_day_receipt,22:15,20,50,582,-0.0004730769006162106,-0.0031582802451315113,0.0022925564314096383,0.627
no_same_day_receipt,23:15,20,20,582,-0.0004730769006162106,-0.0026997692455938195,0.0017970139863857325,0.666
no_same_day_receipt,23:15,20,50,582,-0.0004730769006162106,-0.003126644916218,0.0022448066609737985,0.638
