scenario,clock,h,model,feature,coefficient
calendar_assumed_replay,22:15,5,hierarchical_beta,currency=KZT:base_logit,0.1347313290621164
calendar_assumed_replay,22:15,5,hierarchical_beta,currency=TJS:base_logit,0.16938106148428006
calendar_assumed_replay,22:15,5,hierarchical_beta,currency=UZS:base_logit,0.09697329144471914
calendar_assumed_replay,22:15,5,hierarchical_beta,regime=premarket|cbr_history|limited|aging,-0.2637649569897686
calendar_assumed_replay,22:15,5,hierarchical_beta,regime=premarket|cbr_history|limited|fresh,-0.1774151940790138
calendar_assumed_replay,22:15,5,hierarchical_beta,regime=premarket|cbr_history|limited|stale,-0.1871842856587122
calendar_assumed_replay,23:15,5,global_platt,intercept,-0.07479639938842553
calendar_assumed_replay,23:15,5,global_platt,base_logit,0.9283823506463597
calendar_assumed_replay,23:15,5,fixed_logit_shrink_80,base_logit,0.8
calendar_assumed_replay,23:15,5,hierarchical_beta,intercept,0.4780357798985096
calendar_assumed_replay,23:15,5,hierarchical_beta,log_p,1.022976300952288
calendar_assumed_replay,23:15,5,hierarchical_beta,neg_log_1mp,0.31392592543526376
calendar_assumed_replay,23:15,5,hierarchical_beta,currency=KGS,0.08020414859917444
calendar_assumed_replay,23:15,5,hierarchical_beta,currency=KZT,-0.12401487609112692
calendar_assumed_replay,23:15,5,hierarchical_beta,currency=TJS,0.0770700421302921
calendar_assumed_replay,23:15,5,hierarchical_beta,currency=UZS,-0.040033123312531615
calendar_assumed_replay,23:15,5,hierarchical_beta,currency=KGS:base_logit,0.081930666576517
calendar_assumed_replay,23:15,5,hierarchical_beta,currency=KZT:base_logit,0.1347313290621164
calendar_assumed_replay,23:15,5,hierarchical_beta,currency=TJS:base_logit,0.16938106148428006
calendar_assumed_replay,23:15,5,hierarchical_beta,currency=UZS:base_logit,0.09697329144471914
calendar_assumed_replay,23:15,5,hierarchical_beta,regime=premarket|cbr_history|limited|aging,-0.2637649569897686
calendar_assumed_replay,23:15,5,hierarchical_beta,regime=premarket|cbr_history|limited|fresh,-0.1774151940790138
calendar_assumed_replay,23:15,5,hierarchical_beta,regime=premarket|cbr_history|limited|stale,-0.1871842856587122
calendar_assumed_replay,00:15,10,global_platt,intercept,-1.4881402906785342
calendar_assumed_replay,00:15,10,global_platt,base_logit,-0.5466982925421768
calendar_assumed_replay,00:15,10,fixed_logit_shrink_80,base_logit,0.8
calendar_assumed_replay,00:15,10,hierarchical_beta,intercept,-1.3492604654901863
calendar_assumed_replay,00:15,10,hierarchical_beta,log_p,-0.3230579666533421
calendar_assumed_replay,00:15,10,hierarchical_beta,neg_log_1mp,-0.1274235122018525
calendar_assumed_replay,00:15,10,hierarchical_beta,currency=KGS,-0.03870285346714525
calendar_assumed_replay,00:15,10,hierarchical_beta,currency=KZT,-0.2614665263625445
calendar_assumed_replay,00:15,10,hierarchical_beta,currency=TJS,0.009255820638272618
calendar_assumed_replay,00:15,10,hierarchical_beta,currency=UZS,-0.10850099099474357
calendar_assumed_replay,00:15,10,hierarchical_beta,currency=KGS:base_logit,-0.12683044849228775
calendar_assumed_replay,00:15,10,hierarchical_beta,currency=KZT:base_logit,0.13731752827424026
calendar_assumed_replay,00:15,10,hierarchical_beta,currency=TJS:base_logit,-0.08401275050228639
calendar_assumed_replay,00:15,10,hierarchical_beta,currency=UZS:base_logit,-0.0402220660002121
calendar_assumed_replay,00:15,10,hierarchical_beta,regime=premarket|cbr_history|limited|fresh,0.07133985954128
calendar_assumed_replay,00:15,10,hierarchical_beta,regime=premarket|cbr_history|limited|stale,-0.2992442589318367
calendar_assumed_replay,06:00,10,global_platt,intercept,-1.4881402906785342
calendar_assumed_replay,06:00,10,global_platt,base_logit,-0.5466982925421768
calendar_assumed_replay,06:00,10,fixed_logit_shrink_80,base_logit,0.8
calendar_assumed_replay,06:00,10,hierarchical_beta,intercept,-1.3492604654901863
calendar_assumed_replay,06:00,10,hierarchical_beta,log_p,-0.3230579666533421
calendar_assumed_replay,06:00,10,hierarchical_beta,neg_log_1mp,-0.1274235122018525
calendar_assumed_replay,06:00,10,hierarchical_beta,currency=KGS,-0.03870285346714525
calendar_assumed_replay,06:00,10,hierarchical_beta,currency=KZT,-0.2614665263625445
calendar_assumed_replay,06:00,10,hierarchical_beta,currency=TJS,0.009255820638272618
calendar_assumed_replay,06:00,10,hierarchical_beta,currency=UZS,-0.10850099099474357
calendar_assumed_replay,06:00,10,hierarchical_beta,currency=KGS:base_logit,-0.12683044849228775
calendar_assumed_replay,06:00,10,hierarchical_beta,currency=KZT:base_logit,0.13731752827424026
calendar_assumed_replay,06:00,10,hierarchical_beta,currency=TJS:base_logit,-0.08401275050228639
calendar_assumed_replay,06:00,10,hierarchical_beta,currency=UZS:base_logit,-0.0402220660002121
calendar_assumed_replay,06:00,10,hierarchical_beta,regime=premarket|cbr_history|limited|fresh,0.07133985954128
calendar_assumed_replay,06:00,10,hierarchical_beta,regime=premarket|cbr_history|limited|stale,-0.2992442589318367
calendar_assumed_replay,09:15,10,global_platt,intercept,-1.4881402906785342
calendar_assumed_replay,09:15,10,global_platt,base_logit,-0.5466982925421768
calendar_assumed_replay,09:15,10,fixed_logit_shrink_80,base_logit,0.8
calendar_assumed_replay,09:15,10,hierarchical_beta,intercept,-1.3492604654901863
calendar_assumed_replay,09:15,10,hierarchical_beta,log_p,-0.3230579666533421
calendar_assumed_replay,09:15,10,hierarchical_beta,neg_log_1mp,-0.1274235122018525
calendar_assumed_replay,09:15,10,hierarchical_beta,currency=KGS,-0.03870285346714525
calendar_assumed_replay,09:15,10,hierarchical_beta,currency=KZT,-0.2614665263625445
calendar_assumed_replay,09:15,10,hierarchical_beta,currency=TJS,0.009255820638272618
calendar_assumed_replay,09:15,10,hierarchical_beta,currency=UZS,-0.10850099099474357
calendar_assumed_replay,09:15,10,hierarchical_beta,currency=KGS:base_logit,-0.12683044849228775
calendar_assumed_replay,09:15,10,hierarchical_beta,currency=KZT:base_logit,0.13731752827424026
calendar_assumed_replay,09:15,10,hierarchical_beta,currency=TJS:base_logit,-0.08401275050228639
calendar_assumed_replay,09:15,10,hierarchical_beta,currency=UZS:base_logit,-0.0402220660002121
calendar_assumed_replay,09:15,10,hierarchical_beta,regime=premarket|cbr_history|limited|fresh,0.07133985954128
calendar_assumed_replay,09:15,10,hierarchical_beta,regime=premarket|cbr_history|limited|stale,-0.2992442589318367
calendar_assumed_replay,10:15,10,global_platt,intercept,-0.5293236939291083
calendar_assumed_replay,10:15,10,global_platt,base_logit,0.45290297644976113
calendar_assumed_replay,10:15,10,fixed_logit_shrink_80,base_logit,0.8
calendar_assumed_replay,10:15,10,hierarchical_beta,intercept,-0.2967386766254928
calendar_assumed_replay,10:15,10,hierarchical_beta,log_p,0.4181106695685656
calendar_assumed_replay,10:15,10,hierarchical_beta,neg_log_1mp,-0.0930004959882212
calendar_assumed_replay,10:15,10,hierarchical_beta,currency=KGS,0.006462410863086112
calendar_assumed_replay,10:15,10,hierarchical_beta,currency=KZT,-0.1822024743773086
calendar_assumed_replay,10:15,10,hierarchical_beta,currency=TJS,0.09138927078205103
calendar_assumed_replay,10:15,10,hierarchical_beta,currency=UZS,-0.05247203414850889
calendar_assumed_replay,10:15,10,hierarchical_beta,currency=KGS:base_logit,-0.00874964461863543
calendar_assumed_replay,10:15,10,hierarchical_beta,currency=KZT:base_logit,0.18961633388199292
calendar_assumed_replay,10:15,10,hierarchical_beta,currency=TJS:base_logit,0.029586915087664353
calendar_assumed_replay,10:15,10,hierarchical_beta,currency=UZS:base_logit,0.04603809079292343
calendar_assumed_replay,10:15,10,hierarchical_beta,regime=premarket|cbr_history|limited|aging,-0.027301274847273987
calendar_assumed_replay,10:15,10,hierarchical_beta,regime=premarket|cbr_history|limited|fresh,-0.0520773364440569
calendar_assumed_replay,10:15,10,hierarchical_beta,regime=premarket|cbr_history|limited|stale,-0.34630366719253314
calendar_assumed_replay,10:45,10,global_platt,intercept,-0.4691640704807764
calendar_assumed_replay,10:45,10,global_platt,base_logit,0.5215763587091037
calendar_assumed_replay,10:45,10,fixed_logit_shrink_80,base_logit,0.8
calendar_assumed_replay,10:45,10,hierarchical_beta,intercept,0.06452949301631195
calendar_assumed_replay,10:45,10,hierarchical_beta,log_p,0.6539755968324447
calendar_assumed_replay,10:45,10,hierarchical_beta,neg_log_1mp,-0.17017276561227065
calendar_assumed_replay,10:45,10,hierarchical_beta,currency=KGS,0.03882658795544581
calendar_assumed_replay,10:45,10,hierarchical_beta,currency=KZT,-0.20186737521529513
calendar_assumed_replay,10:45,10,hierarchical_beta,currency=TJS,0.10378324203607377
calendar_assumed_replay,10:45,10,hierarchical_beta,currency=UZS,-0.03587062465573286
calendar_assumed_replay,10:45,10,hierarchical_beta,currency=KGS:base_logit,0.03703554513350572
calendar_assumed_replay,10:45,10,hierarchical_beta,currency=KZT:base_logit,0.16085084015764015
calendar_assumed_replay,10:45,10,hierarchical_beta,currency=TJS:base_logit,0.039708855700666276
calendar_assumed_replay,10:45,10,hierarchical_beta,currency=UZS:base_logit,0.06596674848530447
calendar_assumed_replay,10:45,10,hierarchical_beta,regime=premarket|cbr_history|limited|aging,-0.06018637778570046
calendar_assumed_replay,10:45,10,hierarchical_beta,regime=premarket|cbr_history|limited|fresh,-0.09503247426844981
calendar_assumed_replay,10:45,10,hierarchical_beta,regime=premarket|cbr_history|limited|stale,-0.3625647571403444
calendar_assumed_replay,11:45,10,global_platt,intercept,-0.4638652170882383
calendar_assumed_replay,11:45,10,global_platt,base_logit,0.5264006605519601
calendar_assumed_replay,11:45,10,fixed_logit_shrink_80,base_logit,0.8
calendar_assumed_replay,11:45,10,hierarchical_beta,intercept,0.2503461249547953
calendar_assumed_replay,11:45,10,hierarchical_beta,log_p,0.7651464543805453
calendar_assumed_replay,11:45,10,hierarchical_beta,neg_log_1mp,-0.21676972568034508
calendar_assumed_replay,11:45,10,hierarchical_beta,currency=KGS,0.04812009510644338
calendar_assumed_replay,11:45,10,hierarchical_beta,currency=KZT,-0.20558277557466947
calendar_assumed_replay,11:45,10,hierarchical_beta,currency=TJS,0.11046613301147874
calendar_assumed_replay,11:45,10,hierarchical_beta,currency=UZS,-0.04257266710161847
calendar_assumed_replay,11:45,10,hierarchical_beta,currency=KGS:base_logit,0.04777782867245545
calendar_assumed_replay,11:45,10,hierarchical_beta,currency=KZT:base_logit,0.15385822818898817
calendar_assumed_replay,11:45,10,hierarchical_beta,currency=TJS:base_logit,0.0426000570449932
calendar_assumed_replay,11:45,10,hierarchical_beta,currency=UZS:base_logit,0.05347772955235086
calendar_assumed_replay,11:45,10,hierarchical_beta,regime=premarket|cbr_history|limited|aging,-0.08488650732845757
calendar_assumed_replay,11:45,10,hierarchical_beta,regime=premarket|cbr_history|limited|fresh,-0.12344153532773218
calendar_assumed_replay,11:45,10,hierarchical_beta,regime=premarket|cbr_history|limited|stale,-0.37222164419101306
calendar_assumed_replay,12:45,10,global_platt,intercept,-0.451839666543987
calendar_assumed_replay,12:45,10,global_platt,base_logit,0.5405148031314174
calendar_assumed_replay,12:45,10,fixed_logit_shrink_80,base_logit,0.8
calendar_assumed_replay,12:45,10,hierarchical_beta,intercept,0.30885817345797145
calendar_assumed_replay,12:45,10,hierarchical_beta,log_p,0.803872665533216
calendar_assumed_replay,12:45,10,hierarchical_beta,neg_log_1mp,-0.218413558035085
calendar_assumed_replay,12:45,10,hierarchical_beta,currency=KGS,0.05352064349455691
calendar_assumed_replay,12:45,10,hierarchical_beta,currency=KZT,-0.21174231778922
calendar_assumed_replay,12:45,10,hierarchical_beta,currency=TJS,0.11519755179848425
calendar_assumed_replay,12:45,10,hierarchical_beta,currency=UZS,-0.04333514320512254
calendar_assumed_replay,12:45,10,hierarchical_beta,currency=KGS:base_logit,0.05722094621803234
calendar_assumed_replay,12:45,10,hierarchical_beta,currency=KZT:base_logit,0.14653967943445945
calendar_assumed_replay,12:45,10,hierarchical_beta,currency=TJS:base_logit,0.04817011085164601
calendar_assumed_replay,12:45,10,hierarchical_beta,currency=UZS:base_logit,0.053147558348185825
calendar_assumed_replay,12:45,10,hierarchical_beta,regime=premarket|cbr_history|limited|aging,-0.12027958158857349
calendar_assumed_replay,12:45,10,hierarchical_beta,regime=premarket|cbr_history|limited|fresh,-0.11325860631760151
calendar_assumed_replay,12:45,10,hierarchical_beta,regime=premarket|cbr_history|limited|stale,-0.3805535470804094
calendar_assumed_replay,13:45,10,global_platt,intercept,-0.4732473005216375
calendar_assumed_replay,13:45,10,global_platt,base_logit,0.5230220028469307
calendar_assumed_replay,13:45,10,fixed_logit_shrink_80,base_logit,0.8
calendar_assumed_replay,13:45,10,hierarchical_beta,intercept,0.24607623879917445
calendar_assumed_replay,13:45,10,hierarchical_beta,log_p,0.7900889803444138
calendar_assumed_replay,13:45,10,hierarchical_beta,neg_log_1mp,-0.08395726865897409
calendar_assumed_replay,13:45,10,hierarchical_beta,currency=KGS,0.05894079326921686
calendar_assumed_replay,13:45,10,hierarchical_beta,currency=KZT,-0.21636083364174036
calendar_assumed_replay,13:45,10,hierarchical_beta,currency=TJS,0.11766896902939347
calendar_assumed_replay,13:45,10,hierarchical_beta,currency=UZS,-0.04166194502775619
calendar_assumed_replay,13:45,10,hierarchical_beta,currency=KGS:base_logit,0.0654610097162934
calendar_assumed_replay,13:45,10,hierarchical_beta,currency=KZT:base_logit,0.14391806674753926
calendar_assumed_replay,13:45,10,hierarchical_beta,currency=TJS:base_logit,0.05106064832139745
calendar_assumed_replay,13:45,10,hierarchical_beta,currency=UZS:base_logit,0.054852358266888564
calendar_assumed_replay,13:45,10,hierarchical_beta,regime=premarket|cbr_history|limited|aging,-0.12122988937996132
calendar_assumed_replay,13:45,10,hierarchical_beta,regime=premarket|cbr_history|limited|fresh,-0.11388415068847046
calendar_assumed_replay,13:45,10,hierarchical_beta,regime=premarket|cbr_history|limited|stale,-0.3771360356325828
calendar_assumed_replay,14:45,10,global_platt,intercept,-0.4401919051289309
calendar_assumed_replay,14:45,10,global_platt,base_logit,0.555540184631509
calendar_assumed_replay,14:45,10,fixed_logit_shrink_80,base_logit,0.8
calendar_assumed_replay,14:45,10,hierarchical_beta,intercept,0.3207131134287998
calendar_assumed_replay,14:45,10,hierarchical_beta,log_p,0.8401340346617256
calendar_assumed_replay,14:45,10,hierarchical_beta,neg_log_1mp,-0.08750913547149806
calendar_assumed_replay,14:45,10,hierarchical_beta,currency=KGS,0.06031460014341767
calendar_assumed_replay,14:45,10,hierarchical_beta,currency=KZT,-0.21479048848069457
calendar_assumed_replay,14:45,10,hierarchical_beta,currency=TJS,0.12160273000911852
calendar_assumed_replay,14:45,10,hierarchical_beta,currency=UZS,-0.04027208774759045
calendar_assumed_replay,14:45,10,hierarchical_beta,currency=KGS:base_logit,0.06874464183248442
calendar_assumed_replay,14:45,10,hierarchical_beta,currency=KZT:base_logit,0.14553186762105386
calendar_assumed_replay,14:45,10,hierarchical_beta,currency=TJS:base_logit,0.052616056060352134
calendar_assumed_replay,14:45,10,hierarchical_beta,currency=UZS:base_logit,0.05714546142060771
calendar_assumed_replay,14:45,10,hierarchical_beta,regime=premarket|cbr_history|limited|aging,-0.13201006513280888
calendar_assumed_replay,14:45,10,hierarchical_beta,regime=premarket|cbr_history|limited|fresh,-0.12326119071818038
calendar_assumed_replay,14:45,10,hierarchical_beta,regime=premarket|cbr_history|limited|stale,-0.38234511758487955
calendar_assumed_replay,15:10,10,global_platt,intercept,-0.43305821497485286
calendar_assumed_replay,15:10,10,global_platt,base_logit,0.563696204618286
calendar_assumed_replay,15:10,10,fixed_logit_shrink_80,base_logit,0.8
calendar_assumed_replay,15:10,10,hierarchical_beta,intercept,0.33879089640063265
calendar_assumed_replay,15:10,10,hierarchical_beta,log_p,0.8526669682535132
calendar_assumed_replay,15:10,10,hierarchical_beta,neg_log_1mp,-0.0897089437483239
calendar_assumed_replay,15:10,10,hierarchical_beta,currency=KGS,0.061743003602495426
calendar_assumed_replay,15:10,10,hierarchical_beta,currency=KZT,-0.21404561324142005
calendar_assumed_replay,15:10,10,hierarchical_beta,currency=TJS,0.12239910549158652
calendar_assumed_replay,15:10,10,hierarchical_beta,currency=UZS,-0.03961182673694882
calendar_assumed_replay,15:10,10,hierarchical_beta,currency=KGS:base_logit,0.07076524240686417
calendar_assumed_replay,15:10,10,hierarchical_beta,currency=KZT:base_logit,0.1465214791287791
calendar_assumed_replay,15:10,10,hierarchical_beta,currency=TJS:base_logit,0.055056333567549125
calendar_assumed_replay,15:10,10,hierarchical_beta,currency=UZS:base_logit,0.05738315102299382
calendar_assumed_replay,15:10,10,hierarchical_beta,regime=premarket|cbr_history|limited|aging,-0.13319140905796636
calendar_assumed_replay,15:10,10,hierarchical_beta,regime=premarket|cbr_history|limited|fresh,-0.12436252584094411
calendar_assumed_replay,15:10,10,hierarchical_beta,regime=premarket|cbr_history|limited|stale,-0.3849251960459096
calendar_assumed_replay,15:25,10,global_platt,intercept,-0.43185248089392836
calendar_assumed_replay,15:25,10,global_platt,base_logit,0.5639132126508013
calendar_assumed_replay,15:25,10,fixed_logit_shrink_80,base_logit,0.8
calendar_assumed_replay,15:25,10,hierarchical_beta,intercept,0.35693199989237945
calendar_assumed_replay,15:25,10,hierarchical_beta,log_p,0.8618033082084732
calendar_assumed_replay,15:25,10,hierarchical_beta,neg_log_1mp,-0.09530164777113792
calendar_assumed_replay,15:25,10,hierarchical_beta,currency=KGS,0.061018190420409214
calendar_assumed_replay,15:25,10,hierarchical_beta,currency=KZT,-0.21435149849246232
calendar_assumed_replay,15:25,10,hierarchical_beta,currency=TJS,0.12171002218223705
calendar_assumed_replay,15:25,10,hierarchical_beta,currency=UZS,-0.04086905693833891
calendar_assumed_replay,15:25,10,hierarchical_beta,currency=KGS:base_logit,0.07134920837526099
calendar_assumed_replay,15:25,10,hierarchical_beta,currency=KZT:base_logit,0.1461081127265005
calendar_assumed_replay,15:25,10,hierarchical_beta,currency=TJS:base_logit,0.05459849182422444
calendar_assumed_replay,15:25,10,hierarchical_beta,currency=UZS:base_logit,0.05712358384857896
calendar_assumed_replay,15:25,10,hierarchical_beta,regime=premarket|cbr_history|limited|aging,-0.13712623693554896
calendar_assumed_replay,15:25,10,hierarchical_beta,regime=premarket|cbr_history|limited|fresh,-0.1276424111556578
calendar_assumed_replay,15:25,10,hierarchical_beta,regime=premarket|cbr_history|limited|stale,-0.387116817849336
calendar_assumed_replay,15:45,10,global_platt,intercept,-0.43290704229077315
calendar_assumed_replay,15:45,10,global_platt,base_logit,0.5626867556976258
calendar_assumed_replay,15:45,10,fixed_logit_shrink_80,base_logit,0.8
calendar_assumed_replay,15:45,10,hierarchical_beta,intercept,0.36493784862481754
calendar_assumed_replay,15:45,10,hierarchical_beta,log_p,0.8672148504232344
calendar_assumed_replay,15:45,10,hierarchical_beta,neg_log_1mp,-0.09704011737417756
calendar_assumed_replay,15:45,10,hierarchical_beta,currency=KGS,0.06171711183515422
calendar_assumed_replay,15:45,10,hierarchical_beta,currency=KZT,-0.21523431602691517
calendar_assumed_replay,15:45,10,hierarchical_beta,currency=TJS,0.1226139688971156
calendar_assumed_replay,15:45,10,hierarchical_beta,currency=UZS,-0.04095063915252794
calendar_assumed_replay,15:45,10,hierarchical_beta,currency=KGS:base_logit,0.07054961583021943
calendar_assumed_replay,15:45,10,hierarchical_beta,currency=KZT:base_logit,0.1444535094759726
calendar_assumed_replay,15:45,10,hierarchical_beta,currency=TJS:base_logit,0.05394942339552229
calendar_assumed_replay,15:45,10,hierarchical_beta,currency=UZS:base_logit,0.055069520958447075
calendar_assumed_replay,15:45,10,hierarchical_beta,regime=premarket|cbr_history|limited|aging,-0.1385429241277593
calendar_assumed_replay,15:45,10,hierarchical_beta,regime=premarket|cbr_history|limited|fresh,-0.12862483654568824
calendar_assumed_replay,15:45,10,hierarchical_beta,regime=premarket|cbr_history|limited|stale,-0.38592566087362246
calendar_assumed_replay,16:45,10,global_platt,intercept,-0.3442028123045691
calendar_assumed_replay,16:45,10,global_platt,base_logit,0.6478545387881941
calendar_assumed_replay,16:45,10,fixed_logit_shrink_80,base_logit,0.8
calendar_assumed_replay,16:45,10,hierarchical_beta,intercept,0.49429031960844466
calendar_assumed_replay,16:45,10,hierarchical_beta,log_p,0.9508773019064248
calendar_assumed_replay,16:45,10,hierarchical_beta,neg_log_1mp,-0.10300172549946253
calendar_assumed_replay,16:45,10,hierarchical_beta,currency=KGS,0.08212102745255029
calendar_assumed_replay,16:45,10,hierarchical_beta,currency=KZT,-0.21885689185194576
calendar_assumed_replay,16:45,10,hierarchical_beta,currency=TJS,0.13561566856030363
calendar_assumed_replay,16:45,10,hierarchical_beta,currency=UZS,-0.04332792741067697
calendar_assumed_replay,16:45,10,hierarchical_beta,currency=KGS:base_logit,0.10727337061396064
calendar_assumed_replay,16:45,10,hierarchical_beta,currency=KZT:base_logit,0.13520044376015847
calendar_assumed_replay,16:45,10,hierarchical_beta,currency=TJS:base_logit,0.07156439224025185
calendar_assumed_replay,16:45,10,hierarchical_beta,currency=UZS:base_logit,0.051860837122334344
calendar_assumed_replay,16:45,10,hierarchical_beta,regime=premarket|cbr_history|limited|aging,-0.15775187759003462
calendar_assumed_replay,16:45,10,hierarchical_beta,regime=premarket|cbr_history|limited|fresh,-0.14526085302031644
calendar_assumed_replay,16:45,10,hierarchical_beta,regime=premarket|cbr_history|limited|stale,-0.39161824775801235
calendar_assumed_replay,17:45,10,global_platt,intercept,-0.3510587785181734
calendar_assumed_replay,17:45,10,global_platt,base_logit,0.6254121044411275
calendar_assumed_replay,17:45,10,fixed_logit_shrink_80,base_logit,0.8
calendar_assumed_replay,17:45,10,hierarchical_beta,intercept,0.4594687531703999
calendar_assumed_replay,17:45,10,hierarchical_beta,log_p,0.9120639433326344
calendar_assumed_replay,17:45,10,hierarchical_beta,neg_log_1mp,-0.10844597432808514
calendar_assumed_replay,17:45,10,hierarchical_beta,currency=KGS,0.07584470065488384
calendar_assumed_replay,17:45,10,hierarchical_beta,currency=KZT,-0.21297364046302378
calendar_assumed_replay,17:45,10,hierarchical_beta,currency=TJS,0.1369847971644394
calendar_assumed_replay,17:45,10,hierarchical_beta,currency=UZS,-0.04234735651888314
calendar_assumed_replay,17:45,10,hierarchical_beta,currency=KGS:base_logit,0.09214396265196047
calendar_assumed_replay,17:45,10,hierarchical_beta,currency=KZT:base_logit,0.13932899741976296
calendar_assumed_replay,17:45,10,hierarchical_beta,currency=TJS:base_logit,0.07421430753173451
calendar_assumed_replay,17:45,10,hierarchical_beta,currency=UZS:base_logit,0.05337998792277417
calendar_assumed_replay,17:45,10,hierarchical_beta,regime=premarket|cbr_history|limited|aging,-0.1681048701805371
calendar_assumed_replay,17:45,10,hierarchical_beta,regime=premarket|cbr_history|limited|fresh,-0.15437164972531267
calendar_assumed_replay,17:45,10,hierarchical_beta,regime=premarket|cbr_history|limited|stale,-0.39347071692791125
calendar_assumed_replay,18:45,10,global_platt,intercept,-0.032801718073966944
calendar_assumed_replay,18:45,10,global_platt,base_logit,0.7771510938611376
calendar_assumed_replay,18:45,10,fixed_logit_shrink_80,base_logit,0.8
calendar_assumed_replay,18:45,10,hierarchical_beta,intercept,0.19659449603333998
calendar_assumed_replay,18:45,10,hierarchical_beta,log_p,0.7140803126443526
calendar_assumed_replay,18:45,10,hierarchical_beta,neg_log_1mp,0.29034102484300456
calendar_assumed_replay,18:45,10,hierarchical_beta,currency=KGS,0.014016712226062008
calendar_assumed_replay,18:45,10,hierarchical_beta,currency=KZT,-0.04185724650650588
calendar_assumed_replay,18:45,10,hierarchical_beta,currency=TJS,0.12617983253261528
calendar_assumed_replay,18:45,10,hierarchical_beta,currency=UZS,-0.08361771191041219
calendar_assumed_replay,18:45,10,hierarchical_beta,currency=KGS:base_logit,0.018624702120474807
calendar_assumed_replay,18:45,10,hierarchical_beta,currency=KZT:base_logit,0.2828797968745049
calendar_assumed_replay,18:45,10,hierarchical_beta,currency=TJS:base_logit,0.07342621464312399
calendar_assumed_replay,18:45,10,hierarchical_beta,currency=UZS:base_logit,0.007559299582069377
calendar_assumed_replay,18:45,10,hierarchical_beta,regime=premarket|cbr_history|limited|aging,-0.31393897032182677
calendar_assumed_replay,18:45,10,hierarchical_beta,regime=premarket|cbr_history|limited|fresh,-0.24490784290845805
calendar_assumed_replay,18:45,10,hierarchical_beta,regime=premarket|cbr_history|limited|stale,-0.15994309874786186
calendar_assumed_replay,19:15,10,global_platt,intercept,-0.015662568711931182
calendar_assumed_replay,19:15,10,global_platt,base_logit,0.7854675050701304
calendar_assumed_replay,19:15,10,fixed_logit_shrink_80,base_logit,0.8
calendar_assumed_replay,19:15,10,hierarchical_beta,intercept,0.3353939727090484
calendar_assumed_replay,19:15,10,hierarchical_beta,log_p,0.7827629273450978
calendar_assumed_replay,19:15,10,hierarchical_beta,neg_log_1mp,0.21073864083843516
calendar_assumed_replay,19:15,10,hierarchical_beta,currency=KGS,0.013873849009835742
calendar_assumed_replay,19:15,10,hierarchical_beta,currency=KZT,-0.05796153263792625
calendar_assumed_replay,19:15,10,hierarchical_beta,currency=TJS,0.13731787737461593
calendar_assumed_replay,19:15,10,hierarchical_beta,currency=UZS,-0.08891136286753738
calendar_assumed_replay,19:15,10,hierarchical_beta,currency=KGS:base_logit,0.01512194226782363
calendar_assumed_replay,19:15,10,hierarchical_beta,currency=KZT:base_logit,0.26348641492343505
calendar_assumed_replay,19:15,10,hierarchical_beta,currency=TJS:base_logit,0.0819686956745683
calendar_assumed_replay,19:15,10,hierarchical_beta,currency=UZS:base_logit,-0.002467772959314995
calendar_assumed_replay,19:15,10,hierarchical_beta,regime=premarket|cbr_history|limited|aging,-0.3349380826966536
calendar_assumed_replay,19:15,10,hierarchical_beta,regime=premarket|cbr_history|limited|fresh,-0.26512762948089086
calendar_assumed_replay,19:15,10,hierarchical_beta,regime=premarket|cbr_history|limited|stale,-0.16387371474894322
calendar_assumed_replay,20:15,10,global_platt,intercept,-0.02223698415974431
calendar_assumed_replay,20:15,10,global_platt,base_logit,0.7847608502251514
calendar_assumed_replay,20:15,10,fixed_logit_shrink_80,base_logit,0.8
calendar_assumed_replay,20:15,10,hierarchical_beta,intercept,0.27453896755494994
calendar_assumed_replay,20:15,10,hierarchical_beta,log_p,0.7556412934426806
calendar_assumed_replay,20:15,10,hierarchical_beta,neg_log_1mp,0.27431351091027084
calendar_assumed_replay,20:15,10,hierarchical_beta,currency=KGS,0.01440195442264216
calendar_assumed_replay,20:15,10,hierarchical_beta,currency=KZT,-0.06584974139860955
calendar_assumed_replay,20:15,10,hierarchical_beta,currency=TJS,0.13863910269956692
calendar_assumed_replay,20:15,10,hierarchical_beta,currency=UZS,-0.07900374923368172
calendar_assumed_replay,20:15,10,hierarchical_beta,currency=KGS:base_logit,0.01827402296815352
calendar_assumed_replay,20:15,10,hierarchical_beta,currency=KZT:base_logit,0.2616550306366754
calendar_assumed_replay,20:15,10,hierarchical_beta,currency=TJS:base_logit,0.08669065425654122
calendar_assumed_replay,20:15,10,hierarchical_beta,currency=UZS:base_logit,0.01168019702521653
calendar_assumed_replay,20:15,10,hierarchical_beta,regime=premarket|cbr_history|limited|aging,-0.3288835653886072
calendar_assumed_replay,20:15,10,hierarchical_beta,regime=premarket|cbr_history|limited|fresh,-0.2578456267705965
calendar_assumed_replay,20:15,10,hierarchical_beta,regime=premarket|cbr_history|limited|stale,-0.1677496458430685
calendar_assumed_replay,21:15,10,global_platt,intercept,-0.02223698415974431
calendar_assumed_replay,21:15,10,global_platt,base_logit,0.7847608502251514
calendar_assumed_replay,21:15,10,fixed_logit_shrink_80,base_logit,0.8
calendar_assumed_replay,21:15,10,hierarchical_beta,intercept,0.27453896755494994
calendar_assumed_replay,21:15,10,hierarchical_beta,log_p,0.7556412934426806
