scenario,clock,h,model,slice,group,n,positive_rate,mean_prediction,brier,logloss,ece,baseline_brier,baseline_logloss,baseline_ece,brier_delta,logloss_delta,auc,average_precision
calendar_assumed_replay,00:15,5,identity,currency_year,TJS:2026,238,0.29831932773109243,0.30133799489282315,0.2064295613625461,0.6027986646659219,0.03952732485617765,0.2064295613625461,0.6027986646659219,0.03952732485617765,0.0,0.0,0.568862275449102,0.3794761364998104
calendar_assumed_replay,00:15,5,identity,currency_year,UZS:2025,365,0.2136986301369863,0.30388366763644475,0.1765023252780835,0.5384308680747754,0.0901850374994585,0.1765023252780835,0.5384308680747754,0.0901850374994585,0.0,0.0,0.5389975877780756,0.24122028201906742
calendar_assumed_replay,00:15,5,identity,currency_year,UZS:2026,238,0.36134453781512604,0.2626376945636825,0.23497395084322467,0.6648310288665723,0.09870684325144341,0.23497395084322467,0.6648310288665723,0.09870684325144341,0.0,0.0,0.6091646266829865,0.4776230190226364
calendar_assumed_replay,00:15,5,global_platt,ALL,ALL,3015,0.2620232172470978,0.35537839230879203,0.2031077423420619,0.597295507114977,0.0933551750616942,0.19489015900270457,0.5786704133169372,0.03773866219331267,0.00821758333935732,0.018625093798039782,0.46547973261271514,0.25164462754250955
calendar_assumed_replay,00:15,5,global_platt,currency,AMD,603,0.2603648424543947,0.35393394816031276,0.20205794703763752,0.5950751503414262,0.09555201041059279,0.1947649445021974,0.5785573156979806,0.03484273573562041,0.0072930025354401296,0.016517834643445584,0.4705235497415098,0.2668405861988093
calendar_assumed_replay,00:15,5,global_platt,currency,KGS,603,0.24378109452736318,0.3533751629635808,0.1970308275467359,0.5846657520663976,0.1095940684362176,0.1887090157111373,0.5654370064352409,0.05384581437304225,0.008321811835598603,0.01922874563115673,0.47563850101444083,0.2426123093118369
calendar_assumed_replay,00:15,5,global_platt,currency,KZT,603,0.23548922056384744,0.3664134832476652,0.1971753585169528,0.5852622273506114,0.13092426268381777,0.18309780288252409,0.5541026752266043,0.0610310860732645,0.014077555634428723,0.031159552124007117,0.511105679630931,0.26479691179437626
calendar_assumed_replay,00:15,5,global_platt,currency,TJS,603,0.29850746268656714,0.346676227481444,0.2132559328233386,0.6182129432872776,0.04816876479487682,0.20829835359728616,0.6069349171228091,0.022418444629926957,0.004957579226052444,0.011278026164468491,0.4491857105332282,0.2747858015588884
calendar_assumed_replay,00:15,5,global_platt,currency,UZS,603,0.27197346600331673,0.35649313969095725,0.20601864578564472,0.603261462529172,0.08451967368764049,0.199580678320378,0.5883201521020517,0.018972645020232867,0.006437967465266703,0.014941310427120325,0.4693871881771209,0.25653408847037523
calendar_assumed_replay,00:15,5,global_platt,currency_year,AMD:2025,365,0.22465753424657534,0.34956613247591606,0.19107218163867914,0.5723502208168854,0.12490859822934075,0.18035528439144352,0.5471664662458534,0.08431710436103348,0.010716897247235624,0.025183754571031947,0.44204085150392136,0.21257408541613354
calendar_assumed_replay,00:15,5,global_platt,currency_year,AMD:2026,238,0.31512605042016806,0.3606324890208373,0.2189058645612502,0.6299264078055332,0.050530352621336504,0.21686379299137878,0.6266987444796045,0.04448025471663237,0.0020420715698714065,0.00322766332592872,0.4661758691206544,0.3314041202247878
calendar_assumed_replay,00:15,5,global_platt,currency_year,KGS:2025,365,0.2136986301369863,0.3481526834709723,0.1870062876155154,0.5638367484071876,0.13445405333398597,0.1783858351692555,0.5432784850494501,0.09992641853333406,0.008620452446259919,0.020558263357737472,0.46390601268650056,0.19965738223984297
calendar_assumed_replay,00:15,5,global_platt,currency_year,KGS:2026,238,0.28991596638655465,0.3613844277316571,0.21240459676898585,0.6166093921319928,0.07146846134510243,0.20454078418923344,0.5994196127621888,0.034694587468933384,0.00786381257975241,0.017189779369804037,0.4396706971957808,0.28582261754028004
calendar_assumed_replay,00:15,5,global_platt,currency_year,KZT:2025,365,0.16712328767123288,0.3626952285901249,0.17807036550882444,0.5459796853682446,0.19885585823324328,0.1499665507687977,0.4805454677583701,0.10211940297360761,0.02810381474002674,0.0654342176098745,0.4561044003451251,0.19169305692947913
calendar_assumed_replay,00:15,5,global_platt,currency_year,KZT:2026,238,0.3403361344537815,0.37211584858380875,0.22647503266807414,0.6455064619034011,0.03177971413002732,0.23390833658634813,0.6669109976043582,0.09910102193045539,-0.007433303918273987,-0.021404535700957128,0.48454824251002593,0.3473923716367988
calendar_assumed_replay,00:15,5,global_platt,currency_year,TJS:2025,365,0.29863013698630136,0.3432135839826082,0.21272027199113475,0.617042960332555,0.04458344699630686,0.2095169085339111,0.6096319803686698,0.06078975609613746,0.0032033634572236347,0.007410979963885178,0.4671731651376147,0.2816761827774976
calendar_assumed_replay,00:15,5,global_platt,currency_year,TJS:2026,238,0.29831932773109243,0.35198658410780975,0.21407742947776884,0.6200072448775036,0.05366725637671732,0.2064295613625461,0.6027986646659219,0.03952732485617765,0.00764786811522275,0.01720858021158167,0.43113772455089816,0.27984908954423315
calendar_assumed_replay,00:15,5,global_platt,currency_year,UZS:2025,365,0.2136986301369863,0.3513021649379238,0.18811983846195413,0.566243649433597,0.13760353480093748,0.1765023252780835,0.5384308680747754,0.0901850374994585,0.011617513183870637,0.027812781358821592,0.4610024122219244,0.19713421200209943
calendar_assumed_replay,00:15,5,global_platt,currency_year,UZS:2026,238,0.36134453781512604,0.36445408836682786,0.23346849735348957,0.6600324784110413,0.003109550551701759,0.23497395084322467,0.6648310288665723,0.09870684325144341,-0.0015054534897351035,-0.004798550455531014,0.39083537331701346,0.3218969766246612
calendar_assumed_replay,00:15,5,fixed_logit_shrink_80,ALL,ALL,3015,0.2620232172470978,0.328395862572218,0.19798621461726323,0.5856359474039835,0.06637264532512012,0.19489015900270457,0.5786704133169372,0.03773866219331267,0.003096055614558668,0.0069655340870462545,0.5345202673872849,0.28926787302489576
calendar_assumed_replay,00:15,5,fixed_logit_shrink_80,currency,AMD,603,0.2603648424543947,0.331930452253838,0.1982224401873913,0.5863290143882627,0.07156560979944324,0.1947649445021974,0.5785573156979806,0.03484273573562041,0.0034574956851939065,0.007771698690282047,0.5294764502584901,0.2949045889296349
calendar_assumed_replay,00:15,5,fixed_logit_shrink_80,currency,KGS,603,0.24378109452736318,0.3335889473804236,0.19334814859077087,0.5760484825776911,0.08980785285306045,0.1887090157111373,0.5654370064352409,0.05384581437304225,0.0046391328796335785,0.010611476142450282,0.5243614989855592,0.2649791484858449
calendar_assumed_replay,00:15,5,fixed_logit_shrink_80,currency,KZT,603,0.23548922056384744,0.2991259230518585,0.18618547532036073,0.560779918865453,0.06363670248801104,0.18309780288252409,0.5541026752266043,0.0610310860732645,0.0030876724378366416,0.0066772436388486955,0.4888943203690691,0.2493527508974308
calendar_assumed_replay,00:15,5,fixed_logit_shrink_80,currency,TJS,603,0.29850746268656714,0.35203817531687714,0.21061334186817302,0.6121618436627522,0.05353071263031001,0.20829835359728616,0.6069349171228091,0.022418444629926957,0.0023149882708868585,0.005226926539943055,0.5508142894667717,0.35743424931216
calendar_assumed_replay,00:15,5,fixed_logit_shrink_80,currency,UZS,603,0.27197346600331673,0.3252958148580927,0.20156166711962004,0.5928604775257583,0.05332234885477603,0.199580678320378,0.5883201521020517,0.018972645020232867,0.0019809887992420228,0.004540325423706637,0.530612811822879,0.287892293261484
calendar_assumed_replay,00:15,5,fixed_logit_shrink_80,currency_year,AMD:2025,365,0.22465753424657534,0.3437368334999367,0.18721838171127309,0.5632113793511843,0.11907929925336139,0.18035528439144352,0.5471664662458534,0.08431710436103348,0.006863097319829564,0.01604491310533085,0.5579591484960786,0.2783806371610352
calendar_assumed_replay,00:15,5,fixed_logit_shrink_80,currency_year,AMD:2026,238,0.31512605042016806,0.3138240272335604,0.2150984122200936,0.6217825303064713,0.044146084892063064,0.21686379299137878,0.6266987444796045,0.04448025471663237,-0.0017653807712851854,-0.004916214173133149,0.5338241308793455,0.37719662847919605
calendar_assumed_replay,00:15,5,fixed_logit_shrink_80,currency_year,KGS:2025,365,0.2136986301369863,0.3476779218815647,0.18593075556596406,0.5607269156824205,0.13397929174457848,0.1783858351692555,0.5432784850494501,0.09992641853333406,0.007544920396708565,0.017448430632970413,0.5360939873134996,0.2464931109226925
calendar_assumed_replay,00:15,5,fixed_logit_shrink_80,currency_year,KGS:2026,238,0.28991596638655465,0.3119819066538837,0.20472356226326877,0.5995458435725391,0.025963398068189102,0.20454078418923344,0.5994196127621888,0.034694587468933384,0.00018277807403532798,0.00012623081035034733,0.5603293028042191,0.36748749646441936
calendar_assumed_replay,00:15,5,fixed_logit_shrink_80,currency_year,KZT:2025,365,0.16712328767123288,0.3084269675237634,0.15950046480330435,0.5038383861489709,0.14130367985253048,0.1499665507687977,0.4805454677583701,0.10211940297360761,0.009533914034506652,0.023292918390600825,0.5438955996548749,0.20016467138950106
calendar_assumed_replay,00:15,5,fixed_logit_shrink_80,currency_year,KZT:2026,238,0.3403361344537815,0.2848617161936849,0.2271099662393758,0.6481062190398899,0.05547441826009659,0.23390833658634813,0.6669109976043582,0.09910102193045539,-0.006798370346972338,-0.018804778564468383,0.5154517574899741,0.43400185271904573
calendar_assumed_replay,00:15,5,fixed_logit_shrink_80,currency_year,TJS:2025,365,0.29863013698630136,0.36172243330432313,0.21226775079032087,0.6157728318105791,0.06309229631802181,0.2095169085339111,0.6096319803686698,0.06078975609613746,0.002750842256409758,0.006140851441909234,0.5328268348623854,0.3575656245832921
calendar_assumed_replay,00:15,5,fixed_logit_shrink_80,currency_year,TJS:2026,238,0.29831932773109243,0.3371862670588193,0.20807611810101354,0.6066239836881437,0.04384667606776815,0.2064295613625461,0.6027986646659219,0.03952732485617765,0.0016465567384674473,0.003825319022221829,0.568862275449102,0.3794761364998104
calendar_assumed_replay,00:15,5,fixed_logit_shrink_80,currency_year,UZS:2025,365,0.2136986301369863,0.3392779601626812,0.18363751646877882,0.5553455034843114,0.12557933002569488,0.1765023252780835,0.5384308680747754,0.0901850374994585,0.007135191190695334,0.016914635409536083,0.5389975877780756,0.24122028201906742
calendar_assumed_replay,00:15,5,fixed_logit_shrink_80,currency_year,UZS:2026,238,0.36134453781512604,0.3038526088237449,0.22905038555473367,0.6503939461187337,0.06976882006190512,0.23497395084322467,0.6648310288665723,0.09870684325144341,-0.005923565288491001,-0.014437082747838614,0.6091646266829865,0.4776230190226364
calendar_assumed_replay,00:15,5,hierarchical_beta,ALL,ALL,3015,0.2620232172470978,0.350249158478985,0.20389562891098395,0.598396176441025,0.08822594123188712,0.19489015900270457,0.5786704133169372,0.03773866219331267,0.009005469908279384,0.019725763124087803,0.48213397809699904,0.24911106703315777
calendar_assumed_replay,00:15,5,hierarchical_beta,currency,AMD,603,0.2603648424543947,0.35255535979466834,0.20282899703233154,0.5968374902103935,0.10245719251787849,0.1947649445021974,0.5785573156979806,0.03484273573562041,0.008064052530134147,0.018280174512412817,0.45380023421210475,0.2562494976505002
calendar_assumed_replay,00:15,5,hierarchical_beta,currency,KGS,603,0.24378109452736318,0.405916430115092,0.21365595046817618,0.6196342992866183,0.16213533558772883,0.1887090157111373,0.5654370064352409,0.05384581437304225,0.02494693475703888,0.05419729285137742,0.45924334646139153,0.23433326516710937
calendar_assumed_replay,00:15,5,hierarchical_beta,currency,KZT,603,0.23548922056384744,0.28203527855679694,0.18092403424562722,0.5478943575723124,0.0465460579929495,0.18309780288252409,0.5541026752266043,0.0610310860732645,-0.002173768636896861,-0.006208317654291862,0.5394732822095261,0.2664749204803427
calendar_assumed_replay,00:15,5,hierarchical_beta,currency,TJS,603,0.29850746268656714,0.36505989200894406,0.21663739690543143,0.6255267754824626,0.08017530630728484,0.20829835359728616,0.6069349171228091,0.022418444629926957,0.008339043308145277,0.01859185835965349,0.42176254268452856,0.26163681502238073
calendar_assumed_replay,00:15,5,hierarchical_beta,currency,UZS,603,0.27197346600331673,0.3456788319194235,0.20543176590335332,0.6020879596533386,0.0795973131128103,0.199580678320378,0.5883201521020517,0.018972645020232867,0.005851087582975312,0.013767807551286926,0.4557892105116951,0.24981460291104313
calendar_assumed_replay,00:15,5,hierarchical_beta,currency_year,AMD:2025,365,0.22465753424657534,0.3501250878960218,0.1941870345610954,0.5795425855989084,0.15938379861776134,0.18035528439144352,0.5471664662458534,0.08431710436103348,0.01383175016965188,0.032376119353054955,0.3774023959320866,0.1927232524645287
calendar_assumed_replay,00:15,5,hierarchical_beta,currency_year,AMD:2026,238,0.31512605042016806,0.35628245745435744,0.21608242687267268,0.6233611884590995,0.04115640703418937,0.21686379299137878,0.6266987444796045,0.04448025471663237,-0.0007813661187061061,-0.003337556020505006,0.48768916155419223,0.3262301398168248
calendar_assumed_replay,00:15,5,hierarchical_beta,currency_year,KGS:2025,365,0.2136986301369863,0.39806550714478706,0.2075087443573335,0.6074081316544644,0.1843668770078007,0.1783858351692555,0.5432784850494501,0.09992641853333406,0.029122909188078,0.0641296466050143,0.40346645224694005,0.18331515337239523
calendar_assumed_replay,00:15,5,hierarchical_beta,currency_year,KGS:2026,238,0.28991596638655465,0.4179567111409799,0.22308338841127534,0.6383845143527365,0.12804074475442523,0.20454078418923344,0.5994196127621888,0.034694587468933384,0.018542604222041903,0.03896490159054766,0.4585370036875054,0.2826026111576211
calendar_assumed_replay,00:15,5,hierarchical_beta,currency_year,KZT:2025,365,0.16712328767123288,0.2818039676592041,0.15199046966930216,0.4862663596611883,0.11468067998797124,0.1499665507687977,0.4805454677583701,0.10211940297360761,0.002023918900504462,0.005720891902818215,0.5032894736842105,0.1975432415339725
calendar_assumed_replay,00:15,5,hierarchical_beta,currency_year,KZT:2026,238,0.3403361344537815,0.2823900200594078,0.22529693790259633,0.6424078837805491,0.05794611439437375,0.23390833658634813,0.6669109976043582,0.09910102193045539,-0.008611398683751798,-0.024503113823809097,0.5058582999135015,0.347054703309931
calendar_assumed_replay,00:15,5,hierarchical_beta,currency_year,TJS:2025,365,0.29863013698630136,0.36299706314055263,0.21850092166698018,0.6298792308968166,0.10818168899691105,0.2095169085339111,0.6096319803686698,0.06078975609613746,0.008984013133069069,0.0202472505281468,0.39528383027522934,0.2510989693469177
calendar_assumed_replay,00:15,5,hierarchical_beta,currency_year,TJS:2026,238,0.29831932773109243,0.3682234740970234,0.21377947027532518,0.6188517913386005,0.06990414636593091,0.2064295613625461,0.6027986646659219,0.03952732485617765,0.007349908912779091,0.016053126672678553,0.44674032217255627,0.27714877853923076
calendar_assumed_replay,00:15,5,hierarchical_beta,currency_year,UZS:2025,365,0.2136986301369863,0.3415287529109715,0.18844507326217005,0.5672944377064327,0.1487432459676451,0.1765023252780835,0.5384308680747754,0.0901850374994585,0.011942747984086566,0.02886356963165737,0.39377289377289376,0.17572114092074184
calendar_assumed_replay,00:15,5,hierarchical_beta,currency_year,UZS:2026,238,0.36134453781512604,0.352043448886167,0.23148278613037804,0.6554477727231732,0.02644581920657925,0.23497395084322467,0.6648310288665723,0.09870684325144341,-0.003491164712846634,-0.009383256143399077,0.42174112607099146,0.32317344197444015
calendar_assumed_replay,06:00,5,identity,ALL,ALL,3015,0.2620232172470978,0.29125448292866685,0.19489015900270457,0.5786704133169372,0.03773866219331267,0.19489015900270457,0.5786704133169372,0.03773866219331267,0.0,0.0,0.5345202673872849,0.28926787302489576
calendar_assumed_replay,06:00,5,identity,currency,AMD,603,0.2603648424543947,0.2952075781900151,0.1947649445021974,0.5785573156979806,0.03484273573562041,0.1947649445021974,0.5785573156979806,0.03484273573562041,0.0,0.0,0.5294764502584901,0.2949045889296349
calendar_assumed_replay,06:00,5,identity,currency,KGS,603,0.24378109452736318,0.29720957850286467,0.1887090157111373,0.5654370064352409,0.05384581437304225,0.1887090157111373,0.5654370064352409,0.05384581437304225,0.0,0.0,0.5243614989855592,0.2649791484858449
calendar_assumed_replay,06:00,5,identity,currency,KZT,603,0.23548922056384744,0.2573656397382353,0.18309780288252409,0.5541026752266043,0.0610310860732645,0.18309780288252409,0.5541026752266043,0.0610310860732645,0.0,0.0,0.4888943203690691,0.2493527508974308
calendar_assumed_replay,06:00,5,identity,currency,TJS,603,0.29850746268656714,0.3188854557023372,0.20829835359728616,0.6069349171228091,0.022418444629926957,0.20829835359728616,0.6069349171228091,0.022418444629926957,0.0,0.0,0.5508142894667717,0.35743424931216
calendar_assumed_replay,06:00,5,identity,currency,UZS,603,0.27197346600331673,0.28760416250988197,0.199580678320378,0.5883201521020517,0.018972645020232867,0.199580678320378,0.5883201521020517,0.018972645020232867,0.0,0.0,0.530612811822879,0.287892293261484
calendar_assumed_replay,06:00,5,identity,currency_year,AMD:2025,365,0.22465753424657534,0.3089746386076089,0.18035528439144352,0.5471664662458534,0.08431710436103348,0.18035528439144352,0.5471664662458534,0.08431710436103348,0.0,0.0,0.5579591484960786,0.2783806371610352
calendar_assumed_replay,06:00,5,identity,currency_year,AMD:2026,238,0.31512605042016806,0.27409422923026,0.21686379299137878,0.6266987444796045,0.04448025471663237,0.21686379299137878,0.6266987444796045,0.04448025471663237,0.0,0.0,0.5338241308793455,0.37719662847919605
calendar_assumed_replay,06:00,5,identity,currency_year,KGS:2025,365,0.2136986301369863,0.31362504867032037,0.1783858351692555,0.5432784850494501,0.09992641853333406,0.1783858351692555,0.5432784850494501,0.09992641853333406,0.0,0.0,0.5360939873134996,0.2464931109226925
calendar_assumed_replay,06:00,5,identity,currency_year,KGS:2026,238,0.28991596638655465,0.2720345927418508,0.20454078418923344,0.5994196127621888,0.034694587468933384,0.20454078418923344,0.5994196127621888,0.034694587468933384,0.0,0.0,0.5603293028042191,0.36748749646441936
calendar_assumed_replay,06:00,5,identity,currency_year,KZT:2025,365,0.16712328767123288,0.26788362734686105,0.1499665507687977,0.4805454677583701,0.10211940297360761,0.1499665507687977,0.4805454677583701,0.10211940297360761,0.0,0.0,0.5438955996548749,0.20016467138950106
calendar_assumed_replay,06:00,5,identity,currency_year,KZT:2026,238,0.3403361344537815,0.24123511252332608,0.23390833658634813,0.6669109976043582,0.09910102193045539,0.23390833658634813,0.6669109976043582,0.09910102193045539,0.0,0.0,0.5154517574899741,0.43400185271904573
calendar_assumed_replay,06:00,5,identity,currency_year,TJS:2025,365,0.29863013698630136,0.3303273616548421,0.2095169085339111,0.6096319803686698,0.06078975609613746,0.2095169085339111,0.6096319803686698,0.06078975609613746,0.0,0.0,0.5328268348623854,0.3575656245832921
calendar_assumed_replay,06:00,5,identity,currency_year,TJS:2026,238,0.29831932773109243,0.30133799489282315,0.2064295613625461,0.6027986646659219,0.03952732485617765,0.2064295613625461,0.6027986646659219,0.03952732485617765,0.0,0.0,0.568862275449102,0.3794761364998104
calendar_assumed_replay,06:00,5,identity,currency_year,UZS:2025,365,0.2136986301369863,0.30388366763644475,0.1765023252780835,0.5384308680747754,0.0901850374994585,0.1765023252780835,0.5384308680747754,0.0901850374994585,0.0,0.0,0.5389975877780756,0.24122028201906742
calendar_assumed_replay,06:00,5,identity,currency_year,UZS:2026,238,0.36134453781512604,0.2626376945636825,0.23497395084322467,0.6648310288665723,0.09870684325144341,0.23497395084322467,0.6648310288665723,0.09870684325144341,0.0,0.0,0.6091646266829865,0.4776230190226364
calendar_assumed_replay,06:00,5,global_platt,ALL,ALL,3015,0.2620232172470978,0.35537839230879203,0.2031077423420619,0.597295507114977,0.0933551750616942,0.19489015900270457,0.5786704133169372,0.03773866219331267,0.00821758333935732,0.018625093798039782,0.46547973261271514,0.25164462754250955
calendar_assumed_replay,06:00,5,global_platt,currency,AMD,603,0.2603648424543947,0.35393394816031276,0.20205794703763752,0.5950751503414262,0.09555201041059279,0.1947649445021974,0.5785573156979806,0.03484273573562041,0.0072930025354401296,0.016517834643445584,0.4705235497415098,0.2668405861988093
calendar_assumed_replay,06:00,5,global_platt,currency,KGS,603,0.24378109452736318,0.3533751629635808,0.1970308275467359,0.5846657520663976,0.1095940684362176,0.1887090157111373,0.5654370064352409,0.05384581437304225,0.008321811835598603,0.01922874563115673,0.47563850101444083,0.2426123093118369
calendar_assumed_replay,06:00,5,global_platt,currency,KZT,603,0.23548922056384744,0.3664134832476652,0.1971753585169528,0.5852622273506114,0.13092426268381777,0.18309780288252409,0.5541026752266043,0.0610310860732645,0.014077555634428723,0.031159552124007117,0.511105679630931,0.26479691179437626
calendar_assumed_replay,06:00,5,global_platt,currency,TJS,603,0.29850746268656714,0.346676227481444,0.2132559328233386,0.6182129432872776,0.04816876479487682,0.20829835359728616,0.6069349171228091,0.022418444629926957,0.004957579226052444,0.011278026164468491,0.4491857105332282,0.2747858015588884
calendar_assumed_replay,06:00,5,global_platt,currency,UZS,603,0.27197346600331673,0.35649313969095725,0.20601864578564472,0.603261462529172,0.08451967368764049,0.199580678320378,0.5883201521020517,0.018972645020232867,0.006437967465266703,0.014941310427120325,0.4693871881771209,0.25653408847037523
calendar_assumed_replay,06:00,5,global_platt,currency_year,AMD:2025,365,0.22465753424657534,0.34956613247591606,0.19107218163867914,0.5723502208168854,0.12490859822934075,0.18035528439144352,0.5471664662458534,0.08431710436103348,0.010716897247235624,0.025183754571031947,0.44204085150392136,0.21257408541613354
calendar_assumed_replay,06:00,5,global_platt,currency_year,AMD:2026,238,0.31512605042016806,0.3606324890208373,0.2189058645612502,0.6299264078055332,0.050530352621336504,0.21686379299137878,0.6266987444796045,0.04448025471663237,0.0020420715698714065,0.00322766332592872,0.4661758691206544,0.3314041202247878
calendar_assumed_replay,06:00,5,global_platt,currency_year,KGS:2025,365,0.2136986301369863,0.3481526834709723,0.1870062876155154,0.5638367484071876,0.13445405333398597,0.1783858351692555,0.5432784850494501,0.09992641853333406,0.008620452446259919,0.020558263357737472,0.46390601268650056,0.19965738223984297
calendar_assumed_replay,06:00,5,global_platt,currency_year,KGS:2026,238,0.28991596638655465,0.3613844277316571,0.21240459676898585,0.6166093921319928,0.07146846134510243,0.20454078418923344,0.5994196127621888,0.034694587468933384,0.00786381257975241,0.017189779369804037,0.4396706971957808,0.28582261754028004
calendar_assumed_replay,06:00,5,global_platt,currency_year,KZT:2025,365,0.16712328767123288,0.3626952285901249,0.17807036550882444,0.5459796853682446,0.19885585823324328,0.1499665507687977,0.4805454677583701,0.10211940297360761,0.02810381474002674,0.0654342176098745,0.4561044003451251,0.19169305692947913
calendar_assumed_replay,06:00,5,global_platt,currency_year,KZT:2026,238,0.3403361344537815,0.37211584858380875,0.22647503266807414,0.6455064619034011,0.03177971413002732,0.23390833658634813,0.6669109976043582,0.09910102193045539,-0.007433303918273987,-0.021404535700957128,0.48454824251002593,0.3473923716367988
calendar_assumed_replay,06:00,5,global_platt,currency_year,TJS:2025,365,0.29863013698630136,0.3432135839826082,0.21272027199113475,0.617042960332555,0.04458344699630686,0.2095169085339111,0.6096319803686698,0.06078975609613746,0.0032033634572236347,0.007410979963885178,0.4671731651376147,0.2816761827774976
calendar_assumed_replay,06:00,5,global_platt,currency_year,TJS:2026,238,0.29831932773109243,0.35198658410780975,0.21407742947776884,0.6200072448775036,0.05366725637671732,0.2064295613625461,0.6027986646659219,0.03952732485617765,0.00764786811522275,0.01720858021158167,0.43113772455089816,0.27984908954423315
calendar_assumed_replay,06:00,5,global_platt,currency_year,UZS:2025,365,0.2136986301369863,0.3513021649379238,0.18811983846195413,0.566243649433597,0.13760353480093748,0.1765023252780835,0.5384308680747754,0.0901850374994585,0.011617513183870637,0.027812781358821592,0.4610024122219244,0.19713421200209943
calendar_assumed_replay,06:00,5,global_platt,currency_year,UZS:2026,238,0.36134453781512604,0.36445408836682786,0.23346849735348957,0.6600324784110413,0.003109550551701759,0.23497395084322467,0.6648310288665723,0.09870684325144341,-0.0015054534897351035,-0.004798550455531014,0.39083537331701346,0.3218969766246612
calendar_assumed_replay,06:00,5,fixed_logit_shrink_80,ALL,ALL,3015,0.2620232172470978,0.328395862572218,0.19798621461726323,0.5856359474039835,0.06637264532512012,0.19489015900270457,0.5786704133169372,0.03773866219331267,0.003096055614558668,0.0069655340870462545,0.5345202673872849,0.28926787302489576
calendar_assumed_replay,06:00,5,fixed_logit_shrink_80,currency,AMD,603,0.2603648424543947,0.331930452253838,0.1982224401873913,0.5863290143882627,0.07156560979944324,0.1947649445021974,0.5785573156979806,0.03484273573562041,0.0034574956851939065,0.007771698690282047,0.5294764502584901,0.2949045889296349
