scenario,clock,h,brier_hierarchical_beta,brier_identity,logloss_hierarchical_beta,logloss_identity,ece_hierarchical_beta,ece_identity,max_brier_ci_high,brier_delta,logloss_delta,ece_delta,pass
no_same_day_receipt,15:25,20,0.11471899593649951,0.11559740012808753,0.3861159659763261,0.3852979292391892,0.03566736091646591,0.03156714423630308,0.0015568219031052606,-0.0008784041915880225,0.0008180367371368735,0.004100216680162833,False
no_same_day_receipt,15:45,5,0.17431676402643348,0.16900982623566962,0.5264250135302289,0.5108149239920232,0.06697670114449937,0.045515572826626646,0.010457257326421535,0.005306937790763855,0.01561008953820564,0.021461128317872724,False
no_same_day_receipt,15:45,10,0.14089384009447128,0.13870226769834643,0.4502661987159497,0.44112399810922304,0.059087038392569464,0.06004507364882845,0.004934591653079162,0.002191572396124858,0.009142200606726658,-0.0009580352562589822,False
no_same_day_receipt,15:45,20,0.11467215945711072,0.11559408523676269,0.3858687511241306,0.3851716670705343,0.035852262402030766,0.03173654225936399,0.0017267757125484023,-0.000921925779651972,0.0006970840535963085,0.0041157201426667775,False
no_same_day_receipt,16:45,5,0.1728586924939355,0.169400379276183,0.5223044651673315,0.5121207878936787,0.05742315912471712,0.04243080346972182,0.008474123946778933,0.003458313217752501,0.01018367727365288,0.0149923556549953,False
no_same_day_receipt,16:45,10,0.140737961467526,0.13973153426189666,0.44920618194249945,0.4435434214910934,0.06040129783797228,0.05211903630957734,0.003601670899248049,0.001006427205629351,0.005662760451406068,0.008282261528394938,False
no_same_day_receipt,16:45,20,0.11461706515909337,0.11580200154319217,0.3854346587097782,0.3861549582066332,0.03073532349628671,0.032349341806215716,0.0014362196786776489,-0.0011849363840988059,-0.0007202994968549814,-0.0016140183099290044,False
no_same_day_receipt,17:45,5,0.174213973962764,0.16920253891005554,0.5267170347651359,0.5144344202786361,0.06209527368196816,0.055955029208399225,0.00930024714784536,0.005011435052708457,0.01228261448649981,0.006140244473568937,False
no_same_day_receipt,17:45,10,0.14121630295758178,0.138911788582362,0.4518781981161662,0.44462826640070235,0.06925427429284382,0.058912244347370704,0.005468532119228195,0.0023045143752197794,0.007249931715463842,0.010342029945473119,False
no_same_day_receipt,17:45,20,0.11514358370058016,0.11561666060119635,0.3883821811102461,0.38732321482108845,0.03975312507768791,0.033247472267899966,0.0021760052461958887,-0.00047307690061619556,0.0010589662891576368,0.006505652809787946,False
no_same_day_receipt,18:45,5,0.174213973962764,0.16920253891005554,0.5267170347651359,0.5144344202786361,0.06209527368196816,0.055955029208399225,0.009164936880195046,0.005011435052708457,0.01228261448649981,0.006140244473568937,False
no_same_day_receipt,18:45,10,0.14121630295758178,0.138911788582362,0.4518781981161662,0.44462826640070235,0.06925427429284382,0.058912244347370704,0.005302709069615935,0.0023045143752197794,0.007249931715463842,0.010342029945473119,False
no_same_day_receipt,18:45,20,0.11514358370058016,0.11561666060119635,0.3883821811102461,0.38732321482108845,0.03975312507768791,0.033247472267899966,0.0023766526574397332,-0.00047307690061619556,0.0010589662891576368,0.006505652809787946,False
no_same_day_receipt,19:15,5,0.174213973962764,0.16920253891005554,0.5267170347651359,0.5144344202786361,0.06209527368196816,0.055955029208399225,0.009628310915936633,0.005011435052708457,0.01228261448649981,0.006140244473568937,False
no_same_day_receipt,19:15,10,0.14121630295758178,0.138911788582362,0.4518781981161662,0.44462826640070235,0.06925427429284382,0.058912244347370704,0.005322874620936522,0.0023045143752197794,0.007249931715463842,0.010342029945473119,False
no_same_day_receipt,19:15,20,0.11514358370058016,0.11561666060119635,0.3883821811102461,0.38732321482108845,0.03975312507768791,0.033247472267899966,0.0021882757689527296,-0.00047307690061619556,0.0010589662891576368,0.006505652809787946,False
