scenario,clock,h,model,bin,n,predicted,actual
calendar_assumed_replay,13:45,10,global_platt,4,50,0.4291135711384396,0.46
calendar_assumed_replay,13:45,10,global_platt,5,4,0.5172293439278899,1.0
calendar_assumed_replay,13:45,10,global_platt,8,5,0.8550258268356512,0.4
calendar_assumed_replay,13:45,10,fixed_logit_shrink_80,0,58,0.07881216352371506,0.0
calendar_assumed_replay,13:45,10,fixed_logit_shrink_80,1,574,0.1590144469838435,0.06445993031358885
calendar_assumed_replay,13:45,10,fixed_logit_shrink_80,2,1444,0.25221229874594325,0.16897506925207756
calendar_assumed_replay,13:45,10,fixed_logit_shrink_80,3,671,0.3326004949246047,0.23397913561847988
calendar_assumed_replay,13:45,10,fixed_logit_shrink_80,4,164,0.4447341057986468,0.4573170731707317
calendar_assumed_replay,13:45,10,fixed_logit_shrink_80,5,51,0.5505318965526211,0.4117647058823529
calendar_assumed_replay,13:45,10,fixed_logit_shrink_80,6,11,0.6336323229560016,0.7272727272727273
calendar_assumed_replay,13:45,10,fixed_logit_shrink_80,7,2,0.7068142136004764,1.0
calendar_assumed_replay,13:45,10,fixed_logit_shrink_80,9,5,0.9688015140470443,0.4
calendar_assumed_replay,13:45,10,hierarchical_beta,0,86,0.07593179364438213,0.046511627906976744
calendar_assumed_replay,13:45,10,hierarchical_beta,1,827,0.15970985724628314,0.09189842805320435
calendar_assumed_replay,13:45,10,hierarchical_beta,2,1476,0.2475801801060803,0.16260162601626016
calendar_assumed_replay,13:45,10,hierarchical_beta,3,475,0.3371257567687224,0.36
calendar_assumed_replay,13:45,10,hierarchical_beta,4,110,0.4320604816968567,0.4636363636363636
calendar_assumed_replay,13:45,10,hierarchical_beta,5,6,0.5349534408047337,0.6666666666666666
calendar_assumed_replay,14:45,10,identity,0,288,0.0717007867040306,0.017361111111111112
calendar_assumed_replay,14:45,10,identity,1,976,0.1580806932810708,0.13729508196721313
calendar_assumed_replay,14:45,10,identity,2,1268,0.24629110406191704,0.16167192429022081
calendar_assumed_replay,14:45,10,identity,3,236,0.34180552184926627,0.4322033898305085
calendar_assumed_replay,14:45,10,identity,4,133,0.4428272221219631,0.46616541353383456
calendar_assumed_replay,14:45,10,identity,5,41,0.5468686489049931,0.3902439024390244
calendar_assumed_replay,14:45,10,identity,6,28,0.6326784922643824,0.5357142857142857
calendar_assumed_replay,14:45,10,identity,7,5,0.7526825312193252,1.0
calendar_assumed_replay,14:45,10,identity,9,5,0.9902118467288903,0.4
calendar_assumed_replay,14:45,10,global_platt,0,27,0.08541939480500425,0.0
calendar_assumed_replay,14:45,10,global_platt,1,665,0.16432266880560295,0.06616541353383458
calendar_assumed_replay,14:45,10,global_platt,2,1929,0.2464287395652766,0.17418351477449456
calendar_assumed_replay,14:45,10,global_platt,3,289,0.34090591704611856,0.45674740484429066
calendar_assumed_replay,14:45,10,global_platt,4,60,0.4430805640487624,0.45
calendar_assumed_replay,14:45,10,global_platt,5,5,0.5447041209266689,1.0
calendar_assumed_replay,14:45,10,global_platt,8,4,0.891495955898317,0.25
calendar_assumed_replay,14:45,10,global_platt,9,1,0.9015751076103308,1.0
calendar_assumed_replay,14:45,10,fixed_logit_shrink_80,0,82,0.07910562432461107,0.0
calendar_assumed_replay,14:45,10,fixed_logit_shrink_80,1,583,0.15844059631821628,0.0686106346483705
calendar_assumed_replay,14:45,10,fixed_logit_shrink_80,2,1407,0.2536411513180886,0.17057569296375266
calendar_assumed_replay,14:45,10,fixed_logit_shrink_80,3,655,0.33211267424494856,0.22290076335877862
calendar_assumed_replay,14:45,10,fixed_logit_shrink_80,4,174,0.44305272106228505,0.47126436781609193
calendar_assumed_replay,14:45,10,fixed_logit_shrink_80,5,54,0.5505064335312067,0.42592592592592593
calendar_assumed_replay,14:45,10,fixed_logit_shrink_80,6,16,0.6248814673607661,0.5625
calendar_assumed_replay,14:45,10,fixed_logit_shrink_80,7,4,0.7154317367971128,1.0
calendar_assumed_replay,14:45,10,fixed_logit_shrink_80,9,5,0.9757519565602202,0.4
calendar_assumed_replay,14:45,10,hierarchical_beta,0,119,0.07357888704687797,0.03361344537815126
calendar_assumed_replay,14:45,10,hierarchical_beta,1,867,0.15868908944501595,0.09111880046136102
calendar_assumed_replay,14:45,10,hierarchical_beta,2,1386,0.24776185001440965,0.16594516594516595
calendar_assumed_replay,14:45,10,hierarchical_beta,3,466,0.3384933500251149,0.3626609442060086
calendar_assumed_replay,14:45,10,hierarchical_beta,4,132,0.43733011649617726,0.4393939393939394
calendar_assumed_replay,14:45,10,hierarchical_beta,5,10,0.5363888088281972,0.6
calendar_assumed_replay,15:10,10,identity,0,311,0.07008452469935608,0.01607717041800643
calendar_assumed_replay,15:10,10,identity,1,957,0.1578247781933994,0.13688610240334378
calendar_assumed_replay,15:10,10,identity,2,1255,0.2458929964005182,0.16175298804780877
calendar_assumed_replay,15:10,10,identity,3,234,0.3424985543704687,0.44017094017094016
calendar_assumed_replay,15:10,10,identity,4,133,0.4470774857866421,0.45864661654135336
calendar_assumed_replay,15:10,10,identity,5,46,0.543359140594113,0.3695652173913043
calendar_assumed_replay,15:10,10,identity,6,33,0.6408509005502625,0.5757575757575758
calendar_assumed_replay,15:10,10,identity,7,6,0.7329199846031106,0.3333333333333333
calendar_assumed_replay,15:10,10,identity,9,5,0.9956532166381905,1.0
calendar_assumed_replay,15:10,10,global_platt,0,38,0.08357802722331584,0.0
calendar_assumed_replay,15:10,10,global_platt,1,682,0.16262881877025273,0.07331378299120235
calendar_assumed_replay,15:10,10,global_platt,2,1889,0.2460680368136568,0.17046056114346214
calendar_assumed_replay,15:10,10,global_platt,3,290,0.3429799962965354,0.46206896551724136
calendar_assumed_replay,15:10,10,global_platt,4,66,0.44282696724769816,0.4696969696969697
calendar_assumed_replay,15:10,10,global_platt,5,10,0.5234487873819323,0.4
calendar_assumed_replay,15:10,10,global_platt,9,5,0.932855016965813,1.0
calendar_assumed_replay,15:10,10,fixed_logit_shrink_80,0,95,0.07654840782831888,0.0
calendar_assumed_replay,15:10,10,fixed_logit_shrink_80,1,585,0.1571361944472713,0.06666666666666667
calendar_assumed_replay,15:10,10,fixed_logit_shrink_80,2,1386,0.2533798523764656,0.1717171717171717
calendar_assumed_replay,15:10,10,fixed_logit_shrink_80,3,649,0.33167762517157534,0.2218798151001541
calendar_assumed_replay,15:10,10,fixed_logit_shrink_80,4,175,0.44631811891787604,0.4685714285714286
calendar_assumed_replay,15:10,10,fixed_logit_shrink_80,5,59,0.5473372060863853,0.423728813559322
calendar_assumed_replay,15:10,10,fixed_logit_shrink_80,6,24,0.6371851385049987,0.5
calendar_assumed_replay,15:10,10,fixed_logit_shrink_80,7,2,0.7121763260080244,0.5
calendar_assumed_replay,15:10,10,fixed_logit_shrink_80,9,5,0.9872321756543154,1.0
calendar_assumed_replay,15:10,10,hierarchical_beta,0,143,0.07252858945485736,0.027972027972027972
calendar_assumed_replay,15:10,10,hierarchical_beta,1,875,0.15853036052506558,0.096
calendar_assumed_replay,15:10,10,hierarchical_beta,2,1346,0.2474824878718273,0.1649331352154532
calendar_assumed_replay,15:10,10,hierarchical_beta,3,452,0.3375896053324839,0.35176991150442477
calendar_assumed_replay,15:10,10,hierarchical_beta,4,149,0.43676436590306505,0.4563758389261745
calendar_assumed_replay,15:10,10,hierarchical_beta,5,14,0.5244539457612317,0.5714285714285714
calendar_assumed_replay,15:10,10,hierarchical_beta,6,1,0.6035662355479898,1.0
calendar_assumed_replay,15:25,10,identity,0,317,0.06926900277950739,0.01892744479495268
calendar_assumed_replay,15:25,10,identity,1,953,0.15735363601089788,0.13641133263378805
calendar_assumed_replay,15:25,10,identity,2,1248,0.2458705415756904,0.16105769230769232
calendar_assumed_replay,15:25,10,identity,3,232,0.34154149952282264,0.44396551724137934
calendar_assumed_replay,15:25,10,identity,4,136,0.45071902653965523,0.4411764705882353
calendar_assumed_replay,15:25,10,identity,5,49,0.5396597097566025,0.3877551020408163
calendar_assumed_replay,15:25,10,identity,6,35,0.6428406236782908,0.5428571428571428
calendar_assumed_replay,15:25,10,identity,7,5,0.7124857637675731,0.6
calendar_assumed_replay,15:25,10,identity,9,5,0.9960528552553578,1.0
calendar_assumed_replay,15:25,10,global_platt,0,42,0.08328858806795525,0.0
calendar_assumed_replay,15:25,10,global_platt,1,689,0.1625312232634932,0.07547169811320754
calendar_assumed_replay,15:25,10,global_platt,2,1876,0.24641978404194226,0.1695095948827292
calendar_assumed_replay,15:25,10,global_platt,3,289,0.3449166225609276,0.4671280276816609
calendar_assumed_replay,15:25,10,global_platt,4,70,0.4426228070179984,0.45714285714285713
calendar_assumed_replay,15:25,10,global_platt,5,9,0.5138185036151238,0.4444444444444444
calendar_assumed_replay,15:25,10,global_platt,9,5,0.9363398787145162,1.0
calendar_assumed_replay,15:25,10,fixed_logit_shrink_80,0,104,0.07713336103937686,0.0
calendar_assumed_replay,15:25,10,fixed_logit_shrink_80,1,583,0.15690924235032017,0.0686106346483705
calendar_assumed_replay,15:25,10,fixed_logit_shrink_80,2,1381,0.2534810025439185,0.1723388848660391
calendar_assumed_replay,15:25,10,fixed_logit_shrink_80,3,641,0.3316658797797817,0.21840873634945399
calendar_assumed_replay,15:25,10,fixed_logit_shrink_80,4,177,0.4488054089129882,0.4632768361581921
calendar_assumed_replay,15:25,10,fixed_logit_shrink_80,5,62,0.5447563334283901,0.41935483870967744
calendar_assumed_replay,15:25,10,fixed_logit_shrink_80,6,27,0.636920780938913,0.5555555555555556
calendar_assumed_replay,15:25,10,fixed_logit_shrink_80,9,5,0.9881729877153024,1.0
calendar_assumed_replay,15:25,10,hierarchical_beta,0,150,0.07177722969519686,0.02666666666666667
calendar_assumed_replay,15:25,10,hierarchical_beta,1,879,0.1582631953078992,0.09556313993174062
calendar_assumed_replay,15:25,10,hierarchical_beta,2,1332,0.24753493552253425,0.16666666666666666
calendar_assumed_replay,15:25,10,hierarchical_beta,3,440,0.3371697800628222,0.3431818181818182
calendar_assumed_replay,15:25,10,hierarchical_beta,4,162,0.43630932689756385,0.4567901234567901
calendar_assumed_replay,15:25,10,hierarchical_beta,5,16,0.5208786127431543,0.625
calendar_assumed_replay,15:25,10,hierarchical_beta,6,1,0.6014802278663615,1.0
calendar_assumed_replay,15:45,10,identity,0,317,0.06874080465540552,0.015772870662460567
calendar_assumed_replay,15:45,10,identity,1,950,0.1570990486423988,0.1368421052631579
calendar_assumed_replay,15:45,10,identity,2,1252,0.24596058685543615,0.16134185303514376
calendar_assumed_replay,15:45,10,identity,3,229,0.34216884060874986,0.44541484716157204
calendar_assumed_replay,15:45,10,identity,4,133,0.4509564619330238,0.45112781954887216
calendar_assumed_replay,15:45,10,identity,5,53,0.5376739268783577,0.37735849056603776
calendar_assumed_replay,15:45,10,identity,6,36,0.6444442614256503,0.5277777777777778
calendar_assumed_replay,15:45,10,identity,7,5,0.7150435480322257,0.6
calendar_assumed_replay,15:45,10,identity,9,5,0.9962643790162604,1.0
calendar_assumed_replay,15:45,10,global_platt,0,42,0.08281435154445871,0.0
calendar_assumed_replay,15:45,10,global_platt,1,683,0.16198442414927175,0.06881405563689605
calendar_assumed_replay,15:45,10,global_platt,2,1878,0.24633872032918847,0.17145899893503727
calendar_assumed_replay,15:45,10,global_platt,3,291,0.3448448448747647,0.46048109965635736
calendar_assumed_replay,15:45,10,global_platt,4,72,0.44272988747568737,0.4722222222222222
calendar_assumed_replay,15:45,10,global_platt,5,9,0.5149547211704241,0.4444444444444444
calendar_assumed_replay,15:45,10,global_platt,9,5,0.9377131708530959,1.0
calendar_assumed_replay,15:45,10,fixed_logit_shrink_80,0,105,0.07635434486606096,0.0
calendar_assumed_replay,15:45,10,fixed_logit_shrink_80,1,586,0.15679326705892913,0.06825938566552901
calendar_assumed_replay,15:45,10,fixed_logit_shrink_80,2,1375,0.2536961217707945,0.17236363636363636
calendar_assumed_replay,15:45,10,fixed_logit_shrink_80,3,643,0.33189011705816174,0.2161741835147745
calendar_assumed_replay,15:45,10,fixed_logit_shrink_80,4,172,0.4492890541777214,0.48255813953488375
calendar_assumed_replay,15:45,10,fixed_logit_shrink_80,5,60,0.5370347673831284,0.35
calendar_assumed_replay,15:45,10,fixed_logit_shrink_80,6,34,0.6313746045529615,0.6176470588235294
calendar_assumed_replay,15:45,10,fixed_logit_shrink_80,9,5,0.9886789394637674,1.0
calendar_assumed_replay,15:45,10,hierarchical_beta,0,156,0.07190938325374954,0.02564102564102564
calendar_assumed_replay,15:45,10,hierarchical_beta,1,881,0.15863471068594362,0.09534619750283768
calendar_assumed_replay,15:45,10,hierarchical_beta,2,1320,0.247751965638466,0.16742424242424242
calendar_assumed_replay,15:45,10,hierarchical_beta,3,443,0.3376375802325686,0.34085778781038373
calendar_assumed_replay,15:45,10,hierarchical_beta,4,163,0.4380582309354721,0.4601226993865031
calendar_assumed_replay,15:45,10,hierarchical_beta,5,17,0.5265484970182074,0.6470588235294118
calendar_assumed_replay,16:45,10,identity,0,295,0.07097795931698182,0.013559322033898305
calendar_assumed_replay,16:45,10,identity,1,991,0.15655776664240237,0.13319878910191726
calendar_assumed_replay,16:45,10,identity,2,1210,0.24612926722051204,0.17024793388429751
calendar_assumed_replay,16:45,10,identity,3,253,0.34313053378346714,0.3794466403162055
calendar_assumed_replay,16:45,10,identity,4,131,0.44400954170106144,0.4580152671755725
calendar_assumed_replay,16:45,10,identity,5,66,0.5420322098556349,0.5
calendar_assumed_replay,16:45,10,identity,6,20,0.6457993228878725,0.45
calendar_assumed_replay,16:45,10,identity,7,8,0.7346528340371031,0.125
calendar_assumed_replay,16:45,10,identity,8,1,0.8009260638057184,0.0
calendar_assumed_replay,16:45,10,identity,9,5,0.9959831819370308,1.0
calendar_assumed_replay,16:45,10,global_platt,0,61,0.07842350362402976,0.0
calendar_assumed_replay,16:45,10,global_platt,1,790,0.16094324427522608,0.0810126582278481
calendar_assumed_replay,16:45,10,global_platt,2,1704,0.245656983338433,0.17546948356807512
calendar_assumed_replay,16:45,10,global_platt,3,306,0.3429988563256609,0.4117647058823529
calendar_assumed_replay,16:45,10,global_platt,4,93,0.4384239963888868,0.4946236559139785
calendar_assumed_replay,16:45,10,global_platt,5,18,0.5395017420155672,0.3333333333333333
calendar_assumed_replay,16:45,10,global_platt,6,3,0.6226323184008103,0.0
calendar_assumed_replay,16:45,10,global_platt,9,5,0.9619040493250797,1.0
calendar_assumed_replay,16:45,10,fixed_logit_shrink_80,0,86,0.07645816155070974,0.0
calendar_assumed_replay,16:45,10,fixed_logit_shrink_80,1,603,0.15825186527391977,0.05804311774461028
calendar_assumed_replay,16:45,10,fixed_logit_shrink_80,2,1376,0.25277943183285584,0.17587209302325582
calendar_assumed_replay,16:45,10,fixed_logit_shrink_80,3,642,0.33430787808280943,0.21806853582554517
calendar_assumed_replay,16:45,10,fixed_logit_shrink_80,4,173,0.4440509370140211,0.4682080924855491
calendar_assumed_replay,16:45,10,fixed_logit_shrink_80,5,73,0.5392776592024834,0.4931506849315068
calendar_assumed_replay,16:45,10,fixed_logit_shrink_80,6,18,0.6437129443325265,0.3888888888888889
calendar_assumed_replay,16:45,10,fixed_logit_shrink_80,7,4,0.7328192379878091,0.0
calendar_assumed_replay,16:45,10,fixed_logit_shrink_80,9,5,0.9880075020505897,1.0
calendar_assumed_replay,16:45,10,hierarchical_beta,0,160,0.06971137653550821,0.025
calendar_assumed_replay,16:45,10,hierarchical_beta,1,953,0.157914055048311,0.09758656873032528
calendar_assumed_replay,16:45,10,hierarchical_beta,2,1223,0.24624497044413593,0.17252657399836469
calendar_assumed_replay,16:45,10,hierarchical_beta,3,435,0.33988249466547876,0.31494252873563217
calendar_assumed_replay,16:45,10,hierarchical_beta,4,179,0.44190905463425095,0.49162011173184356
calendar_assumed_replay,16:45,10,hierarchical_beta,5,27,0.5299697800781369,0.37037037037037035
calendar_assumed_replay,16:45,10,hierarchical_beta,6,3,0.6213314882681945,1.0
calendar_assumed_replay,17:45,10,identity,0,239,0.0746354785592705,0.012552301255230125
calendar_assumed_replay,17:45,10,identity,1,1030,0.1587646559928647,0.12718446601941746
calendar_assumed_replay,17:45,10,identity,2,1222,0.24628371876115837,0.16775777414075285
calendar_assumed_replay,17:45,10,identity,3,297,0.344087498909156,0.3400673400673401
calendar_assumed_replay,17:45,10,identity,4,110,0.44290976218875266,0.6090909090909091
calendar_assumed_replay,17:45,10,identity,5,57,0.5438388115652524,0.45614035087719296
calendar_assumed_replay,17:45,10,identity,6,13,0.6382744549039608,0.3076923076923077
calendar_assumed_replay,17:45,10,identity,7,2,0.7141019525636011,1.0
calendar_assumed_replay,17:45,10,identity,9,10,0.9892219177612622,0.7
calendar_assumed_replay,17:45,10,global_platt,0,28,0.07165746860319275,0.0
calendar_assumed_replay,17:45,10,global_platt,1,671,0.16352226402199915,0.06855439642324888
calendar_assumed_replay,17:45,10,global_platt,2,1846,0.24621898774474774,0.16630552546045504
calendar_assumed_replay,17:45,10,global_platt,3,337,0.3386627564219199,0.43026706231454004
calendar_assumed_replay,17:45,10,global_platt,4,81,0.4378778280307833,0.4567901234567901
calendar_assumed_replay,17:45,10,global_platt,5,7,0.5339657924919067,0.5714285714285714
calendar_assumed_replay,17:45,10,global_platt,9,10,0.9232547171983324,0.7
calendar_assumed_replay,17:45,10,fixed_logit_shrink_80,0,47,0.07236127531627348,0.0
calendar_assumed_replay,17:45,10,fixed_logit_shrink_80,1,554,0.15819613755660783,0.05054151624548736
calendar_assumed_replay,17:45,10,fixed_logit_shrink_80,2,1438,0.25103259545373097,0.16968011126564672
calendar_assumed_replay,17:45,10,fixed_logit_shrink_80,3,699,0.3353933622184359,0.21030042918454936
calendar_assumed_replay,17:45,10,fixed_logit_shrink_80,4,160,0.44050211571187764,0.55
calendar_assumed_replay,17:45,10,fixed_logit_shrink_80,5,63,0.5403716216522957,0.42857142857142855
calendar_assumed_replay,17:45,10,fixed_logit_shrink_80,6,9,0.6405427750587487,0.5555555555555556
calendar_assumed_replay,17:45,10,fixed_logit_shrink_80,9,10,0.9739923763301075,0.7
calendar_assumed_replay,17:45,10,hierarchical_beta,0,111,0.07385247041330598,0.009009009009009009
calendar_assumed_replay,17:45,10,hierarchical_beta,1,868,0.1597855810323127,0.08870967741935484
calendar_assumed_replay,17:45,10,hierarchical_beta,2,1345,0.24668459891761688,0.17100371747211895
calendar_assumed_replay,17:45,10,hierarchical_beta,3,481,0.34287900521627523,0.2993762993762994
calendar_assumed_replay,17:45,10,hierarchical_beta,4,152,0.4393031456798803,0.5263157894736842
calendar_assumed_replay,17:45,10,hierarchical_beta,5,19,0.5275885706360115,0.5789473684210527
calendar_assumed_replay,17:45,10,hierarchical_beta,6,4,0.607774306761705,0.75
calendar_assumed_replay,18:45,10,identity,0,11,0.09053200665237279,0.0
calendar_assumed_replay,18:45,10,identity,1,915,0.17097121208370894,0.1366120218579235
calendar_assumed_replay,18:45,10,identity,2,1565,0.24308643479626618,0.15527156549520768
calendar_assumed_replay,18:45,10,identity,3,334,0.34294996032691094,0.3473053892215569
calendar_assumed_replay,18:45,10,identity,4,125,0.4441145378618547,0.424
calendar_assumed_replay,18:45,10,identity,5,27,0.5335910132403463,0.2962962962962963
calendar_assumed_replay,18:45,10,identity,6,3,0.6060841339938645,0.3333333333333333
calendar_assumed_replay,18:45,10,global_platt,1,152,0.18172489022892602,0.09210526315789473
calendar_assumed_replay,18:45,10,global_platt,2,1868,0.25369936389861814,0.145610278372591
calendar_assumed_replay,18:45,10,global_platt,3,768,0.33438569570397186,0.23828125
calendar_assumed_replay,18:45,10,global_platt,4,169,0.44140413275951373,0.42011834319526625
calendar_assumed_replay,18:45,10,global_platt,5,23,0.531386919664683,0.2608695652173913
calendar_assumed_replay,18:45,10,fixed_logit_shrink_80,1,161,0.18127573473786782,0.10559006211180125
calendar_assumed_replay,18:45,10,fixed_logit_shrink_80,2,1833,0.25371826137786485,0.14402618657937807
calendar_assumed_replay,18:45,10,fixed_logit_shrink_80,3,769,0.3340444216664029,0.23146944083224968
calendar_assumed_replay,18:45,10,fixed_logit_shrink_80,4,187,0.43977001772895524,0.41711229946524064
calendar_assumed_replay,18:45,10,fixed_logit_shrink_80,5,30,0.5327512556029677,0.3
calendar_assumed_replay,18:45,10,hierarchical_beta,0,2,0.09032441659044235,0.0
calendar_assumed_replay,18:45,10,hierarchical_beta,1,394,0.16446223191653916,0.116751269035533
calendar_assumed_replay,18:45,10,hierarchical_beta,2,1390,0.2570677464291879,0.15323741007194244
calendar_assumed_replay,18:45,10,hierarchical_beta,3,934,0.33746889449344847,0.20021413276231265
calendar_assumed_replay,18:45,10,hierarchical_beta,4,240,0.4357688530825957,0.4
calendar_assumed_replay,18:45,10,hierarchical_beta,5,20,0.5230909018579981,0.2
calendar_assumed_replay,19:15,10,identity,0,53,0.07624275544679499,0.05660377358490566
calendar_assumed_replay,19:15,10,identity,1,1037,0.1666867032160187,0.13500482160077146
calendar_assumed_replay,19:15,10,identity,2,1388,0.244023045184341,0.17002881844380405
calendar_assumed_replay,19:15,10,identity,3,342,0.3434115266551004,0.2719298245614035
calendar_assumed_replay,19:15,10,identity,4,124,0.4388642910669062,0.4596774193548387
calendar_assumed_replay,19:15,10,identity,5,31,0.546653778900066,0.4838709677419355
calendar_assumed_replay,19:15,10,identity,6,5,0.6315890962019897,0.4
calendar_assumed_replay,19:15,10,global_platt,0,8,0.0733558076926598,0.125
calendar_assumed_replay,19:15,10,global_platt,1,281,0.1724368131058988,0.0711743772241993
calendar_assumed_replay,19:15,10,global_platt,2,1728,0.25228182869230104,0.16030092592592593
calendar_assumed_replay,19:15,10,global_platt,3,763,0.3368505052763144,0.20707732634338138
calendar_assumed_replay,19:15,10,global_platt,4,167,0.4391949817255511,0.4491017964071856
calendar_assumed_replay,19:15,10,global_platt,5,31,0.5414491698022544,0.4838709677419355
calendar_assumed_replay,19:15,10,global_platt,6,2,0.6214652169105204,0.0
calendar_assumed_replay,19:15,10,fixed_logit_shrink_80,0,10,0.07667926769957926,0.1
calendar_assumed_replay,19:15,10,fixed_logit_shrink_80,1,290,0.17219631875843566,0.07931034482758621
calendar_assumed_replay,19:15,10,fixed_logit_shrink_80,2,1716,0.25182743297734894,0.1590909090909091
calendar_assumed_replay,19:15,10,fixed_logit_shrink_80,3,759,0.33715471151208193,0.20816864295125165
calendar_assumed_replay,19:15,10,fixed_logit_shrink_80,4,169,0.4397324123096325,0.4378698224852071
calendar_assumed_replay,19:15,10,fixed_logit_shrink_80,5,33,0.5404588064306086,0.48484848484848486
calendar_assumed_replay,19:15,10,fixed_logit_shrink_80,6,3,0.61865226230237,0.3333333333333333
calendar_assumed_replay,19:15,10,hierarchical_beta,0,20,0.08217558457501116,0.05
calendar_assumed_replay,19:15,10,hierarchical_beta,1,434,0.1634364864290931,0.12903225806451613
calendar_assumed_replay,19:15,10,hierarchical_beta,2,1395,0.2547594003760977,0.14695340501792115
calendar_assumed_replay,19:15,10,hierarchical_beta,3,824,0.3398258653259168,0.2099514563106796
calendar_assumed_replay,19:15,10,hierarchical_beta,4,270,0.4356853476381518,0.35555555555555557
calendar_assumed_replay,19:15,10,hierarchical_beta,5,36,0.5250511233955817,0.4166666666666667
calendar_assumed_replay,19:15,10,hierarchical_beta,6,1,0.6165567434400576,0.0
calendar_assumed_replay,20:15,10,identity,0,103,0.07552649694520396,0.04854368932038835
calendar_assumed_replay,20:15,10,identity,1,1026,0.16549617397261487,0.15886939571150097
calendar_assumed_replay,20:15,10,identity,2,1395,0.2443362587641211,0.15268817204301074
calendar_assumed_replay,20:15,10,identity,3,303,0.34253553701034695,0.30363036303630364
calendar_assumed_replay,20:15,10,identity,4,110,0.4394586125039888,0.4909090909090909
calendar_assumed_replay,20:15,10,identity,5,39,0.5441357884892509,0.46153846153846156
calendar_assumed_replay,20:15,10,identity,6,4,0.6315231715397351,0.25
calendar_assumed_replay,20:15,10,global_platt,0,20,0.06587639768659118,0.05
calendar_assumed_replay,20:15,10,global_platt,1,337,0.16814799938980685,0.09792284866468842
calendar_assumed_replay,20:15,10,global_platt,2,1711,0.2517182180490762,0.1636469900642899
calendar_assumed_replay,20:15,10,global_platt,3,717,0.3339233536516888,0.19804741980474197
calendar_assumed_replay,20:15,10,global_platt,4,156,0.4374942113140035,0.46153846153846156
calendar_assumed_replay,20:15,10,global_platt,5,38,0.5370138725770092,0.47368421052631576
calendar_assumed_replay,20:15,10,global_platt,6,1,0.6378618965360321,0.0
calendar_assumed_replay,20:15,10,fixed_logit_shrink_80,0,20,0.06426245387873869,0.05
calendar_assumed_replay,20:15,10,fixed_logit_shrink_80,1,346,0.16786393222443038,0.1069364161849711
calendar_assumed_replay,20:15,10,fixed_logit_shrink_80,2,1681,0.251694525584018,0.1635930993456276
calendar_assumed_replay,20:15,10,fixed_logit_shrink_80,3,727,0.3339730234399155,0.19119669876203577
calendar_assumed_replay,20:15,10,fixed_logit_shrink_80,4,163,0.43764909154393977,0.4601226993865031
calendar_assumed_replay,20:15,10,fixed_logit_shrink_80,5,41,0.5378957520617969,0.4634146341463415
calendar_assumed_replay,20:15,10,fixed_logit_shrink_80,6,2,0.6256281704318102,0.0
calendar_assumed_replay,20:15,10,hierarchical_beta,0,32,0.0658371315532714,0.03125
calendar_assumed_replay,20:15,10,hierarchical_beta,1,479,0.1636300463366411,0.11691022964509394
calendar_assumed_replay,20:15,10,hierarchical_beta,2,1391,0.25391504799105874,0.16606757728253055
calendar_assumed_replay,20:15,10,hierarchical_beta,3,808,0.3394583199925192,0.1905940594059406
calendar_assumed_replay,20:15,10,hierarchical_beta,4,234,0.4385133502033446,0.36752136752136755
calendar_assumed_replay,20:15,10,hierarchical_beta,5,35,0.530943444702964,0.5142857142857142
calendar_assumed_replay,20:15,10,hierarchical_beta,6,1,0.6218865598764363,0.0
calendar_assumed_replay,21:15,10,identity,0,103,0.07552649694520396,0.04854368932038835
calendar_assumed_replay,21:15,10,identity,1,1026,0.16549617397261487,0.15886939571150097
calendar_assumed_replay,21:15,10,identity,2,1395,0.2443362587641211,0.15268817204301074
calendar_assumed_replay,21:15,10,identity,3,303,0.34253553701034695,0.30363036303630364
calendar_assumed_replay,21:15,10,identity,4,110,0.4394586125039888,0.4909090909090909
calendar_assumed_replay,21:15,10,identity,5,39,0.5441357884892509,0.46153846153846156
calendar_assumed_replay,21:15,10,identity,6,4,0.6315231715397351,0.25
calendar_assumed_replay,21:15,10,global_platt,0,20,0.06587639768659118,0.05
calendar_assumed_replay,21:15,10,global_platt,1,337,0.16814799938980685,0.09792284866468842
calendar_assumed_replay,21:15,10,global_platt,2,1711,0.2517182180490762,0.1636469900642899
calendar_assumed_replay,21:15,10,global_platt,3,717,0.3339233536516888,0.19804741980474197
calendar_assumed_replay,21:15,10,global_platt,4,156,0.4374942113140035,0.46153846153846156
calendar_assumed_replay,21:15,10,global_platt,5,38,0.5370138725770092,0.47368421052631576
calendar_assumed_replay,21:15,10,global_platt,6,1,0.6378618965360321,0.0
calendar_assumed_replay,21:15,10,fixed_logit_shrink_80,0,20,0.06426245387873869,0.05
calendar_assumed_replay,21:15,10,fixed_logit_shrink_80,1,346,0.16786393222443038,0.1069364161849711
calendar_assumed_replay,21:15,10,fixed_logit_shrink_80,2,1681,0.251694525584018,0.1635930993456276
calendar_assumed_replay,21:15,10,fixed_logit_shrink_80,3,727,0.3339730234399155,0.19119669876203577
calendar_assumed_replay,21:15,10,fixed_logit_shrink_80,4,163,0.43764909154393977,0.4601226993865031
calendar_assumed_replay,21:15,10,fixed_logit_shrink_80,5,41,0.5378957520617969,0.4634146341463415
calendar_assumed_replay,21:15,10,fixed_logit_shrink_80,6,2,0.6256281704318102,0.0
calendar_assumed_replay,21:15,10,hierarchical_beta,0,32,0.0658371315532714,0.03125
