horizon,case_lift,pooled_lift,base_rate,hit_rate,n_signals,frequency,future_benefit_bps,symmetric_benefit_bps,candidate,currency
3,1.5948263453352802,1.5968379446640315,0.3271447903784769,0.5217391304347826,115,1.3575042158516022,65.52847851454152,38.06697990422562,per_currency_weights,KZT
5,1.6389347917045278,1.6416091019910604,0.2652836530753422,0.43478260869565216,115,1.3575042158516022,60.1989371358911,42.981459192980935,per_currency_weights,KZT
10,1.5911900409158182,1.5987654320987656,0.20397400383549966,0.32456140350877194,114,1.3617747440273038,47.10794859422699,47.32234635486691,per_currency_weights,KZT
20,1.2653871130673209,1.2629870129870129,0.14368581751828602,0.18181818181818182,110,1.3461538461538463,19.856377998200813,68.31043750020618,per_currency_weights,KZT
1,1.8056847058823529,1.8076923076923077,0.500555911506426,0.9038461538461539,104,1.2276559865092749,76.06515034046609,22.666332215036984,per_currency_weights,AMD
3,2.069579839007315,2.073742047426258,0.32987000299527697,0.6826923076923077,104,1.2276559865092749,93.22246971003614,42.84508096357887,per_currency_weights,AMD
5,2.1569927162544613,2.1621915820029027,0.2630086267944387,0.5673076923076923,104,1.2276559865092749,95.3006212418023,49.26173537854983,per_currency_weights,AMD
10,2.0489828165119492,2.059481381344476,0.1990094728980779,0.4077669902912621,103,1.2303754266211604,88.7210984004586,57.184644648574235,per_currency_weights,AMD
20,1.832862697584758,1.8426315789473684,0.1473105434224782,0.27,100,1.223776223776224,70.11713808530651,76.65104149278723,per_currency_weights,AMD
1,1.9669165603543424,1.963651732882502,0.44974728590216356,0.8846153846153846,104,1.2276559865092749,75.73679031729988,23.608483836987393,per_currency_weights,KGS
3,2.2541001926372144,2.242338961851157,0.30286688671703754,0.6826923076923077,104,1.2276559865092749,93.30916827479828,43.982846292562286,per_currency_weights,KGS
5,2.2725948301210943,2.2594191522762954,0.24116790015214418,0.5480769230769231,104,1.2276559865092749,93.83776125886101,50.39366816174773,per_currency_weights,KGS
10,2.087323943661972,2.069557121957707,0.18140010219724065,0.3786407766990291,103,1.2303754266211604,79.53387741444642,57.19485024418696,per_currency_weights,KGS
20,1.942145675589208,1.9257425742574257,0.13764504693612428,0.26732673267326734,101,1.236013986013986,58.055410810089704,81.05547736316868,per_currency_weights,KGS
1,1.7942479783799699,1.797734627831715,0.5108918486809871,0.9166666666666666,96,1.1332209106239461,75.98977837210312,21.122416914450746,per_currency_weights,TJS
3,1.9290714267682953,1.9445402298850574,0.36178891926042445,0.6979166666666666,96,1.1332209106239461,92.5432323046042,40.0071075854326,per_currency_weights,TJS
5,1.9378461197996144,1.947658402203857,0.3010214935918925,0.5833333333333334,96,1.1332209106239461,94.85928503629059,45.038012488478216,per_currency_weights,TJS
10,1.8911245300216475,1.9173913043478261,0.2337790326017473,0.4421052631578947,95,1.13481228668942,93.35580121548351,51.44977750720059,per_currency_weights,TJS
20,1.8557213754863198,1.8932511356262167,0.17571978252192258,0.32608695652173914,92,1.125874125874126,91.4151762299971,79.02345299219235,per_currency_weights,TJS
1,1.7489084938837145,1.7539512195121951,0.5088888315841048,0.89,100,1.1804384485666106,80.6877094767625,24.580234225853793,per_currency_weights,UZS
3,1.9649709793323713,1.975111111111111,0.33588282317749296,0.66,100,1.1804384485666106,93.09809047183184,42.416282641290145,per_currency_weights,UZS
5,1.949284887801362,1.9644036697247707,0.2718945821191882,0.53,100,1.1804384485666106,88.95757205907685,46.65997955760706,per_currency_weights,UZS
10,2.014117167392911,2.0406597621787497,0.20060422034106246,0.40404040404040403,99,1.1825938566552903,83.38474257992131,56.82843684940067,per_currency_weights,UZS
20,1.9029637165140723,1.910877192982456,0.154883059276177,0.29473684210526313,95,1.1625874125874127,62.576565536092424,85.86235700322999,per_currency_weights,UZS
