currency,date,cbr,source,mean_basis,last_basis,previous_basis,previous_age_hours,count,age_minutes,intraday_return,range_bps,quality,hard_quality,tom_count,tod_count
TJS,2022-01-11,6.65175,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-01-12,6.625539999999999,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-01-13,6.59829,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-01-14,6.607760000000001,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-01-15,6.70799,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-01-18,6.73222,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-01-19,6.75827,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-01-20,6.8056399999999995,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-01-21,6.76767,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-01-22,6.789759999999999,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-01-25,6.84948,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-01-26,6.9625699999999995,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-01-27,6.98926,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-01-28,6.9895499999999995,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-01-29,6.889539999999999,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-02-01,6.8588,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-02-02,6.8287,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-02-03,6.77157,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-02-04,6.789199999999999,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-02-05,6.73613,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-02-08,6.700360000000001,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-02-09,6.66704,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-02-10,6.62253,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-02-11,6.61568,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-02-12,6.63893,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-02-15,6.78566,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-02-16,6.7493099999999995,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-02-17,6.647239999999999,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-02-18,6.71269,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-02-19,6.713500000000001,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-02-22,6.802580000000001,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-02-23,7.126220000000001,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-02-25,7.70304,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-02-26,7.394,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-03-01,8.28688,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-03-02,8.12988,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-03-03,9.13705,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-03-04,9.90309,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-03-05,9.36393,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-03-06,9.36393,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-03-10,8.929590000000001,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-03-11,10.6719,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-03-12,10.3551,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-03-15,9.50614,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-03-16,9.891070000000001,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-03-17,8.91262,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-03-18,9.1432,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-03-19,8.90209,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-03-22,8.96456,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-03-23,8.91648,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-03-24,8.5233,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-03-25,7.935370000000001,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-03-26,7.63517,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-03-29,8.02849,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-03-30,7.13205,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-03-31,7.46031,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-04-01,6.435930000000001,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-04-02,6.44007,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-04-05,6.68746,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-04-06,6.66816,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-04-07,6.6076999999999995,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-04-08,6.1003799999999995,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-04-09,5.98801,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-04-12,6.33277,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-04-13,6.37019,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-04-14,6.395490000000001,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-04-15,6.49914,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-04-16,6.40283,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-04-19,6.35242,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-04-20,6.3185,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-04-21,6.16277,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-04-22,5.99632,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-04-23,5.87687,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-04-26,5.86537,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-04-27,5.813219999999999,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
