currency,date,cbr,source,mean_basis,last_basis,previous_basis,previous_age_hours,count,age_minutes,intraday_return,range_bps,quality,hard_quality,tom_count,tod_count
TJS,2022-04-28,5.83244,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-04-29,5.78594,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-04-30,5.68417,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-05-05,5.5555,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-05-06,5.30114,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-05-07,5.3929,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-05-12,5.509320000000001,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-05-13,5.26543,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-05-14,5.10443,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-05-17,5.07759,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-05-18,5.085459999999999,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-05-19,5.08718,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-05-20,4.99425,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-05-21,4.72982,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-05-24,4.81064,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-05-25,4.8278799999999995,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-05-26,4.93856,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-05-27,5.44294,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-05-28,5.82482,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-05-31,5.53487,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-06-01,5.40411,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-06-02,5.392390000000001,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-06-03,5.40132,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-06-04,5.43561,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-06-07,5.36047,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-06-08,5.34706,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-06-09,5.32993,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-06-10,5.16721,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-06-11,5.1131,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-06-15,5.1211,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-06-16,5.13819,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-06-17,5.1611400000000005,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-06-18,5.2016599999999995,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-06-21,5.20648,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-06-22,5.15963,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-06-23,5.02531,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-06-24,5.04213,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-06-25,5.04799,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-06-28,5.05088,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-06-29,5.01357,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-06-30,4.84754,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-07-01,4.97379,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-07-02,5.08859,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-07-05,5.23789,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-07-06,5.59632,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-07-07,6.01708,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-07-08,5.96846,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-07-09,5.7915399999999995,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-07-12,5.82953,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-07-13,5.59652,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-07-14,5.5799199999999995,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-07-15,5.55424,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-07-16,5.543950000000001,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-07-19,5.43506,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-07-20,5.34085,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-07-21,5.29994,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-07-22,5.49812,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-07-23,5.58774,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-07-26,5.62685,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-07-27,5.71294,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-07-28,5.86537,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-07-29,5.86409,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-07-30,5.97192,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-08-02,6.04405,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-08-03,5.86047,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-08-04,5.8688,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-08-05,5.87167,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-08-06,5.8834,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-08-09,5.87879,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-08-10,5.8853,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-08-11,5.892390000000001,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-08-12,5.909409999999999,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-08-13,5.93618,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-08-16,5.98375,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-08-17,5.98734,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-08-18,5.92225,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-08-19,5.84462,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-08-20,5.76645,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-08-23,5.82694,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-08-24,5.842969999999999,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-08-25,5.85283,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-08-26,5.8312100000000004,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-08-27,5.86267,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-08-30,5.88913,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-08-31,5.88999,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-09-01,5.8774,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-09-02,5.87793,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-09-03,5.89103,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-09-06,5.9443399999999995,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-09-07,5.93956,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-09-08,5.97253,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-09-09,5.93615,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-09-10,5.90379,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-09-13,5.90254,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-09-14,5.865,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-09-15,5.8364400000000005,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-09-16,5.82679,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-09-17,5.86303,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-09-20,5.8774999999999995,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-09-21,5.8628100000000005,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-09-22,5.9464500000000005,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-09-23,5.84518,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-09-24,5.67605,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-09-27,5.6698900000000005,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-09-28,5.6899299999999995,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-09-29,5.71819,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-09-30,5.61689,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-10-01,5.41083,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-10-04,5.63272,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-10-05,5.75257,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-10-06,5.81255,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-10-07,5.89564,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-10-08,5.9934899999999995,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-10-11,6.097720000000001,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-10-12,6.231920000000001,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-10-13,6.2389600000000005,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-10-14,6.2131,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-10-15,6.170450000000001,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-10-18,6.04427,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-10-19,6.03868,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-10-20,6.02806,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-10-21,6.01991,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-10-22,5.98996,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-10-25,5.98703,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-10-26,6.0038800000000005,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-10-27,6.0133,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-10-28,6.00657,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-10-29,6.02374,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-11-01,6.03271,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-11-02,6.01358,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-11-03,6.03236,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-11-04,6.07915,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-11-08,5.99596,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-11-09,5.97057,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-11-10,5.979,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-11-11,5.99714,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-11-12,5.89672,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-11-15,5.91461,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-11-16,5.90642,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-11-17,5.91025,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-11-18,5.91427,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-11-19,5.91277,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-11-22,5.94886,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-11-23,5.9409,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-11-24,5.92598,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-11-25,5.91446,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-11-26,5.92357,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-11-29,5.95024,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-11-30,5.9818,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-12-01,5.96281,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-12-02,5.98902,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-12-03,6.05043,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-12-06,6.090590000000001,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-12-07,6.16164,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-12-08,6.16638,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-12-09,6.1308,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-12-10,6.111800000000001,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-12-13,6.14933,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-12-14,6.1930700000000005,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-12-15,6.20759,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-12-16,6.30129,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-12-17,6.3314900000000005,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-12-20,6.50197,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-12-21,6.760299999999999,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-12-22,6.90852,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-12-23,7.06512,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-12-24,6.7278,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-12-27,6.70711,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-12-28,6.8558,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-12-29,6.9864500000000005,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-12-30,7.05582,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2022-12-31,6.894209999999999,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2023-01-10,6.88179,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2023-01-11,6.8075,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2023-01-12,6.74671,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2023-01-13,6.621219999999999,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2023-01-14,6.598739999999999,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2023-01-17,6.66789,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2023-01-18,6.697069999999999,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2023-01-19,6.71196,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2023-01-20,6.70942,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2023-01-21,6.69021,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2023-01-24,6.6848600000000005,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2023-01-25,6.69376,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2023-01-26,6.71366,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2023-01-27,6.72415,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2023-01-28,6.742900000000001,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2023-01-31,6.766160000000001,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2023-02-01,6.85167,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2023-02-02,6.807599999999999,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2023-02-03,6.7966999999999995,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
TJS,2023-02-04,6.826510000000001,TOD,,,,720.0,0,720.0,0.0,0.0,0.0,False,0,0
