horizon,case_lift,pooled_lift,base_rate,hit_rate,n_signals,frequency,future_benefit_bps,symmetric_benefit_bps,candidate,currency
1,1.6047112898592357,1.6047112898592357,0.5175438596491229,0.8305084745762712,59,1.2591463414634148,60.490465622449356,15.563036293125858,incumbent,KZT
3,1.5853976531942633,1.5853976531942633,0.34210526315789475,0.5423728813559322,59,1.2591463414634148,68.52576136754848,26.398471790530433,incumbent,KZT
5,1.4335702569710225,1.4335702569710225,0.2719298245614035,0.3898305084745763,59,1.2591463414634148,63.476769846867576,26.208923750891802,incumbent,KZT
10,1.4491525423728815,1.4491525423728815,0.21052631578947367,0.3050847457627119,59,1.2591463414634148,57.017643982673086,21.17700687547128,incumbent,KZT
20,1.462207970682547,1.462207970682547,0.16228070175438597,0.23728813559322035,59,1.2591463414634148,35.355138858417234,16.775968570479673,incumbent,KZT
1,1.6047112898592357,1.6047112898592357,0.5175438596491229,0.8305084745762712,59,1.2591463414634148,65.81789277544219,20.384971245877853,mean_basis_any_w010,KZT
3,1.7340286831812255,1.7340286831812255,0.34210526315789475,0.5932203389830508,59,1.2591463414634148,78.3457849103572,37.09510831223068,mean_basis_any_w010,KZT
5,1.6205576817933296,1.6205576817933296,0.2719298245614035,0.4406779661016949,59,1.2591463414634148,75.93331408705396,38.197064022038035,mean_basis_any_w010,KZT
10,1.690677966101695,1.690677966101695,0.21052631578947367,0.3559322033898305,59,1.2591463414634148,67.16145932874664,37.003548628740674,mean_basis_any_w010,KZT
20,1.7755382501145214,1.7755382501145214,0.16228070175438597,0.288135593220339,59,1.2591463414634148,46.925260605929566,33.65650117607718,mean_basis_any_w010,KZT
1,1.5719620798621086,1.5719620798621086,0.5175438596491229,0.8135593220338984,59,1.2591463414634148,64.20110519463796,19.660058047061074,mean_basis_any_w025,KZT
3,1.6844850065189048,1.6844850065189048,0.34210526315789475,0.576271186440678,59,1.2591463414634148,74.70293397774535,35.56471387025729,mean_basis_any_w025,KZT
5,1.5582285401858937,1.5582285401858937,0.2719298245614035,0.423728813559322,59,1.2591463414634148,69.43008592607723,36.189237821968995,mean_basis_any_w025,KZT
10,1.690677966101695,1.690677966101695,0.21052631578947367,0.3559322033898305,59,1.2591463414634148,67.37797333091142,40.88043540214216,mean_basis_any_w025,KZT
20,1.7755382501145214,1.7755382501145214,0.16228070175438597,0.288135593220339,59,1.2591463414634148,53.65695705367908,40.456335318734894,mean_basis_any_w025,KZT
1,1.6271186440677963,1.6271186440677963,0.5175438596491229,0.8421052631578947,57,1.2164634146341464,68.34380163398312,20.587180513064233,mean_basis_any_w050,KZT
3,1.846153846153846,1.846153846153846,0.34210526315789475,0.631578947368421,57,1.2164634146341464,83.75280262287299,39.20691674495526,mean_basis_any_w050,KZT
5,1.7419354838709675,1.7419354838709675,0.2719298245614035,0.47368421052631576,57,1.2164634146341464,80.43188596063615,41.86412297297486,mean_basis_any_w050,KZT
10,1.9166666666666667,1.9166666666666667,0.21052631578947367,0.40350877192982454,57,1.2164634146341464,80.51557514702981,47.87599590672978,mean_basis_any_w050,KZT
20,2.054054054054054,2.054054054054054,0.16228070175438597,0.3333333333333333,57,1.2164634146341464,76.03879694984252,51.485581669614426,mean_basis_any_w050,KZT
1,1.6323787258912914,1.6323787258912914,0.5175438596491229,0.8448275862068966,58,1.2378048780487805,67.96444665591318,24.33016440211896,mean_basis_any_w075,KZT
3,1.9151193633952253,1.9151193633952253,0.34210526315789475,0.6551724137931034,58,1.2378048780487805,90.3848864312865,45.944605064457924,mean_basis_any_w075,KZT
5,1.9021134593993327,1.9021134593993327,0.2719298245614035,0.5172413793103449,58,1.2378048780487805,90.10953395798785,52.26163277418919,mean_basis_any_w075,KZT
10,1.8836206896551726,1.8836206896551726,0.21052631578947367,0.39655172413793105,58,1.2378048780487805,85.2389306646063,58.33739633315784,mean_basis_any_w075,KZT
20,2.124883504193849,2.124883504193849,0.16228070175438597,0.3448275862068966,58,1.2378048780487805,84.25701788529692,68.55259643892487,mean_basis_any_w075,KZT
1,1.6160246533127887,1.6160246533127887,0.5175438596491229,0.8363636363636363,55,1.173780487804878,70.36725121171442,24.2048624867642,mean_basis_any_w100,KZT
3,1.86013986013986,1.86013986013986,0.34210526315789475,0.6363636363636364,55,1.173780487804878,90.57325983406513,44.228005221899224,mean_basis_any_w100,KZT
5,1.8052785923753665,1.8052785923753665,0.2719298245614035,0.4909090909090909,55,1.173780487804878,89.37097886111462,50.90724910175321,mean_basis_any_w100,KZT
10,1.8136363636363637,1.8136363636363637,0.21052631578947367,0.38181818181818183,55,1.173780487804878,77.18608977705922,54.37015682286501,mean_basis_any_w100,KZT
20,2.1287469287469287,2.1287469287469287,0.16228070175438597,0.34545454545454546,55,1.173780487804878,60.15905871801338,55.9392604959358,mean_basis_any_w100,KZT
1,1.6047112898592357,1.6047112898592357,0.5175438596491229,0.8305084745762712,59,1.2591463414634148,65.81789277544219,20.384971245877853,mean_basis_hard_w010,KZT
3,1.7340286831812255,1.7340286831812255,0.34210526315789475,0.5932203389830508,59,1.2591463414634148,78.3457849103572,37.09510831223068,mean_basis_hard_w010,KZT
5,1.6205576817933296,1.6205576817933296,0.2719298245614035,0.4406779661016949,59,1.2591463414634148,75.93331408705396,38.197064022038035,mean_basis_hard_w010,KZT
10,1.690677966101695,1.690677966101695,0.21052631578947367,0.3559322033898305,59,1.2591463414634148,67.16145932874664,37.003548628740674,mean_basis_hard_w010,KZT
20,1.7755382501145214,1.7755382501145214,0.16228070175438597,0.288135593220339,59,1.2591463414634148,46.925260605929566,33.65650117607718,mean_basis_hard_w010,KZT
1,1.5719620798621086,1.5719620798621086,0.5175438596491229,0.8135593220338984,59,1.2591463414634148,64.20110519463796,19.660058047061074,mean_basis_hard_w025,KZT
3,1.6844850065189048,1.6844850065189048,0.34210526315789475,0.576271186440678,59,1.2591463414634148,74.70293397774535,35.56471387025729,mean_basis_hard_w025,KZT
5,1.5582285401858937,1.5582285401858937,0.2719298245614035,0.423728813559322,59,1.2591463414634148,69.43008592607723,36.189237821968995,mean_basis_hard_w025,KZT
10,1.690677966101695,1.690677966101695,0.21052631578947367,0.3559322033898305,59,1.2591463414634148,67.37797333091142,40.88043540214216,mean_basis_hard_w025,KZT
20,1.7755382501145214,1.7755382501145214,0.16228070175438597,0.288135593220339,59,1.2591463414634148,53.65695705367908,40.456335318734894,mean_basis_hard_w025,KZT
1,1.6271186440677963,1.6271186440677963,0.5175438596491229,0.8421052631578947,57,1.2164634146341464,68.34380163398312,20.587180513064233,mean_basis_hard_w050,KZT
3,1.846153846153846,1.846153846153846,0.34210526315789475,0.631578947368421,57,1.2164634146341464,83.75280262287299,39.20691674495526,mean_basis_hard_w050,KZT
5,1.7419354838709675,1.7419354838709675,0.2719298245614035,0.47368421052631576,57,1.2164634146341464,80.43188596063615,41.86412297297486,mean_basis_hard_w050,KZT
10,1.9166666666666667,1.9166666666666667,0.21052631578947367,0.40350877192982454,57,1.2164634146341464,80.51557514702981,47.87599590672978,mean_basis_hard_w050,KZT
20,2.054054054054054,2.054054054054054,0.16228070175438597,0.3333333333333333,57,1.2164634146341464,76.03879694984252,51.485581669614426,mean_basis_hard_w050,KZT
1,1.6323787258912914,1.6323787258912914,0.5175438596491229,0.8448275862068966,58,1.2378048780487805,67.96444665591318,24.33016440211896,mean_basis_hard_w075,KZT
3,1.9151193633952253,1.9151193633952253,0.34210526315789475,0.6551724137931034,58,1.2378048780487805,90.3848864312865,45.944605064457924,mean_basis_hard_w075,KZT
5,1.9021134593993327,1.9021134593993327,0.2719298245614035,0.5172413793103449,58,1.2378048780487805,90.10953395798785,52.26163277418919,mean_basis_hard_w075,KZT
10,1.8836206896551726,1.8836206896551726,0.21052631578947367,0.39655172413793105,58,1.2378048780487805,85.2389306646063,58.33739633315784,mean_basis_hard_w075,KZT
20,2.124883504193849,2.124883504193849,0.16228070175438597,0.3448275862068966,58,1.2378048780487805,84.25701788529692,68.55259643892487,mean_basis_hard_w075,KZT
1,1.6160246533127887,1.6160246533127887,0.5175438596491229,0.8363636363636363,55,1.173780487804878,70.36725121171442,24.2048624867642,mean_basis_hard_w100,KZT
3,1.86013986013986,1.86013986013986,0.34210526315789475,0.6363636363636364,55,1.173780487804878,90.57325983406513,44.228005221899224,mean_basis_hard_w100,KZT
5,1.8052785923753665,1.8052785923753665,0.2719298245614035,0.4909090909090909,55,1.173780487804878,89.37097886111462,50.90724910175321,mean_basis_hard_w100,KZT
