horizon,case_lift,pooled_lift,base_rate,hit_rate,n_signals,frequency,future_benefit_bps,symmetric_benefit_bps,candidate
10,1.6317349964216337,1.6355140186915889,0.28223107109879964,0.4605263157894737,304,1.2975609756097561,103.66294968107908,38.797290054991194,mean_basis_hard_w025
20,1.6611728089410767,1.6648706896551726,0.20396179593721145,0.33881578947368424,304,1.2975609756097561,121.59911095867595,46.381971318323636,mean_basis_hard_w025
1,1.5611050662137413,1.5619921613612469,0.5564563766318154,0.8686868686868687,297,1.2676829268292684,62.664318661931084,15.313426818830298,mean_basis_hard_w050
3,1.702807107906258,1.705015140463718,0.40139701104613384,0.6835016835016835,297,1.2676829268292684,81.46780564677441,29.80197466280319,mean_basis_hard_w050
5,1.661522633744856,1.6646052360338073,0.34449760765550236,0.5723905723905723,297,1.2676829268292684,88.50203498763514,34.279693680529434,mean_basis_hard_w050
10,1.705676170546691,1.7099342332987193,0.28228188315907615,0.48148148148148145,297,1.2676829268292684,106.4233050221263,41.045643758557866,mean_basis_hard_w050
20,1.8004781569224082,1.8033786137234413,0.20383661173134857,0.367003367003367,297,1.2676829268292684,127.99847207353702,51.92019617386882,mean_basis_hard_w050
1,1.5387797311271973,1.537691721962363,0.5557471264367817,0.8551724137931035,290,1.2378048780487805,61.173819048734934,16.27550408046548,mean_basis_hard_w075
3,1.7038686544631063,1.7031615483286802,0.40071082879612824,0.6827586206896552,290,1.2378048780487805,80.34997499082904,31.346049386388735,mean_basis_hard_w075
5,1.6651121865376155,1.6646727656579874,0.34376890502117363,0.5724137931034483,290,1.2378048780487805,88.93824025088134,37.024836574239814,mean_basis_hard_w075
10,1.6789035205589893,1.677731227844022,0.2813823351482154,0.4724137931034483,290,1.2378048780487805,107.3400365410771,44.89025665366175,mean_basis_hard_w075
20,1.8352835954386226,1.8299643281807374,0.2029189352692075,0.3724137931034483,290,1.2378048780487805,130.301404608368,57.72597630391091,mean_basis_hard_w075
1,1.4831569855322821,1.4840542759604167,0.556476808459505,0.8253424657534246,292,1.2463414634146344,56.55705190843237,16.11592139976529,mean_basis_hard_w100
3,1.6295464750785806,1.6316956925751624,0.40140591204037496,0.6541095890410958,292,1.2463414634146344,75.92418633766331,30.936126931639972,mean_basis_hard_w100
5,1.6005930060172668,1.6034735812133072,0.3444784907474165,0.5513698630136986,292,1.2463414634146344,84.92706605869765,36.66419297569805,mean_basis_hard_w100
10,1.612635609444799,1.617590577390859,0.28244412400865176,0.4554794520547945,292,1.2463414634146344,104.57551257033573,44.6195761331872,mean_basis_hard_w100
20,1.7469977160539307,1.750118091639112,0.2038722662821437,0.3561643835616438,292,1.2463414634146344,126.28452136602394,55.68473988971592,mean_basis_hard_w100
1,1.5598564070547838,1.5607333604022864,0.5564530137224248,0.8679867986798679,303,1.2932926829268294,61.81588594363308,14.96183257877767,mean_basis_soft_w010
3,1.6778615490061686,1.6794852351755964,0.4012651265126513,0.6732673267326733,303,1.2932926829268294,80.89647886609016,28.652104158425765,mean_basis_soft_w010
5,1.6391154460607078,1.6412406546777125,0.34430548317989695,0.5643564356435643,303,1.2932926829268294,86.82620722710787,31.2174164516499,mean_basis_soft_w010
10,1.6261480835343016,1.6291909564788256,0.28210584216316364,0.45874587458745875,303,1.2932926829268294,101.04493180134229,33.219966058787655,mean_basis_soft_w010
20,1.6511182108626197,1.6541481734380337,0.20388223032829603,0.33663366336633666,303,1.2932926829268294,116.32697094695041,38.61486010411162,mean_basis_soft_w010
1,1.5700168208578633,1.570347003154574,0.5562573099415206,0.8733333333333333,300,1.280487804878049,63.7321459815123,16.267385284642355,mean_basis_soft_w025
3,1.678915135608049,1.6796498905908095,0.4010526315789474,0.6733333333333333,300,1.280487804878049,82.37976469307354,30.80058451527651,mean_basis_soft_w025
5,1.6372907283079803,1.638265306122449,0.3440643274853801,0.5633333333333334,300,1.280487804878049,88.02710585912382,33.74923369773291,mean_basis_soft_w025
10,1.6319502074688796,1.6336448598130842,0.2818713450292398,0.46,300,1.280487804878049,103.09538962566003,37.48415971958211,mean_basis_soft_w025
20,1.6532414387249623,1.6543103448275862,0.20364035087719298,0.33666666666666667,300,1.280487804878049,119.6157033162958,43.622624181424555,mean_basis_soft_w025
1,1.5592166614858562,1.5615141955835965,0.5569598337950139,0.868421052631579,304,1.2975609756097561,62.35972891299618,15.856575734371496,mean_basis_soft_w050
3,1.6852529601722281,1.6903719912472648,0.4020948753462604,0.6776315789473685,304,1.2975609756097561,80.66419484488904,30.24741955790016,mean_basis_soft_w050
5,1.647756704820787,1.6549744897959182,0.3453658818097876,0.569078947368421,304,1.2975609756097561,86.83560499819353,33.96774570601299,mean_basis_soft_w050
10,1.6626211116777152,1.6705607476635513,0.28292359187442295,0.47039473684210525,304,1.2975609756097561,103.8784333335288,39.57197294039885,mean_basis_soft_w050
20,1.7542175478224042,1.761853448275862,0.20439462142197598,0.35855263157894735,304,1.2975609756097561,127.65095763789405,49.84831253750078,mean_basis_soft_w050
1,1.5572543147608164,1.5583596214511042,0.5565350877192983,0.8666666666666667,300,1.280487804878049,62.11053026798247,16.444204157020152,mean_basis_soft_w075
3,1.6930076802678995,1.6962800875273523,0.40165204678362576,0.68,300,1.280487804878049,81.99821782398246,31.58121892270358,mean_basis_soft_w075
5,1.6623993217465027,1.6673469387755102,0.3448830409356725,0.5733333333333334,300,1.280487804878049,88.38940187219062,35.786642010445505,mean_basis_soft_w075
10,1.6527727437477344,1.6573208722741435,0.2823538011695907,0.4666666666666667,300,1.280487804878049,104.24905630835707,41.839934353726235,mean_basis_soft_w075
20,1.7986230636833043,1.8017241379310345,0.20385964912280705,0.36666666666666664,300,1.280487804878049,130.07854924691847,55.5451207110969,mean_basis_soft_w075
1,1.5182728642020982,1.5205470751381451,0.5569733898504651,0.8456375838926175,298,1.2719512195121951,59.44581332658785,16.177510442852473,mean_basis_soft_w100
3,1.6518111964873765,1.657439090655427,0.40224302366654896,0.6644295302013423,298,1.2719512195121951,79.14727192083214,31.133691268309427,mean_basis_soft_w100
5,1.621635434412266,1.6297425010272566,0.34557871188037204,0.5604026845637584,298,1.2719512195121951,86.47180528563891,35.9631331668365,mean_basis_soft_w100
10,1.6119775421085465,1.6207740074013675,0.28311550688802545,0.4563758389261745,298,1.2719512195121951,104.07405986738215,43.194125497077316,mean_basis_soft_w100
20,1.7734245588764854,1.7808377690349455,0.20435947250677028,0.3624161073825503,298,1.2719512195121951,129.0925529572509,56.08920459990453,mean_basis_soft_w100
1,1.564532125338408,1.565698834738943,0.5565550781716196,0.8707482993197279,294,1.2548780487804878,65.31594125106432,16.622977126621553,last_basis_any_w010
3,1.6946632971606956,1.6969588710757824,0.4014202172096909,0.6802721088435374,294,1.2548780487804878,85.73865381926785,32.219643584951875,last_basis_any_w010
5,1.6488827299497661,1.6519158683881714,0.3444921828380475,0.5680272108843537,294,1.2548780487804878,91.73374078489475,35.53364669742233,last_basis_any_w010
10,1.613946117274168,1.6186661580520059,0.28240243465807374,0.4557823129251701,294,1.2548780487804878,105.4040613528215,38.45683519492217,last_basis_any_w010
20,1.6506032906764168,1.6546446164672766,0.20400704141305645,0.336734693877551,294,1.2548780487804878,120.9898130780011,44.669372576373284,last_basis_any_w010
1,1.5466537966537963,1.547350801519346,0.5563909774436091,0.8605442176870748,294,1.2548780487804878,64.58512015364722,16.59475004458403,last_basis_any_w025
3,1.6791519434628976,1.6799892823650246,0.4010770975056689,0.673469387755102,294,1.2548780487804878,84.27225182737844,31.85801568883099,last_basis_any_w025
5,1.6411412713554765,1.642024156601416,0.3440446353980188,0.564625850340136,294,1.2548780487804878,90.62233780448048,35.94706715253643,last_basis_any_w025
10,1.6407217313085347,1.642825354440842,0.2819399689700442,0.46258503401360546,294,1.2548780487804878,107.72518389761301,43.219233146803546,last_basis_any_w025
20,1.7018660812294186,1.7047853624208305,0.20385785893304686,0.3469387755102041,294,1.2548780487804878,126.71992764548129,52.208891758682384,last_basis_any_w025
1,1.5228886032083169,1.5239277803879456,0.5565198457135747,0.8475177304964538,282,1.2036585365853658,64.71072251550973,17.411645907173973,last_basis_any_w050
3,1.634376937383757,1.6364821453512732,0.40139355480900835,0.6560283687943262,282,1.2036585365853658,84.78470703444482,33.67770816537084,last_basis_any_w050
5,1.6059237854433812,1.6087711680416847,0.3444693293517481,0.5531914893617021,282,1.2036585365853658,88.72767978019192,37.697211762622096,last_basis_any_w050
10,1.5822868473231988,1.5867965798369457,0.28238148562896603,0.44680851063829785,282,1.2036585365853658,102.35490832112357,45.405645042403634,last_basis_any_w050
20,1.721213969803264,1.72505502567865,0.20396292148811743,0.35106382978723405,282,1.2036585365853658,125.50712890211499,57.526384603752554,last_basis_any_w050
1,1.4412911903160726,1.4421679353150807,0.556478653972816,0.8020477815699659,293,1.250609756097561,55.67268417517267,16.14679665879183,last_basis_any_w075
3,1.5558787336391096,1.558016743713639,0.40142805820010774,0.6245733788395904,293,1.250609756097561,74.14017872849101,31.012310066259143,last_basis_any_w075
5,1.5252823631624675,1.5285226718673819,0.3445901443027364,0.5255972696245734,293,1.250609756097561,79.93370049478351,36.51691821582346,last_basis_any_w075
10,1.5245979939500083,1.5272240119932379,0.28206394826657083,0.4300341296928328,293,1.250609756097561,96.76950850857973,47.26580905013739,last_basis_any_w075
20,1.70761436228798,1.7106037424973521,0.20386503802167535,0.34812286689419797,293,1.250609756097561,121.81978366119577,60.12348800723306,last_basis_any_w075
1,1.3384042992972305,1.3391498091813552,0.5564501288185498,0.7447552447552448,286,1.2207317073170734,46.08149740134463,14.522782312682047,last_basis_any_w100
3,1.4287570211302585,1.430429526709614,0.4013464605569869,0.5734265734265734,286,1.2207317073170734,65.73132689517966,29.57472626274051,last_basis_any_w100
5,1.4313446126447018,1.4337448266019694,0.34443626548889705,0.493006993006993,286,1.2207317073170734,73.08649663948857,35.13341288576107,last_basis_any_w100
10,1.4495462696299517,1.4528462192013596,0.2822199730094467,0.4090909090909091,286,1.2207317073170734,90.99666035100589,45.792548600923325,last_basis_any_w100
20,1.5951252538930263,1.5978418133590546,0.20385535517114464,0.32517482517482516,286,1.2207317073170734,117.53837197696255,58.62956033791464,last_basis_any_w100
1,1.5689034799737358,1.570347003154574,0.5566520467836258,0.8733333333333333,300,1.280487804878049,63.45813153241176,15.567089711719442,last_basis_hard_w010
3,1.6931925737167821,1.6962800875273523,0.4016081871345029,0.68,300,1.280487804878049,83.04696553065337,30.15271184054035,last_basis_hard_w010
5,1.6534351145038166,1.6576530612244895,0.3447368421052632,0.57,300,1.280487804878049,88.92575520073218,33.13391305711168,last_basis_hard_w010
10,1.62823432001656,1.6336448598130842,0.2825146198830409,0.46,300,1.280487804878049,102.49844984009253,35.04811317310819,last_basis_hard_w010
20,1.6496883730926284,1.6543103448275862,0.20407894736842105,0.33666666666666667,300,1.280487804878049,117.83475792828327,40.36333783707582,last_basis_hard_w010
1,1.552760672163657,1.5539933565922244,0.5565818519809458,0.8642384105960265,302,1.2890243902439025,60.983634274221686,14.760725539638731,last_basis_hard_w025
3,1.6743479361863762,1.676786412972597,0.4014610200999187,0.6721854304635762,302,1.2890243902439025,79.4444112869812,29.063688904053084,last_basis_hard_w025
5,1.6337885685381892,1.6370455466954994,0.34454513767863365,0.5629139072847682,302,1.2890243902439025,84.91896308690897,32.34328825628396,last_basis_hard_w025
10,1.6418908492361504,1.6463452373584204,0.2823428604624143,0.46357615894039733,302,1.2890243902439025,102.25765452813708,37.79741786952202,last_basis_hard_w025
20,1.6716970387243735,1.6758963233614983,0.20401998373416988,0.34105960264900664,302,1.2890243902439025,120.9604000691673,45.40188495065283,last_basis_hard_w025
1,1.5526357955455858,1.554296102229589,0.5567350579839428,0.864406779661017,295,1.2591463414634148,61.067031978626986,15.365351259569014,last_basis_hard_w050
3,1.670206074956528,1.6742944034417533,0.4018584597085936,0.6711864406779661,295,1.2591463414634148,80.57925216741108,30.38851151453316,last_basis_hard_w050
5,1.6306764325721672,1.6364579730197164,0.3450787986916444,0.5627118644067797,295,1.2591463414634148,86.08153413546528,34.193884265554445,last_basis_hard_w050
10,1.6182114505020764,1.6252178045303343,0.28279809693725844,0.4576271186440678,295,1.2591463414634148,101.20025587875477,39.74593915772645,last_basis_hard_w050
20,1.6939325515332508,1.6990064289888953,0.20411834671424323,0.34576271186440677,295,1.2591463414634148,122.26203550935853,49.67213466339556,last_basis_hard_w050
1,1.5372151898734174,1.5368957285361071,0.5560247747747749,0.8547297297297297,296,1.2634146341463415,61.745159800966405,15.977160007196682,last_basis_hard_w075
3,1.693820224719101,1.6939203974214914,0.4009009009009009,0.6790540540540541,296,1.2634146341463415,81.725919021014,30.01091949350342,last_basis_hard_w075
5,1.6501809408926416,1.6505791505791505,0.3439426268373637,0.5675675675675675,296,1.2634146341463415,87.5017727997977,34.59947956079442,last_basis_hard_w075
10,1.631484794275492,1.6317251831270525,0.2816204362256994,0.4594594594594595,296,1.2634146341463415,103.58343519148893,41.55912729798896,last_basis_hard_w075
20,1.7613876539610813,1.7596691519105312,0.20331021811284972,0.3581081081081081,296,1.2634146341463415,123.47700301375816,51.23225932976871,last_basis_hard_w075
1,1.4751191458771533,1.4761488617955496,0.5565285680417259,0.8209459459459459,296,1.2634146341463415,56.02486835171695,14.84526625514638,last_basis_hard_w100
3,1.6067593993284874,1.6096457507836064,0.4015973210052158,0.6452702702702703,296,1.2634146341463415,75.45178442858176,29.51399552572947,last_basis_hard_w100
5,1.6070139247034554,1.6112796469939326,0.3447724039829303,0.5540540540540541,296,1.2634146341463415,82.9037242379101,35.00123674023247,last_basis_hard_w100
10,1.5787651471436817,1.5837332659762566,0.28246503082029395,0.44594594594594594,296,1.2634146341463415,101.48754474481377,42.664165446064295,last_basis_hard_w100
20,1.690239116214841,1.6932665424044733,0.20387328117591277,0.34459459459459457,296,1.2634146341463415,123.93556465740225,52.96673514795759,last_basis_hard_w100
1,1.5689034799737358,1.570347003154574,0.5566520467836258,0.8733333333333333,300,1.280487804878049,63.368565609399546,15.55378413233958,last_basis_soft_w010
3,1.684892610120131,1.6879649890590809,0.4016081871345029,0.6766666666666666,300,1.280487804878049,82.88106407823881,29.955928521925113,last_basis_soft_w010
5,1.643765903307888,1.6479591836734693,0.3447368421052632,0.5666666666666667,300,1.280487804878049,88.7087179079108,32.83618014481365,last_basis_soft_w010
10,1.62823432001656,1.6336448598130842,0.2825146198830409,0.46,300,1.280487804878049,102.71563192462273,34.95583466288819,last_basis_soft_w010
20,1.6496883730926284,1.6543103448275862,0.20407894736842105,0.33666666666666667,300,1.280487804878049,118.56273651045025,40.662053234601636,last_basis_soft_w010
1,1.5754295622931005,1.5763406940063094,0.5564619883040937,0.8766666666666667,300,1.280487804878049,63.9119080445226,16.040635003071806,last_basis_soft_w025
3,1.694241066550104,1.6962800875273523,0.401359649122807,0.68,300,1.280487804878049,83.09080471444216,30.937254727377805,last_basis_soft_w025
5,1.6548387096774189,1.6576530612244895,0.3444444444444445,0.57,300,1.280487804878049,88.55774681973539,33.85529195205397,last_basis_soft_w025
10,1.653628969590219,1.6573208722741435,0.2822076023391813,0.4666666666666667,300,1.280487804878049,104.05531136894511,37.7777557488118,last_basis_soft_w025
20,1.6841652323580032,1.6870689655172413,0.20385964912280705,0.3433333333333333,300,1.280487804878049,121.6577852980548,45.098233454937805,last_basis_soft_w025
1,1.5623762376237622,1.5659013516618967,0.5573951434878588,0.8708609271523179,302,1.2890243902439025,62.67675926229801,16.513787681699053,last_basis_soft_w050
3,1.685721498899989,1.693306476154593,0.4026809573602882,0.6788079470198676,302,1.2890243902439025,83.47684050959401,32.33116125290813,last_basis_soft_w050
5,1.6553634379721338,1.6659345857548318,0.34605553619147206,0.5728476821192053,302,1.2890243902439025,89.57208756667629,36.10374714521822,last_basis_soft_w050
10,1.6458301336200276,1.658104846196695,0.28367898222377136,0.46688741721854304,302,1.2890243902439025,104.25758556702252,40.98025580378546,last_basis_soft_w050
20,1.7453926850014176,1.7572505138159398,0.20489136749157663,0.3576158940397351,302,1.2890243902439025,126.12556821698655,51.47817345239136,last_basis_soft_w050
1,1.565665236051502,1.5666677077802418,0.556496439117596,0.8712871287128713,303,1.2932926829268294,62.09219338693655,16.409019431143793,last_basis_soft_w075
3,1.710020553131648,1.712416318218255,0.4014388280933357,0.6864686468646864,303,1.2932926829268294,83.16185460388247,32.16986128926225,last_basis_soft_w075
5,1.67618887581919,1.6796322489391795,0.3445660355509235,0.5775577557755776,303,1.2932926829268294,88.30653123123538,36.47219256974107,last_basis_soft_w075
10,1.6490382149269043,1.6526325529749237,0.2821926929535059,0.46534653465346537,303,1.2932926829268294,102.64140663276072,42.49971429627972,last_basis_soft_w075
20,1.7968051118210862,1.800102424035507,0.203882230328296,0.36633663366336633,303,1.2932926829268294,125.3694094536014,54.398572369379394,last_basis_soft_w075
1,1.5241531156325439,1.5256667622598223,0.5566926575698505,0.8484848484848485,297,1.2676829268292684,59.9054781302721,16.72086624609131,last_basis_soft_w100
3,1.6507166482910693,1.6546206042923766,0.4018252702463229,0.6632996632996633,297,1.2676829268292684,80.19266856625858,32.30117622511888,last_basis_soft_w100
5,1.639304973037747,1.6450216450216448,0.3450587748833363,0.5656565656565656,297,1.2676829268292684,87.12866387300976,37.23605210454299,last_basis_soft_w100
10,1.6079824469752375,1.6142735768903993,0.2826806072420108,0.45454545454545453,297,1.2676829268292684,104.18501436594626,44.51436193796815,last_basis_soft_w100
20,1.7490230134607034,1.7537443399512365,0.2040581251107567,0.3569023569023569,297,1.2676829268292684,128.17292337570964,56.94029206042896,last_basis_soft_w100
1,1.5799957841483978,1.5816127364611798,0.5567094995012616,0.8795986622073578,299,1.276219512195122,64.29263005039374,17.532342049312597,per_currency_weights
3,1.7153500602607645,1.7186390814019012,0.40164583700052814,0.6889632107023411,299,1.276219512195122,85.29043422061488,33.040152125292984,per_currency_weights
5,1.678039649451204,1.6826496484881577,0.344804318488529,0.5785953177257525,299,1.276219512195122,91.46400132362612,37.489573434388866,per_currency_weights
10,1.657579062159215,1.6628637514456288,0.28247667664143633,0.4682274247491639,299,1.276219512195122,105.35721774815244,43.20337030338762,per_currency_weights
20,1.7690926072275306,1.7748817898742937,0.20417473449510062,0.3612040133779264,299,1.276219512195122,125.32910525252478,52.448841883543324,per_currency_weights
1,1.559950428586182,1.5622899105342092,0.5569744032211676,0.8688524590163934,305,1.301829268292683,60.8698641298756,13.984554000378433,global_logit_w25
3,1.647445986550293,1.6521146464827634,0.402013229795801,0.6622950819672131,305,1.301829268292683,78.31011879533236,24.988844487296582,global_logit_w25
5,1.6144618460513158,1.6209434593509533,0.34524014955421345,0.5573770491803278,305,1.301829268292683,83.78686488422872,26.791944404839537,global_logit_w25
10,1.5880020335536351,1.5952198559828406,0.28285878631003736,0.4491803278688525,305,1.301829268292683,99.82607604952351,29.286529140469398,global_logit_w25
20,1.6196370797580533,1.6271905031091012,0.20445786597641644,0.33114754098360655,305,1.301829268292683,116.22557532953725,34.17932608430253,global_logit_w25
1,1.563605905140823,1.56512990347632,0.5566824036836276,0.8704318936877077,301,1.2847560975609755,64.05888746636552,15.860982671114181,global_logit_w50
3,1.6551724137931034,1.6574947112833225,0.4014396456256922,0.6644518272425249,301,1.2847560975609755,80.61338175080077,28.439098080089405,global_logit_w50
5,1.620167498519584,1.6231608922638823,0.34449495832604765,0.5581395348837209,301,1.2847560975609755,84.48169734752919,30.720960068949267,global_logit_w50
10,1.6013220409006403,1.604620113639892,0.2821588855860582,0.45182724252491696,301,1.2847560975609755,99.39717823103922,33.8319532142544,global_logit_w50
20,1.6596017983301221,1.6651391912017415,0.204187795069068,0.3388704318936877,301,1.2847560975609755,117.18692787798231,38.812890252669206,global_logit_w50
1,1.5409743734159393,1.541234790446147,0.5562343358395989,0.8571428571428571,308,1.3146341463414635,61.20140987468846,15.67419069204083,global_logit_w100
3,1.6121948619550155,1.6117252550512942,0.40076042378673954,0.6461038961038961,308,1.3146341463414635,75.57733770328045,27.001872430365083,global_logit_w100
5,1.5778219791148684,1.5768287834614365,0.3436431989063568,0.5422077922077922,308,1.3146341463414635,78.45583427074276,27.927248257354044,global_logit_w100
10,1.592065981885341,1.5912125257919651,0.2814280018227387,0.44805194805194803,308,1.3146341463414635,96.16319361594108,32.99815058856617,global_logit_w100
20,1.6257252708843062,1.627295118674429,0.20370528594212806,0.33116883116883117,308,1.3146341463414635,116.76404173166699,40.057736038035365,global_logit_w100
1,1.5484970560892473,1.5504990432848944,0.5568593615185504,0.8622950819672132,305,1.301829268292683,62.62312043498802,15.09144455973188,global_hist_w25
3,1.6809706166565264,1.6848297879972738,0.40179752660339374,0.6754098360655738,305,1.301829268292683,82.08031952050193,29.422522469526136,global_hist_w25
5,1.6443221610805403,1.6495483439277352,0.34495254529767044,0.5672131147540984,305,1.301829268292683,86.94352255362229,32.34946152102907,global_hist_w25
10,1.624179514577927,1.6301516776466984,0.28261432269197584,0.45901639344262296,305,1.301829268292683,101.4383663747971,34.620649926472,global_hist_w25
20,1.6365939479239973,1.6433013001695873,0.20434282427379924,0.3344262295081967,305,1.301829268292683,117.76767804559499,38.70647730673749,global_hist_w25
1,1.5571080932569275,1.5591561252187767,0.5568718307396399,0.867109634551495,301,1.2847560975609755,63.14618987046638,15.045447543622954,global_hist_w50
3,1.7203177712482314,1.7237944997346553,0.401687357929708,0.6910299003322259,301,1.2847560975609755,84.60468242544088,30.682357051762292,global_hist_w50
5,1.686247992561914,1.6907925961082106,0.34478638456606625,0.5813953488372093,301,1.2847560975609755,90.34750082911344,34.18105161686639,global_hist_w50
10,1.6936806809388705,1.6990095320892975,0.2824648831380777,0.47840531561461797,301,1.2847560975609755,104.65513158233853,37.04787137195558,global_hist_w50
20,1.7553464499572289,1.7630885553900792,0.20440636474908197,0.3588039867109635,301,1.2847560975609755,121.39424800711156,42.108508074742566,global_hist_w50
1,1.5394415002038322,1.542066092922116,0.5570885141656731,0.8576051779935275,309,1.3189024390243902,61.24290226248686,14.177274093116027,global_hist_w100
