scenario,clock,brier_curve_hgb_platt,brier_identity_h20,logloss_curve_hgb_platt,logloss_identity_h20,ece_curve_hgb_platt,ece_identity_h20,auc_curve_hgb_platt,auc_identity_h20,average_precision_curve_hgb_platt,average_precision_identity_h20,brier_delta,logloss_delta,ece_delta,auc_delta,ap_delta,brier_ci_low,brier_ci_high,auc_ci_low,auc_ci_high,pass
calendar_assumed_replay,00:15,0.25215343100446724,0.12428935098399156,0.7026614290263891,0.4201615955475662,0.31309730458975527,0.036075777056309745,0.38863087627471704,0.3741152962054678,0.10509774885743747,0.10152054427289763,0.12786408002047567,0.28249983347882285,0.2770215275334455,0.014515580069249245,0.0035772045845398476,0.05040064319497904,0.20581666774817609,-0.1273494775447446,0.13735176655716197,False
calendar_assumed_replay,06:00,0.25215343100446724,0.12428935098399156,0.7026614290263891,0.4201615955475662,0.31309730458975527,0.036075777056309745,0.38863087627471704,0.3741152962054678,0.10509774885743747,0.10152054427289763,0.12786408002047567,0.28249983347882285,0.2770215275334455,0.014515580069249245,0.0035772045845398476,0.05587270199428713,0.20481396134220312,-0.13984440016295516,0.14584330516149233,False
calendar_assumed_replay,09:15,0.2416701485339241,0.12428935098399156,0.6787473121061622,0.4201615955475662,0.32958485334936294,0.036075777056309745,0.4839054026943105,0.3741152962054678,0.1375289029255916,0.10152054427289763,0.11738079754993254,0.258585716558596,0.2935090762930532,0.10979010648884269,0.036008358652693986,0.05260582106211885,0.17594546192868804,-0.10016501489454041,0.27909769704287657,False
calendar_assumed_replay,10:15,0.191521765456357,0.11875734888999052,0.5732759438296849,0.4000760592456141,0.25845244604275325,0.03182679756896785,0.47636364906691264,0.5664948911506165,0.12876836470423697,0.17520816131024183,0.07276441656636647,0.17319988458407082,0.2266256484737854,-0.09013124208370382,-0.04643979660600486,0.030143962511255853,0.11185896537627589,-0.17543156507362917,-0.003102151371129258,False
calendar_assumed_replay,10:45,0.1798014051243369,0.11770455971760314,0.546073905828048,0.3952768542826707,0.2364077331897995,0.03147655921957627,0.5664260212458666,0.5993069092484298,0.1588599419310149,0.18757891920287384,0.062096845406733756,0.15079705154537737,0.20493117397022323,-0.03288088800256317,-0.02871897727185893,0.02062811815212737,0.10601172636447595,-0.14486470884306862,0.06761668115618172,False
calendar_assumed_replay,11:45,0.17517131521580834,0.11777707207577807,0.5354942174628469,0.3944596237333479,0.22911892859828648,0.03171365247598176,0.5656050720189562,0.6115178427949602,0.19759201506064306,0.19270254644555398,0.05739424314003026,0.14103459372949895,0.1974052761223047,-0.045912770776004086,0.004889468615089071,0.019143648572739536,0.09864316101297316,-0.12739214651036201,0.03626434636662318,False
calendar_assumed_replay,12:45,0.17276202128637402,0.11761612810734255,0.5313399990512222,0.3935752544573411,0.22989762598496083,0.0316281361789471,0.6023012529332091,0.6166236978347901,0.19905561981902775,0.19912522948597194,0.05514589317903147,0.1377647445938811,0.19826948980601372,-0.014322444901580966,-6.960966694419257e-05,0.01674687975615956,0.09223699336024004,-0.12002206231206758,0.08168377372339403,False
calendar_assumed_replay,13:45,0.17367802733132656,0.11712235216117395,0.5328429864087075,0.39149584968715967,0.22882047702995434,0.03141475375351321,0.5757713678860633,0.6296336220878761,0.16914302849931045,0.20631369216327045,0.056555675170152614,0.14134713672154786,0.19740572327644113,-0.05386225420181279,-0.03717066366395999,0.01805204371543738,0.09736969667313602,-0.15673065259529476,0.0429900307671153,False
calendar_assumed_replay,14:45,0.1683027749377015,0.11682219225255243,0.520412282353347,0.39013809669263905,0.21661751707645263,0.031042854593878615,0.5883141745243236,0.6370381349630547,0.17871743229267006,0.2119387794102788,0.05148058268514906,0.13027418566070798,0.185574662482574,-0.04872396043873117,-0.03322134711760874,0.01384508215073717,0.09322803320238249,-0.13791508011754947,0.04867274329795716,False
calendar_assumed_replay,15:10,0.16834364737110075,0.11573440001112661,0.5210930135005487,0.385663044076101,0.22008691597267277,0.031575012584157576,0.5925212274014388,0.6426580190021051,0.18844811778242618,0.2242290907394312,0.05260924735997413,0.13542996942444768,0.1885119033885152,-0.05013679160066631,-0.035780972957005025,0.016070908307742975,0.09114569591944284,-0.138322331852144,0.029232806158061817,False
calendar_assumed_replay,15:25,0.1688846974082165,0.11559740012808753,0.5224854508564333,0.3852979292391892,0.2198341597750615,0.03156714423630308,0.5883915284028471,0.643303300066175,0.17314199717609485,0.22428330454073092,0.05328729728012896,0.13718752161724407,0.1882670155387584,-0.054911771663327835,-0.05114130736463607,0.018397735640340054,0.08996987892386037,-0.14600104548331153,0.03134474168928334,False
calendar_assumed_replay,15:45,0.1693558139540197,0.11559408523676269,0.5234768561453154,0.3851716670705343,0.2193470165408916,0.03173654225936399,0.5892414229520436,0.6439266226098899,0.17473556829810472,0.22449787024965234,0.053761728717257,0.13830518907478107,0.1876104742815276,-0.05468519965784624,-0.04976230195154763,0.018751960480612163,0.09524566401293814,-0.1478734062269337,0.03911508438128772,False
calendar_assumed_replay,16:45,0.1751341287194493,0.11580200154319217,0.5361663643863168,0.3861549582066332,0.23582319181105627,0.032349341806215716,0.6340083582113387,0.6407431362156886,0.23336339608795004,0.2223295571589361,0.05933212717625713,0.15001140617968362,0.20347385000484056,-0.006734778004349851,0.01103383892901394,0.018754476800448585,0.1016675736252098,-0.09843682445534728,0.08195233149281889,False
calendar_assumed_replay,17:45,0.16978678805420727,0.11561666060119635,0.5241898624045086,0.38732321482108845,0.22313082810391927,0.033247472267899966,0.6106065642002257,0.642939986365755,0.20831582611556615,0.22632738412190875,0.05417012745301092,0.13686664758342015,0.18988335583601929,-0.03233342216552926,-0.018011558006342604,0.018055393263750205,0.0918029384313442,-0.1329754757159328,0.05796693487481115,False
calendar_assumed_replay,18:45,0.15693537970827878,0.12122297986055745,0.4892762934628162,0.40912336286545337,0.21567071544615993,0.04815132918403837,0.7730512062713535,0.5294758201756881,0.2995926549540191,0.1735016048371404,0.03571239984772133,0.08015293059736284,0.16751938626212157,0.24357538609566542,0.1260910501168787,-0.001395554641727711,0.06935871095680121,0.16026755399115028,0.3411861549738138,False
calendar_assumed_replay,19:15,0.1550711976116147,0.12052476340923467,0.48688689878284397,0.40652028628537573,0.2174350742079522,0.04754369127089533,0.7646410929753696,0.5408173959390711,0.3002270600139477,0.18115392738506728,0.03454643420238003,0.08036661249746824,0.16989138293705686,0.22382369703629856,0.11907313262888045,-0.0008720202851487321,0.06102978496030127,0.15464407545576153,0.3142203233946722,False
calendar_assumed_replay,20:15,0.14976957896030504,0.1204357065008863,0.47351443458449205,0.40693656865964495,0.20608970285801065,0.04549084480420587,0.7547637512738437,0.5332417064165791,0.31711289326284375,0.18171762118682544,0.02933387245941875,0.0665778659248471,0.16059885805380478,0.22152204485726457,0.1353952720760183,-0.005431092778734646,0.058542042654266276,0.14773392158781848,0.30704925319391596,False
calendar_assumed_replay,21:15,0.14933645461334596,0.1204357065008863,0.47326902514511454,0.40693656865964495,0.20591754941112098,0.04549084480420587,0.733171538962899,0.5332417064165791,0.3129212730743203,0.18171762118682544,0.02890074811245967,0.06633245648546959,0.1604267046069151,0.1999298325463199,0.1312036518874949,-0.0042974587618428645,0.05839996639077384,0.1370506799767311,0.2721460716553752,False
calendar_assumed_replay,22:15,0.15064875571951175,0.1204357065008863,0.4760097522677215,0.40693656865964495,0.20716248477690033,0.04549084480420587,0.7321609479692859,0.5332417064165791,0.30914387194725035,0.18171762118682544,0.030213049218625457,0.06907318360807657,0.16167163997269446,0.1989192415527068,0.1274262507604249,-0.004034011405013862,0.05957378251878111,0.13217987651355984,0.2755224695686587,False
calendar_assumed_replay,23:15,0.14875904348714614,0.1204357065008863,0.47239729345474113,0.40693656865964495,0.20455082967770336,0.04549084480420587,0.7292424609911876,0.5332417064165791,0.3086736067291898,0.18171762118682544,0.028323336986259842,0.06546072479509618,0.15905998487349748,0.19600075457460853,0.12695598554236437,-0.004775600720826671,0.056411335147941895,0.1274173001506664,0.27372718511273925,False
no_same_day_receipt,00:15,0.25215343100446724,0.12428935098399156,0.7026614290263891,0.4201615955475662,0.31309730458975527,0.036075777056309745,0.38863087627471704,0.3741152962054678,0.10509774885743747,0.10152054427289763,0.12786408002047567,0.28249983347882285,0.2770215275334455,0.014515580069249245,0.0035772045845398476,0.05419416104061802,0.20596052411701,-0.14238289439149032,0.15366031275802963,False
no_same_day_receipt,06:00,0.25215343100446724,0.12428935098399156,0.7026614290263891,0.4201615955475662,0.31309730458975527,0.036075777056309745,0.38863087627471704,0.3741152962054678,0.10509774885743747,0.10152054427289763,0.12786408002047567,0.28249983347882285,0.2770215275334455,0.014515580069249245,0.0035772045845398476,0.05635265945470171,0.20587100507888517,-0.1305880411635032,0.14243466189685627,False
no_same_day_receipt,09:15,0.2416701485339241,0.12428935098399156,0.6787473121061622,0.4201615955475662,0.32958485334936294,0.036075777056309745,0.4839054026943105,0.3741152962054678,0.1375289029255916,0.10152054427289763,0.11738079754993254,0.258585716558596,0.2935090762930532,0.10979010648884269,0.036008358652693986,0.05709409401885641,0.1795816880364053,-0.08755058791623653,0.2799260667316794,False
no_same_day_receipt,10:15,0.191521765456357,0.11875734888999052,0.5732759438296849,0.4000760592456141,0.25845244604275325,0.03182679756896785,0.47636364906691264,0.5664948911506165,0.12876836470423697,0.17520816131024183,0.07276441656636647,0.17319988458407082,0.2266256484737854,-0.09013124208370382,-0.04643979660600486,0.03151954111150009,0.11080009254325503,-0.17832971385895868,-0.003937683758084868,False
no_same_day_receipt,10:45,0.1798014051243369,0.11770455971760314,0.546073905828048,0.3952768542826707,0.2364077331897995,0.03147655921957627,0.5664260212458666,0.5993069092484298,0.1588599419310149,0.18757891920287384,0.062096845406733756,0.15079705154537737,0.20493117397022323,-0.03288088800256317,-0.02871897727185893,0.02161221713215394,0.10887214607857358,-0.132266737992304,0.06330050863944633,False
no_same_day_receipt,11:45,0.17517131521580834,0.11777707207577807,0.5354942174628469,0.3944596237333479,0.22911892859828648,0.03171365247598176,0.5656050720189562,0.6115178427949602,0.19759201506064306,0.19270254644555398,0.05739424314003026,0.14103459372949895,0.1974052761223047,-0.045912770776004086,0.004889468615089071,0.01764389941342142,0.099180520746523,-0.12538885852560255,0.035289041333918095,False
no_same_day_receipt,12:45,0.17276202128637402,0.11761612810734255,0.5313399990512222,0.3935752544573411,0.22989762598496083,0.0316281361789471,0.6023012529332091,0.6166236978347901,0.19905561981902775,0.19912522948597194,0.05514589317903147,0.1377647445938811,0.19826948980601372,-0.014322444901580966,-6.960966694419257e-05,0.012479072155586034,0.09426863849838452,-0.11722088944500221,0.0875717887246239,False
no_same_day_receipt,13:45,0.17367802733132656,0.11712235216117395,0.5328429864087075,0.39149584968715967,0.22882047702995434,0.03141475375351321,0.5757713678860633,0.6296336220878761,0.16914302849931045,0.20631369216327045,0.056555675170152614,0.14134713672154786,0.19740572327644113,-0.05386225420181279,-0.03717066366395999,0.01761812417178383,0.09828322284865011,-0.15525636849982996,0.04579569945020023,False
no_same_day_receipt,14:45,0.1683027749377015,0.11682219225255243,0.520412282353347,0.39013809669263905,0.21661751707645263,0.031042854593878615,0.5883141745243236,0.6370381349630547,0.17871743229267006,0.2119387794102788,0.05148058268514906,0.13027418566070798,0.185574662482574,-0.04872396043873117,-0.03322134711760874,0.017014240503311264,0.08844352449930988,-0.14061142998625598,0.04657404238041587,False
no_same_day_receipt,15:10,0.16834364737110075,0.11573440001112661,0.5210930135005487,0.385663044076101,0.22008691597267277,0.031575012584157576,0.5925212274014388,0.6426580190021051,0.18844811778242618,0.2242290907394312,0.05260924735997413,0.13542996942444768,0.1885119033885152,-0.05013679160066631,-0.035780972957005025,0.018032260791039232,0.08945065641601528,-0.1321213302371341,0.02947557819098896,False
no_same_day_receipt,15:25,0.1688846974082165,0.11559740012808753,0.5224854508564333,0.3852979292391892,0.2198341597750615,0.03156714423630308,0.5883915284028471,0.643303300066175,0.17314199717609485,0.22428330454073092,0.05328729728012896,0.13718752161724407,0.1882670155387584,-0.054911771663327835,-0.05114130736463607,0.016335946713324022,0.09212728309063335,-0.14648223999851764,0.03280296098436959,False
no_same_day_receipt,15:45,0.1693558139540197,0.11559408523676269,0.5234768561453154,0.3851716670705343,0.2193470165408916,0.03173654225936399,0.5892414229520436,0.6439266226098899,0.17473556829810472,0.22449787024965234,0.053761728717257,0.13830518907478107,0.1876104742815276,-0.05468519965784624,-0.04976230195154763,0.018891010478436655,0.09268914458089433,-0.14628240364723197,0.036774223643572614,False
no_same_day_receipt,16:45,0.1751341287194493,0.11580200154319217,0.5361663643863168,0.3861549582066332,0.23582319181105627,0.032349341806215716,0.6340083582113387,0.6407431362156886,0.23336339608795004,0.2223295571589361,0.05933212717625713,0.15001140617968362,0.20347385000484056,-0.006734778004349851,0.01103383892901394,0.019975932282794907,0.0980202683486843,-0.09693958173350863,0.07877907127923135,False
no_same_day_receipt,17:45,0.16978678805420727,0.11561666060119635,0.5241898624045086,0.38732321482108845,0.22313082810391927,0.033247472267899966,0.6106065642002257,0.642939986365755,0.20831582611556615,0.22632738412190875,0.05417012745301092,0.13686664758342015,0.18988335583601929,-0.03233342216552926,-0.018011558006342604,0.019245603864971917,0.09386468480825745,-0.12774039008288604,0.06126630954073141,False
no_same_day_receipt,18:45,0.16978678805420727,0.11561666060119635,0.5241898624045086,0.38732321482108845,0.22313082810391927,0.033247472267899966,0.6106065642002257,0.642939986365755,0.20831582611556615,0.22632738412190875,0.05417012745301092,0.13686664758342015,0.18988335583601929,-0.03233342216552926,-0.018011558006342604,0.016654574588225512,0.09034387057433027,-0.12328604879192544,0.05817732406332296,False
no_same_day_receipt,19:15,0.16978678805420727,0.11561666060119635,0.5241898624045086,0.38732321482108845,0.22313082810391927,0.033247472267899966,0.6106065642002257,0.642939986365755,0.20831582611556615,0.22632738412190875,0.05417012745301092,0.13686664758342015,0.18988335583601929,-0.03233342216552926,-0.018011558006342604,0.02018679177608353,0.09386848001307209,-0.12577182195558037,0.06241979693290626,False
no_same_day_receipt,20:15,0.16978678805420727,0.11561666060119635,0.5241898624045086,0.38732321482108845,0.22313082810391927,0.033247472267899966,0.6106065642002257,0.642939986365755,0.20831582611556615,0.22632738412190875,0.05417012745301092,0.13686664758342015,0.18988335583601929,-0.03233342216552926,-0.018011558006342604,0.017532906194048712,0.09102990697276504,-0.13619579749140012,0.0582124086077867,False
no_same_day_receipt,21:15,0.16978678805420727,0.11561666060119635,0.5241898624045086,0.38732321482108845,0.22313082810391927,0.033247472267899966,0.6106065642002257,0.642939986365755,0.20831582611556615,0.22632738412190875,0.05417012745301092,0.13686664758342015,0.18988335583601929,-0.03233342216552926,-0.018011558006342604,0.01597365858843205,0.09156909787887473,-0.13830708629260588,0.05819492290167781,False
no_same_day_receipt,22:15,0.16978678805420727,0.11561666060119635,0.5241898624045086,0.38732321482108845,0.22313082810391927,0.033247472267899966,0.6106065642002257,0.642939986365755,0.20831582611556615,0.22632738412190875,0.05417012745301092,0.13686664758342015,0.18988335583601929,-0.03233342216552926,-0.018011558006342604,0.018859453896908022,0.09250470839940698,-0.1275214861630558,0.06103355236332959,False
no_same_day_receipt,23:15,0.16978678805420727,0.11561666060119635,0.5241898624045086,0.38732321482108845,0.22313082810391927,0.033247472267899966,0.6106065642002257,0.642939986365755,0.20831582611556615,0.22632738412190875,0.05417012745301092,0.13686664758342015,0.18988335583601929,-0.03233342216552926,-0.018011558006342604,0.01761378504324942,0.08998162187775963,-0.12704966227017778,0.06310886441406466,False
