scenario,clock,metric,block_dates,mean_delta,ci_low,ci_high
calendar_assumed_replay,00:15,brier,20,0.1284394960692821,0.0778582618963628,0.18528472546426206
calendar_assumed_replay,00:15,auc,20,0.01424290811422317,-0.11396783924091694,0.13735176655716197
calendar_assumed_replay,00:15,brier,50,0.12783310004091963,0.05040064319497904,0.20581666774817609
calendar_assumed_replay,00:15,auc,50,0.011493776381706592,-0.1273494775447446,0.13469904592028467
calendar_assumed_replay,06:00,brier,20,0.1278837048441224,0.0746660863753853,0.18514965236751835
calendar_assumed_replay,06:00,auc,20,0.008409406412623907,-0.12880557163498488,0.1405389780816157
calendar_assumed_replay,06:00,brier,50,0.1281509905794901,0.05587270199428713,0.20481396134220312
calendar_assumed_replay,06:00,auc,50,0.009276778398715333,-0.13984440016295516,0.14584330516149233
calendar_assumed_replay,09:15,brier,20,0.11739708866332602,0.07310733883649613,0.15857001544346683
calendar_assumed_replay,09:15,auc,20,0.10624775827542181,-0.06237859601488366,0.26862508131329577
calendar_assumed_replay,09:15,brier,50,0.11849878329982116,0.05260582106211885,0.17594546192868804
calendar_assumed_replay,09:15,auc,50,0.09704719720817608,-0.10016501489454041,0.27909769704287657
calendar_assumed_replay,10:15,brier,20,0.07238004085010516,0.0407533889846803,0.10422154129421243
calendar_assumed_replay,10:15,auc,20,-0.09212878524988431,-0.17543156507362917,-0.010731237508966741
calendar_assumed_replay,10:15,brier,50,0.07237006787364528,0.030143962511255853,0.11185896537627589
calendar_assumed_replay,10:15,auc,50,-0.08935549526774565,-0.16835660240123987,-0.003102151371129258
calendar_assumed_replay,10:45,brier,20,0.06311423314099482,0.029955278228639245,0.09636843517086607
calendar_assumed_replay,10:45,auc,20,-0.03428512502733544,-0.12181667654455894,0.04824556402269582
calendar_assumed_replay,10:45,brier,50,0.061789357828906405,0.02062811815212737,0.10601172636447595
calendar_assumed_replay,10:45,auc,50,-0.033488723163786115,-0.14486470884306862,0.06761668115618172
calendar_assumed_replay,11:45,brier,20,0.05721661790698435,0.023011719918438946,0.08997554953665385
calendar_assumed_replay,11:45,auc,20,-0.04628031869129722,-0.11521551580290652,0.01785939701567036
calendar_assumed_replay,11:45,brier,50,0.05684098490943745,0.019143648572739536,0.09864316101297316
calendar_assumed_replay,11:45,auc,50,-0.04455724704724423,-0.12739214651036201,0.03626434636662318
calendar_assumed_replay,12:45,brier,20,0.054224007301780876,0.02553310067414722,0.08403174016726997
calendar_assumed_replay,12:45,auc,20,-0.013128350431467248,-0.08508536301233838,0.058183149370444984
calendar_assumed_replay,12:45,brier,50,0.05544387260392218,0.01674687975615956,0.09223699336024004
calendar_assumed_replay,12:45,auc,50,-0.01519781833528022,-0.12002206231206758,0.08168377372339403
