rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,quarter_frequency_min,quarter_frequency_max,quarters,candidate,policy_type,rate,rolling,cooldown,history,strong,late,late_weekday,weekly_cap,robustness
0.2,312,1.2338983050847459,20.0,0.0,0.4775641025641026,0.3379032258064516,1.4133161985190625,0.5734144576001674,46.82972510771721,1.4133161985190625,1.4133161985190625,1.0,1.0,1.1468926553672316,1.305084745762712,1.3401955738548637,0.8175895765472313,1.4133161985190625,1.2338983050847459,1.2338983050847459,0.7078651685393259,2.5295454545454548,4.0,hedge_global_eta10_rho0p97,rolling,0.2,20,0,0,0.0,0.0,0,0,1.3401955738548637
0.22,301,1.1903954802259888,20.0,0.0,0.46511627906976744,0.3379032258064516,1.3764777709940612,0.5929610260494944,55.584697166352285,1.3764777709940612,1.3764777709940612,1.0,1.0,1.1073446327683616,1.305084745762712,1.3181818181818181,0.8445945945945946,1.3764777709940612,1.1903954802259888,1.1903954802259888,0.7393258426966293,2.3545454545454545,4.0,hedge_local_eta20_rho1,rolling,0.22,20,0,0,0.0,0.0,0,0,1.3181818181818181
0.25,326,1.289265536723164,20.0,0.0,0.4570552147239264,0.3379032258064516,1.3526216378464648,0.5884377570865033,50.71313750588035,1.3526216378464648,1.3526216378464648,1.0,1.0,1.225988700564972,1.344632768361582,1.3128879152975539,0.8317757009345794,1.3526216378464648,1.289265536723164,1.289265536723164,0.755056179775281,2.640909090909091,4.0,hedge_local_eta10_rho0p99,rolling,0.25,20,0,0,0.0,0.0,0,0,1.3128879152975539
0.22,293,1.1587570621468928,20.0,0.0,0.47440273037542663,0.3379032258064516,1.4039603476504272,0.5936121907331126,59.445255239633106,1.4039603476504272,1.4039603476504272,1.0,1.0,1.1271186440677967,1.265536723163842,1.311912225705329,0.84375,1.4039603476504272,1.1587570621468928,1.1587570621468928,0.7235955056179775,2.3386363636363634,4.0,hedge_global_eta20_rho1,rolling,0.22,20,0,0,0.0,0.0,0,0,1.311912225705329
,284,1.1231638418079095,,,0.4647887323943662,0.3379032258064516,1.3755084204511077,0.5737487608975608,57.338139507679905,1.3755084204511077,,,,1.0480225988700564,1.1864406779661016,1.3099415204678362,0.7706093189964157,1.3755084204511077,1.1231638418079095,1.1231638418079095,0.7954545454545455,1.7181818181818183,,hedge_hierarchical_eta10_rho0p97,weekly,0.0,0,0,10,0.75,0.65,4,2,1.3099415204678362
0.25,333,1.3169491525423729,20.0,0.0,0.46546546546546547,0.3379032258064516,1.3775111627140266,0.5854987950546369,46.4886638135832,1.3775111627140266,1.3775111627140266,1.0,1.0,1.2853107344632768,1.384180790960452,1.3097588978185994,0.8414634146341463,1.3775111627140266,1.3169491525423729,1.3169491525423729,0.7393258426966293,2.7204545454545457,4.0,hedge_global_eta5_rho0p97,rolling,0.25,20,0,0,0.0,0.0,0,0,1.3097588978185994
0.22,303,1.1983050847457628,20.0,0.0,0.45874587458745875,0.3379032258064516,1.3576250226454627,0.5951441719307324,51.923172908175346,1.3576250226454627,1.3576250226454627,1.0,1.0,1.1271186440677967,1.265536723163842,1.3012048192771086,0.8422818791946308,1.3576250226454627,1.1983050847457628,1.1983050847457628,0.7078651685393259,2.45,4.0,hedge_local_eta2_rho0p99,rolling,0.22,20,0,0,0.0,0.0,0,0,1.3012048192771086
0.22,298,1.1785310734463277,20.0,0.0,0.4664429530201342,0.3379032258064516,1.3804039659784402,0.5933476550803927,56.980832605001495,1.3804039659784402,1.3804039659784402,1.0,1.0,1.1073446327683616,1.2853107344632768,1.293591654247392,0.8430034129692833,1.3804039659784402,1.1785310734463277,1.1785310734463277,0.7393258426966293,2.3545454545454545,4.0,hedge_hierarchical_eta20_rho1,rolling,0.22,20,0,0,0.0,0.0,0,0,1.293591654247392
0.25,333,1.3169491525423729,20.0,0.0,0.46846846846846846,0.3379032258064516,1.38639833150573,0.5858737961447562,46.363435609416534,1.38639833150573,1.38639833150573,1.0,1.0,1.2457627118644068,1.384180790960452,1.2925846955697702,0.8445121951219512,1.38639833150573,1.3169491525423729,1.3169491525423729,0.7393258426966293,2.7045454545454546,4.0,hedge_hierarchical_eta5_rho0p97,rolling,0.25,20,0,0,0.0,0.0,0,0,1.2925846955697702
,273,1.0796610169491525,,,0.45054945054945056,0.3379032258064516,1.3333683023420495,0.5890046191994744,57.874402545816196,1.3333683023420495,,,,1.0282485875706215,1.1468926553672316,1.2879102617366016,0.7388059701492538,1.3333683023420495,1.0796610169491525,1.0796610169491525,0.8113636363636363,1.6863636363636363,,hedge_global_eta10_rho0p99,weekly,0.0,0,0,10,0.75,0.65,4,2,1.2879102617366016
,317,1.2536723163841808,,,0.444794952681388,0.3379032258064516,1.3163382847850147,0.5959232439629185,51.60730411780024,1.3163382847850147,,,,1.1864406779661016,1.2853107344632768,1.287117701575533,0.7660256410256411,1.3163382847850147,1.2536723163841808,1.2536723163841808,1.0382022471910113,1.8454545454545455,,hedge_global_eta10_rho1,weekly,0.0,0,0,10,0.75,0.5,4,2,1.287117701575533
,275,1.0875706214689267,,,0.4581818181818182,0.3379032258064516,1.355955738771968,0.5797080805467457,58.59591308017851,1.355955738771968,,,,1.0480225988700564,1.1468926553672316,1.2854864433811801,0.762962962962963,1.355955738771968,1.0875706214689267,1.0875706214689267,0.7159090909090909,1.7022727272727272,,hedge_hierarchical_eta20_rho0p99,weekly,0.0,0,0,10,0.75,0.65,4,2,1.2854864433811801
,277,1.0954802259887007,,,0.44404332129963897,0.3379032258064516,1.3141138864237527,0.5955162660356571,55.03510302811255,1.3141138864237527,,,,1.0282485875706215,1.1271186440677967,1.2820512820512822,0.7389705882352942,1.3141138864237527,1.0954802259887007,1.0954802259887007,0.8494382022471911,1.638636363636364,,hedge_local_eta10_rho1,weekly,0.0,0,0,10,0.75,0.65,4,2,1.2820512820512822
,276,1.0915254237288137,,,0.4420289855072464,0.3379032258064516,1.3081526062744284,0.5806266878682786,55.43168543790748,1.3081526062744284,,,,1.0282485875706215,1.1468926553672316,1.2820512820512822,0.7564575645756457,1.3081526062744284,1.0915254237288137,1.0915254237288137,0.7318181818181818,1.7181818181818183,,hedge_global_eta20_rho0p99,weekly,0.0,0,0,10,0.8,0.65,3,2,1.2820512820512822
,281,1.1112994350282488,,,0.44483985765124556,0.3379032258064516,1.3164711777745692,0.5959203369777237,48.08376250197527,1.3164711777745692,,,,1.0875706214689267,1.1271186440677967,1.2805507745266782,0.7753623188405797,1.3164711777745692,1.1112994350282488,1.1112994350282488,0.7707865168539327,1.6704545454545454,,hedge_hierarchical_eta10_rho1,weekly,0.0,0,0,20,0.9,0.3,4,2,1.2805507745266782
0.25,334,1.3209039548022599,20.0,0.0,0.4431137724550898,0.3379032258064516,1.3113629542823662,0.596298245053038,49.35759916369548,1.3113629542823662,1.3113629542823662,1.0,1.0,1.2457627118644068,1.4039548022598871,1.2769953051643192,0.8541033434650456,1.3113629542823662,1.3209039548022599,1.3209039548022599,0.7707865168539327,2.5613636363636365,4.0,hedge_local_eta2_rho1,rolling,0.25,20,0,0,0.0,0.0,0,0,1.2769953051643192
0.22,330,1.305084745762712,20.0,0.0,0.47575757575757577,0.3379032258064516,1.4079699139365012,0.5742371344102744,46.052624183363115,1.4079699139365012,1.4079699139365012,1.0,1.0,1.2062146892655368,1.4039548022598871,1.2742843161242967,0.8246153846153846,1.4079699139365012,1.305084745762712,1.305084745762712,0.7477272727272728,2.6886363636363635,4.0,hedge_local_eta10_rho0p97,rolling,0.22,20,0,0,0.0,0.0,0,0,1.2742843161242967
0.25,325,1.2853107344632768,20.0,0.0,0.4553846153846154,0.3379032258064516,1.347677620708647,0.5930191657533889,50.995351587921505,1.347677620708647,1.347677620708647,1.0,1.0,1.2062146892655368,1.384180790960452,1.2742735648476258,0.846875,1.347677620708647,1.2853107344632768,1.2853107344632768,0.7707865168539327,2.5454545454545454,4.0,hedge_local_eta5_rho0p99,rolling,0.25,20,0,0,0.0,0.0,0,0,1.2742735648476258
