rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,quarter_frequency_min,quarter_frequency_max,quarters,candidate,policy_type,rate,rolling,cooldown,history,strong,late,late_weekday,weekly_cap,robustness
,261,1.0322033898305085,,,0.4482758620689655,0.3379032258064516,1.3266397827339313,0.5545917284643269,43.69726288873109,1.3266397827339313,,,,0.9887005649717514,1.0677966101694916,1.2726461401160196,0.76171875,1.3266397827339313,1.0322033898305085,1.0322033898305085,0.755056179775281,1.638636363636364,,hedge_hierarchical_eta20_rho0p97,weekly,0.0,0,0,20,0.9,0.5,4,2,1.2726461401160196
,268,1.0598870056497176,,,0.44402985074626866,0.3379032258064516,1.3140740213016067,0.5539783545882401,39.45539235312903,1.3140740213016067,,,,1.0084745762711864,1.0875706214689267,1.2726461401160196,0.7832699619771863,1.3140740213016067,1.0598870056497176,1.0598870056497176,0.7795454545454547,1.6545454545454545,,hedge_global_eta20_rho0p97,weekly,0.0,0,0,20,0.9,0.5,4,2,1.2726461401160196
,278,1.0994350282485876,,,0.44244604316546765,0.3379032258064516,1.309386858055322,0.5965278968834211,45.57041804747126,1.309386858055322,,,,1.0677966101694916,1.1271186440677967,1.2726461401160196,0.7582417582417582,1.309386858055322,1.0994350282485876,1.0994350282485876,0.755056179775281,1.6704545454545454,,hedge_hierarchical_eta5_rho1,weekly,0.0,0,0,20,0.9,0.3,4,2,1.2726461401160196
0.25,330,1.305084745762712,20.0,0.0,0.45454545454545453,0.3379032258064516,1.3451941852896507,0.5889639214067482,49.39437306118212,1.3451941852896507,1.3451941852896507,1.0,1.0,1.265536723163842,1.3248587570621468,1.267615918218328,0.8246153846153846,1.3451941852896507,1.305084745762712,1.305084745762712,0.7707865168539327,2.625,4.0,hedge_hierarchical_eta10_rho0p99,rolling,0.25,20,0,0,0.0,0.0,0,0,1.267615918218328
0.25,335,1.3248587570621468,20.0,0.0,0.4417910447761194,0.3379032258064516,1.3074484380009261,0.5963360358605694,49.159337301195244,1.3074484380009261,1.3074484380009261,1.0,1.0,1.2457627118644068,1.4039548022598871,1.262514848124894,0.8545454545454545,1.3074484380009261,1.3248587570621468,1.3248587570621468,0.7707865168539327,2.5613636363636365,4.0,hedge_hierarchical_eta2_rho1,rolling,0.25,20,0,0,0.0,0.0,0,0,1.262514848124894
0.25,335,1.3248587570621468,20.0,0.0,0.4388059701492537,0.3379032258064516,1.2986143269333523,0.5963011520382326,48.61644346864675,1.2986143269333523,1.2986143269333523,1.0,1.0,1.2457627118644068,1.4039548022598871,1.262514848124894,0.8545454545454545,1.2986143269333523,1.3248587570621468,1.3248587570621468,0.7707865168539327,2.577272727272727,4.0,hedge_global_eta2_rho1,rolling,0.25,20,0,0,0.0,0.0,0,0,1.262514848124894
,282,1.1152542372881356,,,0.44680851063829785,0.3379032258064516,1.3222972629868481,0.5862633321608492,54.79207795226824,1.3222972629868481,,,,1.0677966101694916,1.1666666666666667,1.2606060606060605,0.7617328519855595,1.3222972629868481,1.1152542372881356,1.1152542372881356,0.8651685393258427,1.6704545454545454,,hedge_local_eta5_rho0p97,weekly,0.0,0,0,10,0.75,0.65,4,2,1.2606060606060605
,279,1.1033898305084746,,,0.44086021505376344,0.3379032258064516,1.3046937151949085,0.5966267343800418,45.122277015096486,1.3046937151949085,,,,1.0677966101694916,1.1271186440677967,1.2581168831168832,0.7591240875912408,1.3046937151949085,1.1033898305084746,1.1033898305084746,0.7707865168539327,1.6704545454545454,,hedge_global_eta5_rho1,weekly,0.0,0,0,20,0.9,0.3,4,2,1.2581168831168832
0.25,332,1.3129943502824861,20.0,0.0,0.4397590361445783,0.3379032258064516,1.3014348563705898,0.5962953380678433,49.14334578715847,1.3014348563705898,1.3014348563705898,1.0,1.0,1.265536723163842,1.364406779661017,1.255805832023747,0.8562691131498471,1.3014348563705898,1.3129943502824861,1.3129943502824861,0.7865168539325843,2.5295454545454548,4.0,hedge_local_eta5_rho1,rolling,0.25,20,0,0,0.0,0.0,0,0,1.255805832023747
0.25,328,1.2971751412429378,20.0,0.0,0.4481707317073171,0.3379032258064516,1.3263286570813202,0.5931267242055935,50.31001226767057,1.3263286570813202,1.3263286570813202,1.0,1.0,1.225988700564972,1.384180790960452,1.2537313432835822,0.8452012383900929,1.3263286570813202,1.2971751412429378,1.2971751412429378,0.802247191011236,2.5613636363636365,4.0,hedge_hierarchical_eta5_rho0p99,rolling,0.25,20,0,0,0.0,0.0,0,0,1.2537313432835822
0.25,342,1.3525423728813561,20.0,0.0,0.4473684210526316,0.3379032258064516,1.3239542771008668,0.5927924209082003,47.84702445104183,1.3239542771008668,1.3239542771008668,1.0,1.0,1.2853107344632768,1.423728813559322,1.244979919678715,0.857566765578635,1.3239542771008668,1.3525423728813561,1.3525423728813561,0.755056179775281,2.6886363636363635,4.0,hedge_local_eta2_rho0p97,rolling,0.25,20,0,0,0.0,0.0,0,0,1.244979919678715
0.25,340,1.344632768361582,20.0,0.0,0.43823529411764706,0.3379032258064516,1.296925452758669,0.5951034741380062,48.06957686143579,1.296925452758669,1.296925452758669,1.0,1.0,1.2457627118644068,1.423728813559322,1.244979919678715,0.8567164179104477,1.296925452758669,1.344632768361582,1.344632768361582,0.802247191011236,2.640909090909091,4.0,hedge_hierarchical_eta2_rho0p99,rolling,0.25,20,0,0,0.0,0.0,0,0,1.244979919678715
0.25,340,1.344632768361582,20.0,0.0,0.4441176470588235,0.3379032258064516,1.3143338480977116,0.592594745914959,47.19462187533192,1.3143338480977116,1.3143338480977116,1.0,1.0,1.2853107344632768,1.4039548022598871,1.2378657487091222,0.8567164179104477,1.3143338480977116,1.344632768361582,1.344632768361582,0.755056179775281,2.672727272727273,4.0,hedge_hierarchical_eta2_rho0p97,rolling,0.25,20,0,0,0.0,0.0,0,0,1.2378657487091222
0.25,340,1.344632768361582,20.0,0.0,0.4411764705882353,0.3379032258064516,1.3056296504281903,0.5792981956342896,43.10835332426928,1.3056296504281903,1.3056296504281903,1.0,1.0,1.265536723163842,1.4039548022598871,1.2378657487091222,0.8208955223880597,1.3056296504281903,1.344632768361582,1.344632768361582,0.802247191011236,2.831818181818182,4.0,hedge_local_eta20_rho0p99,rolling,0.25,20,0,0,0.0,0.0,0,0,1.2378657487091222
0.25,330,1.305084745762712,20.0,0.0,0.4484848484848485,0.3379032258064516,1.327258262819122,0.5929988168570257,49.80696222808523,1.327258262819122,1.327258262819122,1.0,1.0,1.2457627118644068,1.384180790960452,1.2338308457711442,0.8461538461538461,1.327258262819122,1.305084745762712,1.305084745762712,0.7865168539325843,2.5931818181818183,4.0,hedge_global_eta5_rho0p99,rolling,0.25,20,0,0,0.0,0.0,0,0,1.2338308457711442
0.25,342,1.3525423728813561,20.0,0.0,0.43859649122807015,0.3379032258064516,1.2979943893145751,0.5952284745013794,47.39541908161863,1.2979943893145751,1.2979943893145751,1.0,1.0,1.265536723163842,1.4435028248587571,1.2279254002310613,0.8635014836795252,1.2979943893145751,1.3525423728813561,1.3525423728813561,0.802247191011236,2.640909090909091,4.0,hedge_global_eta2_rho0p99,rolling,0.25,20,0,0,0.0,0.0,0,0,1.2279254002310613
0.2,354,1.4,20.0,0.0,0.4378531073446328,0.3379032258064516,1.2957943988242115,0.5551295207253509,38.55961553051628,1.2957943988242115,1.2957943988242115,1.0,1.0,1.305084745762712,1.5028248587570623,1.2279254002310613,0.8424068767908309,1.2957943988242115,1.4,1.4,0.7865168539325843,2.9272727272727272,4.0,hedge_local_eta20_rho0p97,rolling,0.2,20,0,0,0.0,0.0,0,0,1.2279254002310613
0.25,344,1.3604519774011299,20.0,0.0,0.4418604651162791,0.3379032258064516,1.3076538824443582,0.5925075363591173,46.620930590742006,1.3076538824443582,1.3076538824443582,1.0,1.0,1.305084745762712,1.423728813559322,1.2034805890227578,0.8643067846607669,1.3076538824443582,1.3604519774011299,1.3604519774011299,0.802247191011236,2.672727272727273,4.0,hedge_global_eta2_rho0p97,rolling,0.25,20,0,0,0.0,0.0,0,0,1.2034805890227578
