feature,importance,is_moex
broad_usd_vol_20,0.0036739591774017865,False
ruonia_change_20,0.003608921419340932,False
broad_cad_vol_20,0.003570064887688517,False
broad_aud_ret_10,0.0035676158675440567,False
broad_exusd_ret_1_positive_breadth,0.003519024775987716,False
dow_sin,0.0034669330474160465,False
moex_cnyrub_tom_ret_10,0.0034505920033395423,True
broad_cad_ret_10,0.003355651667614429,False
ruonia_key_spread,0.003304983965972166,False
ruonia_volume_change_20,0.0032754110158287747,False
broad_sgd_vol_20,0.0032299184635191814,False
broad_exusd_ret_2_dispersion,0.0032120335689687822,False
broad_gbp_ret_10,0.0031700978080444193,False
broad_exusd_ret_2_mean,0.0031257107226429818,False
broad_exusd_ret_20_dispersion,0.0030828918824634772,False
broad_factor_ret_1_dispersion,0.0030535990534612187,False
broad_factor_ret_10_median,0.003036513156877812,False
broad_sek_ret_10,0.003004526421551838,False
broad_cny_vol_20,0.002975160328011985,False
broad_chf_ret_10,0.002964871279839457,False
moex_cnyrub_tom_intraday_range,0.0029478876161399816,True
broad_exusd_ret_1_dispersion,0.002941905530918469,False
broad_cad_ret_20,0.002934627326212849,False
broad_factor_ret_10_positive_breadth,0.0029202425758075327,False
days_since_key_change,0.002914290693659116,False
broad_try_ret_60,0.0029116914590056,False
broad_sek_ret_20,0.0029071647853811775,False
broad_brl_ret_10,0.002901153568379595,False
broad_exusd_ret_20_median,0.002871055291987289,False
broad_jpy_ret_10,0.0028566255359057705,False
broad_exusd_ret_10_mean,0.002800813339011614,False
broad_pln_ret_10,0.0027900019634718018,False
broad_brl_vol_20,0.002760038690188933,False
moex_usd000utstom_log_trades_change_20,0.002746182173005012,True
broad_huf_vol_20,0.0027431185237056024,False
broad_cny_ret_10,0.0027368744795530768,False
broad_nok_ret_60,0.002735381973439415,False
broad_huf_ret_10,0.002732286672848285,False
broad_sek_vol_20,0.002725190851299897,False
broad_zar_vol_20,0.0027249727399036765,False
broad_usd_ret_20,0.0027208812897442213,False
broad_jpy_ret_60,0.0027185376575875097,False
eurusd_ret_20,0.0027038880143011217,False
broad_chf_ret_20,0.002685927045201558,False
broad_exusd_ret_5_positive_breadth,0.00263645202868063,False
broad_sek_ret_60,0.002619778808531315,False
broad_factor_ret_20_mean,0.002601521855768423,False
broad_jpy_vol_20,0.0026002017069823294,False
broad_exusd_ret_10_median,0.002578946965702578,False
broad_factor_ret_60_positive_breadth,0.0025788528084129685,False
broad_exusd_ret_2_median,0.002574118843596617,False
broad_factor_vol_20_median,0.002572743001915605,False
broad_nok_ret_1,0.0025663398223392648,False
eur_raw_ret_20,0.0025480406984826312,False
broad_factor_vol_20_mean,0.0025074500158781426,False
broad_sgd_ret_20,0.002501482790325259,False
broad_sgd_ret_10,0.0024889002124060746,False
broad_factor_ret_20_median,0.002484818195243432,False
broad_gbp_ret_5,0.0024793758178430977,False
broad_try_ret_10,0.002472217064698341,False
broad_factor_ret_2_dispersion,0.0024585526077810565,False
broad_aud_ret_2,0.0024565216505664845,False
moex_eur_rub__tom_ret_5,0.0024495065870519727,True
broad_krw_ret_10,0.0024286384739521005,False
usd_raw_ret_20,0.0024277197628875848,False
broad_usd_ret_10,0.0024098574103019266,False
broad_cny_ret_20,0.0024098197833735575,False
broad_czk_ret_20,0.0024069586632887705,False
broad_krw_ret_1,0.0024043420597578986,False
broad_exusd_ret_20_mean,0.0023942672365661805,False
broad_aud_vol_20,0.002391819274147141,False
broad_pln_ret_20,0.0023874681393665827,False
broad_inr_ret_20,0.002379533502968348,False
ruonia_min,0.0023747339742290633,False
dow_cos,0.0023735118217086256,False
broad_exusd_ret_1_mean,0.002360007672046689,False
broad_pln_ret_1,0.002358887303521559,False
broad_exusd_ret_10_dispersion,0.0023564693647559576,False
broad_usd_ret_1,0.0023512014689879308,False
broad_huf_ret_20,0.002350992097630041,False
broad_factor_vol_60_median,0.002338897492079165,False
broad_jpy_ret_5,0.002323246957229803,False
moex_cnyrub_tom_log_trades_change_20,0.002303668329718011,True
broad_brl_ret_60,0.0023033825314585465,False
broad_brl_vol_60,0.0023031525440632234,False
broad_factor_vol_60_mean,0.0022968917627232657,False
broad_factor_ret_10_dispersion,0.0022803629211717038,False
broad_eur_ret_10,0.0022665464718083323,False
cny_raw_ret_20,0.0022664297500029403,False
broad_chf_vol_60,0.0022418913186711222,False
broad_eur_ret_1,0.0022306742736789417,False
broad_eur_ret_20,0.0022283273356853966,False
broad_inr_ret_10,0.002220124583412462,False
broad_zar_vol_60,0.002214415943365698,False
broad_sek_ret_1,0.0022100175858875753,False
broad_krw_ret_2,0.002202301509373162,False
moex_usd000utstom_vol_60,0.002201522036869823,True
ruonia_volume,0.0021973878665457764,False
broad_aud_ret_20,0.0021898492711108137,False
broad_brl_ret_5,0.0021695252103244226,False
broad_try_ret_20,0.0021666932698389094,False
ruonia_intraday_range,0.002157643827662661,False
broad_dkk_ret_5,0.00213980944369134,False
broad_zar_ret_2,0.002138203118097483,False
broad_exusd_ret_1_median,0.002125373378060414,False
broad_nok_vol_20,0.002113982946944958,False
broad_inr_ret_60,0.002102408899774836,False
moex_cnyrub_tom_overnight_gap,0.002074347723548919,True
broad_pln_ret_60,0.0020704614523254484,False
broad_brl_ret_20,0.0020588048914069405,False
broad_dkk_ret_20,0.002045868474616912,False
broad_huf_vol_60,0.0020415940969039613,False
broad_exusd_ret_5_mean,0.0020409703327449193,False
broad_factor_ret_1_mean,0.002037705590195878,False
broad_czk_ret_10,0.0020344008799637824,False
ruonia_trades,0.0020229439998081067,False
broad_pln_vol_20,0.0020217187449162602,False
rank_level_60,0.002019691354239642,False
broad_nok_ret_5,0.0020000718059750297,False
moex_cnyrub_tom_log_trades_change_5,0.001979282684652966,True
broad_sek_ret_5,0.001978665686697816,False
raw_vol_20,0.0019525449084365435,False
broad_cad_ret_1,0.0019474725773519616,False
pct_range_180,0.0019235507006742827,False
broad_gbp_vol_20,0.0019162842457403247,False
moex_usd000utstom_intraday_range,0.001908510290500369,True
broad_krw_ret_5,0.0019053087792719038,False
broad_krw_vol_60,0.0018941498768491613,False
broad_zar_ret_10,0.0018913838795097911,False
broad_inr_ret_1,0.0018812169690758714,False
broad_nok_ret_2,0.0018769218126756372,False
broad_dkk_ret_10,0.0018643200374758014,False
broad_exusd_ret_5_dispersion,0.00186279278645472,False
broad_krw_vol_20,0.0018579113960402957,False
broad_czk_vol_20,0.00185107896615948,False
broad_try_ret_5,0.0018509713420137247,False
broad_usd_ret_5,0.0018501759093379577,False
broad_chf_ret_5,0.001847068685999099,False
broad_sek_vol_60,0.001839153539116885,False
moex_cnyrub_tom_vol_5,0.001829414948041138,True
broad_factor_ret_5_dispersion,0.0018235662943119463,False
usd_raw_ret_5,0.001796695551708008,False
broad_aud_ret_5,0.0017956752486321193,False
broad_factor_ret_1_median,0.001794896681302743,False
broad_aud_vol_60,0.0017925144705849075,False
broad_brl_ret_1,0.0017915327179788229,False
broad_cny_ret_2,0.0017901339347097612,False
eur_raw_ret_5,0.001790014019874318,False
broad_zar_ret_60,0.0017821280680998697,False
broad_sgd_ret_60,0.0017655848765509975,False
broad_brl_ret_2,0.0017654352743023836,False
broad_eur_ret_5,0.0017596258185389442,False
ruonia_volume_change_5,0.001746271364931134,False
broad_czk_ret_5,0.0017428373928107994,False
moex_usd000utstom_missing,0.001739750477281049,True
moex_eur_rub__tom_vol_20,0.001738567624681024,True
broad_factor_ret_5_positive_breadth,0.0017359732390803597,False
broad_sek_ret_2,0.001732535773397046,False
broad_inr_ret_5,0.0017317054509649657,False
moex_eur_rub__tom_vol_5,0.0017316063580281478,True
range_pos_20,0.0017277515366478703,False
bars_since_min_30,0.0017254689567992496,False
broad_sgd_vol_60,0.001719127575924014,False
broad_zar_ret_5,0.0016999036609316456,False
broad_factor_ret_2_mean,0.0016935442269075138,False
broad_jpy_ret_1,0.0016789636398481305,False
broad_czk_ret_1,0.0016640795678617463,False
broad_cad_ret_60,0.0016632645750241583,False
broad_try_ret_1,0.0016499580898241594,False
broad_krw_ret_60,0.0016480603095743354,False
vol_ratio_5_60,0.0016479926078425413,False
range_pos_60,0.0016446208701560814,False
moex_usd000utstom_log_trades,0.0016382655717501796,True
broad_cny_ret_1,0.001637587361644718,False
moex_usd000utstom_vol_5,0.0016367982770953977,True
broad_inr_ret_2,0.0016281712609422553,False
broad_dkk_ret_60,0.001620589095588169,False
broad_pln_ret_5,0.001617688347349117,False
broad_cny_ret_5,0.0016091903659884933,False
raw_vol_5,0.0016039004875247089,False
broad_gbp_ret_60,0.0015919725889661862,False
broad_krw_ret_20,0.0015897596434194226,False
broad_dkk_ret_2,0.0015870987302567584,False
broad_sgd_ret_2,0.0015822618890480003,False
moex_usd000utstom_vol_20,0.001576482842889132,True
broad_factor_ret_2_median,0.0015687208513309402,False
broad_nok_ret_20,0.0015635095258315934,False
broad_gbp_ret_1,0.0015632448142323318,False
broad_try_vol_60,0.0015622820387018459,False
broad_inr_vol_60,0.0015594209527032682,False
broad_usd_ret_60,0.0015564585358633202,False
broad_gbp_ret_20,0.0015526594244944152,False
broad_factor_ret_5_mean,0.0015520704277115379,False
moex_usd000utstom_log_trades_change_1,0.0015498333654965146,True
broad_chf_ret_60,0.001542656196155194,False
moex_eur_rub__tom_log_trades,0.001539749809559378,True
broad_dkk_vol_20,0.0015385290775088065,False
broad_pln_ret_2,0.0015359266503061832,False
broad_zar_ret_1,0.0015326784082594742,False
broad_zar_ret_20,0.0015285918956648545,False
broad_aud_ret_1,0.0015235064391843117,False
broad_gbp_ret_2,0.0015132870148960307,False
broad_jpy_ret_2,0.0015088337669391383,False
broad_cad_vol_60,0.0014886326002380309,False
moex_cnyrub_tom_log_trades_change_1,0.0014753559115968343,True
broad_cny_vol_60,0.0014727501348786366,False
broad_cad_ret_5,0.0014685528545575054,False
moex_usd000utstom_age_days,0.0014599310019958167,True
broad_huf_ret_2,0.0014474909734677455,False
broad_exusd_ret_5_median,0.001445889544126275,False
broad_huf_ret_60,0.0014397647890584037,False
broad_factor_ret_60_median,0.0014365286956892762,False
broad_czk_ret_2,0.0014357155100971416,False
moex_cnyrub_tom_vol_60,0.0014353218204876308,True
broad_cad_ret_2,0.0013914879661721367,False
broad_usd_vol_60,0.0013908180791560346,False
broad_eur_ret_2,0.001374868163333464,False
broad_jpy_vol_60,0.0013692535930973624,False
peer_ret_5_mean,0.001358745414720575,False
broad_nok_vol_60,0.0013542144484918629,False
broad_chf_ret_1,0.0013517688222153502,False
moex_usd000utstom_ret_20,0.0013511957824401074,True
broad_dkk_ret_1,0.0013427877218295354,False
broad_sgd_ret_1,0.001339813298724395,False
broad_eur_vol_60,0.001338903444049388,False
broad_dkk_vol_60,0.0013379351857357644,False
broad_czk_vol_60,0.0013290109477061295,False
broad_usd_ret_2,0.0013123694259757517,False
broad_pln_vol_60,0.0012937388111511209,False
broad_huf_ret_1,0.0012697758158765852,False
broad_try_ret_2,0.0012688599853009634,False
ret_10,0.0012664344244626528,False
moex_eur_rub__tom_ret_20,0.0012593768558512926,True
broad_factor_ret_5_median,0.001255237900726178,False
broad_sgd_ret_5,0.0012421512660076137,False
moex_eur_rub__tom_log_trades_change_5,0.0012343981242501573,True
moex_eur_rub__tom_ret_10,0.0012285403587448374,True
moex_usd000utstom_log_trades_change_5,0.0012202528429114126,True
moex_usd000utstom_ret_10,0.0012172016040238288,True
moex_eur_rub__tom_overnight_gap,0.0011978421900428545,True
broad_huf_ret_5,0.0011974229295981813,False
peer_dispersion_5,0.0011849976800350733,False
cny_raw_ret_5,0.0011796183261380082,False
broad_gbp_vol_60,0.0011738895241744198,False
broad_czk_ret_60,0.001159480088316732,False
moex_usd000utstom_overnight_gap,0.0011403313689125239,True
range_pos_250,0.0011327604371240356,False
moex_cnyrub_tom_vol_20,0.0011237671192193372,True
broad_aud_ret_60,0.001112168865434929,False
moex_eur_rub__tom_intraday_range,0.0011037383528078,True
gap_days,0.001092084388277724,False
moex_eur_rub__tom_log_trades_change_1,0.0010883347445411393,True
broad_chf_ret_2,0.0010575393531498483,False
broad_eur_ret_60,0.001039991496186357,False
ret_ac1_20,0.0010200508031701246,False
broad_cny_ret_60,0.0010181704926071798,False
raw_vol_120,0.000998418888851524,False
pct_range_30,0.000975071140940389,False
ruonia_change_5,0.0009729360661672478,False
moex_eur_rub__tom_vol_60,0.0009671390975817797,True
broad_factor_ret_60_mean,0.0009580817777574914,False
moex_eur_rub__tom_log_trades_change_20,0.0009249381932446721,True
bars_since_max_30,0.0009170472454927387,False
moex_eur_rub__tom_age_days,0.0008920945570877918,True
ret_3,0.0008242143580472908,False
key_rate_change_5,0.0007556828495355251,False
ret_5,0.0007458882200082062,False
moex_eur_rub__tom_missing,0.0007385002521169106,True
streak_up,0.0006861651588844078,False
ret_20,0.000542262839872681,False
pct_range_90,0.0005356490543622505,False
rank_level_20,0.0005289698440129289,False
rank_level_250,0.0005285515148339382,False
range_pos_120,0.0005276987807784891,False
ret_ac1_60,0.0005087450851477088,False
raw_vol_60,0.0004671670856510236,False
broad_target_minus_median_5,0.0004075845990336595,False
positive_share_60,0.00038772727563745306,False
ret_60,0.0003861986878701792,False
streak_dn,0.0003775456975544713,False
ret_1,0.00036398925244734954,False
positive_share_20,0.00035784937149254943,False
broad_target_minus_mean_5,0.00035088180137220594,False
rank_level_120,0.0003332345613978558,False
broad_target_minus_mean_10,0.00023285487866901277,False
currency_KZT,0.0002312581109847398,False
broad_target_minus_mean_2,0.00017075991733249776,False
broad_target_minus_mean_20,0.0001575781985884689,False
currency_TJS,0.0001455996763519138,False
broad_target_minus_mean_60,0.000136475939451998,False
broad_target_minus_median_60,0.00013212905857344962,False
broad_target_minus_median_2,0.0001271557001151616,False
broad_target_minus_median_20,9.815880315236317e-05,False
broad_target_minus_median_10,8.914107237897351e-05,False
broad_target_minus_median_1,5.763434871798488e-05,False
rel_to_peers_5,5.4380162518811896e-05,False
broad_target_minus_mean_1,5.394553736423715e-05,False
ruonia_volume_missing,4.732723985579912e-05,False
ruonia_max_missing,4.457685768105369e-05,False
ruonia_p75_missing,4.020066452693785e-05,False
ruonia_p25_missing,3.259676286805907e-05,False
ruonia_intraday_range_missing,2.6179463593904633e-05,False
ruonia_participants_missing,2.52775391973716e-05,False
ruonia_min_missing,1.9886923525422978e-05,False
currency_KGS,6.062915474691575e-06,False
currency_UZS,4.842470858386107e-06,False
ruonia_trades_missing,2.2502774856421635e-06,False
currency_AMD,1.8078864629390854e-06,False
broad_cad_ret_10_missing,0.0,False
broad_cad_age_days,0.0,False
broad_zar_age_days,0.0,False
broad_jpy_ret_60_missing,0.0,False
broad_brl_ret_60_missing,0.0,False
broad_brl_ret_5_missing,0.0,False
broad_usd_ret_60_missing,0.0,False
broad_zar_ret_1_missing,0.0,False
broad_brl_ret_2_missing,0.0,False
broad_brl_ret_20_missing,0.0,False
broad_zar_ret_20_missing,0.0,False
broad_zar_ret_2_missing,0.0,False
broad_brl_ret_1_missing,0.0,False
broad_zar_ret_5_missing,0.0,False
broad_brl_ret_10_missing,0.0,False
broad_zar_ret_10_missing,0.0,False
broad_usd_ret_2_missing,0.0,False
broad_cad_ret_1_missing,0.0,False
broad_cad_ret_60_missing,0.0,False
broad_chf_ret_20_missing,0.0,False
broad_try_ret_60_missing,0.0,False
broad_chf_ret_1_missing,0.0,False
broad_chf_ret_10_missing,0.0,False
broad_usd_age_days,0.0,False
broad_chf_age_days,0.0,False
broad_usd_ret_10_missing,0.0,False
broad_usd_ret_5_missing,0.0,False
broad_usd_ret_1_missing,0.0,False
broad_cad_ret_5_missing,0.0,False
broad_cad_ret_2_missing,0.0,False
broad_usd_ret_20_missing,0.0,False
broad_brl_age_days,0.0,False
broad_cad_ret_20_missing,0.0,False
broad_zar_ret_60_missing,0.0,False
broad_aud_age_days,0.0,False
broad_aud_ret_60_missing,0.0,False
broad_huf_age_days,0.0,False
broad_gbp_ret_1_missing,0.0,False
broad_gbp_ret_20_missing,0.0,False
broad_jpy_age_days,0.0,False
broad_gbp_ret_2_missing,0.0,False
broad_gbp_ret_5_missing,0.0,False
broad_inr_ret_60_missing,0.0,False
broad_gbp_ret_60_missing,0.0,False
broad_inr_ret_5_missing,0.0,False
broad_inr_ret_2_missing,0.0,False
broad_aud_ret_5_missing,0.0,False
broad_inr_ret_20_missing,0.0,False
broad_huf_ret_10_missing,0.0,False
broad_huf_ret_1_missing,0.0,False
broad_inr_ret_1_missing,0.0,False
broad_inr_ret_10_missing,0.0,False
broad_huf_ret_20_missing,0.0,False
broad_huf_ret_2_missing,0.0,False
broad_inr_age_days,0.0,False
broad_jpy_ret_10_missing,0.0,False
broad_jpy_ret_1_missing,0.0,False
broad_gbp_ret_10_missing,0.0,False
broad_gbp_age_days,0.0,False
broad_aud_ret_2_missing,0.0,False
broad_aud_ret_20_missing,0.0,False
broad_aud_ret_1_missing,0.0,False
broad_aud_ret_10_missing,0.0,False
broad_chf_ret_2_missing,0.0,False
days_since_key_change_missing,0.0,False
ruonia_key_spread_missing,0.0,False
key_rate_change_20_missing,0.0,False
key_rate_change_5_missing,0.0,False
ruonia_volume_change_20_missing,0.0,False
ruonia_volume_change_5_missing,0.0,False
moex_cnyrub_tom_age_days,0.0,True
ruonia_change_20_missing,0.0,False
ruonia_change_5_missing,0.0,False
key_rate_missing,0.0,False
moex_cnyrub_tom_missing,0.0,True
ruonia_missing,0.0,False
broad_try_ret_5_missing,0.0,False
broad_try_ret_1_missing,0.0,False
broad_try_ret_2_missing,0.0,False
broad_exusd_ret_2_coverage,0.0,False
broad_nok_ret_20_missing,0.0,False
broad_nok_ret_2_missing,0.0,False
broad_exusd_ret_1_coverage,0.0,False
broad_nok_ret_5_missing,0.0,False
broad_exusd_ret_10_coverage,0.0,False
broad_nok_ret_60_missing,0.0,False
broad_eur_ret_60_missing,0.0,False
broad_eur_ret_5_missing,0.0,False
broad_pln_age_days,0.0,False
broad_eur_ret_2_missing,0.0,False
broad_eur_ret_20_missing,0.0,False
broad_pln_ret_10_missing,0.0,False
broad_pln_ret_1_missing,0.0,False
broad_eur_ret_1_missing,0.0,False
broad_eur_ret_10_missing,0.0,False
broad_pln_ret_20_missing,0.0,False
broad_pln_ret_2_missing,0.0,False
broad_eur_age_days,0.0,False
broad_pln_ret_5_missing,0.0,False
broad_exusd_ret_20_coverage,0.0,False
broad_nok_ret_1_missing,0.0,False
broad_try_ret_20_missing,0.0,False
broad_nok_ret_10_missing,0.0,False
broad_factor_vol_20_coverage,0.0,False
broad_krw_age_days,0.0,False
broad_factor_vol_60_coverage,0.0,False
broad_factor_ret_60_coverage,0.0,False
broad_krw_ret_10_missing,0.0,False
broad_krw_ret_1_missing,0.0,False
broad_jpy_ret_5_missing,0.0,False
broad_factor_ret_5_coverage,0.0,False
broad_krw_ret_20_missing,0.0,False
broad_krw_ret_2_missing,0.0,False
broad_factor_ret_2_coverage,0.0,False
broad_krw_ret_5_missing,0.0,False
broad_factor_ret_20_coverage,0.0,False
broad_krw_ret_60_missing,0.0,False
broad_factor_ret_1_coverage,0.0,False
broad_factor_ret_10_coverage,0.0,False
broad_nok_age_days,0.0,False
broad_exusd_ret_60_coverage,0.0,False
broad_exusd_ret_5_coverage,0.0,False
broad_dkk_ret_60_missing,0.0,False
broad_pln_ret_60_missing,0.0,False
broad_dkk_ret_5_missing,0.0,False
broad_dkk_ret_2_missing,0.0,False
broad_sgd_ret_20_missing,0.0,False
broad_sgd_ret_2_missing,0.0,False
broad_cny_ret_5_missing,0.0,False
broad_sgd_ret_5_missing,0.0,False
broad_cny_ret_2_missing,0.0,False
broad_sgd_ret_60_missing,0.0,False
broad_cny_ret_20_missing,0.0,False
broad_cny_ret_1_missing,0.0,False
broad_factor_vol_60_positive_breadth,0.0,False
broad_huf_ret_5_missing,0.0,False
broad_jpy_ret_2_missing,0.0,False
broad_jpy_ret_20_missing,0.0,False
broad_try_age_days,0.0,False
broad_cny_ret_10_missing,0.0,False
broad_cny_age_days,0.0,False
broad_try_ret_10_missing,0.0,False
broad_factor_vol_20_positive_breadth,0.0,False
broad_chf_ret_60_missing,0.0,False
broad_chf_ret_5_missing,0.0,False
broad_cny_ret_60_missing,0.0,False
broad_czk_age_days,0.0,False
broad_sgd_ret_1_missing,0.0,False
broad_sek_ret_2_missing,0.0,False
broad_sek_age_days,0.0,False
broad_dkk_ret_20_missing,0.0,False
broad_dkk_ret_1_missing,0.0,False
broad_sek_ret_10_missing,0.0,False
broad_sek_ret_1_missing,0.0,False
broad_dkk_ret_10_missing,0.0,False
broad_dkk_age_days,0.0,False
broad_sek_ret_20_missing,0.0,False
broad_czk_ret_60_missing,0.0,False
broad_sgd_ret_10_missing,0.0,False
broad_sek_ret_5_missing,0.0,False
broad_czk_ret_5_missing,0.0,False
broad_sek_ret_60_missing,0.0,False
broad_czk_ret_2_missing,0.0,False
broad_czk_ret_20_missing,0.0,False
broad_sgd_age_days,0.0,False
broad_czk_ret_1_missing,0.0,False
broad_czk_ret_10_missing,0.0,False
broad_huf_ret_60_missing,0.0,False
