rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,quarter_frequency_min,quarter_frequency_max,quarters,candidate,period,policy_type,rate,rolling,cooldown,history,strong,late,late_weekday,weekly_cap
0.22,301,1.1903954802259888,20,0,0.53156146179402,0.3379032258064516,1.5731174525646414,0.6981255759464418,66.99984626827556,1.5731174525646414,1.5731174525646414,1,1,1.1468926553672316,1.225988700564972,1.4040144107050951,0.7432432432432432,1.5731174525646414,1.1903954802259888,1.1903954802259888,0.9438202247191012,1.8613636363636363,4,incumbent,screen_2024,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,316,1.2461971830985916,20,0,0.4588607594936709,0.22186234817813766,2.068222766330962,0.7742581100890952,64.1844585857615,2.068222766330962,2.068222766330962,1,1,1.2028169014084507,1.2816901408450705,1.900635664101706,0.8070739549839229,2.068222766330962,1.2461971830985916,1.2461971830985916,1.1666666666666667,1.4615384615384615,4,incumbent,retrospective_2025,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,219,1.3626666666666665,20,0,0.6118721461187214,0.3401273885350318,1.7989499427086006,0.7675191242606972,115.74108977325565,1.7989499427086006,1.7989499427086006,1,1,1.3066666666666666,1.431111111111111,1.4427736006683376,0.8504672897196262,1.7989499427086006,1.3626666666666665,1.3626666666666665,1.0733333333333333,1.7,3,incumbent,retrospective_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,535,1.2630691399662732,20,0,0.5214953271028038,0.26782178217821784,1.9471729403838514,0.7759626764849608,85.28894873540864,1.7989499427086006,1.9335863545197811,2,2,1.2158516020236088,1.2984822934232716,1.693772381867412,0.8169811320754717,1.9335863545197811,1.2461971830985916,1.3626666666666665,1.0733333333333333,1.7,7,incumbent,combined_2025_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,298,1.1785310734463277,20,0,0.5536912751677853,0.3379032258064516,1.6386090243628968,0.7238640228605316,87.20395147035894,1.6386090243628968,1.6386090243628968,1,1,1.1271186440677967,1.2062146892655368,1.5737704918032787,0.8122866894197952,1.6386090243628968,1.1785310734463277,1.1785310734463277,1.053932584269663,1.4525000000000001,4,selected,screen_2024,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,330,1.3014084507042254,20,0,0.40606060606060607,0.22186234817813766,1.8302366733023667,0.7332500360785982,56.892305909235944,1.8302366733023667,1.8302366733023667,1,1,1.2619718309859154,1.36056338028169,1.5577044355686358,0.7938461538461539,1.8302366733023667,1.3014084507042254,1.3014084507042254,1.0340909090909092,1.5794871794871796,4,selected,retrospective_2025,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,215,1.3377777777777777,20,0,0.6604651162790698,0.3401273885350318,1.9418169149028832,0.826797102078001,119.97269825315924,1.9418169149028832,1.9418169149028832,1,1,1.3066666666666666,1.431111111111111,1.7634057971014492,0.819047619047619,1.9418169149028832,1.3377777777777777,1.3377777777777777,1.1511111111111112,1.5454545454545454,3,selected,retrospective_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,545,1.2866779089376055,20,0,0.5064220183486239,0.26782178217821784,1.8908918245179671,0.7691426114712568,81.77723132931575,1.8302366733023667,1.886026794102625,2,2,1.2512647554806071,1.3575042158516022,1.782969885773624,0.7962962962962963,1.886026794102625,1.3014084507042254,1.3377777777777777,1.0340909090909092,1.5794871794871796,7,selected,combined_2025_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,307,1.2141242937853107,20,0,0.42996742671009774,0.3379032258064516,1.2724573010036306,0.5099171799918023,39.06988232074855,1.2724573010036306,1.2724573010036306,1,1,1.0875706214689267,1.305084745762712,1.0833333333333333,0.804635761589404,1.2724573010036306,1.2141242937853107,1.2141242937853107,1.0340909090909092,1.4875,4,matched_stale20,screen_2024,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,333,1.3132394366197182,20,0,0.23423423423423423,0.22186234817813766,1.0557637929900703,0.484038068617696,-15.596501499561082,1.0557637929900703,1.0557637929900703,1,1,1.2422535211267605,1.43943661971831,0.9208782104391052,0.8170731707317073,1.0557637929900703,1.3132394366197182,1.3132394366197182,1.05,1.6,4,matched_stale20,retrospective_2025,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,181,1.1262222222222222,20,0,0.30386740331491713,0.3401273885350318,0.8933929273491009,0.49729946640059,14.139823553850203,0.8933929273491009,0.8933929273491009,0,1,1.0888888888888888,1.182222222222222,0.5355750487329435,0.7727272727272727,0.8933929273491009,1.1262222222222222,1.1262222222222222,1.0545454545454545,1.1977777777777778,3,matched_stale20,retrospective_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,514,1.2134907251264757,20,0,0.2587548638132296,0.26782178217821784,0.9661457022231492,0.49181017298244434,-5.125149681141931,0.8933929273491009,0.9745783601695857,1,2,1.1568296795952784,1.2866779089376055,0.7620680785389694,0.793713163064833,0.9745783601695857,1.1262222222222222,1.3132394366197182,1.05,1.6,7,matched_stale20,combined_2025_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
