horizon,case_lift,pooled_lift,base_rate,hit_rate,n_signals,frequency,future_benefit_bps,symmetric_benefit_bps,candidate,period
10,2.0050884539613714,2.0205875377956954,0.2040716138573056,0.4091816367265469,501,1.1969283276450513,90.5965399782847,55.16420406166146,incumbent,2025-2026
20,1.9283750433017024,1.9465790431398897,0.15258374357707197,0.294238683127572,486,1.1895104895104898,79.23557570263263,78.80183730050807,incumbent,2025-2026
1,1.795534529510183,1.7897727272727273,0.46167163861069677,0.8289473684210527,304,1.1988732394366197,70.2508529849002,23.689764252345753,global_ridge_w10,2025
3,2.0264994341757823,2.013888888888889,0.2824419347965055,0.5723684210526315,304,1.1988732394366197,79.62620816638601,45.295622013148225,global_ridge_w10,2025
5,2.0633171912832933,2.0460766423357666,0.22000852333262302,0.45394736842105265,304,1.1988732394366197,71.45431064259792,50.69534661121466,global_ridge_w10,2025
10,2.007763266051694,1.986607142857143,0.14581557639036863,0.29276315789473684,304,1.1988732394366197,39.843340587561684,52.263500263010606,global_ridge_w10,2025
20,2.0092566619915853,1.9800420168067228,0.09495525250372895,0.19078947368421054,304,1.1988732394366197,4.968930344623254,66.66835137908555,global_ridge_w10,2025
1,1.722872103386809,1.721031428062678,0.5497305242528173,0.9471153846153846,208,1.294222222222222,87.6966142618206,18.277675713239685,global_ridge_w10,2026
3,1.965776293823038,1.9644048774569278,0.4035399314061735,0.7932692307692307,208,1.294222222222222,111.70309215840531,32.12678938831756,global_ridge_w10,2026
5,1.9957627118644066,1.993031547104581,0.3396619304262617,0.6778846153846154,208,1.294222222222222,128.12787888394092,39.859102000147075,global_ridge_w10,2026
10,1.959546565903534,1.956241956241956,0.2916126523204563,0.5714285714285714,203,1.3036697247706424,160.6422998150334,52.83728767620202,global_ridge_w10,2026
20,1.815525114155251,1.8127659574468085,0.2461042852861852,0.44680851063829785,188,1.2901960784313726,193.41322817296225,89.65175266093412,global_ridge_w10,2026
1,1.7629127565404905,1.7643877614541832,0.49744556090280817,0.876953125,512,1.2087689713322092,77.33819350364911,21.491103283333914,global_ridge_w10,2025-2026
3,1.9964822582070767,2.0021870321856285,0.33163799591918314,0.662109375,512,1.2087689713322092,92.65744228814384,39.94578375931078,global_ridge_w10,2025-2026
5,2.0286147729650557,2.034643599815157,0.2686177199644137,0.544921875,512,1.2087689713322092,94.47794774064351,46.29312223796846,global_ridge_w10,2025-2026
10,1.9801922118045032,1.9966752592419004,0.20419192040182385,0.40433925049309666,507,1.2112627986348123,88.21057672794977,52.493241574406774,global_ridge_w10,2025-2026
20,1.8899565506118967,1.9093938388363476,0.15271138698157807,0.2886178861788618,492,1.2041958041958043,76.97610105951703,75.45062666564556,global_ridge_w10,2025-2026
1,1.7745658199920802,1.7690615835777126,0.46172130077053675,0.8193548387096774,310,1.2225352112676056,68.63506105261995,22.64250454494632,global_ridge_w25,2025
3,2.0217813540510545,2.008960573476702,0.28240825388533364,0.5709677419354838,310,1.2225352112676056,78.55851750963619,43.25250875471194,global_ridge_w25,2025
5,2.0527128101626495,2.0355545090652223,0.22000783596708898,0.45161290322580644,310,1.2225352112676056,71.56354449974987,48.6048469210444,global_ridge_w25,2025
10,2.0124451607126868,1.9919354838709677,0.14586652736058509,0.29354838709677417,310,1.2225352112676056,40.06428190519841,49.910898486969195,global_ridge_w25,2025
20,2.0084068357221607,1.975196530224993,0.09476296199555961,0.19032258064516128,310,1.2225352112676056,6.775750727857379,65.20092376429504,global_ridge_w25,2025
1,1.7138978166906793,1.712796827928407,0.5499649529150032,0.9425837320574163,209,1.3004444444444443,86.71785818637993,18.235540332314564,global_ridge_w25,2026
3,1.94412564180006,1.9431572909905965,0.4036205162587999,0.784688995215311,209,1.3004444444444443,110.25939406488693,31.50725222856361,global_ridge_w25,2026
5,1.9573952820880798,1.9553608228948267,0.3397738701124554,0.6650717703349283,209,1.3004444444444443,125.80654675701557,38.79540695810899,global_ridge_w25,2026
10,1.9153310489665083,1.9130895601483835,0.29176341589267285,0.5588235294117647,204,1.310091743119266,157.30828175819164,50.70235074906094,global_ridge_w25,2026
20,1.7621065375302665,1.7602418745275887,0.24621804903495043,0.43386243386243384,189,1.2970588235294118,184.6146599721795,87.35502320309837,global_ridge_w25,2026
1,1.7475453489928996,1.7483438116512755,0.4972567984549173,0.8689788053949904,519,1.2252951096121418,75.91695816428822,20.867831095158195,global_ridge_w25,2025-2026
3,1.9836739953400986,1.986835577400113,0.33122012832859854,0.6570327552986512,519,1.2252951096121418,91.32438109354257,38.522723371349706,global_ridge_w25,2025-2026
5,2.004091967862187,2.00720139326659,0.268237317925435,0.5375722543352601,519,1.2252951096121418,93.40706563995897,44.654610018821856,global_ridge_w25,2025-2026
10,1.9572580606195311,1.969483183726933,0.2037711290347989,0.39883268482490275,514,1.227986348122867,86.59691997914904,50.22501572717681,global_ridge_w25,2025-2026
20,1.8574204665641072,1.8693509467915423,0.15212771440126077,0.28256513026052105,499,1.2213286713286713,74.13357406889324,73.59195541546504,global_ridge_w25,2025-2026
1,1.735379061371841,1.7286392405063293,0.4613590939373752,0.8006329113924051,316,1.2461971830985914,69.64559437984175,23.972319620807408,global_ridge_w50,2025
3,1.9968207829957307,1.9819503047351148,0.2820939886229693,0.5632911392405063,316,1.2461971830985914,76.2066926682638,43.94504153324846,global_ridge_w50,2025
5,2.032150776053215,2.0111683451907973,0.2195715676728335,0.4462025316455696,316,1.2461971830985914,67.46939870566541,48.535305121758604,global_ridge_w50,2025
10,2.0017618040873852,1.975587703435805,0.1454415005381028,0.2911392405063291,316,1.2461971830985914,36.79812515361,50.33837706770968,global_ridge_w50,2025
20,2.040492957746479,2.0033773002872035,0.09460359760159892,0.1930379746835443,316,1.2461971830985914,-2.34293251811595,65.1344702799518,global_ridge_w50,2025
1,1.6821428571428572,1.683147721454173,0.5506472159441134,0.9262672811059908,217,1.350222222222222,82.9828694016316,18.22579289879457,global_ridge_w50,2026
3,1.9058661045286034,1.9057552806408,0.4037981742933459,0.7695852534562212,217,1.350222222222222,106.97559234795945,31.47745460323848,global_ridge_w50,2026
5,1.924551104972376,1.9239199848116124,0.3400158501863864,0.6543778801843319,217,1.350222222222222,123.19403961382898,38.690689770249755,global_ridge_w50,2026
10,1.9056523586910323,1.9054903960564336,0.29208043694141017,0.5566037735849056,212,1.361467889908257,157.74500341469766,51.919317565734225,global_ridge_w50,2026
20,1.8013550526164048,1.803174603174603,0.24672784179826432,0.4444444444444444,198,1.3588235294117648,194.30110311431892,91.77134761821479,global_ridge_w50,2026
1,1.711399795281362,1.713745393659882,0.49771091846919907,0.851782363977486,533,1.258347386172007,75.07559190278434,21.63273932310237,global_ridge_w50,2025-2026
3,1.9517338567617897,1.9573423509453889,0.3316433475169125,0.6472795497185742,533,1.258347386172007,88.73361805380593,38.86911964992357,global_ridge_w50,2025-2026
5,1.9766979459696243,1.9825006155649498,0.26860798288003984,0.5309568480300187,533,1.258347386172007,90.15654143938303,44.52727223005614,global_ridge_w50,2025-2026
10,1.9465971140675133,1.964024527452745,0.20431925530609743,0.3977272727272727,528,1.2614334470989763,85.36012930389522,50.97314863131044,global_ridge_w50,2025-2026
20,1.892139189208271,1.9177651605389239,0.15320398738941945,0.2898832684824903,514,1.2580419580419582,73.40710455430059,75.39536855422429,global_ridge_w50,2025-2026
1,1.5978728653271566,1.5923295454545456,0.46155111336032395,0.7375,320,1.2619718309859154,60.5111930313589,22.53030799976114,global_ridge_w100,2025
3,1.8512252042006996,1.8362268518518519,0.2819078947368422,0.521875,320,1.2619718309859154,64.82004686158821,37.96960408218631,global_ridge_w100,2025
5,1.8661399157967586,1.8451756386861313,0.21936993927125506,0.409375,320,1.2619718309859154,54.6436924524088,40.078445550470384,global_ridge_w100,2025
10,1.8286734604999566,1.8024553571428572,0.1452555668016194,0.265625,320,1.2619718309859154,26.47263094085297,43.09370196337313,global_ridge_w100,2025
20,1.8900523560209426,1.8486081932773109,0.09424342105263157,0.178125,320,1.2619718309859154,-12.869180121743721,57.900564518089425,global_ridge_w100,2025
1,1.6253116531165313,1.6142872523686478,0.5465856910087394,0.8883720930232558,215,1.3377777777777777,75.09042113906615,18.77948500535524,global_ridge_w100,2026
3,1.826387866293624,1.8198224635023108,0.4023700192564065,0.7348837209302326,215,1.3377777777777777,101.05856310539153,31.189979896409348,global_ridge_w100,2026
5,1.8832851764293845,1.8734430798710915,0.338349874092727,0.6372093023255814,215,1.3377777777777777,116.19729126491562,36.79143004746624,global_ridge_w100,2026
10,1.9004060696730074,1.8893421723610404,0.2904046673286991,0.5518867924528302,212,1.361467889908257,151.89131840308855,49.53115290445215,global_ridge_w100,2026
20,1.8207780853853999,1.8123277737490935,0.24533495388575108,0.4467005076142132,197,1.3519607843137256,192.2984214091059,89.40682042587605,global_ridge_w100,2026
1,1.6100310296872034,1.6058010946866739,0.4957238875554815,0.7981308411214953,535,1.2630691399662732,66.37013516810107,21.022967917897084,global_ridge_w100,2025-2026
3,1.8390666140573186,1.836980245117242,0.33031790739423716,0.6074766355140186,535,1.2630691399662732,79.38318890349046,35.24508221313576,global_ridge_w100,2025-2026
5,1.8748652856377443,1.8704026810855632,0.2671843056013793,0.5009345794392523,535,1.2630691399662732,79.38018543313584,38.757495395057504,global_ridge_w100,2025-2026
10,1.8695468894904965,1.875,0.20309693768835044,0.37969924812030076,532,1.2709897610921503,76.45150639572881,45.65900196244973,global_ridge_w100,2025-2026
20,1.8473954373521342,1.85545204542165,0.15181601673565776,0.2804642166344294,517,1.2653846153846156,65.3088034403015,69.90584965123055,global_ridge_w100,2025-2026
1,1.8347326180379657,1.8296192443919717,0.4618670802881329,0.8474025974025974,308,1.2146478873239437,71.14769246318241,24.830276231594787,global_hist_w10,2025
3,2.080750255980639,2.0677008177008176,0.28242809821757187,0.5876623376623377,308,1.2146478873239437,80.14720950989722,46.58985850071857,global_hist_w10,2025
5,2.112373661862329,2.092674661105318,0.21979336453020662,0.4642857142857143,308,1.2146478873239437,72.30537787150364,51.69631652295309,global_hist_w10,2025
10,2.074505554050393,2.0489332096474957,0.1455518166044482,0.30194805194805197,308,1.2146478873239437,44.092569915819126,55.614413489771934,global_hist_w10,2025
20,2.056334119605939,2.021717778020299,0.09473421315526578,0.19480519480519481,308,1.2146478873239437,8.460199862250548,70.22104267508809,global_hist_w10,2025
1,1.7207171762589928,1.7200984358144553,0.5501205862346176,0.9466019417475728,206,1.2817777777777777,87.78484192006339,18.093384288991484,global_hist_w10,2026
3,1.9594946401225115,1.9594346268108174,0.4038092882320203,0.7912621359223301,206,1.2817777777777777,111.56798216402147,32.23167934821859,global_hist_w10,2026
5,1.9839090909090908,1.9838369513835863,0.3401150207160967,0.6747572815533981,206,1.2817777777777777,127.33683928495121,39.70921294868082,global_hist_w10,2026
10,1.9423831409034862,1.9416431356729862,0.29199397748101596,0.5671641791044776,201,1.2908256880733946,159.22264177662157,52.451091687553465,global_hist_w10,2026
20,1.8112801598278776,1.8104454685099847,0.2463652885052249,0.44623655913978494,186,1.2764705882352942,192.95807767902295,90.61439298789769,global_hist_w10,2026
1,1.7841778533291808,1.7849225665431658,0.49723716243789123,0.8871595330739299,514,1.2134907251264757,77.8154994439557,22.1302767370884,global_hist_w10,2025-2026
3,2.0214774025999214,2.0238122975838206,0.3310750342934014,0.669260700389105,514,1.2134907251264757,92.7399705347019,40.83541315944426,global_hist_w10,2025-2026
5,2.047037576487726,2.0485194588490834,0.2680156625346684,0.5486381322957199,514,1.2134907251264757,94.36078847689313,46.89214660797238,global_hist_w10,2025-2026
10,1.9995991337377845,2.0082329942228014,0.20338064634156042,0.4066797642436149,509,1.2160409556313994,89.55650791979025,54.36524319066405,global_hist_w10,2025-2026
20,1.906613756513191,1.9150554958825636,0.15182607553399532,0.2894736842105263,494,1.2090909090909092,77.9270121576345,77.8995106066318,global_hist_w10,2025-2026
1,1.8238838906806993,1.8178152492668622,0.46161682120935094,0.8419354838709677,310,1.2225352112676056,71.60878234356855,25.28591401668329,global_hist_w25,2025
3,2.0564292321924142,2.043010752688172,0.2823560141047408,0.5806451612903226,310,1.2225352112676056,79.6475908861443,45.606385897428964,global_hist_w25,2025
5,2.0994412743699478,2.0791735342594775,0.21972051717382787,0.4612903225806452,310,1.2225352112676056,72.11074584552935,50.36046405052218,global_hist_w25,2025
10,2.084014002333723,2.057603686635945,0.1455008488964346,0.3032258064516129,310,1.2225352112676056,44.41592066768641,54.2467831162802,global_hist_w25,2025
20,2.109947643979058,2.0756302521008405,0.09478908188585607,0.2,310,1.2225352112676056,9.506161965017606,69.57133730172276,global_hist_w25,2025
1,1.7117274884193872,1.7107610659439927,0.5500077675935996,0.9414634146341463,205,1.2755555555555556,86.95940421029488,17.609975408080317,global_hist_w25,2026
3,1.9576662561576357,1.9569131338001078,0.4036663041789653,0.7902439024390244,205,1.2755555555555556,111.23840838372654,32.38226568214619,global_hist_w25,2026
5,1.9809819877480113,1.979172375993423,0.33981668479105176,0.6731707317073171,205,1.2755555555555556,128.0577597444855,40.61323713941224,global_hist_w25,2026
10,1.9359783588818753,1.934234234234234,0.2918421052631579,0.565,200,1.2844036697247705,160.4206399293646,54.512613530324195,global_hist_w25,2026
20,1.8005257460955622,1.7983011583011583,0.24617434335744195,0.44324324324324327,185,1.269607843137255,194.44448149696439,94.02457468210058,global_hist_w25,2026
1,1.774457765168848,1.7736432909140138,0.4968015668574498,0.8815533980582524,515,1.215851602023609,77.71922405750817,22.230443308404432,global_hist_w25,2025-2026
3,2.008433580217598,2.0081390616824604,0.33064457617312143,0.6640776699029126,515,1.215851602023609,92.22257649197802,40.3424157146465,global_hist_w25,2025-2026
5,2.0395456919929917,2.0372916031082315,0.2675257877787422,0.545631067961165,515,1.215851602023609,94.38091642666723,46.48049994027454,global_hist_w25,2025-2026
10,2.000508646998983,2.0042952824694233,0.2028895768833849,0.40588235294117647,510,1.218430034129693,89.90796743697197,54.35103033747392,global_hist_w25,2025-2026
20,1.9218739832989915,1.924551638837353,0.1513674119307922,0.2909090909090909,495,1.2115384615384617,78.62452381029067,78.71042601964174,global_hist_w25,2025-2026
1,1.8255778546712804,1.818540292515056,0.4613724313209619,0.8422712933753943,317,1.2501408450704226,72.12155913033291,23.982209953969335,global_hist_w50,2025
3,2.047888727799927,2.0311952330879777,0.2818937662039107,0.5772870662460567,317,1.2501408450704226,74.77681198495142,41.16055864942829,global_hist_w50,2025
5,2.042748980780431,2.0190425752377443,0.21928760265137484,0.4479495268138801,317,1.2501408450704226,65.41506522265401,45.02206918738196,global_hist_w50,2025
10,2.043118620204153,2.0121676430824698,0.1451359532050218,0.29652996845425866,317,1.2501408450704226,37.23609883484163,48.92626983743104,global_hist_w50,2025
20,2.0048701298701297,1.9643188505686184,0.09440733598130244,0.1892744479495268,317,1.2501408450704226,-0.893447744300918,63.41559901330348,global_hist_w50,2025
1,1.6863027350238067,1.6867136275031012,0.55045256453235,0.9282296650717703,209,1.3004444444444443,84.32409105644577,15.852714426475158,global_hist_w50,2026
3,1.9311047389073344,1.9313087709235806,0.4038643220674733,0.7799043062200957,209,1.3004444444444443,108.14299883250528,28.920774715571554,global_hist_w50,2026
5,1.9552907445569396,1.9553608228948267,0.34013957882546547,0.6650717703349283,209,1.3004444444444443,124.29640592158833,35.999397373831755,global_hist_w50,2026
10,1.9031301482701812,1.903757415952538,0.292201540436457,0.5560975609756098,205,1.31651376146789,156.24996061358723,49.018020178759386,global_hist_w50,2026
20,1.8355629039531038,1.8363909774436091,0.246590066716086,0.45263157894736844,190,1.303921568627451,188.75341929438972,87.80227980026095,global_hist_w50,2026
1,1.7642580301726876,1.763326920455062,0.4967673891939279,0.876425855513308,526,1.2418212478920743,76.97009367892149,20.752049183539135,global_hist_w50,2025-2026
3,1.9911610038245626,1.9891395915393546,0.33035735208886235,0.6577946768060836,526,1.2418212478920743,88.03447938255363,36.297222447572665,global_hist_w50,2025-2026
5,1.9985300205026832,1.9946866456287817,0.26730673386883674,0.5342205323193916,526,1.2418212478920743,88.81088310493018,41.43701517781543,global_hist_w50,2025-2026
10,1.963942525934527,1.9676795265733467,0.20289159570012563,0.39846743295019155,522,1.247098976109215,83.97525911193523,48.96230205960022,global_hist_w50,2025-2026
20,1.90155572595903,1.9050973446577844,0.15143833960972233,0.2879684418145957,507,1.240909090909091,70.17737027808808,72.55459181314949,global_hist_w50,2025-2026
1,1.738319323037395,1.7327735958309207,0.461680290879084,0.802547770700637,314,1.2383098591549295,65.83808359869485,20.586679998952523,global_hist_w100,2025
3,1.941681901279707,1.9273413540929465,0.2821114520745765,0.5477707006369427,314,1.2383098591549295,62.550380087401265,33.5075679217369,global_hist_w100,2025
5,1.8720916568742656,1.8517248593611977,0.21944867067227108,0.410828025477707,314,1.2383098591549295,52.03169147462223,36.1864912767045,global_hist_w100,2025
10,1.8418109187749665,1.8152866242038217,0.14524613837386216,0.267515923566879,314,1.2383098591549295,27.34631502843509,41.47691659546579,global_hist_w100,2025
20,1.786923286923287,1.751726168174276,0.09445834085458624,0.16878980891719744,314,1.2383098591549295,-7.48250790198823,55.01990416547667,global_hist_w100,2025
1,1.636313768513439,1.6362778655432684,0.5503063965949226,0.9004739336492891,211,1.3128888888888888,80.05093320983715,14.321996625191847,global_hist_w100,2026
3,1.8307669307818804,1.8308490439098777,0.40383976816494105,0.7393364928909952,211,1.3128888888888888,102.3799141469431,25.847418562736433,global_hist_w100,2026
5,1.880823498092111,1.8810905799030833,0.34017568750566,0.6398104265402843,211,1.3128888888888888,117.90665377070144,32.5457944095879,global_hist_w100,2026
10,1.8681748966717422,1.8688253470862164,0.29220696669209256,0.5458937198067633,207,1.3293577981651377,150.65068180970343,47.870654523073455,global_hist_w100,2026
20,1.8055347793567686,1.8055347793567689,0.24647887323943665,0.44502617801047123,191,1.3107843137254902,185.02279839016174,89.63328024114955,global_hist_w100,2026
1,1.6929530113509708,1.693872130525517,0.49729954479535426,0.8419047619047619,525,1.2394603709949412,71.55029553764918,18.06887391921252,global_hist_w100,2025-2026
3,1.8873006796026899,1.8892500712859992,0.33103464196994203,0.6247619047619047,525,1.2394603709949412,78.55805949037902,30.428917417452904,global_hist_w100,2025-2026
5,1.876546649551478,1.8775811988381306,0.26796943362816644,0.5028571428571429,525,1.2394603709949412,78.50715251171313,34.723277869158586,global_hist_w100,2025-2026
10,1.8568416634071416,1.867196556507858,0.2036355653640228,0.3781190019193858,521,1.2447098976109214,76.3367256305897,44.01723089683774,global_hist_w100,2025-2026
20,1.7983412143547415,1.8078399676702366,0.15195521547935145,0.2732673267326733,505,1.2360139860139863,65.32642972533978,68.11129986934502,global_hist_w100,2025-2026
1,1.8099828076998958,1.8050277696579946,0.4618899462358592,0.8360128617363344,311,1.2264788732394367,69.96766023929929,24.21732692527299,global_quantile_w10,2025
3,2.049981556621173,2.0364415862808145,0.28233333767265056,0.5787781350482315,311,1.2264788732394367,78.12947278150428,45.583795713061996,global_quantile_w10,2025
5,2.078459259259259,2.0579951651137134,0.21967793587356968,0.4565916398713826,311,1.2264788732394367,70.19126083992494,50.683205113046185,global_quantile_w10,2025
10,2.0338315582207107,2.0073495636196603,0.14544957496387517,0.2958199356913183,311,1.2264788732394367,42.07364437449259,54.85755027788583,global_quantile_w10,2025
20,2.005918788713007,1.9688454159798967,0.09457541950349532,0.18971061093247588,311,1.2264788732394367,7.227630588273498,69.22898884535161,global_quantile_w10,2025
1,1.7207171762589928,1.7200984358144553,0.5501205862346176,0.9466019417475728,206,1.2817777777777777,87.33477580508911,18.140717341402897,global_quantile_w10,2026
3,1.9715160796324656,1.971455698140945,0.4038092882320203,0.7961165048543689,206,1.2817777777777777,112.0278407876328,33.133332844786615,global_quantile_w10,2026
5,1.9981818181818183,1.9981091596669214,0.3401150207160967,0.6796116504854369,206,1.2817777777777777,128.82000998213476,41.37222641800324,global_quantile_w10,2026
10,1.9594215895079026,1.9586750930034509,0.29199397748101596,0.572139303482587,201,1.2908256880733946,162.29507103130206,55.70410044368044,global_quantile_w10,2026
20,1.8331028123559243,1.832258064516129,0.2463652885052249,0.45161290322580644,186,1.2764705882352942,198.3888691626802,95.87503975139892,global_quantile_w10,2026
1,1.7706166927291846,1.7706735918993273,0.49704567513285,0.8800773694390716,517,1.2205733558178753,76.8876327858229,21.796085969224173,global_quantile_w10,2025-2026
3,2.0118090690223673,2.0120687059150555,0.3307357473732892,0.6653771760154739,517,1.2205733558178753,91.63636602959417,40.62287627231784,global_quantile_w10,2025-2026
5,2.0378147259556028,2.0366324987397073,0.2676664068166269,0.5454545454545454,517,1.2205733558178753,93.55203902811687,46.97322133900586,global_quantile_w10,2025-2026
10,1.9918093856065293,1.996466004022277,0.20297970173329957,0.404296875,512,1.22320819112628,89.26994663624788,55.18988735469192,global_quantile_w10,2025-2026
20,1.9006631275107917,1.903495804760536,0.15138209079991724,0.28772635814889336,497,1.2164335664335666,78.76885870666315,79.20115276592465,global_quantile_w10,2025-2026
1,1.8048752640292287,1.8004145691442108,0.4620132139418956,0.8338762214983714,307,1.2107042253521125,71.5238679743436,24.00508122585601,global_quantile_w25,2025
3,2.063906264587807,2.051514054771384,0.28250405517677935,0.5830618892508144,307,1.2107042253521125,78.48126910889347,43.52360853762186,global_quantile_w25,2025
5,2.0883252383522213,2.070127677785967,0.21992905089082015,0.4592833876221498,307,1.2107042253521125,70.94154290601095,48.28626911074664,global_quantile_w25,2025
10,2.079199855177408,2.0556072591903214,0.14569623758720276,0.30293159609120524,307,1.2107042253521125,44.685158789845495,52.86577265807281,global_quantile_w25,2025
20,2.0288180426005846,1.9944981249828921,0.09472629205185351,0.19218241042345277,307,1.2107042253521125,10.624648057583869,67.82048490955341,global_quantile_w25,2025
1,1.7015127568299844,1.7018970189701899,0.5504427528351716,0.9365853658536586,205,1.2755555555555556,85.8795623952553,17.255310751438795,global_quantile_w25,2026
3,1.9451327433628316,1.9448334230976378,0.4037595153021595,0.7853658536585366,205,1.2755555555555556,110.51987622309085,32.19602945115767,global_quantile_w25,2026
5,1.9664472481258002,1.9648305471818766,0.33984775516544974,0.6682926829268293,205,1.2755555555555556,127.05965991146871,40.35871927574289,global_quantile_w25,2026
10,1.9181971830985916,1.917117117117117,0.29194078947368424,0.56,200,1.2844036697247705,158.872096213061,54.32848846920904,global_quantile_w25,2026
20,1.8133171176649439,1.8127659574468085,0.2464039556487863,0.44680851063829785,188,1.2901960784313726,193.76200010656598,92.58052535341886,global_quantile_w25,2026
1,1.7590783490394573,1.7604581673306774,0.4974195722878363,0.875,512,1.2087689713322092,77.27175343584146,21.302536406997554,global_quantile_w25,2025-2026
3,2.005906266207355,2.0080931886227544,0.33105360464104283,0.6640625,512,1.2087689713322092,91.3092270354764,38.98815206745554,global_quantile_w25,2025-2026
5,2.0264309512732672,2.0273509704251387,0.26794337584452926,0.54296875,512,1.2087689713322092,93.41071084764933,45.11215247759083,global_quantile_w25,2025-2026
10,1.9880348843486668,1.9966752592419004,0.20338639612230394,0.40433925049309666,507,1.2112627986348123,89.7293155642895,53.442780867594,global_quantile_w25,2025-2026
20,1.8964280960936981,1.9111866969009825,0.15233316226644616,0.28888888888888886,495,1.2115384615384617,80.17984439133868,77.2242982498498,global_quantile_w25,2025-2026
1,1.7642377990820453,1.7580213903743316,0.4615259272257806,0.8142414860681114,323,1.2738028169014084,67.96527748537355,21.33048659626581,global_quantile_w50,2025
3,1.997955555555555,1.9825708061002176,0.2820220353216932,0.5634674922600619,323,1.2738028169014084,68.39334689935649,36.27995626286817,global_quantile_w50,2025
5,1.974984293791764,1.9536281665951052,0.21946328073100113,0.43343653250773995,323,1.2738028169014084,59.442939259654445,40.40157926696544,global_quantile_w50,2025
10,1.9594722773130984,1.9327731092436977,0.14536042416114112,0.2848297213622291,323,1.2738028169014084,32.521539106875245,45.41808431894971,global_quantile_w50,2025
20,1.838628206832381,1.7993079584775087,0.0942956342988932,0.17337461300309598,323,1.2738028169014084,-4.725803650025781,59.290090863983345,global_quantile_w50,2025
1,1.701991150442478,1.7041024277866383,0.551001127601865,0.937799043062201,209,1.3004444444444443,84.08079968435554,15.680478777559912,global_quantile_w50,2026
3,1.9173765548435733,1.919460250856565,0.40426050650656753,0.7751196172248804,209,1.3004444444444443,108.52524953381852,29.34544112221033,global_quantile_w50,2026
5,1.9372317596566526,1.9412934788452234,0.3408405205254015,0.6602870813397129,209,1.3004444444444443,126.15905268802366,37.19063452146593,global_quantile_w50,2026
10,1.9102634770146625,1.9130895601483835,0.29253740970072234,0.5588235294117647,204,1.310091743119266,158.2275804939698,49.82762500881859,global_quantile_w50,2026
20,1.843042559613643,1.8461073318216175,0.24688873984648635,0.455026455026455,189,1.2970588235294118,197.43513890152425,88.95879610952328,global_quantile_w50,2026
1,1.7371090883592573,1.735876044693407,0.4966768988020995,0.8627819548872181,532,1.2559865092748737,74.29637549211647,19.110840667488493,global_quantile_w50,2025-2026
3,1.9591811078205095,1.9553374454099317,0.3300442918586081,0.6466165413533834,532,1.2559865092748737,84.15945150575227,33.555682457609734,global_quantile_w50,2025-2026
5,1.9560616697037267,1.9511347685294569,0.26714719636451556,0.5225563909774437,532,1.2559865092748737,85.65284096365664,39.14013668837635,global_quantile_w50,2025-2026
10,1.931931333323841,1.9302703515133295,0.20233216049904354,0.3908918406072106,527,1.2590443686006827,81.18194222446023,47.125003295673146,global_quantile_w50,2025-2026
20,1.8412991591518761,1.8348081420068028,0.1506239486514227,0.27734375,512,1.2531468531468533,69.9000130340425,70.24201526126274,global_quantile_w50,2025-2026
1,1.7042349170130116,1.6978609625668448,0.4614256527243329,0.7863777089783281,323,1.2738028169014084,60.99580425275497,18.20714235459125,global_quantile_w100,2025
3,1.921623544056193,1.9063180827886712,0.28194682944560734,0.541795665634675,323,1.2738028169014084,56.162620627770856,28.83073602955704,global_quantile_w100,2025
