horizon,case_lift,pooled_lift,base_rate,hit_rate,n_signals,frequency,future_benefit_bps,symmetric_benefit_bps,candidate
10,1.6325142945448923,1.6291909564788256,0.2810057321521626,0.45874587458745875,303,1.2932926829268294,103.56586773733743,34.850417017176426,global_extra_w25
20,1.6573546180159635,1.6541481734380337,0.20311504834693997,0.33663366336633666,303,1.2932926829268294,120.35329064627396,40.66036186385396,global_extra_w25
1,1.5376892066631171,1.537930964528792,0.5562277881198172,0.8553054662379421,311,1.327439024390244,62.16437188013735,15.317741302519364,global_extra_w50
3,1.6363636363636365,1.6362830426308863,0.4008574490889603,0.6559485530546624,311,1.327439024390244,80.31627984669575,28.849132626317857,global_extra_w50
5,1.6180162441545656,1.6177242601220552,0.34379759688610595,0.5562700964630225,311,1.327439024390244,84.80119410552362,31.168457229685917,global_extra_w50
10,1.6223692122669875,1.621540403281546,0.2814350990015231,0.4565916398713826,311,1.327439024390244,101.40952741811175,34.4930348715321,global_extra_w50
20,1.6421052631578947,1.6431976937576227,0.20364415862808144,0.33440514469453375,311,1.327439024390244,120.51685567817601,40.09805818923349,global_extra_w50
1,1.4599615330487403,1.4609621451104102,0.5565215121136174,0.8125,336,1.4341463414634146,57.27037139463219,14.000044329593065,global_extra_w100
3,1.5652004164497657,1.5665051578618316,0.4012113617376775,0.6279761904761905,336,1.4341463414634146,73.18222667174203,26.877536018892382,global_extra_w100
5,1.5649601820250285,1.566599854227405,0.34421992481203006,0.5386904761904762,336,1.4341463414634146,78.0785541660492,30.49985012760782,global_extra_w100
10,1.532542184312998,1.5325990209167781,0.2815893901420218,0.43154761904761907,336,1.4341463414634146,96.93035414633849,37.31347906032984,global_extra_w100
20,1.5321600000000002,1.5355603448275863,0.20396042188805344,0.3125,336,1.4341463414634146,123.4034511013868,47.372910517425815,global_extra_w100
1,1.5622244648642905,1.5619921613612469,0.5560576525488807,0.8686868686868687,297,1.2676829268292684,62.35279287208905,15.184622561743755,local_ridge_w10
3,1.6638042236391108,1.6630196936542667,0.4006881682320279,0.6666666666666666,297,1.2676829268292684,80.38674377773398,28.197579647909336,local_ridge_w10
5,1.6364105208870552,1.6352298495155637,0.3436115541378699,0.5622895622895623,297,1.2676829268292684,85.6159120906704,30.147518299721696,local_ridge_w10
10,1.627801984356134,1.6262311589414395,0.28130722428968047,0.45791245791245794,297,1.2676829268292684,100.25123107875514,31.500776694751096,local_ridge_w10
20,1.6219512195121952,1.6213862765586904,0.20343788764841395,0.32996632996632996,297,1.2676829268292684,115.98930785576258,36.264903578150175,local_ridge_w10
1,1.5703203010983946,1.570424843295506,0.5561773752563226,0.8733766233766234,308,1.3146341463414635,62.73973040937238,15.712324416376376,local_ridge_w25
3,1.6768279684502239,1.6765182301287331,0.40080314422419683,0.672077922077922,308,1.3146341463414635,78.8914129219415,27.343683866791938,local_ridge_w25
5,1.6528583264291632,1.652365491651206,0.3437571200729096,0.5681818181818182,308,1.3146341463414635,84.00795021113521,29.0433740615525,local_ridge_w25
10,1.638793277991496,1.6373346279888337,0.28132832080200504,0.461038961038961,308,1.3146341463414635,99.49011986486694,31.62063877965143,local_ridge_w25
20,1.6585297614884245,1.6592028660994178,0.20359136477557527,0.33766233766233766,308,1.3146341463414635,118.03668747951822,37.29960299495225,local_ridge_w25
1,1.5589176607506547,1.5602038340208688,0.5565991902834008,0.8676923076923077,325,1.3871951219512195,60.770173878535424,15.591697527841982,local_ridge_w50
3,1.6568429551877273,1.6579027099814845,0.4011336032388663,0.6646153846153846,325,1.3871951219512195,76.587212192906,27.210863593009634,local_ridge_w50
5,1.636363636363636,1.6375196232339086,0.3441025641025641,0.563076923076923,325,1.3871951219512195,81.53842302464703,28.954945763338273,local_ridge_w50
10,1.6177965289097707,1.6172537742631201,0.28148448043184887,0.4553846153846154,325,1.3871951219512195,96.8969424419616,31.297282897388236,local_ridge_w50
20,1.6127454220929462,1.6177718832891246,0.20414304993252363,0.3292307692307692,325,1.3871951219512195,114.9241139764076,35.09411745070726,local_ridge_w50
1,1.483081101206772,1.4834384858044165,0.5562743664717349,0.825,360,1.5365853658536586,52.7069489484579,13.090346695754144,local_ridge_w100
3,1.5465385083343473,1.5452224653537563,0.40053606237816763,0.6194444444444445,360,1.5365853658536586,66.01615803726251,21.876832844468286,local_ridge_w100
5,1.5290611028315946,1.5267857142857142,0.3433479532163743,0.525,360,1.5365853658536586,71.66661652798471,23.071372041875243,local_ridge_w100
10,1.524884912707374,1.5192107995846313,0.2805311890838207,0.42777777777777776,360,1.5365853658536586,89.75588738185434,24.668785946416047,local_ridge_w100
20,1.472022955523673,1.4741379310344827,0.20380116959064326,0.3,360,1.5365853658536586,114.86158608762545,31.35666678443435,local_ridge_w100
