rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,quarter_frequency_min,quarter_frequency_max,quarters,candidate,period,policy_type,rate,rolling,cooldown,history,strong,late,late_weekday,weekly_cap
0.22,358,1.415819209039548,20,0,0.5782122905027933,0.3379032258064516,1.7111771843042094,0.7577492957828366,81.66918734699773,1.7111771843042094,1.7111771843042094,1,1,1.3248587570621468,1.4830508474576272,1.6021385609267098,0.8441926345609065,1.7111771843042094,1.415819209039548,1.415819209039548,1.101123595505618,2.135,4,noon_consensus,screen_2024,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,317,1.2501408450704226,20,0,0.45741324921135645,0.22186234817813766,2.0616984042920627,0.797904782882794,67.80915250860677,2.0616984042920627,2.0616984042920627,1,1,1.2225352112676056,1.2816901408450705,1.8481514084507042,0.7564102564102564,2.0616984042920627,1.2501408450704226,1.2501408450704226,1.0977272727272729,1.4461538461538461,4,noon_consensus,retrospective_2025,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,237,1.4746666666666666,20,0,0.6371308016877637,0.3401273885350318,1.8732122821157098,0.8264464303790147,110.67229412512404,1.8732122821157098,1.8732122821157098,1,1,1.4,1.5244444444444443,1.5302144249512672,0.8448275862068966,1.8732122821157098,1.4746666666666666,1.4746666666666666,1.431111111111111,1.5818181818181818,3,noon_consensus,retrospective_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,554,1.3079258010118044,20,0,0.5342960288808665,0.26782178217821784,1.994968536671627,0.8157751340704552,86.14591164780279,1.8732122821157098,1.9674553432038864,2,2,1.2748735244519394,1.3220910623946038,1.7480096919349255,0.7868852459016393,1.9674553432038864,1.2501408450704226,1.4746666666666666,1.0977272727272729,1.5818181818181818,7,noon_consensus,combined_2025_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,330,1.305084745762712,20,0,0.5636363636363636,0.3379032258064516,1.6680407897591667,0.731185265073445,85.48320364618897,1.6680407897591667,1.6680407897591667,1,1,1.305084745762712,1.305084745762712,1.5142469470827682,0.8153846153846154,1.6680407897591667,1.305084745762712,1.305084745762712,1.2584269662921348,1.5113636363636365,4,raw_1520,screen_2024,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,355,1.4,20,0,0.43380281690140843,0.22186234817813766,1.9552791199753263,0.7899579969162293,65.9061446242459,1.9552791199753263,1.9552791199753263,1,1,1.4,1.4,1.7149375123983337,0.8142857142857143,1.9552791199753263,1.4,1.4,1.2727272727272727,1.5384615384615385,4,raw_1520,retrospective_2025,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,215,1.3377777777777777,20,0,0.6465116279069767,0.3401273885350318,1.900792613883808,0.8103083018813356,124.30818513371938,1.900792613883808,1.900792613883808,1,1,1.3377777777777777,1.3377777777777777,1.5373317013463894,0.8333333333333334,1.900792613883808,1.3377777777777777,1.3377777777777777,1.2444444444444445,1.5454545454545454,3,raw_1520,retrospective_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,570,1.345699831365936,20,0,0.5140350877192983,0.26782178217821784,1.919317702759672,0.7991698942308774,87.93498446553852,1.900792613883808,1.9280358669295672,2,2,1.345699831365936,1.345699831365936,1.7553697327430726,0.8141592920353983,1.9280358669295672,1.3377777777777777,1.4,1.2444444444444445,1.5454545454545454,7,raw_1520,combined_2025_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,318,1.257627118644068,20,0,0.5628930817610063,0.3379032258064516,1.6658411011542906,0.7502594484286292,87.88680058159747,1.6658411011542906,1.6658411011542906,1,1,1.2062146892655368,1.2853107344632768,1.5170051382432104,0.805111821086262,1.6658411011542906,1.257627118644068,1.257627118644068,1.065909090909091,1.638636363636364,4,route_1530,screen_2024,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,301,1.1870422535211267,20,0,0.46511627906976744,0.22186234817813766,2.096418265150229,0.7913631633714879,73.1672772624637,2.096418265150229,2.096418265150229,1,1,1.064788732394366,1.3014084507042254,1.8038601982263953,0.7094594594594594,2.096418265150229,1.1870422535211267,1.1870422535211267,0.9545454545454546,1.4,4,route_1530,retrospective_2025,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,205,1.2755555555555553,20,0,0.6780487804878049,0.3401273885350318,1.9935142048049697,0.8246026925802206,127.55265299738797,1.9935142048049697,1.9935142048049697,1,1,1.2133333333333332,1.3066666666666666,1.7656320287899239,0.82,1.9935142048049697,1.2755555555555553,1.2755555555555553,1.1355555555555554,1.4545454545454546,3,route_1530,retrospective_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,506,1.19460370994941,20,0,0.5513833992094862,0.26782178217821784,2.0587698085086177,0.8072203704606324,95.20087810368796,1.9935142048049697,2.0449662349775997,2,2,1.1332209106239461,1.2630691399662732,1.8317757009345792,0.7465069860279441,2.0449662349775997,1.1870422535211267,1.2755555555555553,0.9545454545454546,1.4545454545454546,7,route_1530,combined_2025_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,317,1.2536723163841808,20,0,0.5646687697160884,0.3379032258064516,1.6710961204008343,0.7488800839537324,88.23010875872976,1.6710961204008343,1.6710961204008343,1,1,1.2062146892655368,1.2853107344632768,1.5170051382432104,0.8012820512820513,1.6710961204008343,1.2536723163841808,1.2536723163841808,1.065909090909091,1.638636363636364,4,route_1520,screen_2024,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,302,1.1909859154929576,20,0,0.4602649006622517,0.22186234817813766,2.0745516507951853,0.7913270847733125,73.06757259770299,2.0745516507951853,2.0745516507951853,1,1,1.064788732394366,1.3014084507042254,1.8038601982263953,0.7104377104377104,2.0745516507951853,1.1909859154929576,1.1909859154929576,0.9545454545454546,1.3846153846153846,4,route_1520,retrospective_2025,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,211,1.3128888888888888,20,0,0.6824644549763034,0.3401273885350318,2.006496618563289,0.8238037395340766,128.7993383065088,2.006496618563289,2.006496618563289,1,1,1.2444444444444442,1.3377777777777777,1.7214912280701755,0.8252427184466019,2.006496618563289,1.3128888888888888,1.3128888888888888,1.1355555555555554,1.4727272727272727,3,route_1520,retrospective_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,513,1.2111298482293424,20,0,0.5516569200779727,0.26782178217821784,2.0597910879066634,0.806836687125612,95.99038461438529,2.006496618563289,2.040524134679237,2,2,1.1450252951096123,1.2866779089376055,1.7943925233644857,0.75,2.040524134679237,1.1909859154929576,1.3128888888888888,0.9545454545454546,1.4727272727272727,7,route_1520,combined_2025_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,343,1.356497175141243,20,0,0.36443148688046645,0.3379032258064516,1.0785084575937431,0.5523620708199733,10.848244500765828,1.0785084575937431,1.0785084575937431,1,1,1.305084745762712,1.4039548022598871,0.9662337662337662,0.7928994082840237,1.0785084575937431,1.356497175141243,1.356497175141243,1.209090909090909,1.75,4,matched_stale20,screen_2024,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,299,1.1791549295774648,20,0,0.20735785953177258,0.22186234817813766,0.9346239289114566,0.5418663648723577,-30.36107321987856,0.9346239289114566,0.9346239289114566,0,1,1.143661971830986,1.2422535211267605,0.7797474502185527,0.7687074829931972,0.9346239289114566,1.1791549295774648,1.1791549295774648,1.1128205128205129,1.3692307692307693,4,matched_stale20,retrospective_2025,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,230,1.431111111111111,20,0,0.3521739130434783,0.3401273885350318,1.035417684416219,0.4874192009023469,24.00412337227808,1.035417684416219,1.035417684416219,1,1,1.4,1.462222222222222,0.9353191489361702,0.8266666666666667,1.035417684416219,1.431111111111111,1.431111111111111,1.2545454545454546,1.675,3,matched_stale20,retrospective_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,529,1.2489038785834738,20,0,0.27032136105860116,0.26782178217821784,1.0093329932317454,0.5233309462480894,-6.724031223288714,0.9346239289114566,0.9850208066638378,1,2,1.2158516020236088,1.2748735244519394,0.8585596221959858,0.7862595419847328,0.9850208066638378,1.1791549295774648,1.431111111111111,1.1128205128205129,1.675,7,matched_stale20,combined_2025_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
