candidate,n,lift,lift_ci_low,lift_ci_high,p_lift_le_1,benefit_ci_low,benefit_ci_high
noon_consensus,554,1.994968536671627,1.7239581956741994,2.2906515989814236,0.00024993751562109475,53.00972150910073,116.59538406039265
raw_1520,570,1.919317702759672,1.632431893382564,2.2471935628210025,0.00024993751562109475,59.79282540420687,114.54784306159588
route_1530,506,2.0587698085086177,1.7267832570895267,2.433657453055094,0.00024993751562109475,64.12951018767673,122.98020225752992
route_1520,513,2.0597910879066634,1.7162976453267746,2.4439411224494765,0.00024993751562109475,64.436791565298,123.70627725401941
matched_stale20,529,1.0093329932317454,0.8156351335385021,1.176497399491128,0.5216195951012247,-42.4901266781867,25.68266954259758
