n,primary_n,baseload_n,frequency,hit_rate,base_rate,lift,forward_benefit_bps,corridor_lift_min,corridor_freq_min,corridor_freq_max,quarter_lift_min,quarter_frequency_min,quarter_frequency_max,macro_year_lift,year_lift_min,year_frequency_min,year_frequency_max,period,lookback_days,primary_ceiling,emitted_floor,fallback_weekday
367,296,71,1.4514124293785313,0.45231607629427795,0.3379032258064516,1.338596502637004,54.319288918196634,1.28,1.3248587570621468,1.5225988700564972,0.6962864721485411,0.9227272727272727,2.1954545454545458,1.338596502637004,1.338596502637004,1.4514124293785313,1.4514124293785313,screen_2024,28,1.0,1.25,0
350,318,32,1.380281690140845,0.3171428571428571,0.22186234817813766,1.4294577685088632,4.901213801035392,1.2123346137430646,1.3014084507042254,1.4985915492957746,1.0542820069204153,0.7636363636363637,2.494871794871795,1.4294577685088632,1.4294577685088632,1.380281690140845,1.380281690140845,retrospective_2025,28,1.0,1.25,0
263,226,37,1.6364444444444444,0.41064638783269963,0.3401273885350318,1.2073311402571882,54.54232922080825,1.1017543859649124,1.5555555555555554,1.7422222222222221,1.094025974025974,0.5599999999999999,2.55,1.2073311402571882,1.2073311402571882,1.6364444444444444,1.6364444444444444,retrospective_2026,28,1.0,1.25,0
613,544,69,1.4472175379426644,0.3572593800978793,0.26782178217821784,1.3339444506427285,26.19911487020385,1.262587679699979,1.4047217537942664,1.4873524451939293,1.0542820069204153,0.5599999999999999,2.55,1.3183944543830257,1.2073311402571882,1.380281690140845,1.6364444444444444,combined_2025_2026,28,1.0,1.25,0
