n,primary_n,baseload_n,frequency,hit_rate,base_rate,lift,forward_benefit_bps,corridor_lift_min,corridor_freq_min,corridor_freq_max,quarter_lift_min,quarter_frequency_min,quarter_frequency_max,macro_year_lift,year_lift_min,year_frequency_min,year_frequency_max,lookback_days,primary_ceiling,emitted_floor,fallback_weekday,robustness
367.0,296.0,71.0,1.4514124293785313,0.45231607629427795,0.3379032258064516,1.338596502637004,54.319288918196634,1.28,1.3248587570621468,1.5225988700564972,0.6962864721485411,0.9227272727272727,2.1954545454545458,1.338596502637004,1.338596502637004,1.4514124293785313,1.4514124293785313,28.0,1.0,1.25,0.0,1.28
