candidate,h,origin,n_train,n_positive,weighted_prior,n_query,constant_prediction,intercept,coefficients,last_target_maturity,min_train_date
history_hist,1,2023-01-01,0,0,0.5,280,True,0.0,[],,2022-02-24
history_hist,1,2023-04-01,265,166,0.6271075723359139,305,False,0.3800678544747304,"[0.39304969945756457, -0.1018797663287108, 0.03422236619315462, -0.09514886369383092, 0.21858909896611353, -0.04770028824254956]",2023-03-29,2022-02-24
history_hist,1,2023-07-01,570,340,0.5959699680195713,330,False,0.17578582263608386,"[0.5742927410643895, -0.033914452262802895, 0.0602954707877825, -0.06671223723473305, 0.11572129880888853, 0.0811450382110963]",2023-06-28,2022-02-24
history_hist,1,2023-10-01,900,544,0.6046294279664249,320,False,0.23493673834773837,"[0.6510540893160947, 0.036424300761854926, -0.002592304770945221, 0.04212890150104144, 0.1792820642555305, -0.03454080884822669]",2023-09-28,2022-02-24
history_hist,1,2024-01-01,1225,694,0.561658819661889,285,False,0.06880284126456146,"[0.49077316746890953, 0.004010657332493212, -0.011011306904062781, -0.010977700414781666, 0.028855507024431817, 0.054467230474030764]",2023-12-29,2022-02-24
history_hist,1,2024-04-01,1510,853,0.56112265328675,300,False,0.06921017920345394,"[0.49977930558334166, 0.004740429231008537, 0.009731728008533641, -0.008496799151666047, 0.021385291576574404, 0.038948597377422636]",2024-03-29,2022-02-24
history_hist,1,2024-07-01,1810,993,0.5416688446128535,325,False,0.02986682557787124,"[0.45661840301659357, -0.012671135935219919, -0.03700569338238885, -0.011801737114635245, 0.04250732413760766, 0.04754819340088556]",2024-06-28,2022-02-24
history_hist,1,2024-10-01,2140,1183,0.5484719746228418,330,False,0.06288866688998235,"[0.40059365044053585, -0.015502783906846278, -0.0326797238745334, 0.0429385123956834, 0.06638466630550077, -0.0003329129989004684]",2024-09-28,2022-02-24
history_hist,1,2025-01-01,2470,1369,0.550746503843964,285,False,0.06108055744702552,"[0.43574382465513095, 0.015643134749789026, -0.010217575071920164, 0.03994258324058475, 0.049514453007945006, -0.03568972990427033]",2024-12-29,2022-02-24
history_hist,1,2025-04-01,2755,1482,0.5287753946933379,295,False,-0.0019254599937646413,"[0.508539504494982, 0.003913080425968803, -0.027168681824973277, 0.0032761861157291914, 0.026287791246801417, -0.008495284834883219]",2025-03-29,2022-02-24
history_hist,1,2025-07-01,3050,1613,0.5173067096602852,330,False,-0.015135812662523453,"[0.4943027601613993, 0.0855853855475603, -0.02643342669159738, -0.05561776038090245, 0.006547581117456273, -0.025049211249690978]",2025-06-28,2022-02-24
history_hist,1,2025-10-01,3375,1809,0.5296435475937666,325,False,0.014206635940282583,"[0.5025146558861538, 0.09400329260823448, -0.01694280723812489, -0.023923131916675115, 0.02536755382552149, -0.06493342377662803]",2025-09-27,2022-02-24
history_hist,1,2026-01-01,3695,1937,0.5124544652580139,270,False,-0.027281381072751403,"[0.534270830542857, 0.06698271847921267, -0.014481049823551263, -0.0622345254438578, 0.006868164514195912, -0.023928074384480292]",2025-12-27,2022-02-24
history_hist,1,2026-04-01,3970,2081,0.5138306035648486,310,False,-0.00139632621205734,"[0.47063364084472936, 0.050810802021278294, -0.008187848168127386, -0.06601072632176487, 0.027821523618031148, -0.0059307331549676235]",2026-03-28,2022-02-24
history_hist,1,2026-07-01,4280,2231,0.5107816998411556,230,False,0.002089441464094223,"[0.46284389312039464, 0.04482456706695237, 0.019050052365137182, -0.08822156930531423, 0.023599807415363664, 0.002689631259567718]",2026-06-27,2022-02-24
range_anchor,1,2023-01-01,1060,521,0.5001386579556547,280,False,-0.005760543872255993,"[-0.026466548128217506, 0.13039583003414534, -0.056444997210889664, -0.005093436846483551, 0.05760624521436928, -0.1320394986609936]",2022-12-29,2022-02-24
range_anchor,1,2023-04-01,1340,692,0.5271279726756413,305,False,0.055628314218716966,"[-0.034290656410312884, 0.10489604889956781, -0.021871405625302688, -0.014146900966978636, 0.09653423740575215, -0.1113055165243328]",2023-03-29,2022-02-24
range_anchor,1,2023-07-01,1645,866,0.5368781053141253,330,False,0.06457386540457612,"[-0.04213707301228733, 0.09199998217281466, -0.006135343319843393, -0.021802548999162532, 0.08136397347265155, -0.08231521846197982]",2023-06-28,2022-02-24
range_anchor,1,2023-10-01,1975,1070,0.5537010690152834,320,False,0.11570629212959112,"[-0.04193153700020288, 0.0993772364462976, -0.012848595817004437, 0.02009192435921156, 0.11865133256096183, -0.11232768014271519]",2023-09-28,2022-02-24
range_anchor,1,2024-01-01,2300,1220,0.5367216198398527,285,False,0.09403152150489516,"[-0.04523339123828075, 0.0885726558538604, -0.010592351703313367, 0.008317484574748275, 0.049167554444929776, -0.04292503614845819]",2023-12-29,2022-02-24
range_anchor,1,2024-04-01,2585,1379,0.540081234024251,300,False,0.11875784006051346,"[-0.04421459870407091, 0.08558246309886185, 0.015178937012516531, 0.01886518703189815, 0.05244850496444567, -0.05528183239981277]",2024-03-29,2022-02-24
range_anchor,1,2024-07-01,2885,1519,0.5291862141819745,325,False,0.09069008643503625,"[-0.04514819066837383, 0.06144516299381831, -0.012964821254089235, 0.013003805204012588, 0.05655472232341587, -0.028654711245455256]",2024-06-28,2022-02-24
range_anchor,1,2024-10-01,3215,1709,0.5362125890750702,330,False,0.11059053317515091,"[-0.03968696565844129, 0.05012377541975081, -0.016833309955207338, 0.04438430242715021, 0.0707837961850478, -0.039769465941438875]",2024-09-28,2022-02-24
range_anchor,1,2025-01-01,3545,1895,0.5397306043579462,285,False,0.10119367581900662,"[-0.041408437837472216, 0.06514773658917068, -0.002039479284968648, 0.04832516403053148, 0.057779563177374, -0.06924988079336555]",2024-12-29,2022-02-24
range_anchor,1,2025-04-01,3830,2008,0.5230572782554305,295,False,0.056664079712025854,"[-0.048422617882151055, 0.05585300759834228, -0.016710830563500256, 0.02316977560610121, 0.04134212703674244, -0.047891044760894085]",2025-03-29,2022-02-24
range_anchor,1,2025-07-01,4125,2139,0.5141024443810583,330,False,0.03754640239221021,"[-0.05044904597140763, 0.10409704043932322, -0.019294864559517372, -0.020239817187741222, 0.027934582085436845, -0.055396146317767986]",2025-06-28,2022-02-24
range_anchor,1,2025-10-01,4450,2335,0.5250827703528255,325,False,0.07482208555105076,"[-0.049762848490883506, 0.11510398319524405, -0.009904453737653987, 0.0057736123940684125, 0.04723680149024168, -0.08420714674809351]",2025-09-27,2022-02-24
range_anchor,1,2026-01-01,4770,2463,0.5105758396565354,270,False,0.024769052989519254,"[-0.04718256346968994, 0.09139515341717912, -0.015585746402984952, -0.027146759041611044, 0.030978348639271975, -0.055160678519539555]",2025-12-27,2022-02-24
range_anchor,1,2026-04-01,5045,2607,0.5119813835553849,310,False,0.024145286142674395,"[-0.04611480270924958, 0.08042790857657714, -0.008181549281627313, -0.03682254443595693, 0.041887822829099905, -0.05344306375770855]",2026-03-28,2022-02-24
range_anchor,1,2026-07-01,5355,2757,0.5094385047944854,230,False,0.021401721961458862,"[-0.0474008290064449, 0.07923952285569164, 0.01393538986990129, -0.06273823940120646, 0.03614341203085239, -0.04541423975240844]",2026-06-27,2022-02-24
