rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,policy,status,period,symmetric_benefit_bps,macro_year_lift,year_frequency_min,year_frequency_max,simpson_gap
0.2,1323,1.2764989662301862,250,0,0.25170068027210885,0.24577822990844353,1.0240967247826283,0.4942575528309606,2.362612891831673,0.8123445273631841,1.011868893033756,2,4,1.1964162646450724,1.3604410751206066,0.9287353219057902,0.9264036418816388,anchor_multiscale_locked,locked before final read,general_2017_2020,-32.383882519368264,1.0058352501723458,0.48901408450704226,1.965536723163842,0.01826147461028249
0.2,802,1.5637883008356548,250,0,0.4114713216957606,0.32793522267206476,1.254733536529048,0.5978473151866726,78.59151659526061,1.2095607384686613,1.2217027055921048,2,2,1.4428969359331476,1.7158774373259054,1.1697341513292434,0.9510664993726474,anchor_multiscale_locked,locked before final read,shock_2022_2023,-39.73888152432512,1.2217027055921048,1.269491525423729,1.9022598870056497,0.033030830936943145
0.2,700,1.0218978102189782,250,0,0.38142857142857145,0.294478527607362,1.295267857142857,0.5673129528985508,34.962780070176386,0.5078647064870978,1.1719179696707787,2,3,0.7883211678832117,1.27007299270073,1.0767604703395428,0.9611510791366906,anchor_multiscale_locked,locked before final read,retrospective_2024_2026,-26.89663034903019,0.976950828988873,0.27999999999999997,1.7795555555555556,0.3183170281539841
0.25,1876,1.8100620261888354,0,0,0.2340085287846482,0.24577822990844353,0.9521125157090612,0.50082826119191,-1.9052605646188991,0.797755114448126,0.9262934764742854,2,4,1.5196416264645074,2.1709166092350105,0.8134542073454207,0.9567076429716729,anchor_trend_posthoc,posthoc diagnostic,general_2017_2020,-2.2610287577225603,0.9160452366010288,0.35098591549295777,2.8882191780821915,0.036067279108032424
0.25,849,1.655431754874652,0,0,0.3451118963486455,0.32793522267206476,1.0523782518285856,0.58293395805444,38.56509804506251,1.112375263694328,1.3304897712456631,2,2,1.0139275766016713,2.0083565459610027,0.9904166165443683,0.9490521327014217,anchor_trend_posthoc,posthoc diagnostic,shock_2022_2023,42.83355368965284,1.3304897712456631,0.43898305084745765,2.91864406779661,-0.27811151941707757
0.25,703,1.0262773722627736,0,0,0.4139402560455192,0.294478527607362,1.405672119487909,0.5371046195652174,47.440287512625716,1.2269291964996023,1.4212204905635561,3,3,0.7737226277372263,1.2043795620437956,1.2490421455938696,0.9255014326647565,anchor_trend_posthoc,posthoc diagnostic,retrospective_2024_2026,-2.097066839772898,1.3814792696845093,0.4377464788732394,1.8983050847457628,0.02419284980339964
0.2,1050,1.0130944176430048,250,0,0.2904761904761905,0.24577822990844353,1.181862976978871,0.5453234617878829,4.2734532844172906,1.0558133854421106,1.0963024620487307,4,4,0.9166092350103378,1.0999310820124053,1.0576210400478183,0.8870813397129187,global_extra,strict past-only,general_2017_2020,10.902875745230576,1.1923983756474412,0.8898305084745763,1.1824858757062147,-0.010535398668570117
0.2,511,0.9963788300835655,250,0,0.4481409001956947,0.32793522267206476,1.3665531154115629,0.569869106053845,74.62737752018336,1.3511403270901319,1.3905795715635927,2,2,0.9456824512534819,1.0236768802228413,1.176190476190476,0.9011857707509882,global_extra,strict past-only,shock_2022_2023,68.5484396445502,1.3905795715635927,0.9056497175141243,1.1152542372881356,-0.024026456152029807
0.2,677,0.9883211678832117,250,0,0.36927621861152143,0.294478527607362,1.2540004923682915,0.5502948369565217,27.33694643418806,1.060541004723057,1.170318941201996,3,3,0.8978102189781022,1.1094890510948905,1.1984336290258133,0.9047619047619048,global_extra,strict past-only,retrospective_2024_2026,8.244122365015471,1.3708359619999866,0.31111111111111106,1.7401129943502827,-0.11683546963169511
0.3,1468,1.4164024810475535,250,0,0.2963215258855586,0.24577822990844353,1.2056459434830469,0.5635845107787842,14.733959026847094,1.14064578099601,1.212662762336853,4,4,1.3363197794624397,1.5196416264645074,1.1152132312739202,0.9056732740943267,router_equal_original,strict past-only,general_2017_2020,15.448683203205762,1.2096918405818609,1.2926027397260273,1.5977401129943503,-0.0040458970988139775
0.3,782,1.524791086350975,250,0,0.4219948849104859,0.32793522267206476,1.2868239083072843,0.5878093856909118,42.02415885406925,1.1696006905886345,1.275687137544164,2,2,1.267409470752089,1.7938718662952646,1.2188679245283018,0.8970398970398971,router_equal_original,strict past-only,shock_2022_2023,30.079024651079667,1.275687137544164,1.0717514124293785,2.02090395480226,0.011136770763120252
0.3,1059,1.5459854014598542,250,0,0.3909348441926346,0.294478527607362,1.3275495750708215,0.6176553442028986,38.248109494881405,0.8818629006664551,1.2254256686288374,2,3,1.3503649635036497,1.7153284671532847,1.1634913137038785,0.9193548387096774,router_equal_original,strict past-only,retrospective_2024_2026,-1.3818929457066738,1.1664564969568654,0.7256338028169014,2.4163841807909607,0.16109307811395612
0.3,1603,1.5466574776016542,500,0,0.2975670617592015,0.24577822990844353,1.2107136660152942,0.5635845107787842,16.50778228907971,1.12063263229308,1.2258021369377048,4,4,1.4231564438318403,1.664369400413508,1.1489013557737262,0.9198998748435544,router_equal_balanced,policy selected with per-year frequency audit,general_2017_2020,15.229621250422925,1.2056707576410484,1.35013698630137,1.7954802259887006,0.005042908374245814
0.3,805,1.5696378830083566,500,0,0.40869565217391307,0.32793522267206476,1.2462694578636608,0.5878093856909118,36.74581272205477,1.1195861141937198,1.2392805274602137,2,2,1.2479108635097493,1.8133704735376044,1.18936713836478,0.9,router_equal_balanced,policy selected with per-year frequency audit,shock_2022_2023,30.11916222539609,1.2392805274602137,1.0163841807909604,2.167231638418079,0.006988930403447169
