rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,candidate,stage1_rate,stage1_rolling,stage1_cooldown,robustness
0.2,572,1.1153203342618385,120,0,0.38986013986013984,0.32793522267206476,1.1888327721661054,0.5858760969805147,45.442254379626384,1.113490364025696,1.1751061910127212,2,2,0.9066852367688022,1.2966573816155988,1.1359669811320754,0.8800705467372134,consensus_geometric,0.2,120,0,1.113490364025696
0.3,604,1.177715877437326,250,0,0.38079470198675497,0.32793522267206476,1.161188782601586,0.5714048787743566,36.880948197733424,1.0759646471008102,1.1258326240204473,2,2,1.0919220055710306,1.3161559888579388,0.906318082788671,0.8664440734557596,hedge_hierarchical_eta10_rho0p99,0.3,250,0,0.906318082788671
0.25,538,1.049025069637883,0,0,0.379182156133829,0.32793522267206476,1.1562715131488366,0.5707764390896921,30.971207350476952,1.0243038101940285,1.0479531777154216,2,2,0.7896935933147633,1.384401114206128,0.8930607704074538,0.8724202626641651,hedge_global_eta5_rho0p97,0.25,0,0,0.8930607704074538
0.25,524,1.0217270194986072,0,0,0.383587786259542,0.32793522267206476,1.1697059655074922,0.5749561207794139,36.962152027937066,1.0620424942844557,1.080535972245818,2,2,0.7701949860724234,1.3064066852367688,0.8496732026143791,0.8651252408477842,hedge_local_eta2_rho0p99,0.25,0,0,0.8496732026143791
0.25,533,1.0392757660167131,250,0,0.37335834896810505,0.32793522267206476,1.1385124962360735,0.5719187862561357,33.05954991969323,1.070577699192266,1.0753763131529843,2,2,0.935933147632312,1.2186629526462396,0.8408224400871461,0.8598484848484849,hedge_global_eta10_rho0p99,0.25,250,0,0.8408224400871461
0.25,576,1.1231197771587744,250,0,0.375,0.32793522267206476,1.1435185185185186,0.5717306262085379,43.154917779469336,1.0389742250844902,1.0766034580097683,2,2,0.9944289693593314,1.3259052924791086,0.821865715983363,0.8581436077057794,hedge_hierarchical_eta10_rho1,0.25,250,0,0.821865715983363
0.25,523,1.0197771587743731,0,0,0.38049713193116635,0.32793522267206476,1.1602813776172605,0.5737743566860032,39.16574481345292,1.0444439498809337,1.0652970743592491,2,2,0.7799442896935933,1.3161559888579388,0.815686274509804,0.8667953667953668,hedge_local_eta2_rho0p97,0.25,0,0,0.815686274509804
0.2,545,1.0626740947075208,120,0,0.3577981651376147,0.32793522267206476,1.091063540604825,0.5724966532797858,36.25260778634558,1.0001619695497246,1.0426537020480215,2,2,0.9749303621169917,1.16991643454039,0.8071895424836601,0.8592592592592593,consensus_disagreement_1.0,0.2,120,0,0.8071895424836601
0.25,558,1.0880222841225626,250,0,0.36200716845878134,0.32793522267206476,1.1038984025841851,0.5669135802469136,42.52847864769218,0.9787992867049732,1.0378410975086088,1,2,0.9846796657381616,1.2966573816155988,0.791959551116044,0.8535262206148282,hedge_global_eta20_rho1,0.25,250,0,0.791959551116044
0.2,442,0.8618384401114206,500,0,0.3936651583710407,0.32793522267206476,1.2004357298474946,0.5743128067826864,47.34417766765089,1.0620424942844557,1.1114235057835096,2,2,0.701949860724234,1.0236768802228413,0.7597078046905037,0.8283752860411899,consensus_trimmed,0.2,500,0,0.7597078046905037
