rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,simpson_gap,candidate,rate,rolling
0.3,1801,1.737698139214335,250,0,0.24430871737923376,0.24577822990844353,0.9940209817209719,0.49343018488379775,0.2760235469153037,0.6969525959367946,1.001588145891778,2,4,1.5775327360441076,1.881461061337009,0.9175088509816545,0.9587973273942093,0.9473598081369842,0.6940845070422536,2.3807909604519777,0.04666117358398769,round1:anchor_pct90,0.3,250
0.3,1896,1.8293590627153686,500,0,0.24208860759493672,0.24577822990844353,0.9849880019280746,0.49343018488379775,-1.7729820106618202,0.711405529953917,0.9744853283877962,2,4,1.6981392143349414,2.002067539627843,0.8919695518475577,0.9619249074563723,0.9429631011471765,0.37070422535211267,2.665753424657534,0.042024900780898045,round1:anchor_pct90,0.3,500
0.35,2428,2.342660234321158,0,0,0.2355848434925865,0.24577822990844353,0.9585260809321711,0.49343018488379775,-2.6361170675793453,0.75309251408328,0.9235559446336876,1,4,2.1612680909717437,2.6195727084769125,0.8836841921519342,0.9768881551795295,0.9185977086699859,0.3312676056338028,3.6067796610169496,0.03992837226218515,round1:anchor_pct90,0.35,0
0.35,1897,1.8303239145416954,120,0,0.24248813916710596,0.24577822990844353,0.9866135794754353,0.49343018488379775,-0.033131990552402166,0.8144741409232905,0.932524064228937,1,4,1.7270847691247415,1.881461061337009,0.866465829846583,0.9503171247357294,0.9471840331102953,1.2777464788732393,2.3610169491525426,0.039429546365139956,round1:anchor_pct90,0.35,120
0.35,2000,1.9297036526533426,250,0,0.246,0.24577822990844353,1.0009023178807948,0.49343018488379775,-1.489289530343159,0.7123376438418594,1.0315037270536407,2,4,1.7560303239145418,2.0454858718125433,0.9220394169397966,0.9624060150375939,0.9650374974651579,0.7769014084507042,2.5429378531073445,0.03586482041563688,round1:anchor_pct90,0.35,250
0.35,2123,2.0483804272915234,500,0,0.23881300047103157,0.24577822990844353,0.9716605110224505,0.49343018488379775,-4.0110537921524445,0.7876506465706828,0.9448713239492007,1,4,1.9200551343900758,2.277050310130944,0.8913605494675105,0.9645892351274787,0.9487033088546092,0.46929577464788735,2.953424657534246,0.022957202167841362,round1:anchor_pct90,0.35,500
0.4,2550,2.460372157133012,0,0,0.2415686274509804,0.24577822990844353,0.9828723542397092,0.49343018488379775,-1.931367787495041,0.8311234008528784,0.9389169893861494,1,4,2.2288077188146107,2.7450034458993797,0.9267964172671561,0.9768172888015717,0.9440390499082465,0.35098591549295777,3.7728813559322036,0.038833304331462704,round1:anchor_pct90,0.4,0
0.4,2078,2.004962095106823,120,0,0.24157844080846969,0.24577822990844353,0.9829122819318117,0.49343018488379775,-0.6428187820638684,0.7883697601605009,0.9286992460795236,1,4,1.9200551343900758,2.0503101309441765,0.9281050298651349,0.9551374819102749,0.9391741807118377,1.43943661971831,2.4638418079096045,0.04373810121997401,round1:anchor_pct90,0.4,120
0.4,2212,2.1342522398345967,250,0,0.23824593128390598,0.24577822990844353,0.96935327173874,0.49343018488379775,-3.6961292303198054,0.7454455662862159,0.9925085344900368,2,4,1.9827705031013094,2.257753273604411,0.9227818903551122,0.9628454916175804,0.9384749059524153,0.9030985915492957,2.7041095890410958,0.030878365786324635,round1:anchor_pct90,0.4,250
0.4,2354,2.2712611991729843,500,0,0.23874256584536957,0.24577822990844353,0.9713739330546287,0.49343018488379775,-4.340621612080283,0.814143263101303,0.9419396089830911,1,4,2.1033769813921435,2.489317711922812,0.9160192991012333,0.9659429544487016,0.952897312451667,0.571830985915493,3.2295890410958905,0.018476620602961735,round1:anchor_pct90,0.4,500
0.2,1805,1.7415575465196418,0,0,0.24321329639889197,0.24577822990844353,0.9895640329474785,0.4942575528309606,0.1429735792935213,0.5815144590654795,0.8436731978751515,0,4,1.6064782908339077,1.9104066161268092,0.8376284999508395,0.9555555555555556,0.809568937108201,0.19323943661971832,2.8843835616438356,0.17999509583927753,round1:anchor_multiscale,0.2,0
0.2,1265,1.2205375603032391,120,0,0.24743083003952568,0.24577822990844353,1.006723948381017,0.4942575528309606,3.176057490050843,0.8176599902296043,0.9956083797820513,2,4,1.0130944176430048,1.3266712611991731,0.831720945083014,0.9174603174603174,0.9910507640351054,0.7256338028169014,1.7282485875706217,0.015673184345911695,round1:anchor_multiscale,0.2,120
0.2,1323,1.2764989662301862,250,0,0.25170068027210885,0.24577822990844353,1.0240967247826283,0.4942575528309606,2.362612891831673,0.8123445273631841,1.011868893033756,2,4,1.1964162646450724,1.3604410751206066,0.9287353219057902,0.9264036418816388,1.0058352501723458,0.48901408450704226,1.965536723163842,0.01826147461028249,round1:anchor_multiscale,0.2,250
0.2,1448,1.3971054445210203,500,0,0.25,0.24577822990844353,1.0171771523178808,0.4942575528309606,1.5032622277102248,0.8827413258383408,0.9692847574731328,2,4,1.3556168159889732,1.4231564438318403,0.8928512931997201,0.9424809424809425,0.9634274248176053,0.27211267605633804,2.1830508474576273,0.0537497275002754,round1:anchor_multiscale,0.2,500
0.25,2037,1.9654031702274293,0,0,0.24153166421207659,0.24577822990844353,0.9827219615913547,0.4942575528309606,-0.3313656415365066,0.7661290322580644,0.8742137501652738,0,4,1.7705031013094419,2.1612680909717437,0.8813508667065152,0.9621062992125984,0.8706480490155017,0.22873239436619716,3.110684931506849,0.11207391257585297,round1:anchor_multiscale,0.25,0
0.25,1486,1.4337698139214334,120,0,0.24562584118438763,0.24577822990844353,0.9993799746864779,0.4942575528309606,0.9428696198389922,0.883043922369765,0.9334030913070337,1,4,1.2687801516195727,1.529290144727774,0.853298611111111,0.9331532748143146,0.9671649406199054,0.8991549295774648,1.957627118644068,0.032215034066572446,round1:anchor_multiscale,0.25,120
0.25,1568,1.5128876636802207,250,0,0.24744897959183673,0.24577822990844353,1.0067977936207595,0.4942575528309606,-1.5211272537569234,0.828037546641791,0.9879950814216956,2,4,1.4086836664369402,1.582356995175741,0.8842217164352011,0.9341010876519513,0.987861375299569,0.5876056338028169,2.17909604519774,0.01893641832119053,round1:anchor_multiscale,0.25,250
0.25,1696,1.6363886974500346,500,0,0.24764150943396226,0.24577822990844353,1.0075811414469575,0.4942575528309606,-0.21472357507018075,0.8492092383610403,0.9601317716288309,1,4,1.596829772570641,1.6740179186767747,0.9008235563647765,0.94795978710822,0.9855184885549686,0.31943661971830983,2.4559322033898305,0.022062652891988943,round1:anchor_multiscale,0.25,500
0.3,2200,2.1226740179186767,0,0,0.24272727272727274,0.24577822990844353,0.9875865442504516,0.4942575528309606,-0.33482752972115226,0.7525710374302981,0.954754429816854,1,4,1.9634734665747762,2.397656788421778,0.8854886642027899,0.966742596810934,0.9199325501071487,0.27605633802816903,3.294794520547945,0.06765399414330286,round1:anchor_multiscale,0.3,0
0.3,1704,1.6441075120606479,120,0,0.24530516431924881,0.24577822990844353,0.9980752339644934,0.4942575528309606,-0.14362537723336508,0.9017158155194094,0.9235025898217295,1,4,1.5244658855961406,1.7415575465196418,0.8980853768338541,0.9317245438493231,0.9628722346291464,1.0726760563380282,2.1909604519774013,0.035202999335346985,round1:anchor_multiscale,0.3,120
0.3,1816,1.752170916609235,250,0,0.23898678414096916,0.24577822990844353,0.9723675861364763,0.4942575528309606,-2.719775022987693,0.816140678894942,0.9456935241375549,1,4,1.6209510682288077,1.8235699517574087,0.8885141093474426,0.9469906129210381,0.9298726479728843,0.6980281690140845,2.3570621468926554,0.042494938163592066,round1:anchor_multiscale,0.3,250
0.3,1921,1.8534803583735355,500,0,0.24882873503383654,0.24577822990844353,1.0124116164663135,0.4942575528309606,-0.11261862603525216,0.7870199563977863,0.9835978904684339,2,4,1.7801516195727085,1.9538249483115093,0.8835270416860376,0.9556367432150313,1.002828292725669,0.40225352112676055,2.6926027397260275,0.009583323740644412,round1:anchor_multiscale,0.3,500
0.35,2366,2.2828394210889043,0,0,0.24640743871513102,0.24577822990844353,1.0025600672887989,0.4942575528309606,0.28569115835660147,0.7994748479823106,0.9683156922552598,1,4,2.1371467953135768,2.5761543762922123,0.9011565041605943,0.9699279966116052,0.9427880668847164,0.3076056338028169,3.468361581920904,0.05977200040408248,round1:anchor_multiscale,0.35,0
0.35,1908,1.840937284631289,120,0,0.2431865828092243,0.24577822990844353,0.9894553431352132,0.4942575528309606,-1.3414848519967484,0.8485736071942968,0.9172732475019019,1,4,1.717436250861475,1.9297036526533426,0.8941240676732763,0.9369416710457172,0.947116401038443,1.2580281690140844,2.3293785310734463,0.04233894209677025,round1:anchor_multiscale,0.35,120
0.35,2054,1.9818056512749829,250,0,0.2400194741966894,0.24577822990844353,0.9765693010568944,0.4942575528309606,-2.504454192550937,0.812720488466757,0.9482584734054462,1,4,1.852515506547209,2.0744314266023434,0.9009364415222156,0.9516837481698389,0.9311899558343377,0.7729577464788733,2.56986301369863,0.04537934522255671,round1:anchor_multiscale,0.35,250
0.35,2126,2.051274982770503,500,0,0.24882408278457196,0.24577822990844353,1.0123926878196783,0.4942575528309606,-0.8873704797614987,0.7768628123749071,0.9930470000708576,2,4,1.9586492074431427,2.1757408683666437,0.9210865672749539,0.9566242338519566,1.0067032086092902,0.48901408450704226,2.895890410958904,0.005689479210388093,round1:anchor_multiscale,0.35,500
0.4,2557,2.4671261199172982,0,0,0.24677356276886978,0.24577822990844353,1.0040497193783071,0.4942575528309606,0.1569441408663968,0.8305957215654828,0.9636341622514193,1,4,2.262577532736044,2.7353549276361133,0.9067395748009416,0.9729623824451411,0.9739134053394741,0.3785915492957746,3.7451977401129946,0.03013631403883299,round1:anchor_multiscale,0.4,0
0.4,2130,2.0551343900758097,120,0,0.23943661971830985,0.24577822990844353,0.9741978360227591,0.4942575528309606,-3.0792048363450264,0.8264894728983126,0.9244858330394302,1,4,1.9538249483115093,2.1371467953135768,0.889825394271001,0.9411764705882353,0.9314844837271287,1.427605633802817,2.499435028248588,0.04271335229563045,round1:anchor_multiscale,0.4,120
0.4,2250,2.1709166092350105,250,0,0.24133333333333334,0.24577822990844353,0.9819150110375277,0.4942575528309606,-2.314788005785922,0.8299144089976657,0.9607065344431382,1,4,2.0792556857339766,2.277050310130944,0.9159891103762036,0.955011135857461,0.9441391356120467,0.8754929577464788,2.7693150684931505,0.037775875425481,round1:anchor_multiscale,0.4,250
0.4,2352,2.2693314955203308,500,0,0.2457482993197279,0.24577822990844353,0.9998782211560121,0.4942575528309606,-1.1296227327522932,0.8104890122253057,0.9756439519276279,1,4,2.1419710544452104,2.421778084079945,0.934021237226825,0.9582445675330209,0.9932350351666512,0.5876056338028169,3.133698630136986,0.006643185989360867,round1:anchor_multiscale,0.4,500
0.2,1616,1.5592005513439007,0,0,0.2295792079207921,0.24577822990844353,0.9340908997770638,0.50082826119191,-3.0125828994459,0.7785558508825734,0.9064396963113123,2,4,1.2880771881461062,2.0261888352860096,0.7218676564836574,0.9472377405338299,0.9084765714940601,0.3233802816901408,2.5430136986301366,0.025614328283003696,round1:anchor_trend,0.2,0
0.2,1269,1.224396967608546,120,0,0.2639873916469661,0.24577822990844353,1.0740877731331444,0.50082826119191,10.19410904644831,0.949570330167345,1.023177877016207,2,4,1.0758097863542384,1.3266712611991731,0.8772144368059228,0.9264240506329114,1.0510533442543597,0.8991549295774648,1.3884931506849316,0.023034428878784707,round1:anchor_trend,0.2,120
0.2,1227,1.1838731909028257,250,0,0.2575387123064385,0.24577822990844353,1.0478499759819082,0.50082826119191,5.237022151489258,0.8595622921661124,1.0105830539897613,2,4,1.0372157133011717,1.2736044107512061,0.8665600104479563,0.9214402618657938,1.01714117544376,0.548169014084507,1.5572602739726027,0.030708800538148173,round1:anchor_trend,0.2,250
0.2,1357,1.3093039283252927,500,0,0.2505526897568165,0.24577822990844353,1.0194258858896963,0.50082826119191,4.580835799240116,0.8357457047257415,0.990538815330237,2,4,1.1722949689869056,1.4810475534114405,0.8537220843672458,0.9349112426035503,0.9809252908601285,0.3588732394366197,1.9561643835616438,0.03850059502956782,round1:anchor_trend,0.2,500
0.25,1876,1.8100620261888354,0,0,0.2340085287846482,0.24577822990844353,0.9521125157090612,0.50082826119191,-1.9052605646188991,0.797755114448126,0.9262934764742854,2,4,1.5196416264645074,2.1709166092350105,0.8134542073454207,0.9567076429716729,0.9160452366010288,0.35098591549295777,2.8882191780821915,0.036067279108032424,round1:anchor_trend,0.25,0
0.25,1492,1.4395589248793934,120,0,0.2640750670241287,0.24577822990844353,1.074444498695027,0.50082826119191,6.385456099209634,0.9431308483489289,1.047052045382552,2,4,1.3314955203308063,1.543762922122674,0.9090261354678311,0.9388029589778076,1.0574552714997056,1.0450704225352112,1.6953424657534246,0.016989227195321366,round1:anchor_trend,0.25,120
0.25,1526,1.4723638869745004,250,0,0.24508519003931847,0.24577822990844353,0.9971802227179225,0.50082826119191,0.8310113873087916,0.83875323596152,0.9972974675280737,2,4,1.3363197794624397,1.5485871812543075,0.8328445365554817,0.9368836291913215,0.9985558329732069,0.7098591549295774,1.9216438356164383,-0.0013756102552844318,round1:anchor_trend,0.25,250
0.25,1641,1.5833218470020676,500,0,0.23705057891529555,0.24577822990844353,0.9644897312654617,0.50082826119191,-0.7187681653834939,0.8132133450395084,0.9197314834973382,1,4,1.3893866299104067,1.8090971743625086,0.7896903765690377,0.9468215158924206,0.9248613857008539,0.41802816901408446,2.3972602739726026,0.039628345564607814,round1:anchor_trend,0.25,500
0.3,2140,2.0647829083390765,0,0,0.23317757009345794,0.24577822990844353,0.9487315869282664,0.50082826119191,-1.8877631571050866,0.8311234008528784,0.9139652959732826,0,4,1.8766368022053757,2.368711233631978,0.8628024099054956,0.9615925058548009,0.9121947672917798,0.39830985915492956,3.1873972602739724,0.036536819636486584,round1:anchor_trend,0.3,0
0.3,1695,1.6354238456237078,120,0,0.26194690265486725,0.24577822990844353,1.065785618003868,0.50082826119191,4.328503890364384,0.889861039629439,1.0650580534703606,2,4,1.5630599586492075,1.7077877325982083,0.9085867455402534,0.9431952662721893,1.053748923632471,1.2067605633802818,2.0060273972602736,0.012036694371396983,round1:anchor_trend,0.3,120
0.3,1788,1.7251550654720884,250,0,0.24664429530201343,0.24577822990844353,1.00352376772301,0.50082826119191,0.27847321136052733,0.8553115106286747,0.9758800818868165,2,4,1.5678842177808407,1.8911095796002757,0.8692345783814375,0.9489624228827819,1.0203007371333954,0.8084507042253521,2.33972602739726,-0.016776969410385423,round1:anchor_trend,0.3,250
0.3,1897,1.8303239145416954,500,0,0.23563521349499209,0.24577822990844353,0.9587310217946078,0.50082826119191,-0.9404094245608712,0.83804128266633,0.8923260760846228,1,4,1.6884906960716748,2.1082012405237767,0.8376530739254905,0.9519027484143763,0.9136798592506057,0.5008450704225351,2.7232876712328764,0.0450511625440021,round1:anchor_trend,0.3,500
0.35,2351,2.268366643694004,0,0,0.23862186303700553,0.24577822990844353,0.9708828284990747,0.50082826119191,-0.22939746708348965,0.8616976095134085,0.9237089386704321,0,4,2.002067539627843,2.542384562370779,0.9053218263955604,0.9658994032395567,0.9240999511865813,0.4298591549295775,3.4712328767123286,0.04678287731249342,round1:anchor_trend,0.35,0
0.35,1886,1.819710544452102,120,0,0.25609756097560976,0.24577822990844353,1.0419863511549023,0.50082826119191,2.0152361638286957,0.8800070489441907,1.033052420192821,2,4,1.6836664369400414,1.9248793935217092,0.9103375174337518,0.9452418926103137,1.0342079930445491,1.352676056338028,2.270684931506849,0.007778358110353212,round1:anchor_trend,0.35,120
0.35,2054,1.9818056512749829,250,0,0.24488802336903603,0.24577822990844353,0.9963780089890829,0.50082826119191,-0.2589050774502403,0.8409942117807288,0.9728027030659627,2,4,1.866988283942109,2.151619572708477,0.8752353856230556,0.9546120058565154,1.0139345536593645,0.9149295774647886,2.6504109589041094,-0.01755654467028156,round1:anchor_trend,0.35,250
0.35,2142,2.0667126119917296,500,0,0.23622782446311857,0.24577822990844353,0.9611421831425727,0.50082826119191,-1.5236198500060574,0.8299284984678243,0.9041266711874516,1,4,1.9682977257064094,2.262577532736044,0.8769660365238957,0.9569489939167056,0.9190273664792206,0.6152112676056338,2.9841095890410956,0.04211481666335215,round1:anchor_trend,0.35,500
0.4,2537,2.447829083390765,0,0,0.24241229798975167,0.24577822990844353,0.9863050038241966,0.50082826119191,1.0012842899750563,0.8848850283295486,0.9496718506300948,2,4,2.1130254996554103,2.7594762232942798,0.9311300750834262,0.9699842022116903,0.9532965646368168,0.4732394366197183,3.6668493150684927,0.033008439187379834,round1:anchor_trend,0.4,0
0.4,2099,2.025223983459683,120,0,0.252501191043354,0.24577822990844353,1.0273537698494082,0.50082826119191,0.15584330607969896,0.8878200739422155,1.004286831500524,2,4,1.866988283942109,2.1274982770503104,0.9196542174986903,0.9503342884431709,1.0248288668923697,1.4946478873239435,2.56986301369863,0.002524902957038444,round1:anchor_trend,0.4,120
0.4,2278,2.1979324603721575,250,0,0.242756804214223,0.24577822990844353,0.9877066992656507,0.50082826119191,-1.2337895878338145,0.8584591943412594,0.9576904191628854,2,4,2.0889042039972434,2.373535492763611,0.9062523280935708,0.9621645402551694,1.0058965048137805,1.0490140845070424,2.869041095890411,-0.018189805548129767,round1:anchor_trend,0.4,250
0.4,2392,2.3079255685733977,500,0,0.2391304347826087,0.24577822990844353,0.9729520587388426,0.50082826119191,-1.89566881427744,0.8423607767613545,0.9543864612324273,2,4,2.1805651274982774,2.460372157133012,0.9020258346862428,0.9606200251361542,0.9469312600965196,0.7769014084507042,3.2449315068493148,0.026020798642322984,round1:anchor_trend,0.4,500
0.2,1811,1.7473466574776018,0,0,0.23964660408614025,0.24577822990844353,0.9750522012279631,0.49359108059390056,-4.861770045062489,0.6500608244046225,0.9423841836176602,1,4,1.5389386629910407,2.0503101309441765,0.8586077342777833,0.9634551495016611,0.9349520394532348,0.26422535211267606,2.9342465753424656,0.040100161774728305,round1:anchor_season,0.2,0
0.2,1277,1.2321157822191593,120,0,0.2513703993735317,0.24577822990844353,1.0227529080471096,0.49359108059390056,5.83083777623839,0.7908477414905669,1.0094699484109981,2,4,1.0179186767746382,1.3314955203308063,0.896666600567134,0.9410377358490566,1.0028589974902287,0.7887323943661971,1.7322033898305085,0.019893910556880945,round1:anchor_season,0.2,120
0.2,1295,1.2494831150930394,250,0,0.2579150579150579,0.24577822990844353,1.0493812165997598,0.49359108059390056,3.3555011400745043,0.7417322633408301,1.050268570376207,2,4,1.1144038594073054,1.3604410751206066,0.8950312174817898,0.9465116279069767,1.0142846896243705,0.5087323943661972,1.8429378531073448,0.03509652697538934,round1:anchor_season,0.2,250
0.2,1405,1.3556168159889732,500,0,0.25551601423487547,0.24577822990844353,1.0396202069241829,0.49359108059390056,5.528647751554052,0.7126096322511155,1.0207888143108061,3,4,1.2687801516195727,1.4183321847002068,0.8393817778157289,0.9592857142857143,0.9933835051900071,0.29183098591549295,2.096045197740113,0.04623670173417582,round1:anchor_season,0.2,500
0.25,2011,1.9403170227429358,0,0,0.2381899552461462,0.24577822990844353,0.9691255215519938,0.49359108059390056,-3.6227931011486225,0.7031599495709463,0.9267188339364575,1,4,1.8332184700206755,2.262577532736044,0.8857356968891347,0.9666001994017946,0.9481619394008975,0.28788732394366195,3.1183561643835613,0.020963582151096283,round1:anchor_season,0.25,0
0.25,1502,1.4492074431426603,120,0,0.24900133155792276,0.24577822990844353,1.0131138614297934,0.49359108059390056,2.7573226158621513,0.848537059743774,0.9787868202839028,2,4,1.2494831150930394,1.5534114403859407,0.8892909646047722,0.9465597862391449,0.9834662827884741,0.9188732394366197,1.957627118644068,0.029647578641319283,round1:anchor_season,0.25,120
0.25,1556,1.5013094417643005,250,0,0.25,0.24577822990844353,1.0171771523178808,0.49359108059390056,0.8681607382223092,0.7012491888384166,1.0293706705268209,3,4,1.4135079255685734,1.6016540317022743,0.8605600257483103,0.950354609929078,0.9792016716770537,0.6152112676056338,2.092090395480226,0.03797548064082701,round1:anchor_season,0.25,250
0.25,1680,1.6209510682288077,500,0,0.2511904761904762,0.24577822990844353,1.022020853043204,0.49359108059390056,2.1304985313992506,0.7507756163005199,0.995712844377671,2,4,1.514817367332874,1.7801516195727085,0.9120039965743649,0.9629850746268657,0.9889608796745188,0.3549295774647887,2.4432876712328766,0.03305997336868516,round1:anchor_season,0.25,500
0.3,2183,2.1062715368711236,0,0,0.23408153916628494,0.24577822990844353,0.9524095736773928,0.49359108059390056,-3.0115291228117522,0.7338599741340138,0.9110782082382274,1,4,1.9731219848380428,2.407305306685045,0.8797732696897376,0.9696969696969697,0.9245473262338204,0.3115492957746479,3.2756164383561646,0.027862247443572352,round1:anchor_season,0.3,0
0.3,1709,1.6489317711922813,120,0,0.2445874780573435,0.24577822990844353,0.9951551776919233,0.49359108059390056,0.29598714863142495,0.8597404767208733,0.9343376486642756,1,4,1.5051688490696071,1.746381805651275,0.8568688981868899,0.9477699530516432,0.9549419750460398,1.108169014084507,2.147457627118644,0.04021320264588346,round1:anchor_season,0.3,120
0.3,1779,1.7164713990351483,250,0,0.24676784710511523,0.24577822990844353,1.0040264640079812,0.49359108059390056,0.22247749488292012,0.7419111923376316,1.010793334706035,2,4,1.5871812543073742,1.8476912474155756,0.9209796015180267,0.9560315670800451,0.9741975612605211,0.6940845070422536,2.2779661016949153,0.029828902747460084,round1:anchor_season,0.3,250
0.3,1895,1.828394210889042,500,0,0.24063324538258576,0.24577822990844353,0.9790665571650737,0.49359108059390056,-2.091145247427045,0.7258753962882485,0.9557034758247382,1,4,1.6595451412818747,2.0358373535492764,0.886920224474013,0.9592592592592593,0.959016954641964,0.4061971830985916,2.757808219178082,0.020049602523109722,round1:anchor_season,0.3,500
0.35,2383,2.299241902136458,0,0,0.23919429290809904,0.24577822990844353,0.973211878843797,0.49359108059390056,-2.1440487936222405,0.7818318586707181,0.9280561713078845,1,4,2.0696071674707097,2.5906271536871124,0.8905250817109565,0.9722455845248108,0.9628966037321751,0.3549295774647887,3.547457627118644,0.010315275111621891,round1:anchor_season,0.35,0
0.35,1924,1.8563749138525156,120,0,0.23804573804573806,0.24577822990844353,0.9685387437870883,0.49359108059390056,-2.2564490599312834,0.8646749695232446,0.9352722027778786,1,4,1.775327360441075,1.9393521709166093,0.8605944151355286,0.9499739447628973,0.9394695594888138,1.3211267605633803,2.309604519774011,0.02906918429827443,round1:anchor_season,0.35,120
0.35,2022,1.9509303928325292,250,0,0.24480712166172106,0.24577822990844353,0.9960488435160257,0.49359108059390056,-1.2636461728136907,0.749372297391547,1.0119028509048338,2,4,1.8090971743625086,2.0937284631288766,0.9162861332216171,0.9608329201784829,0.9691222756280794,0.7808450704225353,2.5315068493150683,0.02692656788794634,round1:anchor_season,0.35,250
0.35,2128,2.0532046864231566,500,0,0.2387218045112782,0.24577822990844353,0.9712894612358712,0.49359108059390056,-4.36709344983568,0.7510360671491637,0.9411125545199241,1,4,1.8621640248104756,2.262577532736044,0.8983173801627978,0.9637305699481865,0.9786866858472163,0.4969014084507042,3.007123287671233,-0.007397224611345066,round1:anchor_season,0.35,500
0.4,2505,2.416953824948312,0,0,0.24151696606786427,0.24577822990844353,0.9826621591254577,0.49359108059390056,-1.5354550574627472,0.7948103519101739,0.9409943829390195,1,4,2.1226740179186767,2.6871123363197795,0.9156344132869602,0.9764,0.9629545061914707,0.3825352112676056,3.729378531073446,0.01970765293398702,round1:anchor_season,0.4,0
0.4,2122,2.0474155754651964,120,0,0.24458058435438265,0.24577822990844353,0.9951271292233368,0.49359108059390056,-0.5516152196692153,0.8715727199014984,0.9602814758124414,1,4,1.9538249483115093,2.1419710544452104,0.9107292289300657,0.9574870099196977,0.9607529436054676,1.4946478873239435,2.479661016949153,0.0343741856178692,round1:anchor_season,0.4,120
