rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,candidate
0.2,872,0.8413507925568574,0,0,0.21559633027522937,0.24577822990844353,0.8771986451181725,0.48905764019029685,-6.32508740917598,0.7460169529135046,0.971384261041204,2,4,0.6609235010337698,1.0806340454858718,0.7185672514619882,0.8985005767012687,barrier_ridge_expand_a100
0.2,970,0.9359062715368711,120,0,0.25257731958762886,0.24577822990844353,1.0276635147129105,0.48905764019029685,6.441434414378462,0.6465821958779705,1.0761552206174079,3,4,0.8345968297725707,1.0082701585113716,0.6894575180786998,0.8849740932642487,barrier_ridge_expand_a100
0.2,888,0.8567884217780841,250,0,0.24211711711711711,0.24577822990844353,0.9851039988664161,0.48905764019029685,-0.384116226118541,0.7028571428571428,1.0314747733524579,3,4,0.7284631288766368,1.0082701585113716,0.6809554157776608,0.8856172140430351,barrier_ridge_expand_a100
0.2,906,0.8741557546519642,500,0,0.2306843267108168,0.24577822990844353,0.9385873061123051,0.48905764019029685,-2.4311774399548347,0.6108716897098639,1.033097014925373,3,4,0.7139903514817367,1.0372157133011717,0.6947585660974782,0.8834628190899001,barrier_ridge_expand_a100
0.2,455,0.43900758097863546,250,3,0.23296703296703297,0.24577822990844353,0.9478749727094099,0.48905764019029685,-4.343754003906343,0.580034778508061,1.0294308576389026,2,4,0.40041350792556857,0.4727773949000689,0.6217281307774642,0.7288888888888889,barrier_ridge_expand_a100
0.25,1037,1.000551343900758,0,0,0.23143683702989393,0.24577822990844353,0.9416490513260999,0.48905764019029685,-3.122553883893543,0.8198659338724484,0.9924245597661505,2,4,0.7767057201929704,1.2687801516195727,0.689752852205099,0.9031007751937985,barrier_ridge_expand_a100
0.25,1213,1.1703652653342522,120,0,0.25474031327287716,0.24577822990844353,1.0364641057418802,0.48905764019029685,7.722273413921606,0.6521561803251945,1.0645343559935976,3,4,1.0806340454858718,1.2543073742246726,0.6977361028093246,0.9048013245033113,barrier_ridge_expand_a100
0.25,1073,1.0352860096485184,250,0,0.23765144454799628,0.24577822990844353,0.9669344784382465,0.48905764019029685,-1.8735313996403855,0.8371695871695872,0.9734714608826999,2,4,0.9407305306685045,1.1481736733287389,0.6538568823087652,0.8960674157303371,barrier_ridge_expand_a100
0.25,1117,1.077739490006892,500,0,0.22829006266786034,0.24577822990844353,0.928845743387859,0.48905764019029685,-1.3551691868543705,0.7353344127537677,0.9718585907122248,1,4,0.8731909028256375,1.2543073742246726,0.681707852701172,0.9001798561151079,barrier_ridge_expand_a100
0.25,534,0.5152308752584425,250,3,0.2340823970037453,0.24577822990844353,0.9524130639680531,0.48905764019029685,-3.96211335333264,0.7562157243685905,1.0079796401378216,2,4,0.4776016540317023,0.5403170227429359,0.626738394102411,0.7485822306238186,barrier_ridge_expand_a100
0.3,1271,1.226326671261199,0,0,0.23603461841070023,0.24577822990844353,0.9603560840137348,0.48905764019029685,-1.413800192814974,0.882136225647676,0.9995663126433131,2,4,1.0034458993797382,1.4713990351481738,0.7514081107177342,0.9233807266982622,barrier_ridge_expand_a100
0.3,1435,1.3845623707787733,120,0,0.25505226480836235,0.24577822990844353,1.0377333456399842,0.48905764019029685,7.31977609474349,0.7137277657508871,1.0462674114475963,3,4,1.312198483804273,1.4424534803583735,0.7813170168413791,0.913986013986014,barrier_ridge_expand_a100
0.3,1310,1.2639558924879395,250,0,0.2435114503816794,0.24577822990844353,0.9907771346241344,0.48905764019029685,-0.6536614801239321,0.8601568040343551,0.9869925304557483,2,4,1.1722949689869056,1.3893866299104067,0.7218683289215267,0.9149425287356322,barrier_ridge_expand_a100
