rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,candidate,robustness
0.25,432,1.7084745762711866,120,0,0.4652777777777778,0.3379032258064516,1.3769557146645452,0.6681472911258463,54.21116912791054,1.3769557146645452,1.3769557146645452,1,1,1.265536723163842,1.957627118644068,1.313385409770952,0.9414519906323185,consensus_half_reset_anchor_quarters,1.313385409770952
0.25,531,2.1,500,0,0.4613935969868173,0.3379032258064516,1.365460764352395,0.6638275111264859,51.05311513059417,1.365460764352395,1.365460764352395,1,1,1.957627118644068,2.2937853107344632,1.2977972496044787,0.9619771863117871,online_half_reset_anchor_quarters,1.2977972496044787
0.2,354,1.4,250,0,0.4632768361581921,0.3379032258064516,1.3710340735946498,0.6572780734827717,58.03854521390241,1.3710340735946498,1.3710340735946498,1,1,1.0084745762711864,1.6412429378531075,1.2864792503346723,0.8997134670487106,equal_reset_consensus_anchor,1.2864792503346723
0.25,469,1.8548022598870058,0,0,0.43923240938166314,0.3379032258064516,1.2998763428001487,0.6502504367745255,51.28859760714305,1.2998763428001487,1.2998763428001487,1,1,1.364406779661017,2.135593220338983,1.2525252525252524,0.9504310344827587,equal_three,1.2525252525252524
0.2,344,1.3604519774011299,0,0,0.45058139534883723,0.3379032258064516,1.333462840650497,0.6319974767368509,55.96651533143047,1.333462840650497,1.333462840650497,1,1,1.1073446327683616,1.5225988700564972,1.2467532467532467,0.887905604719764,reset_half_consensus_anchor_quarters,1.2467532467532467
0.2,270,1.0677966101694916,250,0,0.45185185185185184,0.3379032258064516,1.337222664191638,0.56729670725787,32.95717849172287,1.337222664191638,1.337222664191638,1,1,0.8502824858757062,1.1864406779661016,1.2444444444444445,0.8301886792452831,0.75*reset_xgb+0.25*multiscale_anchor,1.2444444444444445
0.2,516,2.040677966101695,250,0,0.436046511627907,0.3379032258064516,1.2904479103069324,0.6613929110259041,42.627373432995086,1.2904479103069324,1.2904479103069324,1,1,1.5423728813559323,2.2740112994350286,1.2338308457711442,0.958904109589041,0.75*online_hedge+0.25*multiscale_anchor,1.2338308457711442
0.25,457,1.8073446327683618,0,0,0.437636761487965,0.3379032258064516,1.2951541390097294,0.6257561795237777,47.03099913698415,1.2951541390097294,1.2951541390097294,1,1,1.6412429378531075,1.8785310734463279,1.232974910394265,0.9269911504424779,reset_half_online_anchor_quarters,1.232974910394265
0.2,490,1.9378531073446328,250,0,0.44693877551020406,0.3379032258064516,1.3226827723929666,0.6612054104808445,43.99993774623118,1.3226827723929666,1.3226827723929666,1,1,1.5621468926553672,2.1553672316384183,1.2321450751459446,0.9525773195876288,0.75*consensus_geometric+0.25*multiscale_anchor,1.2321450751459446
0.2,256,1.0124293785310736,120,0,0.44140625,0.3379032258064516,1.3063096658711217,0.5914973590039505,55.23575449375009,1.3063096658711217,1.3063096658711217,1,1,0.9491525423728814,1.0480225988700564,1.222222222222222,0.8844621513944223,0.75*reset_xgb+0.25*consensus_geometric,1.222222222222222
