rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,candidate,stage1_rate,stage1_rolling,stage1_cooldown,robustness
0.4,1043,2.0337047353760447,120,0,0.3432406519654842,0.32793522267206476,1.0466721115490691,0.5249263721552878,24.418773872901664,0.9771349762276339,1.0449489811083659,1,2,1.9791086350974931,2.135097493036212,0.9548090197883111,0.8940269749518305,online_sgd_local_w5_eta02_e1,0.4,120,0,0.9548090197883111
0.4,1094,2.133147632311978,0,0,0.3290676416819013,0.32793522267206476,1.0034531789559211,0.49584262977837273,8.295721888715853,0.9034141540425871,0.9812045903123242,1,2,1.9401114206128134,2.417827298050139,0.9367592680383047,0.9054178145087236,online_sgd_w5_eta02_e1,0.4,0,0,0.9034141540425871
0.35,933,1.8192200557103064,250,0,0.34512325830653806,0.32793522267206476,1.0524128987866037,0.5116183251524618,24.935259681763668,0.9601194778979526,1.0349036905811515,1,2,1.6963788300835656,2.0376044568245124,0.8927925974119858,0.8879310344827587,online_sgd_w5_eta005_e1,0.35,250,0,0.8927925974119858
0.35,951,1.854317548746518,500,0,0.31335436382754994,0.32793522267206476,0.9555373810543807,0.4903852446824335,4.738414828286153,0.8561747012345838,0.9495511085342518,1,2,1.7353760445682451,2.066852367688022,0.8397076321604624,0.8868921775898521,online_sgd_w5_eta005_e3,0.35,500,0,0.8397076321604624
0.25,719,1.4019498607242342,500,0,0.2670375521557719,0.32793522267206476,0.8142996960799465,0.4818749070355496,-11.561521899558485,0.7486578542239977,0.7928177512130679,0,2,1.3064066852367688,1.4623955431754876,0.7821612349914238,0.8235294117647058,online_sgd_expand_eta02_e1,0.25,500,0,0.7486578542239977
0.25,684,1.3337047353760447,250,0,0.2909356725146199,0.32793522267206476,0.8871742112482853,0.47383757251227127,8.823762567311428,0.7082427960372285,0.9390536690188143,1,2,1.277158774373259,1.3746518105849583,0.6877910605405925,0.801178203240059,online_sgd_w5_eta02_e3,0.25,250,0,0.6877910605405925
