rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,simpson_gap,candidate,rate,rolling,balanced_robustness,family
0.4,1756,1.6942798070296348,250,0,0.2944191343963553,0.2457782299084435,1.1979056668527208,0.5704488733504003,13.87684927522419,1.1614185171702462,1.2070302015922296,4,4,1.6595451412818747,1.770503101309442,1.1567483189241117,0.923472301541976,1.2040315284731729,1.2043835616438354,1.945762711864407,-0.006125861620452,online_mix:hedge_local_eta2_rho0p97,0.4,250,1.1567483189241117,online_mix
0.4,1674,1.6151619572708478,250,0,0.2945041816009558,0.2457782299084435,1.198251699146273,0.5658120398672996,13.703697335850256,1.1661590009137983,1.1998217761052392,4,4,1.5678842177808407,1.6595451412818747,1.156470588235294,0.9119233073696824,1.208595082137842,1.093150684931507,1.9378531073446328,-0.0103433829915688,online_mix:hedge_hierarchical_eta5_rho0p97,0.4,250,1.156470588235294,online_mix
0.4,1614,1.5572708476912476,250,0,0.2967781908302354,0.2457782299084435,1.207503980075006,0.5663156065935755,15.569903051468918,1.1759537375363844,1.2297496864682245,4,4,1.4376292212267403,1.6209510682288075,1.15484022556391,0.90863890615289,1.2293673833335816,1.0241095890410958,1.906214689265537,-0.0218634032585756,online_mix:hedge_global_eta10_rho0p99,0.4,250,1.15484022556391,online_mix
0.3,1290,1.244658855961406,250,0,0.3062015503875969,0.2457782299084435,1.2458448842343035,0.5717990127859054,17.852547555545765,1.1545248868778282,1.2047950922566328,4,4,1.2108890420399725,1.2687801516195727,1.1751344889420203,0.8863813229571984,1.254606631425637,0.7824657534246574,1.4552112676056337,-0.0087617471913334,online_mix:hedge_hierarchical_eta5_rho1,0.3,250,1.1545248868778282,online_mix
0.35,1574,1.5186767746381806,500,0,0.2979669631512071,0.2457782299084435,1.2123407482518072,0.5701668313214484,15.265383366581451,1.1520522388059702,1.262090552572916,4,4,1.447277739490007,1.6257753273604412,1.1770003644125149,0.9088591459528362,1.2413395030967038,0.7786301369863013,1.9299435028248588,-0.0289987548448966,online_mix:hedge_hierarchical_eta5_rho0p99,0.35,500,1.1520522388059702,online_mix
0.4,2011,1.940317022742936,120,0,0.2958727001491795,0.2457782299084435,1.2038198023453786,0.5703416839807274,13.503750692924118,1.1498578535891968,1.2140010659645164,4,4,1.8862853204686425,1.977946243969676,1.1616787505190205,0.9336989032901296,1.208868685783247,1.5227397260273974,2.171186440677966,-0.0050488834378683,online_mix:hedge_hierarchical_eta2_rho0p97,0.4,120,1.1498578535891968,online_mix
0.4,2024,1.9528600964851828,120,0,0.3008893280632411,0.2457782299084435,1.2242309995288327,0.5724262939096787,15.195172559064696,1.1498238979185311,1.2375623595894203,4,4,1.9007580978635423,2.0068917987594763,1.1662094168741064,0.937592867756315,1.2270588951328485,1.5764383561643835,2.1830508474576273,-0.0028278956040157,online_mix:hedge_hierarchical_eta2_rho1,0.4,120,1.1498238979185311,online_mix
0.4,2024,1.9528600964851828,120,0,0.299901185770751,0.2457782299084435,1.220210536476193,0.5724667132344928,15.183395919171245,1.1498238979185311,1.2297764723271238,4,4,1.9007580978635423,2.0068917987594763,1.1607624831309042,0.937592867756315,1.223756783436983,1.5802739726027395,2.1830508474576273,-0.0035462469607898,online_mix:hedge_local_eta2_rho1,0.4,120,1.1498238979185311,online_mix
0.35,1673,1.6141971054445212,500,0,0.2964734010759115,0.2457782299084435,1.2062638793775706,0.5721393390346169,15.094202401501548,1.1497342262530406,1.2487265281537707,4,4,1.5341144038594074,1.746381805651275,1.169626046025105,0.9154676258992804,1.2279013348578671,0.8898630136986301,1.965536723163842,-0.0216374554802964,online_mix:hedge_local_eta2_rho0p99,0.35,500,1.1497342262530406,online_mix
0.25,1287,1.241764300482426,120,0,0.3053613053613053,0.2457782299084435,1.2424261720619336,0.5605803053825142,10.982515905299229,1.168278326676477,1.2335756453314426,4,4,1.1964162646450724,1.312198483804273,1.1492124046271228,0.8447737909516381,1.2524370887505378,1.2005479452054797,1.4039548022598871,-0.0100109166886042,delayed:delayed_global_xgb_w5,0.25,120,1.1492124046271228,delayed
0.4,2024,1.9528600964851828,120,0,0.3018774703557312,0.2457782299084435,1.2282514625814729,0.5735194021691555,11.903343976668252,1.1479230193120418,1.2239695417327765,4,4,1.9248793935217092,1.977946243969676,1.1536381263394226,0.9222387320455672,1.2424636701634169,1.8192090395480227,2.2067796610169492,-0.0142122075819441,hazard:pooled_hazard_hist_w5,0.4,120,1.1479230193120418,hazard
0.25,1246,1.2022053756030324,120,0,0.3081861958266452,0.2457782299084435,1.2539198282185111,0.5691829222323258,5.953585782395631,1.1463187325256292,1.23725635806648,4,4,1.1192281185389388,1.2398345968297726,1.152340932044438,0.863013698630137,1.228129509307846,1.1231638418079095,1.487005649717514,0.0257903189106651,external:b5_d10__local_combined_hist,0.25,120,1.1463187325256292,external
0.35,1562,1.5070985527222605,500,0,0.2989756722151088,0.2457782299084435,1.2164448915043544,0.5701791134367235,16.698429716197516,1.1448966348382312,1.2612595271976526,4,4,1.4328049620951069,1.6209510682288075,1.1933348997493736,0.9049454078355812,1.2407760151742293,0.8399999999999999,1.9101694915254237,-0.0243311236698748,online_mix:hedge_hierarchical_eta10_rho1,0.35,500,1.1448966348382312,online_mix
0.2,1018,0.9822191592005514,120,0,0.3369351669941061,0.2457782299084435,1.3708910147152578,0.5369870318727591,2.9824377515738827,1.143881655552027,1.421449931454396,4,4,0.9648518263266712,0.9986216402481048,1.1837330339830594,0.8696939782823297,1.3892176394844034,0.747457627118644,1.1583561643835616,-0.0183266247691455,cross:cross_extra_w5,0.2,120,1.143881655552027,cross
0.2,1038,1.0015161957270848,120,0,0.3073217726396917,0.2457782299084435,1.2504027421556994,0.5642263071297009,8.748804704155951,1.145114345114345,1.1855837765501267,4,4,0.960027567195038,1.0372157133011717,1.1430232558139537,0.8625363020329139,1.237906417788296,0.7650704225352112,1.494915254237288,0.0124963243674032,external:b5_d10__global_combined_extra,0.2,120,1.1430232558139537,external
0.4,1710,1.6498966230186078,250,0,0.295906432748538,0.2457782299084435,1.2039570504628017,0.5658220888707064,14.353445358389306,1.1429089670694148,1.2280602541309542,4,4,1.543762922122674,1.731909028256375,1.152910130479402,0.918475073313783,1.216002346477357,1.100821917808219,1.993220338983051,-0.0120452960145553,online_mix:hedge_global_eta5_rho0p97,0.4,250,1.1429089670694148,online_mix
0.4,2041,1.969262577532736,120,0,0.2988731014208721,0.2457782299084435,1.2160275608307836,0.5711406914071642,15.907994496821855,1.1520522388059702,1.2245724078693416,4,4,1.8959338387319091,2.0261888352860096,1.1427816529274997,0.93860510805501,1.2199458332827329,1.5879452054794518,2.2186440677966104,-0.0039182724519493,online_mix:consensus_disagreement_0.25,0.4,120,1.1427816529274997,online_mix
0.3,1440,1.3893866299104067,120,0,0.3006944444444444,0.2457782299084435,1.2234380748712288,0.569620835469677,6.049662130937515,1.216774274693946,1.223768112536423,4,4,1.2929014472777396,1.514817367332874,1.142200183294056,0.8822299651567944,1.2361015698683666,0.985753424657534,1.6997183098591548,-0.0126634949971378,recency:local_hist_window3,0.3,120,1.142200183294056,recency
0.25,1318,1.2716747070985528,120,0,0.3050075872534142,0.2457782299084435,1.240986996151102,0.5668653987355228,9.142253258917018,1.1724169321802458,1.2038752135639734,4,4,1.2398345968297726,1.3170227429359065,1.1416230491432935,0.8545316070068545,1.2356899019940977,0.9346478873239435,1.5937853107344633,0.0052970941570043,external:b5_d10__global_combined_hist,0.25,120,1.1416230491432935,external
0.4,1575,1.5196416264645074,250,0,0.2958730158730159,0.2457782299084435,1.2038210869336698,0.5580274118948044,12.540951013093448,1.1623787976729154,1.2032506658025373,4,4,1.500344589937974,1.5485871812543075,1.1396385070957649,0.9031847133757962,1.220912174854122,0.9128767123287672,1.957627118644068,-0.0170910879204522,online_mix:hedge_hierarchical_eta10_rho0p97,0.4,250,1.1396385070957649,online_mix
0.35,1760,1.6981392143349414,500,0,0.296590909090909,0.2457782299084435,1.2067419852498495,0.5721371059227486,7.156572649389418,1.1474986726446816,1.2378606150177864,4,4,1.5534114403859407,1.9007580978635423,1.139160984178489,0.9242165242165242,1.2220925782399723,1.004931506849315,2.001129943502825,-0.0153505929901227,online_mix:consensus_trimmed,0.35,500,1.139160984178489,online_mix
0.2,1096,1.0574776016540317,120,0,0.3211678832116788,0.2457782299084435,1.3067385314448687,0.5624202779063058,22.201777656827616,1.2524052212803576,1.3074633152057644,4,4,1.0179186767746382,1.138525155065472,1.138861304203906,0.8771769019248395,1.3101865205622434,0.7747945205479452,1.265536723163842,-0.0034479891173746,online_mix:consensus_lower_quartile,0.2,120,1.138861304203906,online_mix
0.4,1679,1.6199862164024812,0,0,0.2912447885646218,0.2457782299084435,1.1849901786383414,0.572083734549099,6.881094242941595,1.1388102590495797,1.2356245764078977,4,4,1.39421088904204,1.9007580978635423,1.159920740938641,0.918757467144564,1.2170488766349827,0.7978082191780822,2.064406779661017,-0.0320586979966412,online_mix:hedge_hierarchical_eta2_rho0p99,0.4,0,1.1388102590495797,online_mix
0.35,1679,1.6199862164024812,500,0,0.2989874925550923,0.2457782299084435,1.2164929850234096,0.5718287131737523,9.42225540432436,1.1382826901349823,1.2672183272820252,4,4,1.529290144727774,1.770503101309442,1.174769348439218,0.9169653524492234,1.2383948348129934,0.9090410958904108,1.985310734463277,-0.0219018497895837,online_mix:hedge_global_eta5_rho1,0.35,500,1.1382826901349823,online_mix
0.35,1614,1.5572708476912476,500,0,0.2998760842627013,0.2457782299084435,1.2201084057542857,0.5701072072345679,14.102877137344128,1.1381720913504765,1.276469994445101,4,4,1.461750516884907,1.7029634734665748,1.1866433021806853,0.9098819142324424,1.2507920733146074,0.7978082191780822,1.9694915254237289,-0.0306836675603217,online_mix:hedge_global_eta5_rho0p99,0.35,500,1.1381720913504765,online_mix
0.35,1380,1.3314955203308063,250,0,0.3007246376811594,0.2457782299084435,1.223560922353393,0.5665496367173612,18.65422172416685,1.1378293716602172,1.2224431805503282,4,4,1.2639558924879395,1.37973811164714,1.151901700816928,0.888,1.239857648379572,0.9550684931506848,1.6016949152542377,-0.016296726026179,online_mix:hedge_global_eta20_rho1,0.35,250,1.1378293716602172,online_mix
0.35,1715,1.6547208821502413,500,0,0.2973760932944606,0.2457782299084435,1.2099366709787036,0.5724635868778774,8.661901743756893,1.1360197026794456,1.255022076204559,4,4,1.5196416264645074,1.842866988283942,1.162498851841646,0.9198830409356724,1.2302267999010097,0.9550684931506848,1.989265536723164,-0.020290128922306,online_mix:hedge_global_eta2_rho1,0.35,500,1.1360197026794456,online_mix
0.2,1123,1.083528600964852,500,0,0.3072128227960819,0.2457782299084435,1.249959456989025,0.5492293977565265,4.228869101090555,1.1345969018543645,1.2100735430300038,4,4,0.9262577532736044,1.1481736733287389,1.1857212861396962,0.8729874776386404,1.250219657384434,1.0440677966101697,1.2273972602739724,-0.0002602003954086,delayed:delayed_global_extra_w5,0.2,500,1.1345969018543645,delayed
0.4,1508,1.4549965541006205,250,0,0.2864721485411141,0.2457782299084435,1.1655716970857417,0.5486041264334345,11.218135891744945,1.145592132793974,1.2027521281679832,4,4,1.4328049620951069,1.490696071674707,1.1343950255240578,0.886892880904857,1.1978964749048628,0.8438356164383561,2.115819209039548,-0.0323247778191213,online_mix:hedge_local_eta20_rho0p97,0.4,250,1.1343950255240578,online_mix
0.4,1794,1.7309441764300484,0,0,0.2937569676700111,0.2457782299084435,1.1952115033924708,0.5726777423060363,6.363176514176207,1.1325991991263196,1.2289662518321056,4,4,1.4328049620951069,2.0599586492074433,1.1523096564531106,0.922861934041364,1.2263324041852468,0.9052054794520548,2.107909604519774,-0.0311209007927759,online_mix:consensus_mean,0.4,0,1.1325991991263196,online_mix
0.25,1411,1.3614059269469332,120,0,0.3075832742735648,0.2457782299084435,1.2514667161047777,0.554606284512744,3.7572479836508625,1.1971477960242003,1.25127965667913,4,4,1.312198483804273,1.4424534803583735,1.1321417637368243,0.9039829302987198,1.2618936062298918,1.2418079096045198,1.6090140845070422,-0.0104268901251141,round1:rf_top80_5y,0.25,120,1.1321417637368243,round1
0.3,1329,1.2822880771881462,250,0,0.3009781790820166,0.2457782299084435,1.2245925084338671,0.5719412620119088,17.14527545292969,1.1277985074626866,1.2010644367659988,4,4,1.259131633356306,1.3170227429359065,1.1510179229376132,0.8897280966767371,1.2336866401707436,0.7594520547945205,1.5064788732394367,-0.0090941317368764,online_mix:hedge_global_eta2_rho0p99,0.3,250,1.1277985074626866,online_mix
0.2,1082,1.0439696760854584,120,0,0.2920517560073937,0.2457782299084435,1.1882734940201491,0.5469036117458111,2.8890277821684203,1.1219987021414666,1.1570957104313846,4,4,0.988973121984838,1.090282563749139,1.1272935779816513,0.8588672237697307,1.181672174027876,0.9096045197740114,1.1353424657534246,0.0066013199922732,round1:xgb_top140_5y,0.2,120,1.1219987021414666,round1
0.4,2029,1.957684355616816,120,0,0.295219319862001,0.2457782299084435,1.2011613883458072,0.5701889391289435,13.815579151939245,1.121620670233737,1.2188688090016944,4,4,1.920055134390076,1.9924190213645765,1.1442098971277566,0.9372529644268774,1.204113930451287,1.545753424657534,2.1830508474576273,-0.0029525421054796,online_mix:hedge_global_eta2_rho0p97,0.4,120,1.121620670233737,online_mix
0.3,1603,1.5466574776016542,500,0,0.2975670617592015,0.2457782299084435,1.2107136660152942,0.5635845107787842,16.50778228907971,1.12063263229308,1.2258021369377048,4,4,1.4231564438318405,1.664369400413508,1.1489013557737262,0.9198998748435544,1.2056707576410484,1.35013698630137,1.7954802259887006,0.0050429083742458,router:equal,0.3,500,1.12063263229308,router
0.4,1845,1.7801516195727085,120,0,0.2937669376693766,0.2457782299084435,1.195252068414724,0.5656525956799111,13.21975273195542,1.1186700767263429,1.1952099951023651,4,4,1.7512060647829084,1.813921433494142,1.1227298428135248,0.8934782608695652,1.196993436217911,1.49972602739726,2.084180790960452,-0.0017413678031874,delayed:delayed_global_hist_w3,0.4,120,1.1186700767263429,delayed
0.35,1534,1.480082701585114,250,0,0.302477183833116,0.2457782299084435,1.2306915219700043,0.5681115868135638,7.563538082538088,1.117562778071035,1.27701344887366,4,4,1.3893866299104067,1.5727084769124742,1.1317434210526316,0.8829300196206671,1.2664504280580566,0.9205479452054794,2.149295774647887,-0.0357589060880521,ranker:global_pairwise_quarter_w5,0.35,250,1.117562778071035,ranker
0.4,1507,1.4540317022742937,250,0,0.2866622428666224,0.2457782299084435,1.1663451355045111,0.5481447753221487,11.604376236020384,1.1392988929889298,1.1977366612198073,4,4,1.39421088904204,1.4955203308063405,1.1172407763595034,0.8868175765645806,1.200947817442175,0.8361643835616438,2.143502824858757,-0.0346026819376639,online_mix:hedge_hierarchical_eta20_rho0p97,0.4,250,1.1172407763595034,online_mix
0.2,1052,1.0150241212956583,120,0,0.3003802281368821,0.2457782299084435,1.2221596202754768,0.5165734863521134,10.476927175093431,1.1563033540783167,1.2111412172513722,4,4,0.9021364576154376,1.1529979324603723,1.1098492395563526,0.8376313276026743,1.222607687821311,0.9412429378531074,1.1276712328767122,-0.0004480675458342,delayed:delayed_global_logit_expand,0.2,120,1.1098492395563526,delayed
0.3,1573,1.517711922811854,120,0,0.291163382072473,0.2457782299084435,1.184658959342885,0.5451988541456382,5.437541633636061,1.1087683978561909,1.1688898978918827,4,4,1.461750516884907,1.596829772570641,1.1673778256486738,0.903061224489796,1.1924617347034252,1.487005649717514,1.6333333333333333,-0.0078027753605403,round1:hist_top140_5y,0.3,120,1.1087683978561909,round1
0.25,1339,1.2919365954514128,120,0,0.292755787901419,0.2457782299084435,1.1911379946485714,0.5477987546381734,3.8294990475217534,1.1190648785791957,1.171208381553209,4,4,1.2543073742246726,1.3556168159889732,1.1068472306755934,0.8590704647676162,1.1956427226750337,1.1353424657534246,1.7519774011299434,-0.0045047280264622,diverse:global_gmm3_hist,0.25,120,1.1068472306755934,diverse
0.35,1666,1.6074431426602342,120,0,0.3007202881152461,0.2457782299084435,1.2235432252371148,0.5509051249024131,14.517002313488112,1.1103332634667784,1.236415387637214,4,4,1.558235699517574,1.6595451412818747,1.1049772060201086,0.8916315472606864,1.2200425786700166,1.4076712328767125,1.8298591549295773,0.0035006465670981,recency:global_hist_window_equal,0.35,120,1.1049772060201086,recency
0.4,1823,1.758924879393522,120,0,0.2863411958310477,0.2457782299084435,1.1650388886668872,0.5716211454256043,10.032323363184926,1.1024953598680138,1.1496949592412733,4,4,1.7270847691247415,1.784975878704342,1.1016304825525185,0.8982398239823982,1.1641756850841014,1.430684931506849,2.092090395480226,0.0008632035827857,recency:global_hist_window3,0.4,120,1.1016304825525185,recency
0.4,1616,1.559200551343901,250,0,0.2896039603960396,0.2457782299084435,1.1783141269424957,0.5586799271826882,12.436356732484905,1.1340514225746268,1.2146382314891278,4,4,1.4521019986216404,1.6064782908339077,1.1005084031399823,0.9056486654252016,1.2049884031917113,0.9128767123287672,2.0248587570621472,-0.0266742762492158,online_mix:hedge_global_eta10_rho0p97,0.4,250,1.1005084031399823,online_mix
0.25,1276,1.2311509303928323,120,0,0.3040752351097178,0.2457782299084435,1.2371935269571717,0.5575117863644403,5.204027397451689,1.1001752923934598,1.2529375253970243,4,4,1.0999310820124053,1.37973811164714,1.1156702062172978,0.8678206136900078,1.2390565538546774,1.104225352112676,1.5463276836158193,-0.0018630268975057,external:b7_d14__local_combined_hist,0.25,120,1.1001752923934598,external
0.35,1729,1.6682288077188148,120,0,0.307113938692886,0.2457782299084435,1.2495571263870324,0.5761194143172841,15.65853632872086,1.0893883094985324,1.219385329758524,4,4,1.6450723638869746,1.6933149552033082,1.0911963111604477,0.8932714617169374,1.265268812191826,1.2461971830985916,1.9536723163841807,-0.0157116858047934,external:b2_d7__global_combined_hist,0.35,120,1.0893883094985324,external
0.3,1259,1.2147484493452791,250,0,0.2883240667196187,0.2457782299084435,1.17310661252229,0.5418231705900953,-11.56844967256482,1.0947573217903852,1.218555077987281,4,4,1.1722949689869056,1.2398345968297726,1.089205682438355,0.9425837320574164,1.1987271586057813,0.9649717514124294,1.482816901408451,-0.0256205460834912,ranker:global_pairwise_year_w5,0.3,250,1.089205682438355,ranker
0.25,1338,1.2909717436250865,120,0,0.2907324364723468,0.2457782299084435,1.1829055672695237,0.5453855422978184,14.2696315558756,1.0878415869052576,1.212079768837896,4,4,1.191592005513439,1.3700895933838733,1.101803118908382,0.9152288072018004,1.206378659523641,0.8515068493150684,1.6016949152542377,-0.0234730922541173,recency:local_extra_window3,0.25,120,1.0878415869052576,recency
0.25,1205,1.162646450723639,120,0,0.2912863070539419,0.2457782299084435,1.185159105273282,0.5494504758314769,10.632342635922935,1.123831996224634,1.203812413649953,4,4,1.1481736733287389,1.191592005513439,1.0823607134992292,0.8783333333333333,1.195697447285805,1.0638418079096046,1.2504109589041097,-0.0105383420125231,cross:cross_hist_w5,0.25,120,1.0823607134992292,cross
