rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,quarter_frequency_min,quarter_frequency_max,quarters,period,candidate,policy_type,rate,rolling,cooldown,history,strong,late,late_weekday,weekly_cap,robustness
0.22,323,1.2738028169014084,60,0,0.32507739938080493,0.22186234817813766,1.4652211249463287,0.6230204242843145,4.786969191047536,1.4652211249463287,1.4652211249463287,1,1,1.2028169014084507,1.36056338028169,1.254675594550912,0.8364779874213837,1.4652211249463287,1.2738028169014084,1.2738028169014084,0.7636363636363637,2.5846153846153848,4,retrospective_2025,source_stack50_benefit50,rolling,0.22,60,0,0,0.0,0.0,0,0,1.254675594550912
0.22,261,1.6239999999999999,60,0,0.41762452107279696,0.3401273885350318,1.227847374689684,0.5579729006695299,55.45452037409636,1.227847374689684,1.227847374689684,1,1,1.5244444444444443,1.711111111111111,1.1741452991452992,0.9453125,1.227847374689684,1.6239999999999999,1.6239999999999999,0.2955555555555555,2.8545454545454545,3,retrospective_2026,source_stack50_benefit50,rolling,0.22,60,0,0,0.0,0.0,0,0,1.1741452991452992
0.22,584,1.3787521079258012,60,0,0.3664383561643836,0.26782178217821784,1.3682171524067557,0.616399150647575,27.43120011360874,1.227847374689684,1.3465342498180064,2,2,1.3220910623946038,1.4283305227655987,1.2520661157024793,0.8773747841105354,1.3465342498180064,1.2738028169014084,1.6239999999999999,0.2955555555555555,2.8545454545454545,7,combined_2025_2026,source_stack50_benefit50,rolling,0.22,60,0,0,0.0,0.0,0,0,1.2520661157024793
0.35,417,1.6445070422535213,120,0,0.3213429256594724,0.22186234817813766,1.44838873426806,0.6121113955201775,5.484230714418973,1.44838873426806,1.44838873426806,1,1,1.5774647887323943,1.8140845070422535,1.3585,0.8786407766990292,1.44838873426806,1.6445070422535213,1.6445070422535213,0.9538461538461539,2.7461538461538466,4,retrospective_2025,original75_qrank25,rolling,0.35,120,0,0,0.0,0.0,0,0,1.3585
0.35,367,2.2835555555555556,120,0,0.3896457765667575,0.3401273885350318,1.1455877700558226,0.5730337078651686,46.97155782160798,1.1455877700558226,1.1455877700558226,1,1,2.0844444444444443,2.4577777777777774,1.0422000948316739,0.925414364640884,1.1455877700558226,2.2835555555555556,2.2835555555555556,1.3844444444444444,3.2,3,retrospective_2026,original75_qrank25,rolling,0.35,120,0,0,0.0,0.0,0,0,1.0422000948316739
0.35,784,1.8509274873524455,120,0,0.35331632653061223,0.26782178217821784,1.3192217737372212,0.6104033174235977,24.90495654138117,1.1455877700558226,1.2969882521619414,2,2,1.7588532883642498,1.9595278246205734,1.228240063055962,0.8947368421052632,1.2969882521619414,1.6445070422535213,2.2835555555555556,0.9538461538461539,3.2,7,combined_2025_2026,original75_qrank25,rolling,0.35,120,0,0,0.0,0.0,0,0,1.228240063055962
0.35,424,1.6721126760563378,120,0,0.32547169811320753,0.22186234817813766,1.4669983473350776,0.6049982150588271,7.385960531632028,1.4669983473350776,1.4669983473350776,1,1,1.43943661971831,1.8929577464788732,1.235,0.8878281622911695,1.4669983473350776,1.6721126760563378,1.6721126760563378,1.0153846153846153,2.7102564102564104,4,retrospective_2025,original75_qrank25_day20,rolling,0.35,120,0,0,0.0,0.0,0,0,1.235
0.35,372,2.3146666666666667,120,0,0.3844086021505376,0.3401273885350318,1.130190084974427,0.5712261217879195,50.167082216660056,1.130190084974427,1.130190084974427,1,1,1.8666666666666665,2.7377777777777776,1.0635926573426575,0.9318801089918256,1.130190084974427,2.3146666666666667,2.3146666666666667,1.3222222222222222,3.3272727272727276,3,retrospective_2026,original75_qrank25_day20,rolling,0.35,120,0,0,0.0,0.0,0,0,1.0635926573426575
0.35,796,1.8792580101180438,120,0,0.3530150753768844,0.26782178217821784,1.3180969542722856,0.6044118584395961,27.37914805277578,1.130190084974427,1.2985942161547523,2,2,1.7824620573355818,2.018549747048904,1.1923266109198227,0.9026548672566371,1.2985942161547523,1.6721126760563378,2.3146666666666667,1.0153846153846153,3.3272727272727276,7,combined_2025_2026,original75_qrank25_day20,rolling,0.35,120,0,0,0.0,0.0,0,0,1.1923266109198227
0.25,341,1.3447887323943661,20,0,0.2756598240469208,0.22186234817813766,1.2424813237151358,0.5526728544627327,0.8147312659163892,1.2424813237151358,1.2424813237151358,1,1,1.2225352112676056,1.5380281690140845,0.8981818181818182,0.8125,1.2424813237151358,1.3447887323943661,1.3447887323943661,1.2153846153846155,1.5076923076923079,4,retrospective_2025,qrank50_day50,rolling,0.25,20,0,0,0.0,0.0,0,0,0.8981818181818182
