candidate,n,lift,lift_ci_low,lift_ci_high,p_lift_le_1,benefit_ci_low,benefit_ci_high,period
source_stack50_benefit50,323,1.4652211249463287,1.1396911546517718,1.8428273099168753,0.0012496875781054736,-47.84819356704516,74.01232634796013,2025
original75_qrank25,417,1.44838873426806,1.1545195724839248,1.760679377996405,0.000999750062484379,-40.95329166991772,58.9047275346015,2025
original75_qrank25_day20,424,1.4669983473350776,1.1980333334225879,1.7322130120012984,0.0004998750312421895,-35.16148034163798,53.34659747598383,2025
qrank50_day50,341,1.2424813237151358,0.9600394146063841,1.5502230067447462,0.053486628342914275,-36.71703397801496,42.38971762722322,2025
qrank75_day25,281,1.2190560303400266,0.870319521241571,1.6805948634957713,0.13821544613846537,-33.69548733977469,49.74702986459492,2025
original25_qrank75_day20,274,1.2501997975384942,0.8905715500818158,1.7595231215185312,0.10272431892026994,-33.78074015551239,56.95684179617921,2025
original50_qrank50_day20,323,1.2698583082868182,0.9197625866598509,1.7485837350378524,0.07823044238940265,-32.019230849605705,55.72259948937151,2025
original50_qrank50,443,1.2005898732925804,0.9644082322910856,1.578823722750937,0.04998750312421894,-52.36711733034009,52.54989488146749,2025
source_stack50_benefit50,584,1.3682171524067557,1.0720246994918745,1.7393241551100396,0.009747563109222694,-21.153043216440764,80.93959417311136,2025_2026
original75_qrank25,784,1.3192217737372212,1.0535832632238031,1.5860061414624549,0.00849787553111722,-23.70247913609004,71.15536339044455,2025_2026
original75_qrank25_day20,796,1.3180969542722856,1.0786466609433147,1.561850201607659,0.003999000249937516,-15.3742488260577,69.1364360115633,2025_2026
qrank50_day50,599,1.159418500951987,0.9651569299097021,1.367951227212218,0.05873531617095726,-20.208767187225195,43.251125379088855,2025_2026
qrank75_day25,516,1.1867199701958762,0.9464574114388934,1.462779891040885,0.06598350412396901,-14.115725266728612,49.77542479528851,2025_2026
original25_qrank75_day20,510,1.2080026095465912,0.9234967590417663,1.5157825883955098,0.0849787553111722,-14.907640463520611,56.986083458471256,2025_2026
original50_qrank50_day20,595,1.1734882492738314,0.9130445576370017,1.4680482890809357,0.10622344413896526,-19.34547295432105,54.99381540915379,2025_2026
original50_qrank50,743,1.2060811567233798,0.9918658446576979,1.5194878473773035,0.029242689327668082,-21.838360258249573,61.731956876263986,2025_2026
