candidate,combined_lift,combined_frequency,combined_benefit_bps,minimum_annual_lift,minimum_annual_frequency,maximum_annual_frequency,minimum_currency_lift,minimum_quarter_frequency,annual_lift_at_least_1_30,annual_rate_between_1_and_2,minimum_currency_lift_at_least_1_30,minimum_quarter_rate_at_least_0_75,all_transport_gates
shadow_raw_lifecycle,1.5621430275419979,1.188904694167852,68.35741951539745,1.248876404494382,1.0769230769230769,1.384180790960452,1.5232316184566357,0.717948717948718,False,True,True,False,False
shadow_available_lifecycle,1.5621430275419979,1.188904694167852,68.35741951539745,1.248876404494382,1.0769230769230769,1.384180790960452,1.5232316184566357,0.717948717948718,False,True,True,False,False
