candidate,min_lift,mean_lift,min_rate,max_rate,min_forward,min_symmetric,cadence_penalty,selection_value
sign_cd0,1.057985528367526,1.0807352732831845,2.3919213973799125,2.5666666666666664,12.07387025477165,-23.57594874409451,0.5666666666666664,-0.07534780496580695
sign_cd3,0.9681220473212856,1.0068581637900345,1.3831877729257642,1.4772004241781547,8.517244661145591,-18.100350508060895,0.0,0.9681220473212856
sign_cd4,0.9404066202634641,1.0051175564277484,1.131004366812227,1.1666666666666667,10.944323168426509,-16.24899989966605,0.0,0.9404066202634641
change_r25,0.8812995463717975,1.0150295866482884,1.2456331877729256,1.349307774227902,-5.043806924761084,-46.017163645179615,0.0,0.8812995463717975
change_r35,0.9975077264220263,1.0693808958215594,1.6735807860262009,1.7989247311827956,12.931732867705371,-33.29554867837166,0.0,0.9975077264220263
change_r45,1.0835307394815161,1.1097440087631953,2.0556768558951966,2.2513312034078807,14.334939873078921,-25.713861147563954,0.25133120340788073,0.5808683326657547
change_z_r25,0.9390053713001709,1.0447643019938597,1.2532751091703056,1.3287380699893954,14.898735472809603,-39.48188495593427,0.0,0.9390053713001709
change_z_r35,1.066942461693704,1.1175393903499014,1.7194323144104804,1.8040468583599574,18.207548097530047,-30.61530151832506,0.0,1.066942461693704
change_z_r45,1.0881222356404079,1.114384292134761,2.1244541484716155,2.2886048988285412,14.590039393474525,-25.32319453429604,0.28860489882854123,0.5109124379833254
logit7y_r25,1.0722494582644064,1.1515503179711468,1.3287380699893954,1.6033934252386002,7.783767776725301,-4.590254692632226,0.0,1.0722494582644064
logit7y_r35,1.0803674493208073,1.151937397080193,1.7667020148462353,2.0425985090521834,9.793955301728621,-3.0425412610516784,0.04259850905218343,0.9951704312164404
logit7y_r45,1.0770915298105794,1.1320961104959886,2.1898197242841992,2.5238600212089075,9.641346432347653,-2.4477804125337523,0.5238600212089075,0.029371487392764406
hist7y_r25,1.0963131760576912,1.1761886851162642,1.2990455991516436,1.4451612903225806,6.537174622593724,-2.759502699898418,0.0,1.0963131760576912
hist7y_r35,1.0520623815130383,1.108095315484999,1.826086956521739,2.032258064516129,3.1305256337990306,-2.650245340010565,0.032258064516129004,0.9875462524807803
hist7y_r45,1.0510127902812534,1.1238085875640453,2.256627783669141,2.378494623655914,2.925290370931234,-1.50403841109164,0.3784946236559139,0.29402354296942557
extra7y_r25,1.0874424392197926,1.1162593529474323,1.3584305408271473,1.482532751091703,9.489885766879329,-13.793234437625037,0.0,1.0874424392197926
extra7y_r35,1.0495356912286373,1.0807030226891494,1.8780487804878048,2.017467248908297,9.61085596891465,-10.918708723597787,0.017467248908296984,1.0146011934120434
extra7y_r45,1.0088603254271076,1.0591574322339974,2.3307860262008733,2.498924731182796,6.555476444035651,-10.640725923356657,0.4989247311827958,0.011010863061515996
extra3y_r25,1.0918279118218424,1.1245469309638465,1.5291622481442204,1.6430131004366813,10.47487368743228,-12.411437018405646,0.0,1.0918279118218424
extra3y_r35,1.0732752153083278,1.0910916903420635,1.9819724284199363,2.078602620087336,9.088703423668585,-11.031176844324929,0.0786026200873362,0.9160699751336554
extra3y_r45,1.041520362892762,1.0685075500391272,2.3976670201484622,2.5817204301075267,8.11506435234207,-9.21708100653305,0.5817204301075267,-0.12192049732229138
local_logit7y_r25,1.0988150339785545,1.130151049718329,0.5578602620087336,1.833510074231177,10.165610591886745,-2.528320507624055,0.4421397379912664,0.21453555799602175
local_logit7y_r35,1.0819464224765827,1.1163171826409206,0.9246724890829694,2.249204665959703,7.753107667934984,-2.973412234714402,0.32453217687673375,0.4328820687231152
local_logit7y_r45,1.0915906573814984,1.141738122354702,1.3602620087336244,2.7094379639448567,8.597770098795955,-2.450844135792328,0.7094379639448567,-0.327285270508215
quantile7y_r25,1.030982605463661,1.0861364755757505,1.5068928950159066,1.8646288209606987,1.950587947893533,0.9404054690904082,0.0,1.030982605463661
quantile7y_r35,0.9853286133236702,1.0301295681067775,1.9448568398727464,2.3155021834061134,-0.5838569538391248,0.4567034897325435,0.31550218340611336,0.35432424651144345
quantile7y_r45,1.0066405092078374,1.051446726462031,2.271474019088017,2.697598253275109,0.5367761895433393,1.1573641812562847,0.697598253275109,-0.38855599734238067
stale20_z_r35,0.9784265826949292,1.0116544655526096,1.6888646288209606,1.753763440860215,-1.8483352136763076,-3.073490220641109,0.0,0.9784265826949292
