state,h,origin,n_train,n_query,constant_prediction,weighted_train_mean,target_clip_lo,target_clip_hi,coefficients,last_target_maturity,min_train_date
premarket,1,2023-01-01,1060,280,False,-7.813449920965287,-811.2107555796047,1002.985199990322,"[-51.6223510674097, 13.284332943415269, -22.705149778293883, -102.64280950085953, 21.25050710508138, 18.75514978550778, 7.613295017100498, 22.545428322757463, -7.804839465582609, -18.0694694665976, 28.05923791697835, 23.54742542756432, 60.28793528598512, 50.28614104833757, -21.23208212389137, 27.76556646907017, -70.58797884502304, -15.457100983751877, -24.211651454098508, 96.48840588862338, 46.099438742276355, -16.821337652207088, -74.41578263756861, 18.418312024354353, 1.8322491302632953, 50.60562218674093, -24.362041524282347, -4.05614223917249, -1.2772309142875462, 6.643996354412397, -15.082788319283663, 12.607102987860548, 17.167013942045227, 3.705944076483179, 14.162843129976999, -14.698123750789605, -33.11786099466459, 198.42436302692553, 85.92440011817517, 79.86197063959474, -14.44589737155163, -41.75329121472361, 19.34973725386548, -71.12789563092008, -99.07585194, 68.4606961223878, 42.74064725977449, -13.980005042097197, 10.960267968585324, -4.016693957375894, -11.424760676489509, 12.160216130062098, -7.679029464775855, 0.0, 0.0]",2022-12-29,2022-02-24
premarket,1,2023-04-01,1340,305,False,-3.6627026526123005,-768.8603571441728,954.2564911601897,"[-46.81347008946298, 4.147272123191691, 38.628972368151686, -91.44197302435326, 8.885498109329822, 7.0043796206936, 2.3588370595201744, 20.197239113177144, 0.13113831153393268, -46.5404132112802, 23.149763657456568, 25.006114795145695, 47.23304762906799, 37.84887170978435, -2.1229431855584693, 25.942155354688364, -30.490006547010044, 0.30981930695776205, -26.789569305180034, 31.206369332888194, 43.83278292290558, -23.982972496959324, -35.50275041875409, -18.952051333160277, 1.2414324013471905, 51.530104983579065, -29.495792378150508, 1.862537893326485, -7.555959359100707, -4.2901355498423825, -4.65605009500945, 4.298176258877854, 1.9229730749492149, 2.439315979468546, 16.681110553756785, 2.4161940705320397, -10.057166043156595, 150.36061617649995, 110.6599338510113, 56.152699069205894, -3.109312350841952, -40.62166234140763, 10.61715313049615, -45.57741144457657, -119.20093413759497, 54.243056338489225, 33.13112620710974, -12.156005152512796, 7.329186474027214, -4.32776840210025, -3.367831790582526, 4.46444036059881, -4.098026641948003, 6.654546392379338, 0.0]",2023-03-29,2022-02-24
premarket,1,2023-07-01,1645,330,False,1.0041464797272954,-734.3629108374951,913.109757003617,"[-41.22943246111394, 8.976774819326659, 37.74906937335147, -76.79135122670186, 8.662310295892532, 21.515447859887704, 3.70382388772559, 15.220843591051347, 6.818731073458472, -27.313095893555104, 20.109830074476868, 21.195354408763855, 42.93970794640353, 32.06194432448317, 5.742569849653067, 20.80977044680025, -24.926075751679782, -1.7865010338560605, -33.31662979935337, 28.16328834732216, 36.09479511772583, -21.82684896656649, -34.76491866520626, -7.199549933265121, -1.2977587446805592, 42.98768136832235, -19.236741458035368, -12.775915172024243, -2.9183521852604537, -0.1024204246107573, -4.977340694680887, -1.7619693642414878, 6.938749341674156, 3.2741590192119165, 12.602621850843011, 3.925057308801839, -10.920027592079052, 141.92966663053951, 110.81641947877387, 54.42880345457994, -2.5498042952209485, -45.682343240238225, 7.4792870364747355, -47.33715982191065, -100.38739686298052, 49.68491137065051, 24.572898043497613, -12.209736824724294, 3.3317906888912043, -2.7432230033982465, -1.5299057384397832, 3.8282418733716943, -2.8869038204249304, 3.193115242485085, 0.07226791286186705]",2023-06-28,2022-02-24
premarket,1,2023-10-01,1975,320,False,3.6390231442486236,-680.6877433086208,778.1458882285799,"[-12.338940424046802, 4.93486942039711, 22.33372899387678, -36.58806373508452, -15.416012310891913, 29.415922502143484, 1.898529766087176, 12.478988780860599, 4.853294594717944, -29.32042202575562, 15.853539637712881, 20.05866892125843, 32.70761013792259, 33.07687491844205, 7.938536190413989, 20.872167802704396, 4.840368651851287, 2.163782771365304, -41.92898630679842, 15.840526254933707, 13.790290115409917, -33.45020227916392, -26.40515698233512, -19.209653604093607, -2.183919379973287, 41.65557800363462, 2.354562850465624, -5.965576939304236, 0.9678587273815713, 5.774783156461605, -4.0646715154810895, 0.4863192723150109, 13.267071959253135, -0.7201276951478566, 16.10680935705755, 7.0915717142917964, -13.375985921669114, 135.86824682969842, 91.66491270205165, 55.83660834747615, -3.5898871030018644, -40.14776769201716, 3.0817623697953107, -50.68509939616766, -65.71544850986788, 38.54903398537448, 15.215380280593553, -11.346997317560502, 3.054721304919955, -2.2085592077043557, -0.1621558522675757, 2.1996310164575643, -2.8836372614102976, 2.020070026752491, 3.2423706506123797]",2023-09-28,2022-02-24
premarket,1,2024-01-01,2300,285,False,0.9864000264069666,-588.132555381778,719.038058343921,"[-14.309929765629319, -5.548189067272868, 10.255973334231705, -24.46709250856973, -8.48201443226544, 11.2069066213347, 8.836279421503125, 7.359425654085629, 16.241528240833205, -35.333984539967865, 8.923607478513848, 16.020315952243262, 34.51656871450896, 29.312259009096998, 5.436674568979852, 10.41510286560864, 3.1493939770579065, 3.1976757675121372, -41.41267921321628, 14.036513041493771, 16.156572537770394, -29.737811837008653, -24.430444382345218, -17.795205134741618, -2.566695328074274, 36.88470788771265, 9.569734849711754, -11.46349747250419, -1.2028728446126404, 8.447973894413117, -4.667268795553259, 0.6786736843061195, 8.142166777280991, 0.33485642975562024, 19.21405542142264, 5.300069030824366, -11.921317054242145, 122.77729822797392, 79.37980948583053, 46.27664180998174, -3.3036871196937785, -46.286288848800154, 5.015068258816268, -35.31214414155319, -41.20472804338161, 40.05019672290481, 4.129268638695014, -10.089966322873678, 4.680464364276279, -2.8136686423731145, -0.6020950655497505, 1.634532185064181, -2.8992328414196047, 6.361509441762154, -8.368878265427885]",2023-12-29,2022-02-24
premarket,1,2024-04-01,2585,300,False,1.4734116565533273,-574.0766050293174,699.2758240653219,"[-18.376281735537756, -0.26560772686132594, 19.230732941661554, -20.167606937020107, 3.499947350213489, -6.152634661483905, 13.851356840991421, 7.4876755428764366, 15.58246890186364, -45.5493530261428, 7.452183309269681, 14.484409899770554, 28.513235627512465, 30.574020230623884, 4.028392757718093, 9.053022812459604, 6.662530534437458, 3.993886566545788, -35.20304218981064, 9.554133827399156, 13.909000994109366, -28.58617033813815, -14.492690967618731, -25.864840104530415, -1.6553231787908969, 34.21713592802208, 4.11379805230795, -12.843658932802182, -3.6199898116038267, 3.1111539148597656, -6.725008681870163, 1.2763036739681632, 8.35052643578917, 1.0638377622896, 20.250937052622223, 3.257535022785018, -14.815496563001618, 116.38228343854252, 64.40380475509888, 41.36795046851828, -3.9425730253288, -47.24625350301967, 9.49713947896063, -39.2248511190246, -23.62120674525819, 33.187434576978404, 5.838365481973649, -8.619057617933894, 4.617040524554387, -2.6037668558951435, 0.0646508963912926, 0.796370199418552, -2.8742947644733654, 5.3009220786074245, -7.697904941750041]",2024-03-29,2022-02-24
premarket,1,2024-07-01,2885,325,False,-0.6722179133877,-560.1584358130037,679.8868303478612,"[-19.930841780700632, 1.4468268382821576, 34.81433478663586, -12.84471241289718, -25.321076812410706, 2.6926794105963143, 14.103900878253517, 20.806522225021272, -17.44246014463433, -31.109861131193718, 6.159316471966544, 15.368134719435147, 32.236055822748625, 27.45755241644064, 7.953385643671827, 13.990015179548461, 15.170582089664272, 4.053062525478718, -20.582560206440526, 0.7569045069268445, 19.94168017900406, -29.35911098631873, -14.910260595876567, -17.541219768164055, -1.9400230554454871, 25.17531081970332, -5.168952874723441, -2.639442155391971, -3.0090609831255777, 7.908397650414058, -5.6137492229212995, 2.1999115517754033, 6.717776530037946, 2.2422452303729017, 13.757638395697242, -0.3078224995269343, -15.333020974521812, 104.96650546515077, 44.66179755270086, 44.177229903073396, -1.5401572006496322, -47.75212807338618, 5.643093007585991, -28.571550395031718, -3.0088018022677785, 37.316578756837764, 5.079956188426717, -9.219676938937518, 3.4984352230720392, -1.6122827723500766, -0.7973928833459208, 0.12762825158433666, -1.216387818956644, 3.127120720725232, -5.258851169478984]",2024-06-28,2022-02-24
premarket,1,2024-10-01,3215,330,False,1.2751865533509523,-543.014717113217,639.6397748380173,"[-10.140122907581047, 3.872731451527753, 19.026464497440166, -3.5433443108091778, -7.500192883042815, -4.317906800384343, 26.44663903002693, 10.032019785613278, -6.353500650815292, -26.583931068576934, 2.745137894543566, 13.822518771501958, 39.89956047112116, 28.982987453803563, 12.44239596213864, 8.154304861049583, 13.010949875992898, -9.312387214819598, -9.89254640447217, 2.475571964197458, 14.258550937119239, -17.404377433672458, -16.529125441517788, -11.852412894426381, -4.176033289370235, 23.235931603339306, 0.9198319302024145, -1.395610282431349, -0.5146564943388665, 10.696791447259084, -7.661570002544491, 0.6514450918255889, 7.997669532284733, 4.997015222100958, 8.479167702776028, -4.708869770792411, -22.00543095617856, 67.6644683513291, 26.699874552654403, 57.25530937078741, 21.497982847408448, -35.00590830366904, -2.7441437054936086, 1.2211088953302875, 5.001404446329153, 45.76353823113757, 4.366931350617617, -10.441575095595244, 3.0710720528628928, -1.3217735492919775, -0.76755067186691, 0.8820126905773852, -1.8637605222757943, 0.42873849046896767, -5.161792838626441]",2024-09-28,2022-02-24
premarket,1,2025-01-01,3545,285,False,2.142348021667578,-520.5429212825818,597.1002151226269,"[-2.9367634658486605, 5.0875089562556575, 12.679927091267775, 7.297058491492342, -2.2122495159086717, -16.120505697634336, 25.707849407304945, 11.062120822656183, -11.047167732111662, -27.81363408569196, 0.7452509890490074, 9.621876761497692, 19.44274310072274, 32.02109781225858, 10.213758213290566, 4.777046123857806, 25.4509654637735, -14.540673210621325, -13.749534292094202, -10.656218319805655, 15.566103702518859, -13.952788960871986, -16.152588539795634, -12.645985127267693, -1.6000872440167242, 24.001774252709744, 2.3223598451236014, -4.203138982388966, -2.2068069216939663, 10.649345230413932, -9.870940440041881, 1.144355625924193, 8.503527085383169, 5.903488604099543, 3.3151747572120254, -9.51836596480899, -6.433425773020223, 47.94065212128827, 33.237757655639534, 44.73449362573508, -5.7696087231294975, -37.21227409902469, -6.262280183698165, 3.5530817778914843, 3.085324850673748, 22.587903127743004, -0.2547684850859372, -5.941962492957888, 2.6232284227722715, -0.8140623993236882, -1.2904537768935478, 0.9456511554528765, -1.4643634020078564, 2.774825599361063, -4.401481467255585]",2024-12-29,2022-02-24
premarket,1,2025-04-01,3830,295,False,-1.905295181435635,-502.93101179483835,578.4897032754717,"[-1.9347497015621022, 10.039855415048427, 11.368598210730246, 14.022632624804375, 2.865629708673376, 0.14877034837231168, 29.087633997379882, 16.327799624409753, -3.933604751691906, -15.01901220439241, -3.8089496055971437, 14.809616186090022, 15.288262599528801, 34.64875032886057, 9.840932136286208, 3.7060244935637088, 23.222647774438453, -9.34234221728334, -12.266845679382422, -8.713969374902863, 15.32924257442529, -14.380257513168733, -1.9912692875631213, -24.190325578503327, -2.3659649858896525, 20.936147593078317, -0.5491423289625124, -7.348100857292213, -3.8226013745863026, 13.359806089582445, -12.161645317349485, -0.9893786000515492, 10.394110073824654, 6.205836070524545, 4.198158033599265, -11.65983138910825, -2.5948180568639785, 40.3187898819781, 34.13469359869526, 26.471415208803126, 1.586682803725414, -36.21673552066328, 4.042393964769783, -0.06254717082682529, 2.221808117476525, 18.245788090624046, -2.6429947619951575, -6.039401849349529, 1.871997924702804, -0.7042808137374151, -0.8617708766548496, 0.6521644116529519, -0.9581106459625891, 6.101995998345518, -5.250935989423376]",2025-03-29,2022-02-24
