state,h,origin,n_train,n_query,constant_prediction,weighted_train_mean,target_clip_lo,target_clip_hi,coefficients,last_target_maturity,min_train_date
premarket,1,2025-07-01,4125,330,False,-2.6229278362618333,-496.86345070140777,535.163836303891,"[-2.7968643800020967, 14.391843020350063, 11.468897958806076, 13.349079293296658, 6.96069620759314, -0.7846318732580669, 23.99425480002681, 20.464741824698738, -5.900615598328864, -15.330193841167345, -4.593640698415165, 13.83755076452828, 12.124498030344702, 33.79687880701426, 6.72082063045262, 3.6923860117466605, 22.55722730026697, -8.749930360357087, -12.805294843118972, -8.42303983386694, 13.590927364298878, -14.28454409352088, -1.8854237432136913, -25.184982472269983, -2.623312142670062, 21.05548098141458, -1.8588022707555056, -6.452033390296711, -6.223669373308878, 13.84887162460074, -11.271015194306695, 0.806495514577848, 8.71083309423911, 4.98700552780157, 4.400704855136616, -12.303196794631463, -0.5431224641663451, 35.964478070805534, 33.73181703107456, 25.096832560170977, -5.104610447195582, -35.98442901415875, -0.46649276689442365, 4.770800332241808, 0.4945616461527691, 14.579191847796455, -2.248403830453908, -4.997466428740077, 1.868383939689235, -0.6309397899208381, -1.0539592380866092, 0.7193639028407003, -0.9028488145188602, 5.384146762591393, -4.800000220401181]",2025-06-28,2022-02-24
premarket,1,2025-10-01,4450,325,False,-0.9798288418577145,-485.406397652147,467.65492482665996,"[0.21911409656198497, 10.683558966327663, 15.760333834348318, 16.327065193213542, 10.452121828001875, 5.425446100022457, 21.890987894729264, 21.843725099924647, 0.8537847619211103, -13.058969801769686, -5.945949506464279, 12.438726519396909, 14.360034709957263, 33.65982604692279, 6.402159469053133, 2.1241238568805705, 23.712308508678433, -10.933523674815055, -10.455215928247934, -6.525293560547573, 8.299334431346034, -13.854375010839274, -3.4318674086441097, -20.134385983901574, -1.2770381651140608, 19.009843386122164, -1.8623005737110674, -5.892560347353548, -5.481237837950715, 12.215232768216083, -9.939005612465442, 0.9152149550068184, 8.483178653365735, 2.7599804245650916, 3.784312595472393, -11.688706332438732, 6.9694552143830855, 28.14826904266122, 29.0222432117317, 14.234617731924518, 0.15291953323014765, -34.04362397929375, 1.0334491269037558, 10.323581611390113, 3.918042866563395, 16.98472856384475, -3.582924265244736, -5.136284296251719, 1.531166501717043, -0.7115993495277615, -1.0029958485019417, 0.52784689751778, -0.3444182012108971, 6.735253506525892, -4.9120678775742785]",2025-09-27,2022-02-24
premarket,1,2026-01-01,4770,270,False,-1.930656748907753,-479.8262388073868,407.7922814124259,"[-0.9299070026891927, 6.028714162789037, 18.0696120370902, 8.675928378005308, -10.580379565375745, 17.391228420564943, 17.52581510735806, 4.515060705062229, -2.527082614890117, -7.504689684021446, -5.874861354213034, 10.145316559924222, 17.992253900567697, 29.914670437195902, 4.932929995412228, -2.1666544015786595, 19.0661627049483, -10.426778111287444, -8.082206287734165, -6.009767517266648, 9.208597897747426, -11.798309108810956, -4.562290673124462, -15.155205932559054, -0.5316679371497426, 14.994143882670514, -2.7306176536084243, -5.16168398074473, -1.579951717583303, 11.392742417795327, -6.546077834943477, -0.6633132678248072, 6.337942553158999, 3.9006141083380617, 1.8193146988717381, -8.963856882250886, 10.841140227897155, 21.505003459268842, 29.95985269928665, 7.139072653705542, 1.6076960482969038, -33.04099419964361, 2.4920272989367027, 20.571318561376945, -0.5294635684053409, 20.956050581220453, -4.518562572881178, -5.588083906187152, 1.4194539571129328, -0.3625504096053166, -1.013683420613533, 0.4997103526092619, -0.5429304795020677, 8.21830978579155, -5.0642887099593175]",2025-12-27,2022-02-24
premarket,1,2026-04-01,5045,310,False,-0.8738568630460609,-470.82181303605336,396.01183553592335,"[-1.7856457082047432, 12.586615686526219, 12.282415115138658, 4.971193023338197, -7.068302387251096, 5.198518974026228, 14.834352676104684, 6.899930996501033, -13.627914081656458, -9.416538021340648, -5.626634743927325, 11.440269387386083, 13.301415393325609, 28.604015410205132, 5.374272909698119, -1.3935521175968464, 18.631665564614085, -11.777951999238745, -9.058430577260022, -6.432394681817461, 7.943640362245791, -10.601383369398816, -2.865189555027974, -14.606219616707932, 0.32618232899999205, 13.276022691395196, -1.1610515241480632, -3.9937816057866127, 1.1962798568009394, 7.7373646310648, -4.0584765812324, 2.858572527155265, 4.858338642263742, 2.436652803478557, 2.8097257384655245, -4.659977926613725, 17.10001932679719, 19.27680433107277, 34.5752454325133, 2.477500258170144, 1.6458991127096518, -23.478223959481166, 1.4297194956518924, 13.416052835913105, -13.489862336370345, 15.741151777977446, -4.50507248279456, -4.772523809494935, 1.6407116643963597, -0.5854489356286149, -0.48959841170746443, 0.2889930015928134, -0.8546573186570389, 9.210838383119263, -7.0630478339411304]",2026-03-28,2022-02-24
premarket,1,2026-07-01,5355,230,False,-1.4243340879090702,-463.13582534564256,390.32251365046056,"[-0.12344039892700266, 9.238830787591644, 9.917426083054869, -1.6079174191377479, -0.5321209516732217, -0.24219706548032777, 12.876807225076696, 4.364930790777693, -5.473344932289134, -12.414870450215364, -5.733776947318724, 10.288499701536093, 12.861614832445849, 23.905535820496358, 10.36836726621625, 2.65631877146039, 18.44990871724398, -7.910866540677281, -12.39445770511039, -7.537989985010999, 8.305251887426673, -11.018430223838838, -2.9209637362293197, -12.340188597864765, 1.225689114574375, 9.60125018876378, -1.9028145494599975, -4.7591996107318755, -2.6859091068970233, 6.76174719322919, -3.6154803201476113, 0.8909863965696769, 4.502554158763818, 2.0175686809517055, 3.650824995672244, -3.507597639363372, 18.32160373223927, 14.83763672107854, 31.465923385335664, -1.131726565798541, 3.0626022714997383, -14.916432650078752, 3.943161364848169, 12.531825056789184, -14.19508946031341, 14.974425284055402, -4.557180253855994, -3.972355882473241, 1.3790422220605998, -0.8225205115356454, -0.392854661901693, 0.6527678758015885, -0.8164349244287706, 7.845894223937054, -5.75001123258471]",2026-06-27,2022-02-24
cutoff_1030,1,2023-01-01,1060,280,False,-7.813449920965287,-811.2107555796047,1002.985199990322,"[-41.656846679115326, 10.199175593602634, -35.704449006984106, -74.30405924856571, 8.065174999982393, 23.0450510506872, 14.092075665788746, 20.08036069707383, -17.06970693399297, -2.1692507099246785, 29.377990307461165, 37.207903474305645, 59.32315570597833, 35.312275818767304, -22.603223954251124, 27.08474255995408, -58.73029131081732, -23.60643002113473, -11.517493719848826, 83.0733633433836, 30.82515791318865, -16.144389383852605, -37.78109560450821, 4.110596717077858, 20.282568728539353, 27.814965624504637, -18.97230773680738, -0.5354358858399266, -12.030399837595377, 9.006658830677962, -1.8441501309566841, 12.36680965462698, 15.860132915363243, 0.9017743644689148, -2.3023222964027292, -12.759915946201414, -31.291459005507285, 202.43549614051716, 83.3825098343791, 62.66761687857808, -30.538786328517336, -45.58301504086851, 6.413356693707346, -31.772903050227583, -90.24970500594424, 68.00832739213205, 38.53076853285659, -15.400961634470152, 10.503856906989402, -3.7195827734046327, -9.747915621852892, 10.893181629472803, -7.929540141200601, 99.10953860037179, 0.0]",2022-12-29,2022-02-24
cutoff_1030,1,2023-04-01,1340,305,False,-3.6627026526123005,-768.8603571441728,954.2564911601897,"[-37.32789082895711, 3.4875498727772003, 41.702439228169006, -63.71282290814958, -3.0069006882792646, 7.833574030870831, 9.047140215170623, 16.250509805542123, -9.041014259677134, -37.63875277396766, 25.15310685809572, 33.990003499079904, 44.255387794907655, 27.689561672422087, -8.050142932663261, 29.779478172972095, -21.12111906750618, -9.599855441258347, -17.89867988972822, 16.972608439133055, 28.413258155489483, -20.682657182407937, -18.44427044086539, -14.225326876499569, 14.410378598703224, 30.751594254722157, -21.11436551977512, 3.0552657253397775, -12.398968709694902, -2.051664999836363, 4.159257621863332, 5.488432084140656, 4.2749693946109195, -0.1357735667882351, 4.512297445098696, 3.358211187231853, -16.76224255722393, 153.37338873724337, 99.30716409739078, 44.79072329795826, -20.0875874418801, -35.14805858085306, 4.314863977542904, -18.928686209253232, -114.97859594652337, 51.04512354899477, 27.431568255270744, -11.947908794728393, 6.835198950828124, -3.850427625867518, -3.339549142783762, 4.733037975965525, -4.378260158146517, 94.05321841034876, -16.302571543976086]",2023-03-29,2022-02-24
cutoff_1030,1,2023-07-01,1645,330,False,1.0041464797272954,-734.3629108374951,913.109757003617,"[-30.108707789442285, 6.296680225346033, 36.55388771661261, -48.91531506280834, 1.1343256464172347, 18.823248690511534, 7.425435539522363, 14.510202923021954, 3.268117774002581, -23.005496163416165, 21.462322448042965, 28.957166803761112, 37.65181529513759, 24.041976446767084, -0.4990690029175044, 22.79744859809073, -18.7543429097168, -15.664475230961457, -24.501823879501842, 14.978160096254827, 26.996866651551652, -15.044692588761494, -16.07725717601121, -12.010051482101506, 8.98249577213639, 30.228858848648056, -7.682906617983369, -15.511998152286312, -7.523580257140509, -0.08681136702463425, 2.64051951487403, -0.633490446154236, 8.461782175301698, 0.47045647228978765, 3.1428035462781256, 4.047024164169563, -14.620314933425158, 142.17188547662343, 98.90202870282639, 44.45262911223478, -21.420227339590642, -44.97563681885091, 1.0514150522750416, -24.038417038333442, -90.20933747184664, 43.910475368381995, 17.74755409602745, -11.581609948581788, 3.724383602244054, -2.611110413101376, -2.2653981274595876, 4.348875040155173, -3.19675010183788, 87.07196713715254, -15.199519497703967]",2023-06-28,2022-02-24
cutoff_1030,1,2023-10-01,1975,320,False,3.6390231442486236,-680.6877433086208,778.1458882285799,"[-8.601693533716203, 4.403383042626019, 30.312295433726007, -23.33834598570681, -7.645215533950421, 20.27153154508678, 6.4194951962250615, 10.136363736575277, 6.449221608862482, -24.663674994388337, 17.51909312674899, 24.496345357667177, 29.495053838321553, 26.50601630095271, 1.6682123869331464, 18.457042376139704, 0.17699903203909104, -11.625727713976087, -24.182710038719918, 7.898875044772949, 12.814449955987486, -23.61041927361459, -8.641065855906138, -20.279980391023994, 1.8926848754002326, 33.36421963450767, 1.1232271088600674, -11.079266720095118, -5.6976152229105494, 6.163391364167263, 2.2714646249489405, 0.5044877285715746, 11.593566825636865, -2.328468575601161, 5.411316455830681, 2.3308629570451824, -12.657133788017338, 131.22822114237368, 87.15254989062146, 42.69871916617664, -21.791482315466737, -38.74926516574073, 0.22059895284478082, -27.253486687515377, -70.65381105588027, 34.662594225512485, 11.087701685662681, -9.9741763985737, 2.66879655563604, -2.0491842807950134, 0.0323312095474852, 1.837620069790748, -2.489563554183343, 77.60829744834695, -3.6126340687108724]",2023-09-28,2022-02-24
cutoff_1030,1,2024-01-01,2300,285,False,0.9864000264069666,-588.132555381778,719.038058343921,"[-7.8022945013849645, -9.10781700934403, 19.25286190388899, -15.4789876534908, -0.4540994990372364, 3.9479287979810325, 12.881954809869525, 5.569029586522437, 10.664388426246672, -28.948379496791073, 10.502596458237013, 21.510054388804484, 28.528036809429047, 22.294103072158077, 2.0983186532895783, 6.810177178990687, -3.4209240456437175, -8.75183778938615, -23.15300904863163, 8.35038494789948, 15.093657552091672, -20.591270213287885, -11.007570871947996, -15.89945865409161, 1.5281388663510878, 30.88993805274583, 6.317883523423306, -11.07270198032888, -5.915572237791703, 7.4381754545537255, 0.6560383809926318, -0.007921253128596656, 6.194493491417433, -1.1491123208702245, 6.111006606093532, 1.358398237984098, -9.64677815290264, 118.74020426034912, 74.19962283062021, 32.698591396360854, -20.337028116442074, -45.5837269177553, 1.926010915498182, -19.548362249929234, -43.57668776445054, 33.15908802018825, 0.4349856888645093, -8.48558512892524, 3.620322336494109, -2.447824853442306, -0.6094142892233064, 1.9730963476734307, -2.5361795415024133, 75.43129235133257, -6.160320861674214]",2023-12-29,2022-02-24
cutoff_1030,1,2024-04-01,2585,300,False,1.4734116565533273,-574.0766050293174,699.2758240653219,"[-11.99719701164058, 1.0431547307616496, 18.333799587188114, -17.45868925161577, 1.781529831842521, 1.938934679016012, 11.316625297728992, 6.645398742248696, 3.42756408462604, -25.033909308784143, 9.24908183408417, 19.08129813038035, 25.498058465130185, 21.915888143445855, 2.2940515295346544, 9.274791018951385, -0.7639292140520421, -8.246787447224243, -22.599111681253078, 6.677886559855317, 12.314188561076545, -19.164939452310954, -5.170420419144128, -19.724117463732735, 1.6786396877471903, 27.44751151004593, 5.119852680341105, -11.77352491804276, -5.286183617082276, 5.721281260519757, -1.5188260643598221, 0.859860780808243, 7.092565536671637, -0.4553077680924815, 5.842585373360189, -0.7137785761410134, -14.019750286749433, 111.7050603479105, 66.56473233135162, 31.618677180854657, -16.824136226675652, -49.3569024396449, 4.541782885700004, -23.541300404703403, -29.82146767071082, 29.667092659799575, 1.7128423618737945, -7.679903260119367, 3.6257766227103634, -2.232998059391588, -0.36382705735818716, 1.6488439878735606, -2.6777954938376003, 75.51526387177255, -11.60128687708203]",2024-03-29,2022-02-24
cutoff_1030,1,2024-07-01,2885,325,False,-0.6722179133877,-560.1584358130037,679.8868303478612,"[-15.533554239933565, 4.275784160887733, 31.237625087192118, -13.588761863427589, -19.68750582923963, 13.495083874036128, 8.439789581314143, 18.025457693210804, -19.49201022151417, -11.008018112774348, 8.647943815586334, 18.25420309390294, 27.693220824582216, 17.18902647499336, 5.787530215353306, 12.893021977073868, 3.721994313753233, -5.496903256482292, -10.492186976117383, 3.5712193473206004, 15.836395470171649, -23.218747175629602, -5.50331446703746, -9.306787194039611, -0.9069126687898915, 19.62141387249291, -1.9590263126954195, -3.203391494394532, -5.07506777710688, 6.195332112699323, 0.1442842787970555, 0.17117791694946596, 6.17656401248413, 0.36351109714619795, 3.373267260588521, 1.4729877095720574, -16.00788000978209, 102.67369664387084, 55.684458674836, 32.27987286892891, -18.539777820244794, -50.15708593568919, 4.89483528543036, -13.672807902307508, -17.334755707117637, 32.0129501360808, 1.5924817856583802, -7.8062828669201885, 2.2240796771485805, -1.1608979806969653, -0.6096233143134784, 0.465678861710521, -0.9192372438434867, 69.56264517484668, -1.833873124621621]",2024-06-28,2022-02-24
cutoff_1030,1,2024-10-01,3215,330,False,1.2751865533509523,-543.014717113217,639.6397748380173,"[-8.311559706266056, 7.916390472609679, 15.192084316533736, -6.8582412486586595, 0.6543465465220545, 1.408442464094883, 18.788117865676607, 9.164608875655723, -11.61091961626408, -9.49918382784914, 6.022898725143329, 15.57584921331169, 33.66780456511369, 17.657160211669204, 8.25068676463576, 8.829041651364665, 2.1094391915079855, -11.216647266430957, -7.177111838521356, 5.821742659014297, 10.71458005363887, -16.06079426058879, -7.678878494489356, -4.62925726437643, -3.10731021108268, 15.962685771298064, 4.056097761475607, -3.590525050103907, -4.894736958210564, 9.950846008289432, -2.948989977964163, -0.9508001261786411, 7.016571266633529, 3.912318471566528, -0.4649589953362309, -5.977442792811735, -20.10002400322162, 72.50086339807386, 33.15128207020504, 39.83492357193647, 0.8864624152782573, -34.24317719591454, -0.2057139274645369, 6.931717818233576, -6.776757839565293, 38.51041313625576, 0.7205977534730419, -8.540629120935247, 2.302431094904364, -1.0332362796043235, -0.9037409930649793, 1.476345641867455, -1.841799464098355, 72.31772309254964, -11.781233708387813]",2024-09-28,2022-02-24
cutoff_1030,1,2025-01-01,3545,285,False,2.142348021667578,-520.5429212825818,597.1002151226269,"[-1.8557247992140518, 6.560293601122413, 13.181954129991889, 7.745068198290248, 2.1197290812716068, -3.3099908827950664, 22.752471991410125, 9.752016047199566, -9.682018908930079, -12.226975283572493, 4.352893195020482, 11.14362308838904, 18.971403029219065, 20.301360307603318, 6.771741275512166, 6.468086400566388, 13.457260868926726, -14.698486265262122, -11.36788171595928, -7.896100695908853, 13.335375693421193, -11.94195723520154, -7.405307495688479, -4.940964702800794, -2.1033909670905984, 15.32459863589547, 3.8359735896298095, -4.25780731656919, -5.758042947099351, 8.507861503881461, -5.685342843840429, 0.7889382450228974, 8.44444221760436, 4.407098284336561, -0.8747604162532621, -7.642951075805715, -7.64003907340965, 54.764500630305534, 37.68854627617646, 31.70266502095951, -19.350038253865332, -33.31351650753062, -2.716587944594799, 9.351849218127699, -10.564351391491268, 21.734797077923194, -2.820346621196216, -5.006632281584469, 2.0560861666280164, -0.7268781743391464, -1.160015397254196, 1.2985225299370826, -1.4677151249709677, 68.93198074720962, -9.52253074283746]",2024-12-29,2022-02-24
