policy,kind,rate,memory,horizon,case_lift,matched_random_day_rate,macro_corridor_year_lift,symmetric_benefit_bps,future_only_benefit_bps,n_signals
rolling_r20_m015,rolling,0.2,15,1,1.5598233147685807,0.543584925357553,1.563228689312441,17.575888648506375,66.2273955656266,309
rolling_r20_m015,rolling,0.2,15,3,1.7089783281733748,0.3919902912621359,1.7113514639486322,32.367819727152,79.30910200387065,309
rolling_r20_m015,rolling,0.2,15,5,1.6661003861003858,0.3379789122037791,1.6671344857071493,37.66693288480259,82.31659790120602,309
rolling_r20_m015,rolling,0.2,15,10,1.5611834777976852,0.2694827226224032,1.5706654820691885,44.288300524655135,89.59254807225489,309
rolling_r20_m015,rolling,0.2,15,20,1.7146017699115046,0.1887462156801336,1.7272907262019992,52.00244371959337,110.28974437553853,309
rolling_r20_m020,rolling,0.2,20,1,1.6106004661272162,0.5440983699988601,1.6134702523803548,15.370289455617888,67.40564325339955,283
rolling_r20_m020,rolling,0.2,20,3,1.7367198838896951,0.39268209278468025,1.736802800081049,32.84846468674718,88.0368999540491,283
rolling_r20_m020,rolling,0.2,20,5,1.7207737594617325,0.33882366351305143,1.715501391723259,38.14527603994426,93.08601010618031,283
rolling_r20_m020,rolling,0.2,20,10,1.6613566831944298,0.27011854553744447,1.656693602328574,44.39344356014104,105.11397762238663,283
rolling_r20_m020,rolling,0.2,20,20,1.6431260352356574,0.1892454120597287,1.6394196762594397,41.64743112708443,113.81824499839355,283
rolling_r20_m030,rolling,0.2,30,1,1.5997210599721061,0.5442125237191651,1.6025438838960795,15.510874491638122,68.6929112769146,255
rolling_r20_m030,rolling,0.2,30,3,1.656859983096551,0.3929000632511069,1.6627124884591704,30.245801070777294,82.79298821413575,255
rolling_r20_m030,rolling,0.2,30,5,1.5961197649472993,0.3390575585072739,1.5922782277669243,33.36057021487543,82.95810232199517,255
rolling_r20_m030,rolling,0.2,30,10,1.4641959431811538,0.2705091714104997,1.4576610287571563,29.02356509001645,80.29693311814876,255
rolling_r20_m030,rolling,0.2,30,20,1.4500501169395255,0.18931056293485138,1.4416718148332566,19.663766247163977,83.87984617822639,255
rolling_r20_m040,rolling,0.2,40,1,1.5565293602103418,0.5443702290076335,1.5589314041290816,15.93996868223992,66.76181781300008,262
rolling_r20_m040,rolling,0.2,40,3,1.5535196930545767,0.39309899039645413,1.5527562833896533,29.60958131850643,75.7295793867147,262
rolling_r20_m040,rolling,0.2,40,5,1.4848278677371072,0.33930989903964537,1.4747844766041311,29.75316228237948,66.6254681318218,262
rolling_r20_m040,rolling,0.2,40,10,1.3813800159145162,0.2707769022408274,1.3745664052838347,29.960162301576062,62.69261126907868,262
rolling_r20_m040,rolling,0.2,40,20,1.4704353476283303,0.1894853484363457,1.46203672708738,28.03971779937873,75.22143002308125,262
rolling_r20_m060,rolling,0.2,60,1,1.5405450780681629,0.543791844187462,1.5419599484314666,17.843116483320944,67.3599129453715,265
rolling_r20_m060,rolling,0.2,60,3,1.616136539953452,0.39227023737066347,1.61426411633281,33.29523501031073,77.31131601699981,265
rolling_r20_m060,rolling,0.2,60,5,1.5727971933612197,0.33829884357881923,1.5642121549047479,33.43044172023985,70.98664689421847,265
rolling_r20_m060,rolling,0.2,60,10,1.4826010941289267,0.269796104686549,1.4791969524905273,37.06706724017249,77.82566291830577,265
rolling_r20_m060,rolling,0.2,60,20,1.5976807859558704,0.18895313451004261,1.5898666820181435,41.69820320473823,95.77264005372687,265
rolling_r22_m015,rolling,0.22,15,1,1.5274642243846597,0.5435458980485861,1.5304721748877887,15.91892318309641,63.85835764852335,324
rolling_r22_m015,rolling,0.22,15,3,1.6617338837726263,0.3919006371963361,1.6640929773763566,30.001886914749882,77.57350048313393,324
rolling_r22_m015,rolling,0.22,15,5,1.626109699045935,0.3378509557945042,1.6272008846460793,35.22057239173632,80.36519377579211,324
rolling_r22_m015,rolling,0.22,15,10,1.5353908704490853,0.2693647949024293,1.5450564666479252,41.676463002547294,88.006866109118,324
rolling_r22_m015,rolling,0.22,15,20,1.6842938151127522,0.18874452409398648,1.6970494087836279,49.002964387625006,108.28414791251701,324
rolling_r22_m020,rolling,0.22,20,1,1.6070113281432101,0.5439997971190911,1.6098899247664096,14.992506486230345,64.71342053415641,318
rolling_r22_m020,rolling,0.22,20,3,1.7062015503875967,0.39257455873402314,1.7056190133500866,31.129936885679466,84.74878290007928,318
rolling_r22_m020,rolling,0.22,20,5,1.662123708252209,0.33865895719212824,1.657358897088439,34.7379141514272,87.88680058159747,318
rolling_r22_m020,rolling,0.22,20,10,1.6414589494437402,0.2701232501521607,1.6373634439063562,38.136486461088204,97.98917406218028,318
rolling_r22_m020,rolling,0.22,20,20,1.6460176991150444,0.18913572732805842,1.642875934763995,40.08470381277035,108.03235086523607,318
rolling_r22_m030,rolling,0.22,30,1,1.6035165733854686,0.5440628476084538,1.6056781086830554,12.61839351220031,63.332652227937345,290
rolling_r22_m030,rolling,0.22,30,3,1.6682598690033632,0.3927280311457175,1.670417585346828,24.211213672258978,76.60309202935365,290
rolling_r22_m030,rolling,0.22,30,5,1.5875256462864176,0.3388487208008899,1.5809541999777998,26.585199845263926,77.29673152603606,290
rolling_r22_m030,rolling,0.22,30,10,1.5055046815515998,0.2702725250278087,1.4968141424058887,24.149891015599316,77.23864113849157,290
rolling_r22_m030,rolling,0.22,30,20,1.4768416409351566,0.18912680756395997,1.4616639781332892,18.010633284259498,80.42787427850223,290
rolling_r22_m040,rolling,0.22,40,1,1.5527205092604721,0.5438988943348911,1.5537134229007217,15.571808587131583,65.5942162795101,283
rolling_r22_m040,rolling,0.22,40,3,1.5848946986201888,0.3923971275504388,1.5854515742143234,30.070469769607826,75.82162397773133,283
rolling_r22_m040,rolling,0.22,40,5,1.5242906457859728,0.33845320870853757,1.5160416985146246,31.029219591999933,68.93895179100494,283
rolling_r22_m040,rolling,0.22,40,10,1.4532017103943409,0.2699048216117634,1.446046090285368,32.96222043285825,68.15683622320473,283
rolling_r22_m040,rolling,0.22,40,20,1.5511680482290882,0.18907443291918385,1.5395796276340115,35.750089386493194,83.86912074677497,283
rolling_r22_m060,rolling,0.22,60,1,1.4835802963556266,0.5442458587619878,1.4862997726405767,15.545355252601679,61.30291619672095,296
rolling_r22_m060,rolling,0.22,60,3,1.530174356130195,0.39299531386224934,1.5305159640863844,28.67598720389023,71.3173646180345,296
rolling_r22_m060,rolling,0.22,60,5,1.4940959113181782,0.33917284219703575,1.4863810665678983,29.092590788414107,66.3148119549508,296
rolling_r22_m060,rolling,0.22,60,10,1.3487083941789617,0.2705290976460331,1.3547803677315986,34.65159229867895,72.09990524415831,296
rolling_r22_m060,rolling,0.22,60,20,1.4456998920474988,0.18928454664341762,1.4448399939543901,39.7328973233315,91.74084979175048,296
rolling_r24_m015,rolling,0.24,15,1,1.5323013776390193,0.5432044592030361,1.5341930262031733,14.701710634564375,62.649621668142956,340
rolling_r24_m015,rolling,0.24,15,3,1.6754218546457025,0.3914729601518027,1.6794959153690692,29.09209241614733,76.67194551852275,340
rolling_r24_m015,rolling,0.24,15,5,1.6390929864651083,0.33734582542694497,1.643829389139056,34.595405728338356,79.73832016169666,340
rolling_r24_m015,rolling,0.24,15,10,1.542547090740659,0.26884487666034157,1.554652959475262,40.14363266754051,86.64253683619481,340
rolling_r24_m015,rolling,0.24,15,20,1.639488761568973,0.18836574952561672,1.6485195061219826,47.54204473374325,104.4548073514289,340
rolling_r24_m020,rolling,0.24,20,1,1.5778920308483293,0.5440052209584187,1.581302605934789,14.764655489323946,62.02945755202463,346
rolling_r24_m020,rolling,0.24,20,3,1.6640836079688843,0.39251584933805705,1.6638604008041338,29.95506401464627,80.27200084981284,346
rolling_r24_m020,rolling,0.24,20,5,1.6302312775330399,0.3386164460190192,1.6261298116809797,33.733036403801464,84.86350205503973,346
rolling_r24_m020,rolling,0.24,20,10,1.6162976390867108,0.27000978929703523,1.6137797967660212,40.22456241595746,96.54950042652722,346
rolling_r24_m020,rolling,0.24,20,20,1.665044656606098,0.1892014730561253,1.6640504472529085,46.861632452665326,110.96000473687266,346
rolling_r24_m030,rolling,0.24,30,1,1.5951271619809542,0.5442187809222244,1.5978925645205542,12.30989053495457,59.558555990410774,326
rolling_r24_m030,rolling,0.24,30,3,1.6551550448606958,0.3928977834949535,1.6565243152690976,24.46019335041264,72.83771376449401,326
rolling_r24_m030,rolling,0.24,30,5,1.5742010798190573,0.3390560063328716,1.56971035801254,27.09175260533749,74.1619100343323,326
rolling_r24_m030,rolling,0.24,30,10,1.5314243893513857,0.2704086681179498,1.5280426692213638,29.118193720034814,78.71900398377676,326
rolling_r24_m030,rolling,0.24,30,20,1.490657258591402,0.1893182267959628,1.4862852397906252,24.99329605482306,82.69159224696321,326
rolling_r24_m040,rolling,0.24,40,1,1.5458538859849322,0.5440744499038667,1.5480558170291174,14.674164598860932,63.61115048779266,302
rolling_r24_m040,rolling,0.24,40,3,1.577146743751063,0.39261108737449263,1.578610124321489,27.762638094170256,73.11327118874577,302
rolling_r24_m040,rolling,0.24,40,5,1.5055187637969094,0.33870967741935487,1.5013500339595747,28.607781942749465,66.2907955785818,302
rolling_r24_m040,rolling,0.24,40,10,1.4339510748702744,0.2701746421704764,1.43289919630128,30.978275325418515,66.35021277484098,302
rolling_r24_m040,rolling,0.24,40,20,1.5395033860045144,0.18927579577013462,1.5361155730716962,34.39556509281293,82.06131950635218,302
rolling_r24_m060,rolling,0.24,60,1,1.4973584905660378,0.5441681600955794,1.4991171220640154,13.520264172482285,57.832311918867624,324
rolling_r24_m060,rolling,0.24,60,3,1.508554048916487,0.3928215850258861,1.5098942807112732,24.2554669076586,66.49961220924493,324
rolling_r24_m060,rolling,0.24,60,5,1.4933176677926272,0.3389585822381522,1.4893490843096824,24.77413724813978,62.94888313195961,324
