candidate,period,kind,rate,memory,horizon_lift_min,horizon_lift_mean,symmetric_benefit_min,future_benefit_min,frequency,corridor_frequency_min,quarter_frequency_min
default,retrospective_2025,rolling,0.22,20,1.8347461330070785,2.037032745581935,24.645037408020855,8.01790336485358,1.1870422535211267,1.064788732394366,0.9545454545454546
default,retrospective_2026,rolling,0.22,20,1.7125014129083307,1.888730159255325,17.7783057798972,86.89331334122015,1.2755555555555553,1.2133333333333332,1.1355555555555554
default,combined_2025_2026,rolling,0.22,20,1.7800067233117465,1.956137294504003,21.863061155520167,77.61232402494105,1.19460370994941,1.1332209106239461,0.9545454545454546
selected,retrospective_2025,rolling,0.2,20,1.850844610962178,2.0490892251739607,26.102173704694692,14.844990388118118,1.0687323943661973,1.0056338028169014,0.875
selected,retrospective_2026,rolling,0.2,20,1.71104832199285,1.8769823848599239,17.848478354089814,87.55720881935486,1.2506666666666666,1.182222222222222,1.1199999999999999
selected,combined_2025_2026,rolling,0.2,20,1.7853600545298403,1.9522165582219446,22.587358523610835,79.91886270377286,1.1143338954468804,1.0741989881956155,0.875
