stage,slice,group,n,positive_rate,mean_prediction,brier,logloss,ece,baseline_brier,baseline_logloss,baseline_ece,brier_delta,logloss_delta,auc,average_precision,auc_delta,ece_delta,noninferior
screen_2019_2022,pooled,all,4920,0.1315040650406504,0.12819953998678604,0.11439362274783003,0.3900538996069941,0.00330452505386436,0.11439362274783003,0.3900538996069941,0.00330452505386436,0.0,0.0,0.3604940406151852,0.09704117524678826,0.0,0.0,True
screen_2019_2022,year,2019,1230,0.07317073170731707,0.12820900330179683,0.07092770729139025,0.2778256575837146,0.05503827159447976,0.07092770729139025,0.2778256575837146,0.05503827159447976,0.0,0.0,0.3939327485380117,0.05987413832220222,0.0,0.0,True
screen_2019_2022,year,2020,1215,0.1720164609053498,0.1290579036164304,0.14475810791816227,0.4687907948033293,0.0429585572889194,0.14475810791816227,0.4687907948033293,0.0429585572889194,0.0,0.0,0.27546206017483615,0.11711298622448262,0.0,0.0,True
screen_2019_2022,year,2021,1240,0.11612903225806452,0.12772407078961576,0.1028904352038686,0.3602670390844582,0.011595038531551236,0.1028904352038686,0.3602670390844582,0.011595038531551236,0.0,0.0,0.34961095904298456,0.08952617127853849,0.0,0.0,True
screen_2019_2022,year,2022,1235,0.1651821862348178,0.12782304615440557,0.1393605693745341,0.4542734276013515,0.037359140080412245,0.1393605693745341,0.4542734276013515,0.037359140080412245,0.0,0.0,0.41364513797759644,0.13474521147228968,0.0,0.0,True
screen_2019_2022,currency,AMD,984,0.14735772357723578,0.12819953998678607,0.1261753769716525,0.42041326616407604,0.019158183590449712,0.1261753769716525,0.42041326616407604,0.019158183590449712,0.0,0.0,0.3785335580124122,0.11188965164545789,0.0,0.0,True
screen_2019_2022,currency,KGS,984,0.125,0.12819953998678607,0.10956849054864101,0.3776361999833093,0.0031995399867860708,0.10956849054864101,0.3776361999833093,0.0031995399867860708,0.0,0.0,0.3374597509041293,0.08942513168996455,0.0,0.0,True
screen_2019_2022,currency,KZT,984,0.12398373983739837,0.12819953998678607,0.10877804040873719,0.3755331924599122,0.004215800149387702,0.10877804040873719,0.3755331924599122,0.004215800149387702,0.0,0.0,0.3710918184930204,0.09540069739367685,0.0,0.0,True
screen_2019_2022,currency,TJS,984,0.14126016260162602,0.12819953998678607,0.12165978446023203,0.4088076960585424,0.01306062261483995,0.12165978446023203,0.4088076960585424,0.01306062261483995,0.0,0.0,0.36393512409007706,0.10521595353464483,0.0,0.0,True
screen_2019_2022,currency,UZS,984,0.11991869918699187,0.12819953998678607,0.1057864213498875,0.36787914336913075,0.0082808407997942,0.1057864213498875,0.36787914336913075,0.0082808407997942,0.0,0.0,0.34726190942185,0.08706711361243522,0.0,0.0,True
validation_2023_2024,pooled,all,2475,0.21696969696969698,0.1470310740258998,0.17560541908727154,0.544356733796556,0.06993862294379717,0.1765844630459551,0.5479270761513967,0.07742371644858037,-0.000979043958683562,-0.003570342354840661,0.44697013373613687,0.2039965232880923,0.12835181117433742,-0.0074850935047832,True
validation_2023_2024,year,2023,1235,0.24534412955465587,0.15280777833511838,0.19575465499950803,0.5952618540068825,0.09253635121953749,0.19771670665759863,0.6024169935439112,0.10753684225139046,-0.0019620516580906022,-0.007155139537028732,0.44688487089052253,0.2223951162443849,0.15607692743523283,-0.01500049103185297,True
validation_2023_2024,year,2024,1240,0.18870967741935485,0.14127766287921836,0.15553743009403595,0.49365687616772275,0.047432014540136486,0.15553743009403595,0.49365687616772275,0.047432014540136486,0.0,0.0,0.37328167745662777,0.14531838954198792,0.0,0.0,True
validation_2023_2024,currency,AMD,495,0.25252525252525254,0.1476766637225678,0.20046844214290396,0.6059787404855248,0.1093477703743847,0.20237665487994397,0.6132910652224173,0.11297927200413593,-0.0019082127370400048,-0.007312324736892473,0.4712216216216216,0.24561194813349974,0.16544864864864867,-0.0036315016297512326,True
validation_2023_2024,currency,KGS,495,0.23434343434343435,0.1471040115544738,0.18653905692152017,0.5696454996898576,0.08762302318464503,0.18900404355351355,0.579084298297703,0.09479745382231775,-0.0024649866319933766,-0.009438798607845467,0.4824401783277226,0.26047867384505086,0.14937221362933306,-0.007174430637672716,True
validation_2023_2024,currency,KZT,495,0.18787878787878787,0.14483916425302404,0.15620088965984266,0.4979648971007575,0.04303962362576383,0.15568768961856969,0.4953181749382161,0.04833280735767126,0.0005132000412729765,0.0026467221625413595,0.37031241641256085,0.16158641460391382,0.09357780987535441,-0.00529318373190743,True
validation_2023_2024,currency,TJS,495,0.2080808080808081,0.14813584925421047,0.16909098114994353,0.5276966408334264,0.06032650694796386,0.17001832480462165,0.5310802181348899,0.06853482755969148,-0.0009273436546781144,-0.0033835773014635473,0.448632851198732,0.20294866980745055,0.10689518525856945,-0.008208320611727618,True
validation_2023_2024,currency,UZS,495,0.20202020202020202,0.1473996813452228,0.16572772556214715,0.5204978908732137,0.055018987840787,0.1658356023731267,0.5208616241637566,0.06247422149908541,-0.00010787681097954027,-0.00036373329054284476,0.4377721518987342,0.17884282258338036,0.10724050632911392,-0.0074552336582984075,True
