year,fit_origin,split_origin,evaluation_origin,fit_cutoff_ord,split_cutoff_ord,calibration_cutoff_ord,training_rows,early_calibration_rows,quality_gate_rows,full_calibration_rows,query_rows,latest_training_date,latest_training_maturity_ord,latest_early_calibration_date,latest_early_calibration_maturity_ord,latest_quality_gate_date,latest_quality_gate_maturity_ord,latest_full_calibration_date,latest_full_calibration_maturity_ord,feature_count,model_params,n_iter,early_platt_intercept,early_platt_slope,full_platt_intercept,full_platt_slope,gate_brier_delta,gate_logloss_delta,gate_ece_delta,gate_auc_delta,gate_local_noninferior,gate_local_groups,gate_open,rejected_exact_prior
2019,2018-01-01,2018-07-01,2019-01-01,736693,736874,737058,8546,475,545,1130,1230,2017-12-01,736692,2018-05-30,736873,2018-12-01,737057,2018-12-01,737057,41,"{""early_stopping"": false, ""l2_regularization"": 5.0, ""learning_rate"": 0.05, ""loss"": ""log_loss"", ""max_iter"": 160, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 40, ""random_state"": 20260906}",160,-0.98135671749526,0.13203932515452685,-2.358973716031526,-0.27072106943264174,0.001142673146777684,0.0037207387114280843,0.009453505216854174,0.1468010752688172,3,5,False,True
2020,2019-01-01,2019-07-01,2020-01-01,737058,737239,737423,9781,475,545,1125,1215,2018-12-01,737057,2019-05-30,737238,2019-11-30,737421,2019-11-30,737421,41,"{""early_stopping"": false, ""l2_regularization"": 5.0, ""learning_rate"": 0.05, ""loss"": ""log_loss"", ""max_iter"": 160, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 40, ""random_state"": 20260906}",160,-2.6804398610801883,0.031306918068522406,-2.2646493674609314,0.09999048115274176,-0.0006444120162552164,-0.0028774819615751124,-0.014039904441961612,0.20315398886827457,2,5,False,True
2021,2020-01-01,2020-07-01,2021-01-01,737423,737605,737789,11011,455,545,1105,1240,2019-11-30,737421,2020-05-29,737603,2020-12-01,737788,2020-12-01,737788,41,"{""early_stopping"": false, ""l2_regularization"": 5.0, ""learning_rate"": 0.05, ""loss"": ""log_loss"", ""max_iter"": 160, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 40, ""random_state"": 20260906}",160,0.6206669060783419,0.6950694206090968,-1.334071903726793,0.07728740826438539,0.008476935570143479,0.022831509317034815,0.0709500241818396,0.24373403575989783,0,5,False,True
2022,2021-01-01,2021-07-01,2022-01-01,737789,737970,738154,12221,480,540,1130,1235,2020-12-01,737788,2021-05-28,737967,2021-12-01,738153,2021-12-01,738153,41,"{""early_stopping"": false, ""l2_regularization"": 5.0, ""learning_rate"": 0.05, ""loss"": ""log_loss"", ""max_iter"": 160, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 40, ""random_state"": 20260906}",160,-3.5025563003356543,-0.4101420283696663,-2.85837949893521,-0.3394069646329045,-0.000830164377928988,-0.0036185460280436788,-0.003586844966423617,0.2817786922725194,3,5,False,True
2023,2022-01-01,2022-07-01,2023-01-01,738154,738335,738519,13461,470,545,1125,1235,2021-12-01,738153,2022-05-28,738334,2022-12-01,738518,2022-12-01,738518,41,"{""early_stopping"": false, ""l2_regularization"": 5.0, ""learning_rate"": 0.05, ""loss"": ""log_loss"", ""max_iter"": 160, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 40, ""random_state"": 20260906}",160,-0.5482922521632362,0.565076779904379,-0.6396754929969167,0.47174943430179217,-0.000990662863653985,-0.002820288169013363,-0.0012918268240419972,0.13745074058975398,5,5,True,True
2024,2023-01-01,2023-07-01,2024-01-01,738519,738700,738884,14696,475,545,1130,1240,2022-12-01,738518,2023-05-30,738699,2023-12-01,738883,2023-12-01,738883,41,"{""early_stopping"": false, ""l2_regularization"": 5.0, ""learning_rate"": 0.05, ""loss"": ""log_loss"", ""max_iter"": 160, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 40, ""random_state"": 20260906}",160,-1.7878995276442087,-0.5848868042579635,-1.383595529997769,-0.21566169673065363,0.007105150980434155,0.022034999708222425,0.06873019732533582,0.2783944092083627,0,5,False,True
2025,2024-01-01,2024-07-01,2025-01-01,738884,739066,739250,15936,480,555,1140,1235,2023-12-01,738883,2024-05-30,739065,2024-12-03,739249,2024-12-03,739249,41,"{""early_stopping"": false, ""l2_regularization"": 5.0, ""learning_rate"": 0.05, ""loss"": ""log_loss"", ""max_iter"": 160, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 40, ""random_state"": 20260906}",160,-1.4581407839518659,0.093182177015571,-0.2732129539184861,0.6774287871626002,-0.0036325644682412006,-0.014365065516676268,-0.012793581093619805,0.2113517550410754,5,5,True,True
2026,2025-01-01,2025-07-01,2026-01-01,739250,739431,739615,17181,480,545,1125,810,2024-12-03,739249,2025-05-29,739430,2025-11-29,739612,2025-11-29,739612,41,"{""early_stopping"": false, ""l2_regularization"": 5.0, ""learning_rate"": 0.05, ""loss"": ""log_loss"", ""max_iter"": 160, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 40, ""random_state"": 20260906}",160,-3.269733922753955,0.1001414897503345,-0.518022935387073,0.8832103269105541,0.0076341459122781785,0.045773087549292824,0.07381276605730697,0.3407559406191418,0,5,False,True
