rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,quarter_frequency_min,quarter_frequency_max,quarters,candidate,period,policy_type,rate,rolling,cooldown,history,strong,late,late_weekday,weekly_cap
0.22,301,1.1903954802259888,20,0,0.53156146179402,0.3379032258064516,1.5731174525646414,0.6981255759464418,66.99984626827556,1.5731174525646414,1.5731174525646414,1,1,1.1468926553672316,1.225988700564972,1.4040144107050951,0.7432432432432432,1.5731174525646414,1.1903954802259888,1.1903954802259888,0.9438202247191012,1.8613636363636363,4,incumbent,screen_2024,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,316,1.2461971830985916,20,0,0.4588607594936709,0.22186234817813766,2.068222766330962,0.7742581100890952,64.1844585857615,2.068222766330962,2.068222766330962,1,1,1.2028169014084507,1.2816901408450705,1.900635664101706,0.8070739549839229,2.068222766330962,1.2461971830985916,1.2461971830985916,1.1666666666666667,1.4615384615384615,4,incumbent,retrospective_2025,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,219,1.3626666666666665,20,0,0.6118721461187214,0.3401273885350318,1.7989499427086006,0.7675191242606972,115.74108977325565,1.7989499427086006,1.7989499427086006,1,1,1.3066666666666666,1.431111111111111,1.4427736006683376,0.8504672897196262,1.7989499427086006,1.3626666666666665,1.3626666666666665,1.0733333333333333,1.7,3,incumbent,retrospective_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,535,1.2630691399662732,20,0,0.5214953271028038,0.26782178217821784,1.9471729403838514,0.7759626764849608,85.28894873540864,1.7989499427086006,1.9335863545197811,2,2,1.2158516020236088,1.2984822934232716,1.693772381867412,0.8169811320754717,1.9335863545197811,1.2461971830985916,1.3626666666666665,1.0733333333333333,1.7,7,incumbent,combined_2025_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,358,1.415819209039548,20,0,0.5782122905027933,0.3379032258064516,1.7111771843042094,0.7577492957828366,81.66918734699773,1.7111771843042094,1.7111771843042094,1,1,1.3248587570621468,1.4830508474576272,1.6021385609267098,0.8441926345609065,1.7111771843042094,1.415819209039548,1.415819209039548,1.101123595505618,2.135,4,selected,screen_2024,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,317,1.2501408450704226,20,0,0.45741324921135645,0.22186234817813766,2.0616984042920627,0.797904782882794,67.80915250860677,2.0616984042920627,2.0616984042920627,1,1,1.2225352112676056,1.2816901408450705,1.8481514084507042,0.7564102564102564,2.0616984042920627,1.2501408450704226,1.2501408450704226,1.0977272727272729,1.4461538461538461,4,selected,retrospective_2025,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,237,1.4746666666666666,20,0,0.6371308016877637,0.3401273885350318,1.8732122821157098,0.8264464303790147,110.67229412512404,1.8732122821157098,1.8732122821157098,1,1,1.4,1.5244444444444443,1.5302144249512672,0.8448275862068966,1.8732122821157098,1.4746666666666666,1.4746666666666666,1.431111111111111,1.5818181818181818,3,selected,retrospective_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,554,1.3079258010118044,20,0,0.5342960288808665,0.26782178217821784,1.994968536671627,0.8157751340704552,86.14591164780279,1.8732122821157098,1.9674553432038864,2,2,1.2748735244519394,1.3220910623946038,1.7480096919349255,0.7868852459016393,1.9674553432038864,1.2501408450704226,1.4746666666666666,1.0977272727272729,1.5818181818181818,7,selected,combined_2025_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,345,1.364406779661017,20,0,0.5130434782608696,0.3379032258064516,1.5183148282660581,0.644169023747162,53.65624109708269,1.5183148282660581,1.5183148282660581,1,1,1.2062146892655368,1.423728813559322,1.2742843161242967,0.8323529411764706,1.5183148282660581,1.364406779661017,1.364406779661017,0.8494382022471911,2.24,4,matched_stale20,screen_2024,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,329,1.2974647887323942,20,0,0.3556231003039514,0.22186234817813766,1.6028997404210947,0.67659144595426,29.18378940232338,1.6028997404210947,1.6028997404210947,1,1,1.143661971830986,1.4197183098591548,1.4909456740442655,0.7901234567901234,1.6028997404210947,1.2974647887323942,1.2974647887323942,1.1295454545454544,1.48974358974359,4,matched_stale20,retrospective_2025,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,184,1.1448888888888886,20,0,0.47282608695652173,0.3401273885350318,1.3901441133365902,0.66163796219976,67.09512403419319,1.3901441133365902,1.3901441133365902,1,1,0.9955555555555554,1.2133333333333332,0.9468201754385965,0.7597765363128491,1.3901441133365902,1.1448888888888886,1.1448888888888886,1.0266666666666666,1.425,3,matched_stale20,retrospective_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,513,1.2111298482293424,20,0,0.39766081871345027,0.26782178217821784,1.484796402589962,0.6821152324783569,42.78161702856908,1.3901441133365902,1.4965219268788426,2,2,1.1450252951096123,1.2630691399662732,1.198058950395399,0.7716535433070866,1.4965219268788426,1.1448888888888886,1.2974647887323942,1.0266666666666666,1.48974358974359,7,matched_stale20,combined_2025_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
