rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,quarter_frequency_min,quarter_frequency_max,quarters,candidate,period
0.22,270,1.064788732394366,20,0,0.1814814814814815,0.22186234817813766,0.8179913490132469,0.5094753792050556,-45.914161510075736,0.8179913490132469,0.8179913490132469,0,1,1.064788732394366,1.064788732394366,0.6776406035665294,0.7358490566037735,0.8179913490132469,1.064788732394366,1.064788732394366,0.875,1.3076923076923077,4,shadow_close_stale20,retrospective_2025
0.22,210,1.3066666666666666,20,0,0.28095238095238095,0.3401273885350318,0.8260210451221688,0.4982285656442959,4.365958849653908,0.8260210451221688,0.8260210451221688,0,1,1.3066666666666666,1.3066666666666666,0.7476190476190476,0.8048780487804879,0.8260210451221688,1.3066666666666666,1.3066666666666666,1.1818181818181819,1.4777777777777776,3,shadow_close_stale20,retrospective_2026
0.22,480,1.1332209106239461,20,0,0.225,0.26782178217821784,0.8401109057301294,0.5146005881478093,-23.916608852694022,0.8179913490132469,0.8220061970677078,0,2,1.1332209106239461,1.1332209106239461,0.7543238993710691,0.7578947368421053,0.8220061970677078,1.064788732394366,1.3066666666666666,0.875,1.4777777777777776,7,shadow_close_stale20,combined_2025_2026
