hypothesis,subset,n,share,target_rate,lift,benefit_bps
shadow_freshness,control,480,0.2376237623762376,0.225,0.8401109057301294,-23.916608852694022
shadow_freshness,challenger,480,0.2376237623762376,0.4395833333333333,1.6413277880468267,68.8103790884441
shadow_freshness,intersection,95,0.04702970297029703,0.3473684210526316,1.2970133281447611,56.05790682601778
shadow_freshness,control_only,385,0.1905940594059406,0.19480519480519481,0.7273687495498956,-43.6505802539346
shadow_freshness,challenger_only,385,0.1905940594059406,0.4623376623376623,1.726288498931752,71.95709302332851
shadow_freshness,neither,1155,0.5717821782178217,0.22077922077922077,0.8243512494898816,-26.504116920288073
cross_correction,control,480,0.2376237623762376,0.4395833333333333,1.6413277880468267,68.8103790884441
cross_correction,challenger,500,0.24752475247524752,0.44,1.642883548983364,67.61859888292771
cross_correction,intersection,447,0.2212871287128713,0.436241610738255,1.6288503765088265,66.62897844851545
cross_correction,control_only,33,0.016336633663366337,0.48484848484848486,1.81033999887974,98.35844230202304
cross_correction,challenger_only,53,0.026237623762376237,0.4716981132075472,1.7612387960799358,75.96502028259336
cross_correction,neither,1487,0.7361386138613861,0.2051109616677875,0.7658486923640124,-34.59574614369536
primary_increment,control,544,0.2693069306930693,0.4944852941176471,1.8463221702729151,71.28443344868988
primary_increment,challenger,535,0.26485148514851486,0.5046728971962616,1.884360910048888,81.91352973177518
primary_increment,intersection,484,0.2396039603960396,0.5103305785123967,1.9054857090481354,83.73083143575973
primary_increment,control_only,60,0.0297029702970297,0.36666666666666664,1.3690696241528033,-29.116510313673604
primary_increment,challenger_only,51,0.02524752475247525,0.45098039215686275,1.6838824254285818,64.66698022729437
primary_increment,neither,1425,0.7054455445544554,0.17473684210526316,0.6524370074910011,-39.62490825678855
