rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,quarter_frequency_min,quarter_frequency_max,quarters,candidate,period,policy_type,rate,rolling,cooldown,history,strong,late,late_weekday,weekly_cap
0.22,308,1.2180790960451977,20,0,0.5292207792207793,0.3379032258064516,1.5661903728729507,0.6796386036005918,67.96712565737867,1.5661903728729507,1.5661903728729507,1,1,1.1864406779661016,1.2457627118644068,1.492537313432836,0.7722772277227723,1.5661903728729507,1.2180790960451977,1.2180790960451977,0.8575,1.8136363636363637,4,long_selected,screen_2024,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,359,1.4157746478873239,20,0,0.3370473537604457,0.22186234817813766,1.5191732915844907,0.7160576346111487,28.47208993692309,1.5191732915844907,1.5191732915844907,1,1,1.4,1.43943661971831,1.3489508479448116,0.8587570621468926,1.5191732915844907,1.4157746478873239,1.4157746478873239,1.2886363636363636,1.5256410256410258,4,long_selected,retrospective_2025,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,252,1.5679999999999998,20,0,0.5873015873015873,0.3401273885350318,1.726710659294929,0.7610660419649184,103.05889169564351,1.726710659294929,1.726710659294929,1,1,1.462222222222222,1.6488888888888886,1.5237028742067937,0.8785425101214575,1.726710659294929,1.5679999999999998,1.5679999999999998,1.2755555555555553,2.025,3,long_selected,retrospective_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,611,1.442495784148398,20,0,0.4402618657937807,0.26782178217821784,1.6438613103575543,0.7342599223384938,59.2345679126965,1.5191732915844907,1.6229419754397099,2,2,1.4165261382799326,1.463743676222597,1.5417445482866043,0.8597359735973598,1.6229419754397099,1.4157746478873239,1.5679999999999998,1.2755555555555553,2.025,7,long_selected,combined_2025_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,301,1.1903954802259888,20,0,0.53156146179402,0.3379032258064516,1.5731174525646414,0.6981255759464418,66.99984626827556,1.5731174525646414,1.5731174525646414,1,1,1.1468926553672316,1.225988700564972,1.4040144107050951,0.7432432432432432,1.5731174525646414,1.1903954802259888,1.1903954802259888,0.9438202247191012,1.8613636363636363,4,incumbent,screen_2024,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,316,1.2461971830985916,20,0,0.4588607594936709,0.22186234817813766,2.068222766330962,0.7742581100890952,64.1844585857615,2.068222766330962,2.068222766330962,1,1,1.2028169014084507,1.2816901408450705,1.900635664101706,0.8070739549839229,2.068222766330962,1.2461971830985916,1.2461971830985916,1.1666666666666667,1.4615384615384615,4,incumbent,retrospective_2025,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,219,1.3626666666666665,20,0,0.6118721461187214,0.3401273885350318,1.7989499427086006,0.7675191242606972,115.74108977325565,1.7989499427086006,1.7989499427086006,1,1,1.3066666666666666,1.431111111111111,1.4427736006683376,0.8504672897196262,1.7989499427086006,1.3626666666666665,1.3626666666666665,1.0733333333333333,1.7,3,incumbent,retrospective_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,535,1.2630691399662732,20,0,0.5214953271028038,0.26782178217821784,1.9471729403838514,0.7759626764849608,85.28894873540864,1.7989499427086006,1.9335863545197811,2,2,1.2158516020236088,1.2984822934232716,1.693772381867412,0.8169811320754717,1.9335863545197811,1.2461971830985916,1.3626666666666665,1.0733333333333333,1.7,7,incumbent,combined_2025_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,287,1.1350282485875707,20,0,0.5296167247386759,0.3379032258064516,1.567362144811356,0.7041008840141977,66.77179905402268,1.567362144811356,1.567362144811356,1,1,1.1073446327683616,1.2062146892655368,1.3219616204690832,0.7411347517730497,1.567362144811356,1.1350282485875707,1.1350282485875707,0.9123595505617977,1.7659090909090909,4,incumbent90_long10,screen_2024,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,317,1.2501408450704226,20,0,0.45110410094637227,0.22186234817813766,2.0332611849225173,0.7755854227272383,62.91091362129604,2.0332611849225173,2.0332611849225173,1,1,1.2028169014084507,1.3014084507042254,1.817999330879893,0.8076923076923077,2.0332611849225173,1.2501408450704226,1.2501408450704226,1.1846153846153846,1.3846153846153846,4,incumbent90_long10,retrospective_2025,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,232,1.4435555555555555,20,0,0.6120689655172413,0.3401273885350318,1.7995286064832752,0.7713982039824736,113.9038541433239,1.7995286064832752,1.7995286064832752,1,1,1.4,1.5244444444444443,1.4077972709551656,0.8590308370044053,1.7995286064832752,1.4435555555555555,1.4435555555555555,1.1355555555555554,1.8,3,incumbent90_long10,retrospective_2026,rolling,0.22,20,0,0,0.0,0.0,0,0
