candidate,n,lift,lift_ci_low,lift_ci_high,p_lift_le_1,benefit_ci_low,benefit_ci_high
incumbent,535,1.9471729403838514,1.6472621161473173,2.2883929809416457,0.00024993751562109475,50.11031514514253,114.35451140265049
geometry,527,1.9271361278397232,1.6246189017918022,2.2426376284770955,0.00024993751562109475,47.90858791126342,115.52179404329574
incumbent50_geometry50,523,1.9204574773010816,1.628589492330475,2.2698118168939962,0.00024993751562109475,47.07537293019372,113.84594547191669
router_equal_logit_soft,538,1.90161411127679,1.6133585828701646,2.249500163507795,0.00024993751562109475,46.28420009596811,111.39980864018565
router_equal_logit_hard,558,1.920444682951391,1.6176791721212946,2.2624597800435158,0.00024993751562109475,46.28562037923415,110.78967445583125
router_equal_hist_soft,533,1.905442287751471,1.6112386091034627,2.2525803232388615,0.00024993751562109475,46.43587543083619,112.539427103261
router_equal_hist_hard,551,1.9245129842900321,1.6195199645754523,2.2702462840326754,0.00024993751562109475,46.620426377113674,112.20463665135387
router_equal_tree_soft,537,1.9051552921171566,1.610361354613826,2.2551137033205397,0.00024993751562109475,46.16790274533413,112.25765456279973
router_equal_tree_hard,545,1.9182960538588072,1.6259692904134018,2.262270326966784,0.00024993751562109475,46.55932208032821,112.43491617532756
router_tail_logit_soft,539,1.898086070254013,1.608648078465994,2.241860437432971,0.00024993751562109475,46.13185735246337,111.59487696168952
router_tail_logit_hard,553,1.9243046665307364,1.6197551781631796,2.267147425138596,0.00024993751562109475,46.23568491820227,111.20198478210905
router_tail_hist_soft,534,1.9158584117357924,1.61902750547803,2.268293243122445,0.00024993751562109475,46.706053265395575,112.89801499166398
router_tail_hist_hard,544,1.9080950309883655,1.6127112775072994,2.2528370116356307,0.00024993751562109475,46.298807760949025,111.62033389199905
router_tail_tree_soft,535,1.9122773679755385,1.6164635388530277,2.262753158232506,0.00024993751562109475,47.14864294568907,113.0269643650514
router_tail_tree_hard,545,1.9182960538588072,1.6259692904134018,2.262270326966784,0.00024993751562109475,46.55932208032821,112.43491617532756
router_equal_logit_soft_stale20,527,1.9129660092526664,1.6260920395806007,2.252415791043543,0.00024993751562109475,46.74365558878591,114.4214732398841
