hypothesis,control,challenger,control_lift,challenger_lift,lift_difference,lift_difference_ci_low,lift_difference_ci_high,p_challenger_not_better,control_benefit_bps,challenger_benefit_bps,benefit_difference_bps,benefit_difference_ci_low,benefit_difference_ci_high,circular_p_unadjusted,p_holm_three_hypotheses
regime_freshness,regime_hist_stale20,regime_hist,1.5504268990405774,1.7701633074458687,0.2197364084052913,-0.03560211946783686,0.4729394213169447,0.04598850287428143,54.92390220010046,59.848705599427525,4.924803399327068,-15.205259087012546,24.582258455824757,0.02649337665583604,0.12896775806048488
logit_stack_increment,logit50_extra50,primary75_regime_logit25,1.8463221702729151,1.9407458462566705,0.09442367598375534,-0.011425913646312718,0.24917199740461707,0.042989252686828294,71.28443344868988,81.68743814660326,10.403004697913374,0.4797942781619634,24.023141596332614,0.025243689077730568,0.12896775806048488
hist_stack_increment,logit50_extra50,primary75_regime_hist25,1.8463221702729151,1.9060293988205264,0.059707228547611235,-0.061809110277026895,0.22563187419870614,0.1709572606848288,71.28443344868988,77.60524211843618,6.320808669746299,-2.249190892317253,18.1311717493145,0.09072731817045739,0.1709572606848288
