clock,period,cny_candle_share
early_0730,screen_2024,0.33064516129032256
early_0730,opened_2025_2026,0.0
early_0800,screen_2024,0.33064516129032256
early_0800,opened_2025_2026,0.0
early_0830,screen_2024,0.33064516129032256
early_0830,opened_2025_2026,0.0
early_0900,screen_2024,0.33064516129032256
early_0900,opened_2025_2026,0.0
early_0930,screen_2024,0.33064516129032256
early_0930,opened_2025_2026,0.0
early_1000,screen_2024,0.7862903225806451
early_1000,opened_2025_2026,0.7921760391198044
