clock,candidate,h,period,n,positive_rate,brier_raw,logloss_raw,ece_raw,auc_raw,average_precision_raw,brier_calibrated,logloss_calibrated,ece_calibrated,auc_calibrated,average_precision_calibrated,brier_prior,logloss_prior,ece_prior,auc_prior,average_precision_prior
early_0730,history_hist,1,screen_2024,1240,0.5435483870967742,0.2533993857224881,0.7042388325665968,0.10512655508789773,0.5843587149133385,0.6203505233551172,0.24364898712441263,0.6802442187199361,0.050597564535048954,0.5809732518270753,0.6185973717170072,0.24863337613692413,0.6904213457642329,0.009232004608369815,0.48519597152174143,0.5401789832436167
early_0730,history_hist,1,opened_2025_2026,2040,0.49950980392156863,0.24808988606332893,0.691727506824139,0.04941006222863663,0.5942859422202443,0.5857642964249498,0.24495833786057442,0.6831478462309312,0.016624452596322385,0.5871910680421646,0.5799960118912757,0.2524998404890993,0.6981638660551329,0.02420242028184294,0.41682277664626743,0.4514718622417193
early_0730,cny_rank,1,screen_2024,1240,0.5435483870967742,0.2343577419354839,0.6602373262330901,0.07946774193548392,0.6294942907173039,0.6444929481141997,0.23572559930947218,0.6639991917038539,0.07742809358302409,0.6241375785091905,0.6258843665739278,0.24839491531858202,0.6899352168983877,0.00812443075359015,0.46695143177695525,0.5217961472065561
early_0730,cny_rank,1,opened_2025_2026,2040,0.49950980392156863,0.474418911765451,5.217319611080412,0.476999254901961,0.5521218301824589,0.529855490709139,0.27798961678153367,0.7668563221407614,0.13886213713461737,0.48379563994198377,0.5172167484204773,0.2518641570756579,0.696883465161447,0.019913821336263515,0.41682277664626743,0.4514718622417193
early_0730,hybrid_hgb,1,screen_2024,1240,0.5435483870967742,0.21782201351611835,0.6204438748690004,0.08098381506901137,0.6938652735108156,0.7228121262200939,0.21650220384187127,0.618259267034824,0.07768335008145165,0.6924379528368163,0.7207678095136132,0.24863337613692413,0.6904213457642329,0.009232004608369815,0.48519597152174143,0.5401789832436167
early_0730,hybrid_hgb,1,opened_2025_2026,2040,0.49950980392156863,0.2453487896069825,0.6859170107140304,0.044548670723742266,0.6064437778198557,0.5957058660104131,0.24304818051995905,0.6798154258003981,0.025019171010848607,0.6061693638690541,0.5946523092577719,0.2524998404890993,0.6981638660551329,0.02420242028184294,0.41682277664626743,0.4514718622417193
early_0730,history_hist,3,screen_2024,1240,0.3919354838709677,0.262087000431078,0.7267189420835507,0.1291196666068865,0.5206675508399646,0.4123316606049284,0.24546815150064996,0.684705497730239,0.07226599491287389,0.5118299112551986,0.4022576043388186,0.24078215252879093,0.6746746150003479,0.05058002652790136,0.46238852321227797,0.3828325200904403
early_0730,history_hist,3,opened_2025_2026,2030,0.3315270935960591,0.21866952084649804,0.6310082532729663,0.07016712433737972,0.6036724441315242,0.4267415238388495,0.21725849911216988,0.6256346216035887,0.01660274609331949,0.5861478810548135,0.4072570412119456,0.22632513345800534,0.6453417763351074,0.038097076752756455,0.3875786878011872,0.27858170182458397
early_0730,cny_rank,3,screen_2024,1240,0.3919354838709677,0.26462870967741936,0.7269036242418504,0.19859677419354838,0.6342087740555173,0.4930310453706098,0.22957613683227193,0.6497220267156015,0.06653146017262469,0.6344994050932748,0.4871957028301648,0.2392830501191843,0.6716352845980416,0.005865781489780619,0.46238852321227797,0.3828325200904403
early_0730,cny_rank,3,opened_2025_2026,2030,0.3315270935960591,0.6332759152716796,6.97611994990093,0.6448662512315273,0.5728214606777251,0.37048535352808226,0.25083792354601425,0.7041524320665666,0.14670782695805307,0.45176570553215345,0.31824666768627397,0.2249653726783782,0.6424938526252169,0.03071348430813725,0.3875786878011872,0.27858170182458397
early_0730,hybrid_hgb,3,screen_2024,1240,0.3919354838709677,0.23731263611928033,0.6646625983667601,0.11405655476157225,0.6311987643405268,0.49434159029723046,0.2328536146829582,0.6556202676783867,0.09880806541408768,0.6308467323792994,0.4920178605030292,0.24078215252879093,0.6746746150003479,0.05058002652790136,0.46238852321227797,0.3828325200904403
early_0730,hybrid_hgb,3,opened_2025_2026,2030,0.3315270935960591,0.21696135453591764,0.6301026907509213,0.06402852170414916,0.6152266438619409,0.44293596706639843,0.21406444606512517,0.6192691351008844,0.03413564813189117,0.6126069108392891,0.4381760710825855,0.22632513345800534,0.6453417763351074,0.038097076752756455,0.3875786878011872,0.27858170182458397
early_0730,history_hist,5,screen_2024,1240,0.3379032258064516,0.2597277779503352,0.7286524771584797,0.15921523447051553,0.49997965110363696,0.349379435950135,0.2356154705557163,0.6650188523463508,0.09341017324650816,0.4860101337503888,0.3394000098081858,0.22678145650302653,0.6463075954825775,0.017877063857089093,0.4517513132305617,0.3309125566001996
early_0730,history_hist,5,opened_2025_2026,2020,0.26782178217821784,0.1954771240968712,0.5832690815809343,0.05399809371256156,0.5960651836743366,0.3572853644035005,0.1951484214706801,0.5789720705286839,0.029592318615261543,0.5546548787148233,0.32217951347736395,0.20145365651354627,0.5935766924397925,0.078239491707941,0.3781711677596018,0.219138379319801
early_0730,cny_rank,5,screen_2024,1240,0.3379032258064516,0.2754609677419355,0.7500021390336848,0.24617741935483872,0.646664670536833,0.4567056780786561,0.21759865269555012,0.6246182025670817,0.06208903720045946,0.6317998017436098,0.43681539156453564,0.22527923301046798,0.6431770591489561,0.012036064942313796,0.40239070462414134,0.29314021128860046
early_0730,cny_rank,5,opened_2025_2026,2020,0.26782178217821784,0.6937969970304455,7.652260876116373,0.7084547029702971,0.5844572005614024,0.3086309932481148,0.2223889024695276,0.6417462504505864,0.14586346840028244,0.4425106137808556,0.2595460177702207,0.19991255683675516,0.59012054291258,0.08966328780792437,0.3781711677596018,0.219138379319801
early_0730,hybrid_hgb,5,screen_2024,1240,0.3379032258064516,0.23378756165459935,0.6609740267178266,0.12505594570958203,0.6052808293047363,0.44939344382643054,0.22253973935679577,0.634498019841384,0.07696698134881984,0.6004087221183783,0.4433705794712208,0.22678145650302653,0.6463075954825775,0.017877063857089093,0.4517513132305617,0.3309125566001996
early_0730,hybrid_hgb,5,opened_2025_2026,2020,0.26782178217821784,0.1890539879584038,0.5683551604614974,0.041906936194838505,0.6302779891993766,0.3980058890786934,0.18817679803253184,0.5626014844458275,0.019002798648554396,0.6241752995417047,0.3906087147297845,0.20145365651354627,0.5935766924397925,0.078239491707941,0.3781711677596018,0.219138379319801
early_0730,history_hist,10,screen_2024,1240,0.2693548387096774,0.23981465648015798,0.6870038742562145,0.1761165049303599,0.4817550329803968,0.259803138886572,0.20069311711305904,0.5916999796910755,0.032800065898736235,0.48232012795600854,0.26805956481666515,0.19841002285654616,0.5866035005048511,0.009357080176378207,0.47628088194471985,0.2791417362601291
