clock,candidate,h,period,n,positive_rate,brier_raw,logloss_raw,ece_raw,auc_raw,average_precision_raw,brier_calibrated,logloss_calibrated,ece_calibrated,auc_calibrated,average_precision_calibrated,brier_prior,logloss_prior,ece_prior,auc_prior,average_precision_prior
early_0730,history_hist,10,opened_2025_2026,1995,0.2025062656641604,0.16353967778402767,0.5154475542981941,0.05510728691055411,0.5755495018389332,0.2639760835064836,0.1649967554556417,0.5137696049613683,0.05049565054410438,0.46986374470256576,0.1901460042041349,0.1666945470481966,0.5180460110754292,0.03637285514883409,0.3323373742151085,0.15463966009602934
early_0730,cny_rank,10,screen_2024,1240,0.2693548387096774,0.2967577419354839,0.7980043398769177,0.3133709677419355,0.6329542900953061,0.3601215678609,0.1935104233457871,0.5729764963388091,0.05669905865748815,0.625052874383683,0.34276039320717544,0.19794789495387147,0.5856248884310514,0.01570740499026213,0.41595451481143675,0.2361482226126602
early_0730,cny_rank,10,opened_2025_2026,1995,0.2025062656641604,0.7555236962413407,8.3429000861636,0.7734729448621556,0.6015302661630085,0.24362588718102407,0.18537194632863305,0.5616303277766603,0.12609832353740866,0.4103341195213173,0.1876490771430946,0.16533788060745003,0.5145697019324745,0.030088295101817597,0.3323373742151085,0.15463966009602934
early_0730,hybrid_hgb,10,screen_2024,1240,0.2693548387096774,0.2126662044143531,0.6127715670586888,0.12340457134978183,0.607577890576463,0.36098061268126286,0.1935470145280539,0.5741532138881539,0.06317297081871165,0.5963900014540456,0.3587911751515568,0.19841002285654616,0.5866035005048511,0.009357080176378207,0.47628088194471985,0.2791417362601291
early_0730,hybrid_hgb,10,opened_2025_2026,1995,0.2025062656641604,0.1592730126560994,0.4984880407207848,0.04159992251549094,0.6147520707444722,0.29138065307249844,0.15956283057989978,0.49791521321578325,0.020683167826580882,0.5762744957713873,0.25807621826218335,0.1666945470481966,0.5180460110754292,0.03637285514883409,0.3323373742151085,0.15463966009602934
early_0730,history_hist,20,screen_2024,1240,0.18870967741935485,0.2161700135920347,0.6432160728858344,0.176006727935463,0.49969201882720765,0.19971118599425997,0.15525699829187709,0.4902183936380356,0.05596261635421336,0.5281643472498343,0.22000878362736398,0.15429969246349323,0.4879515843938335,0.030405035706950176,0.49973449898897215,0.2108858022520902
early_0730,history_hist,20,opened_2025_2026,1945,0.15115681233933162,0.1338071463978498,0.45963603076273873,0.06749696961395685,0.5110487562681039,0.18257548746574379,0.13380589918486419,0.44375764911883003,0.04835525084205694,0.3764302813796627,0.11280972250000651,0.1328271356641914,0.43992588381737757,0.03545640508970039,0.2803536920522297,0.10957379739670978
early_0730,cny_rank,20,screen_2024,1240,0.18870967741935485,0.3198416129032258,0.8487638391990994,0.3940161290322581,0.625114696436764,0.26853877682425886,0.14989945956254203,0.47349236976783,0.009957619479032058,0.6246792747786784,0.27904298564368013,0.15325877439466618,0.4848847799921054,0.044957698164569085,0.49973449898897215,0.2108858022520902
early_0730,cny_rank,20,opened_2025_2026,1945,0.15115681233933162,0.8034332688953342,8.827834277501655,0.8242049228791775,0.6306979484707269,0.19505789615960517,0.15429625243248066,0.4933676602591742,0.1543266024827257,0.40241844769403823,0.14866577959088598,0.13182237169831362,0.4368104590380246,0.035002560868110565,0.2803536920522297,0.10957379739670978
early_0730,hybrid_hgb,20,screen_2024,1240,0.18870967741935485,0.19283472775331265,0.5928007462165503,0.14316218846407072,0.5496763011673549,0.2603052800344023,0.15380805582356963,0.48837618418839257,0.06036645328798724,0.5245407894513262,0.2574083035381468,0.15429969246349323,0.4879515843938335,0.030405035706950176,0.49973449898897215,0.2108858022520902
early_0730,hybrid_hgb,20,opened_2025_2026,1945,0.15115681233933162,0.13258107025941065,0.45203930723575353,0.062378595686664796,0.5271130257069514,0.18263780076486402,0.13193202971207835,0.4382843108509411,0.032261716290718646,0.429562376131555,0.1269542029727568,0.1328271356641914,0.43992588381737757,0.03545640508970039,0.2803536920522297,0.10957379739670978
early_0800,history_hist,1,screen_2024,1240,0.5435483870967742,0.2533993857224881,0.7042388325665968,0.10512655508789773,0.5843587149133385,0.6203505233551172,0.24364898712441263,0.6802442187199361,0.050597564535048954,0.5809732518270753,0.6185973717170072,0.24863337613692413,0.6904213457642329,0.009232004608369815,0.48519597152174143,0.5401789832436167
early_0800,history_hist,1,opened_2025_2026,2040,0.49950980392156863,0.24808988606332893,0.691727506824139,0.04941006222863663,0.5942859422202443,0.5857642964249498,0.24495833786057442,0.6831478462309312,0.016624452596322385,0.5871910680421646,0.5799960118912757,0.2524998404890993,0.6981638660551329,0.02420242028184294,0.41682277664626743,0.4514718622417193
early_0800,cny_rank,1,screen_2024,1240,0.5435483870967742,0.23582187096774196,0.6637953302590278,0.08837096774193548,0.6265649411246605,0.63698959025822,0.23636216372833724,0.6653024263760176,0.07772564677268716,0.6211885688521668,0.6241136984624888,0.24839491531858202,0.6899352168983877,0.00812443075359015,0.46695143177695525,0.5217961472065561
early_0800,cny_rank,1,opened_2025_2026,2040,0.49950980392156863,0.47493095098113725,5.219646517956281,0.47753847058823556,0.552136247728035,0.5298630553107404,0.2772073825010464,0.7640812242615543,0.13775233321592906,0.48374950379613973,0.5171343464154305,0.2518641570756579,0.696883465161447,0.019913821336263515,0.41682277664626743,0.4514718622417193
early_0800,hybrid_hgb,1,screen_2024,1240,0.5435483870967742,0.21670932652249106,0.6186856324303192,0.09080159870150409,0.6948495874007823,0.7303510467543138,0.21498900000625507,0.6153986326527197,0.06603987400682769,0.6944144446425013,0.729214573869692,0.24863337613692413,0.6904213457642329,0.009232004608369815,0.48519597152174143,0.5401789832436167
early_0800,hybrid_hgb,1,opened_2025_2026,2040,0.49950980392156863,0.24605981501394017,0.6875761254605128,0.05062284204774942,0.602963862902598,0.593241703892575,0.24366650330868506,0.6810975591530364,0.017845507585515827,0.6017518279044867,0.5925757027539365,0.2524998404890993,0.6981638660551329,0.02420242028184294,0.41682277664626743,0.4514718622417193
early_0800,history_hist,3,screen_2024,1240,0.3919354838709677,0.262087000431078,0.7267189420835507,0.1291196666068865,0.5206675508399646,0.4123316606049284,0.24546815150064996,0.684705497730239,0.07226599491287389,0.5118299112551986,0.4022576043388186,0.24078215252879093,0.6746746150003479,0.05058002652790136,0.46238852321227797,0.3828325200904403
early_0800,history_hist,3,opened_2025_2026,2030,0.3315270935960591,0.21866952084649804,0.6310082532729663,0.07016712433737972,0.6036724441315242,0.4267415238388495,0.21725849911216988,0.6256346216035887,0.01660274609331949,0.5861478810548135,0.4072570412119456,0.22632513345800534,0.6453417763351074,0.038097076752756455,0.3875786878011872,0.27858170182458397
early_0800,cny_rank,3,screen_2024,1240,0.3919354838709677,0.26441541935483875,0.7276759979011173,0.1971129032258064,0.6326055277204703,0.4813924005331196,0.23014835457234728,0.6510893445970987,0.06828945084951638,0.6336452500245603,0.47836457342542826,0.2392830501191843,0.6716352845980416,0.005865781489780619,0.46238852321227797,0.3828325200904403
early_0800,cny_rank,3,opened_2025_2026,2030,0.3315270935960591,0.6340072256165074,6.9794650097623245,0.6454081231527095,0.5727721867023776,0.370471199119947,0.24878818835547425,0.6978689829436288,0.14135535351449277,0.44713668929254624,0.31333569747195555,0.2249653726783782,0.6424938526252169,0.03071348430813725,0.3875786878011872,0.27858170182458397
early_0800,hybrid_hgb,3,screen_2024,1240,0.3919354838709677,0.23305500646564906,0.6536773507834838,0.10925291664475043,0.637681337393981,0.5182366780274488,0.22910837865599473,0.6455568283401537,0.08493658407547995,0.6379474080623506,0.5153335226093888,0.24078215252879093,0.6746746150003479,0.05058002652790136,0.46238852321227797,0.3828325200904403
early_0800,hybrid_hgb,3,opened_2025_2026,2030,0.3315270935960591,0.2181285020549295,0.6325501195331455,0.057600801706633925,0.6101256924362257,0.4384962945144325,0.21482495462707746,0.6210876833838931,0.021717312806856973,0.6085138859537416,0.4359907293013281,0.22632513345800534,0.6453417763351074,0.038097076752756455,0.3875786878011872,0.27858170182458397
early_0800,history_hist,5,screen_2024,1240,0.3379032258064516,0.2597277779503352,0.7286524771584797,0.15921523447051553,0.49997965110363696,0.349379435950135,0.2356154705557163,0.6650188523463508,0.09341017324650816,0.4860101337503888,0.3394000098081858,0.22678145650302653,0.6463075954825775,0.017877063857089093,0.4517513132305617,0.3309125566001996
early_0800,history_hist,5,opened_2025_2026,2020,0.26782178217821784,0.1954771240968712,0.5832690815809343,0.05399809371256156,0.5960651836743366,0.3572853644035005,0.1951484214706801,0.5789720705286839,0.029592318615261543,0.5546548787148233,0.32217951347736395,0.20145365651354627,0.5935766924397925,0.078239491707941,0.3781711677596018,0.219138379319801
early_0800,cny_rank,5,screen_2024,1240,0.3379032258064516,0.2754605806451613,0.751383253147869,0.24469354838709675,0.6438376274349635,0.441266992825435,0.21826381156541397,0.6263101472458377,0.061389193201905744,0.6285614202366867,0.4239323167666361,0.22527923301046798,0.6431770591489561,0.012036064942313796,0.40239070462414134,0.29314021128860046
early_0800,cny_rank,5,opened_2025_2026,2020,0.26782178217821784,0.6945873732680693,7.655857774550415,0.7089992574257428,0.5844259559901467,0.30861999206786384,0.21974188452106427,0.6347011914224184,0.13651980999641286,0.428566786520842,0.24890562370679714,0.19991255683675516,0.59012054291258,0.08966328780792437,0.3781711677596018,0.219138379319801
early_0800,hybrid_hgb,5,screen_2024,1240,0.3379032258064516,0.23015400289732676,0.6498503401782253,0.1270334866871465,0.6096427605894204,0.468196923270523,0.22031541365696558,0.629081618961111,0.09697712447044061,0.6033186142982974,0.4612716225359919,0.22678145650302653,0.6463075954825775,0.017877063857089093,0.4517513132305617,0.3309125566001996
early_0800,hybrid_hgb,5,opened_2025_2026,2020,0.26782178217821784,0.19041866592887507,0.5709735363124612,0.04769305599803249,0.6241028121363913,0.3850278807744333,0.18914190740702747,0.5648663117468542,0.014354044643664857,0.6181238509808921,0.3779851827730725,0.20145365651354627,0.5935766924397925,0.078239491707941,0.3781711677596018,0.219138379319801
early_0800,history_hist,10,screen_2024,1240,0.2693548387096774,0.23981465648015798,0.6870038742562145,0.1761165049303599,0.4817550329803968,0.259803138886572,0.20069311711305904,0.5916999796910755,0.032800065898736235,0.48232012795600854,0.26805956481666515,0.19841002285654616,0.5866035005048511,0.009357080176378207,0.47628088194471985,0.2791417362601291
early_0800,history_hist,10,opened_2025_2026,1995,0.2025062656641604,0.16353967778402767,0.5154475542981941,0.05510728691055411,0.5755495018389332,0.2639760835064836,0.1649967554556417,0.5137696049613683,0.05049565054410438,0.46986374470256576,0.1901460042041349,0.1666945470481966,0.5180460110754292,0.03637285514883409,0.3323373742151085,0.15463966009602934
early_0800,cny_rank,10,screen_2024,1240,0.2693548387096774,0.29674445161290325,0.7992160774059013,0.3114677419354839,0.6287408626455698,0.3476817094728923,0.19392741889780063,0.5742298147027389,0.05107790993660479,0.6206725621604474,0.3358867316595647,0.19794789495387147,0.5856248884310514,0.01570740499026213,0.41595451481143675,0.2361482226126602
early_0800,cny_rank,10,opened_2025_2026,1995,0.2025062656641604,0.7564001674192857,8.346880066795903,0.7740243233082708,0.6015147083532992,0.24361849652540077,0.18257765112896754,0.5551228906134795,0.11737169599281876,0.390325998344649,0.1725821031399496,0.16533788060745003,0.5145697019324745,0.030088295101817597,0.3323373742151085,0.15463966009602934
early_0800,hybrid_hgb,10,screen_2024,1240,0.2693548387096774,0.20971025154911238,0.6077019382611131,0.12129250020554946,0.6023565451877702,0.36659479066954315,0.19347347342004417,0.5757089434160114,0.05443736910093865,0.5867437310808845,0.3644233725161279,0.19841002285654616,0.5866035005048511,0.009357080176378207,0.47628088194471985,0.2791417362601291
early_0800,hybrid_hgb,10,opened_2025_2026,1995,0.2025062656641604,0.15935458990049026,0.5005362806190161,0.04596966944152276,0.6099517085586623,0.29652840314632234,0.15957984918348894,0.4984054261319094,0.027238445942586332,0.5752982432121276,0.2641222261909868,0.1666945470481966,0.5180460110754292,0.03637285514883409,0.3323373742151085,0.15463966009602934
early_0800,history_hist,20,screen_2024,1240,0.18870967741935485,0.2161700135920347,0.6432160728858344,0.176006727935463,0.49969201882720765,0.19971118599425997,0.15525699829187709,0.4902183936380356,0.05596261635421336,0.5281643472498343,0.22000878362736398,0.15429969246349323,0.4879515843938335,0.030405035706950176,0.49973449898897215,0.2108858022520902
early_0800,history_hist,20,opened_2025_2026,1945,0.15115681233933162,0.1338071463978498,0.45963603076273873,0.06749696961395685,0.5110487562681039,0.18257548746574379,0.13380589918486419,0.44375764911883003,0.04835525084205694,0.3764302813796627,0.11280972250000651,0.1328271356641914,0.43992588381737757,0.03545640508970039,0.2803536920522297,0.10957379739670978
early_0800,cny_rank,20,screen_2024,1240,0.18870967741935485,0.318996064516129,0.8477988194172817,0.3921129032258064,0.6232668094000101,0.261616741064564,0.15019614877632084,0.47463876698034807,0.013224799879194504,0.619422354760327,0.2748789295909436,0.15325877439466618,0.4848847799921054,0.044957698164569085,0.49973449898897215,0.2108858022520902
early_0800,cny_rank,20,opened_2025_2026,1945,0.15115681233933162,0.8043980812346658,8.832254117250828,0.8247704755784064,0.6306979484707269,0.19505789615960517,0.1494650064806069,0.4824972839623927,0.14178788230243378,0.4007785427920411,0.147638949810485,0.13182237169831362,0.4368104590380246,0.035002560868110565,0.2803536920522297,0.10957379739670978
early_0800,hybrid_hgb,20,screen_2024,1240,0.18870967741935485,0.18736927960488237,0.5750101833914544,0.1328160966329764,0.5731742026473636,0.28138798347424554,0.15259260230627608,0.48472966056987105,0.05836630621333313,0.5377436237277191,0.2711506684162222,0.15429969246349323,0.4879515843938335,0.030405035706950176,0.49973449898897215,0.2108858022520902
early_0800,hybrid_hgb,20,opened_2025_2026,1945,0.15115681233933162,0.13336003671978439,0.457731710056967,0.06412850724244033,0.5175568713251504,0.17890328904246725,0.13215148276702637,0.4394608845223695,0.03660546497125643,0.4276876104772618,0.13275273703299773,0.1328271356641914,0.43992588381737757,0.03545640508970039,0.2803536920522297,0.10957379739670978
early_0830,history_hist,1,screen_2024,1240,0.5435483870967742,0.2533993857224881,0.7042388325665968,0.10512655508789773,0.5843587149133385,0.6203505233551172,0.24364898712441263,0.6802442187199361,0.050597564535048954,0.5809732518270753,0.6185973717170072,0.24863337613692413,0.6904213457642329,0.009232004608369815,0.48519597152174143,0.5401789832436167
early_0830,history_hist,1,opened_2025_2026,2040,0.49950980392156863,0.24808988606332893,0.691727506824139,0.04941006222863663,0.5942859422202443,0.5857642964249498,0.24495833786057442,0.6831478462309312,0.016624452596322385,0.5871910680421646,0.5799960118912757,0.2524998404890993,0.6981638660551329,0.02420242028184294,0.41682277664626743,0.4514718622417193
early_0830,cny_rank,1,screen_2024,1240,0.5435483870967742,0.23393922580645163,0.6589718925888369,0.06345161290322589,0.6318731585073031,0.6455175942919872,0.23612278488382024,0.6647946980410929,0.07707230146717106,0.6256671315179667,0.6314426648574566,0.24839491531858202,0.6899352168983877,0.00812443075359015,0.46695143177695525,0.5217961472065561
early_0830,cny_rank,1,opened_2025_2026,2040,0.49950980392156863,0.47389710784388234,5.215055664466796,0.47645023529411784,0.5521338448037724,0.529865968716292,0.27761894508612606,0.7660341809880163,0.13844100954892533,0.48339339042040597,0.5164055497298035,0.2518641570756579,0.696883465161447,0.019913821336263515,0.41682277664626743,0.4514718622417193
early_0830,hybrid_hgb,1,screen_2024,1240,0.5435483870967742,0.21829300140174476,0.6221080448933958,0.08940755916054569,0.696316228203542,0.7305813224966868,0.21712699310437464,0.6197394074811982,0.07171957492711381,0.6956910381562531,0.7279949701868593,0.24863337613692413,0.6904213457642329,0.009232004608369815,0.48519597152174143,0.5401789832436167
early_0830,hybrid_hgb,1,opened_2025_2026,2040,0.49950980392156863,0.24735041027006352,0.6900535285658207,0.055717882958025274,0.5959905766922113,0.5939626639792894,0.24464362672926246,0.6830105287227367,0.02930526556138064,0.5951485920305575,0.5924040195211978,0.2524998404890993,0.6981638660551329,0.02420242028184294,0.41682277664626743,0.4514718622417193
early_0830,history_hist,3,screen_2024,1240,0.3919354838709677,0.262087000431078,0.7267189420835507,0.1291196666068865,0.5206675508399646,0.4123316606049284,0.24546815150064996,0.684705497730239,0.07226599491287389,0.5118299112551986,0.4022576043388186,0.24078215252879093,0.6746746150003479,0.05058002652790136,0.46238852321227797,0.3828325200904403
early_0830,history_hist,3,opened_2025_2026,2030,0.3315270935960591,0.21866952084649804,0.6310082532729663,0.07016712433737972,0.6036724441315242,0.4267415238388495,0.21725849911216988,0.6256346216035887,0.01660274609331949,0.5861478810548135,0.4072570412119456,0.22632513345800534,0.6453417763351074,0.038097076752756455,0.3875786878011872,0.27858170182458397
early_0830,cny_rank,3,screen_2024,1240,0.3919354838709677,0.26288116129032263,0.7241458050343307,0.19741935483870973,0.6363987403259435,0.48306143062082113,0.23041675711864185,0.6517044747683586,0.07260427244306338,0.6347231773476983,0.4801613137881371,0.2392830501191843,0.6716352845980416,0.005865781489780619,0.46238852321227797,0.3828325200904403
early_0830,cny_rank,3,opened_2025_2026,2030,0.3315270935960591,0.6325347921189705,6.972867097109449,0.6443145270935963,0.5728269355638749,0.37049410947037975,0.2485364664081227,0.6974774512161719,0.14029168828139527,0.4483274770301151,0.3142355559669909,0.2249653726783782,0.6424938526252169,0.03071348430813725,0.3875786878011872,0.27858170182458397
early_0830,hybrid_hgb,3,screen_2024,1240,0.3919354838709677,0.23417401323031223,0.6552397854502566,0.11482108860846278,0.6422031742912969,0.5223855041031445,0.22815271439944773,0.6429487412205234,0.0981514264398678,0.6433234000283808,0.5181913004279992,0.24078215252879093,0.6746746150003479,0.05058002652790136,0.46238852321227797,0.3828325200904403
early_0830,hybrid_hgb,3,opened_2025_2026,2030,0.3315270935960591,0.21773722485222102,0.630418303463691,0.053006748486651344,0.614416360711779,0.4361898752303284,0.21466297258190548,0.6201030632448432,0.021670577737199624,0.6101897486041779,0.43068003066912014,0.22632513345800534,0.6453417763351074,0.038097076752756455,0.3875786878011872,0.27858170182458397
early_0830,history_hist,5,screen_2024,1240,0.3379032258064516,0.2597277779503352,0.7286524771584797,0.15921523447051553,0.49997965110363696,0.349379435950135,0.2356154705557163,0.6650188523463508,0.09341017324650816,0.4860101337503888,0.3394000098081858,0.22678145650302653,0.6463075954825775,0.017877063857089093,0.4517513132305617,0.3309125566001996
early_0830,history_hist,5,opened_2025_2026,2020,0.26782178217821784,0.1954771240968712,0.5832690815809343,0.05399809371256156,0.5960651836743366,0.3572853644035005,0.1951484214706801,0.5789720705286839,0.029592318615261543,0.5546548787148233,0.32217951347736395,0.20145365651354627,0.5935766924397925,0.078239491707941,0.3781711677596018,0.219138379319801
early_0830,cny_rank,5,screen_2024,1240,0.3379032258064516,0.2739327741935484,0.7480775111833177,0.24500000000000002,0.6452693176433651,0.43829145604928693,0.2186189695122477,0.6271705606915281,0.06303689627336727,0.625773621434946,0.4193785810999259,0.22527923301046798,0.6431770591489561,0.012036064942313796,0.40239070462414134,0.29314021128860046
early_0830,cny_rank,5,opened_2025_2026,2020,0.26782178217821784,0.6929888386146039,7.648736535401568,0.7079002475247527,0.584482196218407,0.3086413600971754,0.21919917169540232,0.63343619340796,0.1351186868446634,0.4286955141544157,0.24907432510850314,0.19991255683675516,0.59012054291258,0.08966328780792437,0.3781711677596018,0.219138379319801
early_0830,hybrid_hgb,5,screen_2024,1240,0.3379032258064516,0.23514422455489636,0.6608894955444313,0.13408730127100513,0.6006950601600587,0.43516960443998354,0.2237421598714281,0.6354270430197397,0.08804217486041292,0.5982837159410348,0.4255815184322183,0.22678145650302653,0.6463075954825775,0.017877063857089093,0.4517513132305617,0.3309125566001996
early_0830,hybrid_hgb,5,opened_2025_2026,2020,0.26782178217821784,0.19255831049439595,0.5765573967558612,0.04726509541995336,0.6113693995668252,0.3734751848074825,0.19097981636978092,0.5692308673049459,0.01068153695583199,0.600984328972841,0.3599443877766016,0.20145365651354627,0.5935766924397925,0.078239491707941,0.3781711677596018,0.219138379319801
early_0830,history_hist,10,screen_2024,1240,0.2693548387096774,0.23981465648015798,0.6870038742562145,0.1761165049303599,0.4817550329803968,0.259803138886572,0.20069311711305904,0.5916999796910755,0.032800065898736235,0.48232012795600854,0.26805956481666515,0.19841002285654616,0.5866035005048511,0.009357080176378207,0.47628088194471985,0.2791417362601291
early_0830,history_hist,10,opened_2025_2026,1995,0.2025062656641604,0.16353967778402767,0.5154475542981941,0.05510728691055411,0.5755495018389332,0.2639760835064836,0.1649967554556417,0.5137696049613683,0.05049565054410438,0.46986374470256576,0.1901460042041349,0.1666945470481966,0.5180460110754292,0.03637285514883409,0.3323373742151085,0.15463966009602934
early_0830,cny_rank,10,screen_2024,1240,0.2693548387096774,0.29448761290322584,0.7940480754798027,0.3119354838709677,0.6307484369010323,0.3483168176328389,0.19412087751023696,0.574785002309642,0.05022851435723193,0.619078069027508,0.33285320249790745,0.19794789495387147,0.5856248884310514,0.01570740499026213,0.41595451481143675,0.2361482226126602
early_0830,cny_rank,10,opened_2025_2026,1995,0.2025062656641604,0.7546332300759273,8.339026061881427,0.7729115413533836,0.6015380450678632,0.24362941048844705,0.1821235575565148,0.5540702642165581,0.1160460148312472,0.3908246261458327,0.1730725998488219,0.16533788060745003,0.5145697019324745,0.030088295101817597,0.3323373742151085,0.15463966009602934
