clock,candidate,h,origin,n_train,n_positive,weighted_prior,n_query,constant_prediction,intercept,coefficients,last_target_maturity,min_train_date
early_0730,hybrid_hgb,1,2026-01-01,3695,1937,0.5124544652580139,270,False,-0.010134775893026669,"[0.7859149658679482, 0.08097328317741125, -0.015675367583494002, -0.07231541077111243, 0.00851574185430144, -0.011448780102492794]",2025-12-27,2022-02-24
early_0730,hybrid_hgb,1,2026-04-01,3970,2081,0.5138306035648486,310,False,0.021292030906566742,"[0.7239979573381355, 0.06317861055577902, -0.014355356678682261, -0.07228183137065283, 0.03221786422065043, 0.011943155854404922]",2026-03-28,2022-02-24
early_0730,hybrid_hgb,1,2026-07-01,4280,2231,0.5107816998411556,230,False,0.030676951836070755,"[0.7189047274321273, 0.05505184130843793, 0.014794959012117104, -0.09389906339108797, 0.028670177301268314, 0.02524036584319757]",2026-06-27,2022-02-24
early_0730,history_hist,3,2023-01-01,0,0,0.5,280,True,0.0,[],,2022-02-24
early_0730,history_hist,3,2023-04-01,255,131,0.5130250859772443,305,False,0.35118343686020537,"[0.47325290594912506, -0.10548764740620586, -0.011140145278257064, -0.12522318185888426, 0.36267029620102215, -0.12198685124953021]",2023-03-29,2022-02-24
early_0730,history_hist,3,2023-07-01,560,266,0.4730072943390406,330,False,0.36199057268950513,"[0.7675489584297083, -0.028047433825346656, -0.06126113554797968, -0.07264665269399102, 0.1823989103717236, -0.026234196827118507]",2023-06-28,2022-02-24
early_0730,history_hist,3,2023-10-01,890,436,0.4890585026780774,320,False,0.4977935803288474,"[0.9400375395605507, -0.01000375620129536, -0.06425382733425838, 0.0036161939319050806, 0.2068872578924661, -0.14256267340713183]",2023-09-28,2022-02-24
early_0730,history_hist,3,2024-01-01,1215,543,0.44076836209795633,285,False,-0.013885755072366212,"[0.5694078871504149, 0.008269561284371766, 0.011952895177601237, 0.022381474534347273, 0.03652016638991019, -0.0913810508669951]",2023-12-29,2022-02-24
early_0730,history_hist,3,2024-04-01,1500,654,0.42980002493591557,300,False,-0.13891193794590412,"[0.37673479227798073, -0.00223372978155838, 0.01623461844732621, -0.007732882022164701, 0.03399458037910111, -0.1736472532561346]",2024-03-29,2022-02-24
early_0730,history_hist,3,2024-07-01,1800,731,0.3941071668987401,325,False,-0.2506615086133197,"[0.39687811084586, -0.017976303694524784, -0.034680141464785444, -0.00924377866031448, -0.0012284323146778357, -0.17817603777227575]",2024-06-28,2022-02-24
early_0730,history_hist,3,2024-10-01,2130,872,0.4007426407818058,330,False,-0.24705893929425493,"[0.31768947031422334, -0.04041431825516928, -0.0707515878821383, 0.05133765650491, -0.01201228719014459, -0.1668996474950325]",2024-09-28,2022-02-24
early_0730,history_hist,3,2025-01-01,2460,1016,0.4064571244040186,285,False,-0.22929708962495438,"[0.3147751655615693, -0.006041664468376917, -0.04047964149350482, 0.0254739783058948, -0.0077349437246156776, -0.19345284177555652]",2024-12-29,2022-02-24
early_0730,history_hist,3,2025-04-01,2745,1081,0.38075856724732476,295,False,-0.27147450818265245,"[0.3765898176601018, -0.01895140792260337, -0.059003197596131526, -0.0034075250150293465, -0.010411220538250124, -0.17158447769585788]",2025-03-29,2022-02-24
early_0730,history_hist,3,2025-07-01,3040,1149,0.3600486838364735,330,False,-0.3180824959572018,"[0.3869883377121225, 0.059732155778084085, -0.06214588869227103, -0.08123634927108833, -0.051911128158981926, -0.17347932586473014]",2025-06-28,2022-02-24
early_0730,history_hist,3,2025-10-01,3365,1296,0.3734304155740272,325,False,-0.26609174368627986,"[0.42317829267784435, 0.09284466851425452, -0.05991767240372048, -0.05088920979417032, -0.02875509271571767, -0.21195449330231692]",2025-09-27,2022-02-24
early_0730,history_hist,3,2026-01-01,3685,1372,0.35540891743043024,270,False,-0.30214625093411523,"[0.43807131476853306, 0.07100943188914911, -0.06896329958565456, -0.06698885583292181, -0.03708583535639986, -0.19162337988149003]",2025-12-27,2022-02-24
early_0730,history_hist,3,2026-04-01,3960,1471,0.3562273878710979,310,False,-0.27809254922794235,"[0.44066157836789766, 0.03302592538584882, -0.059011436963215744, -0.0716220727642993, -0.03370173995519263, -0.13940895909138545]",2026-03-28,2022-02-24
early_0730,history_hist,3,2026-07-01,4270,1568,0.35163329926110626,230,False,-0.2876815980100489,"[0.4224924793781701, 0.03260668380581915, -0.041086864984816326, -0.07513293223850152, -0.03541318689521393, -0.16161417592598956]",2026-06-27,2022-02-24
early_0730,cny_rank,3,2023-01-01,1050,329,0.321842949744062,280,False,-0.9798528872350554,"[0.10066493544625522, 0.08583386346211908, -0.05348797026853113, 0.017669900457214748, 0.07513948383831368, -0.12311082871358725]",2022-12-29,2022-02-24
early_0730,cny_rank,3,2023-04-01,1330,470,0.3658762849952292,305,False,-0.7041089219451117,"[0.08106277567964676, 0.04029930146762896, -0.04271542425198379, -0.008855423778753943, 0.14137274313748024, -0.13088162071444429]",2023-03-29,2022-02-24
early_0730,cny_rank,3,2023-07-01,1635,605,0.3828920459976094,330,False,-0.5797150199947552,"[0.13256436320215448, -0.06542176600667972, -0.15993743909987357, -0.11929591017670982, 0.013091786812877147, -0.22758636051765177]",2023-06-28,2022-02-24
early_0730,cny_rank,3,2023-10-01,1965,775,0.41006345821624496,320,False,-0.4666433790671772,"[0.1513187103427345, -0.05318493122023084, -0.12765949834862003, -0.06944203107458012, 0.04705519610084558, -0.2485060369956845]",2023-09-28,2022-02-24
early_0730,cny_rank,3,2024-01-01,2290,882,0.3951129242096612,285,False,-0.5489522549447446,"[0.21310171678333192, -0.05708642862663214, -0.10742674906005316, -0.07039729247814454, -0.054546363779381296, -0.24382599603048766]",2023-12-29,2022-02-24
early_0730,cny_rank,3,2024-04-01,2575,993,0.3946140307465135,300,False,-0.5381774798812434,"[0.23598832336982178, -0.05315365944314, -0.08432901616585967, -0.07595782309393388, -0.026788307523821178, -0.2843324540191248]",2024-03-29,2022-02-24
early_0730,cny_rank,3,2024-07-01,2875,1070,0.3741886395881561,325,False,-0.6074155094744543,"[0.27042864414707535, -0.06555790290279992, -0.11507452180161729, -0.07501053725896485, -0.05455994133838896, -0.2814860838157226]",2024-06-28,2022-02-24
early_0730,cny_rank,3,2024-10-01,3205,1211,0.38219312261458716,330,False,-0.5607342471418026,"[0.26400556845036116, -0.07667693628594083, -0.1384910621180394, -0.01690379142707897, -0.057155041131099565, -0.2572781493723967]",2024-09-28,2022-02-24
early_0730,cny_rank,3,2025-01-01,3535,1355,0.3893186328690728,285,False,-0.542646050091976,"[0.258354691503946, -0.04894047369160284, -0.1106089256858371, -0.035154948041866675, -0.051249111929709684, -0.2859868615785904]",2024-12-29,2022-02-24
early_0730,cny_rank,3,2025-04-01,3820,1420,0.37033589692738,295,False,-0.6033917039475465,"[0.2130856694562877, -0.06795886185270363, -0.13085204901183978, -0.06448303716952322, -0.06123248765595875, -0.26675702759961095]",2025-03-29,2022-02-24
early_0730,cny_rank,3,2025-07-01,4115,1488,0.35419187417398734,330,False,-0.5534729140182725,"[0.04608605877651396, 0.006781764785551731, -0.11508042855538071, -0.10954020587672249, -0.08099010670320217, -0.2454098702977169]",2025-06-28,2022-02-24
early_0730,cny_rank,3,2025-10-01,4440,1635,0.36638665704033263,325,False,-0.5469215822273534,"[0.03640973013340485, 0.029172834267028328, -0.11569909094265651, -0.09531962314008839, -0.07075635203277157, -0.2876791491659706]",2025-09-27,2022-02-24
early_0730,cny_rank,3,2026-01-01,4760,1711,0.3514490165427775,270,False,-0.5255693138356013,"[0.003653284388352097, 0.025121032745274084, -0.11144447759093264, -0.10094512507618843, -0.07132807333702819, -0.2578710165224036]",2025-12-27,2022-02-24
early_0730,cny_rank,3,2026-04-01,5035,1810,0.3525645253473389,310,False,-0.5251131192728384,"[0.003961740218555564, -0.009211732987857681, -0.10130330741761916, -0.1079256456528315, -0.07332190534135914, -0.2251103742355492]",2026-03-28,2022-02-24
early_0730,cny_rank,3,2026-07-01,5345,1907,0.34882908764886855,230,False,-0.5224436115015149,"[0.0001198875699748781, -0.005894240136061156, -0.08969160218868283, -0.11034102775923489, -0.07160704546247003, -0.23865693532067503]",2026-06-27,2022-02-24
early_0730,hybrid_hgb,3,2023-01-01,0,0,0.5,280,True,0.0,[],,2022-02-24
early_0730,hybrid_hgb,3,2023-04-01,255,131,0.5130250859772443,305,False,0.6300143300231286,"[0.8117351368440068, -0.1258726925034691, 0.0027584559926689825, -0.13726151407724388, 0.38241944405849376, -0.12291559273352849]",2023-03-29,2022-02-24
early_0730,hybrid_hgb,3,2023-07-01,560,266,0.4730072943390406,330,False,0.49914475144190473,"[1.0695629324529674, -0.048298202452550454, -0.058347889350216085, -0.09089915106348007, 0.22192897436049905, -0.027965483988721937]",2023-06-28,2022-02-24
early_0730,hybrid_hgb,3,2023-10-01,890,436,0.4890585026780774,320,False,0.6098095696630662,"[1.168779784073744, -0.02884217210254915, -0.048410890594778655, 0.00958879774296807, 0.24107436488654851, -0.17876565087075963]",2023-09-28,2022-02-24
early_0730,hybrid_hgb,3,2024-01-01,1215,543,0.44076836209795633,285,False,0.142512836574258,"[0.9199252112428032, 0.031636467998415435, 0.03854359951591809, 0.05752545375921875, 0.07818285181202927, -0.071900887772223]",2023-12-29,2022-02-24
early_0730,hybrid_hgb,3,2024-04-01,1500,654,0.42980002493591557,300,False,0.07339604539996682,"[0.7908083809465015, 0.03045744862431571, 0.060735064514690115, 0.029526488307831784, 0.09090885073241418, -0.14123869906759942]",2024-03-29,2022-02-24
early_0730,hybrid_hgb,3,2024-07-01,1800,731,0.3941071668987401,325,False,-0.018699213380953577,"[0.8380579974314618, 0.023908193680821154, 0.018362125451439316, 0.036566320844368484, 0.0618344541819506, -0.15761379841212633]",2024-06-28,2022-02-24
early_0730,hybrid_hgb,3,2024-10-01,2130,872,0.4007426407818058,330,False,-0.05989593593340224,"[0.7171841970729605, -0.023396357914650483, -0.02288002151033477, 0.0740546548001056, 0.02317997234637526, -0.1079307033647243]",2024-09-28,2022-02-24
early_0730,hybrid_hgb,3,2025-01-01,2460,1016,0.4064571244040186,285,False,-0.08627520680661407,"[0.7020520179766212, 0.002037881568946852, -0.008911541248993137, 0.03904614681439853, 0.007134580219631953, -0.12206288215299532]",2024-12-29,2022-02-24
early_0730,hybrid_hgb,3,2025-04-01,2745,1081,0.38075856724732476,295,False,-0.11210918059108446,"[0.6936684961787254, -0.005148972625779544, -0.0260802397044398, 0.014150950930769233, 0.011389716809008507, -0.10181982174069128]",2025-03-29,2022-02-24
early_0730,hybrid_hgb,3,2025-07-01,3040,1149,0.3600486838364735,330,False,-0.1610194103352545,"[0.6600223885123032, 0.09910009328282535, -0.02581466544694396, -0.07967969944445563, -0.035546088497932116, -0.11336810329413036]",2025-06-28,2022-02-24
early_0730,hybrid_hgb,3,2025-10-01,3365,1296,0.3734304155740272,325,False,-0.1421825946372684,"[0.666391063975623, 0.12996469797095303, -0.030185085462548056, -0.05224737337325554, -0.01602638144258663, -0.16870608516725846]",2025-09-27,2022-02-24
early_0730,hybrid_hgb,3,2026-01-01,3685,1372,0.35540891743043024,270,False,-0.17148049490082595,"[0.6541289410028908, 0.1081395120507002, -0.03638926255245617, -0.06580923878976958, -0.022339380997042965, -0.1491457575290004]",2025-12-27,2022-02-24
early_0730,hybrid_hgb,3,2026-04-01,3960,1471,0.3562273878710979,310,False,-0.14680542417141856,"[0.6324856467250587, 0.06717985698212037, -0.03650186156429761, -0.06743396471777194, -0.015240720116006051, -0.0901068979274933]",2026-03-28,2022-02-24
early_0730,hybrid_hgb,3,2026-07-01,4270,1568,0.35163329926110626,230,False,-0.14949977979449877,"[0.6228987517160102, 0.06372533281645439, -0.013362009897767162, -0.06850210684450536, -0.016619898104622197, -0.11002711505207098]",2026-06-27,2022-02-24
early_0730,history_hist,5,2023-01-01,0,0,0.5,280,True,0.0,[],,2022-02-24
early_0730,history_hist,5,2023-04-01,245,110,0.44735460297611795,305,False,-0.215033511855403,"[-0.0010599811633390278, -0.2286619243944953, 0.1530493507439053, -0.30548422229402766, 0.30641768954540904, 0.07519126324181094]",2023-03-29,2022-02-24
early_0730,history_hist,5,2023-07-01,550,229,0.4143228033308546,330,False,-0.04099010300889325,"[0.3626504904398878, -0.083190602085444, -0.010905911355435144, -0.16724164841759395, 0.19485812311134584, 0.03196547611377913]",2023-06-28,2022-02-24
early_0730,history_hist,5,2023-10-01,880,379,0.4295186512539054,320,False,0.2593017553952918,"[0.7024723371066074, 0.01582133272639568, 0.0026914746906203414, -0.018307187035345285, 0.22777508645901115, 0.015440327307497883]",2023-09-28,2022-02-24
early_0730,history_hist,5,2024-01-01,1205,467,0.3815595342396418,285,False,-0.07681051625184877,"[0.5791574121494693, 0.002394762251509997, -0.00394730721193961, -0.0024370601859003134, -0.016343797061274718, -0.05000991746994653]",2023-12-29,2022-02-24
early_0730,history_hist,5,2024-04-01,1490,565,0.37368278853495,300,False,-0.28906941151691357,"[0.3371555160946514, -0.020853427527901317, -0.022394267298443852, -0.03706059985874349, -0.016172704246512876, -0.1807972795218572]",2024-03-29,2022-02-24
early_0730,history_hist,5,2024-07-01,1790,615,0.33077792868802763,325,False,-0.44393486747726546,"[0.35538800108463087, -0.05311415064912754, -0.10392862902541321, -0.039766991157649416, -0.0547744932746363, -0.17277642640156654]",2024-06-28,2022-02-24
early_0730,history_hist,5,2024-10-01,2120,742,0.3418649349709049,330,False,-0.43185441175094685,"[0.2329247465239519, -0.0656732230613203, -0.1215062304070299, 0.041704498529380574, -0.06290476977239337, -0.20659041739978393]",2024-09-28,2022-02-24
early_0730,history_hist,5,2025-01-01,2450,872,0.35071304201820586,285,False,-0.4090623437614296,"[0.21007957339358618, -0.0295386327912993, -0.07627589423385354, 0.010834025912630309, -0.04255589276354999, -0.2585756891189635]",2024-12-29,2022-02-24
early_0730,history_hist,5,2025-04-01,2735,921,0.3249462772856285,295,False,-0.43732915150761226,"[0.2907692766846593, -0.025546424697354585, -0.07975043151123203, -0.02769325095179058, -0.03957489822628823, -0.24975039270122026]",2025-03-29,2022-02-24
early_0730,history_hist,5,2025-07-01,3030,967,0.3015880727343673,330,False,-0.5074240761395423,"[0.3044717224936702, 0.06957159368031081, -0.1179196999286148, -0.10018408974408473, -0.09307513335598197, -0.24727826133573652]",2025-06-28,2022-02-24
early_0730,history_hist,5,2025-10-01,3355,1091,0.3133345078524963,325,False,-0.4554669797040889,"[0.33857358817325883, 0.10556726247907963, -0.13915694694952974, -0.06686395190930208, -0.06483843686008853, -0.27678828119873644]",2025-09-27,2022-02-24
early_0730,history_hist,5,2026-01-01,3675,1154,0.2978912587021161,270,False,-0.4907493975449579,"[0.3471570486518396, 0.07386237287422014, -0.14897306009332978, -0.0800873268515403, -0.07685202229943004, -0.24480645136414048]",2025-12-27,2022-02-24
early_0730,history_hist,5,2026-04-01,3950,1235,0.29793239487194506,310,False,-0.4636025294489644,"[0.35891034977316594, 0.02799648568402211, -0.12563190988527662, -0.09345688559707975, -0.07772300705574964, -0.18427095384481135]",2026-03-28,2022-02-24
early_0730,history_hist,5,2026-07-01,4260,1304,0.2894472796045675,230,False,-0.480022899612554,"[0.35961392007391485, 0.022011778005311195, -0.09927289181193989, -0.10385207376892985, -0.0815747281310056, -0.2049602361182983]",2026-06-27,2022-02-24
early_0730,cny_rank,5,2023-01-01,1040,267,0.2662313340247289,280,False,-1.1636225162487726,"[0.06293842084381217, 0.1825170994846315, -0.08918439013295251, -0.1102512171004582, 0.1121732930035204, -0.11136879777130343]",2022-12-29,2022-02-24
early_0730,cny_rank,5,2023-04-01,1320,383,0.3023538277024583,305,False,-0.9994727085977867,"[0.08269181526303224, 0.06993322132870265, -0.022364704776800255, -0.1634645252780076, 0.15780452890433413, -0.038644166194686046]",2023-03-29,2022-02-24
early_0730,cny_rank,5,2023-07-01,1625,502,0.3219636747800098,330,False,-0.9368642623333008,"[0.11568278315698047, 0.07120588609855413, -0.04728516741896654, -0.12042084367773433, 0.1541120004201106, -0.059691802542945545]",2023-06-28,2022-02-24
early_0730,cny_rank,5,2023-10-01,1955,652,0.3491852990107693,320,False,-0.655927688400207,"[0.12310850414762128, -0.07239615515371257, -0.16348211112305494, -0.2041229168309336, 0.019644148435200553, -0.21598723080498833]",2023-09-28,2022-02-24
early_0730,cny_rank,5,2024-01-01,2280,740,0.3348393532331436,285,False,-0.886105889996905,"[0.17827127001482318, 0.07578539158624954, -0.01239926970435207, -0.021351468956835314, 0.04303126970395722, -0.08095452276302942]",2023-12-29,2022-02-24
early_0730,cny_rank,5,2024-04-01,2565,838,0.3365952870317067,300,False,-0.7264562335241903,"[0.1994101911179721, -0.05915405525738937, -0.13398117572162924, -0.15408452343639828, -0.07458948363719752, -0.2807476210827585]",2024-03-29,2022-02-24
early_0730,cny_rank,5,2024-07-01,2865,888,0.3113562740285758,325,False,-0.8337176601679798,"[0.2432414346580113, -0.08746204215039924, -0.18989424241734737, -0.14956865937798305, -0.1024116536428588, -0.27593807683060995]",2024-06-28,2022-02-24
early_0730,cny_rank,5,2024-10-01,3195,1015,0.3226566322160175,330,False,-0.7690625474287589,"[0.23525168232045648, -0.09137986197321249, -0.19893438850507716, -0.06066730857921154, -0.10385316205412752, -0.29239708617439325]",2024-09-28,2022-02-24
early_0730,cny_rank,5,2025-01-01,3525,1145,0.3323540130096307,285,False,-0.7382401129567525,"[0.2321314057644324, -0.06541414050656587, -0.15541458138930092, -0.07783658106840752, -0.08573705152179242, -0.3347680992660227]",2024-12-29,2022-02-24
