candidate,n,lift,lift_ci_low,lift_ci_high,p_lift_le_1,benefit_ci_low,benefit_ci_high
target_analogue_lcb,576,1.0631033066338056,0.8213412473445202,1.3045861591038617,0.3096725818545364,-38.89422812081868,42.57859522445079
cny_analogue_lcb,517,1.6249727383561496,1.3796799855185273,1.9564527244429408,0.00024993751562109475,26.43578998082981,85.38067621976916
joint_analogue_lcb,550,1.6768274239623593,1.4182051458051985,2.042189298340154,0.00024993751562109475,35.503042270465535,93.99108267796639
primary75_joint_analogue25,527,1.835030357023854,1.55477676259871,2.1413013398209664,0.00024993751562109475,33.035008727370574,105.1539783130979
