hypothesis,horizon,control,challenger,control_lift,challenger_lift,lift_difference,lift_difference_ci_low,lift_difference_ci_high,p_lift_not_better,control_symmetric,challenger_symmetric,symmetric_difference,symmetric_difference_ci_low,symmetric_difference_ci_high,p_symmetric_not_better,control_future,challenger_future,future_difference,future_difference_ci_low,future_difference_ci_high,p_future_not_better,n_challenger,p_lift_holm_15,lift_increment_supported,p_symmetric_holm_15,symmetric_increment_supported,p_future_holm_15,future_increment_supported
route_vs_noon,1,noon_consensus,availability_route,1.7138720541352086,1.7800067233117465,0.06613466917653787,-0.034273139179653946,0.17704118846443148,0.1039740064983754,19.722902199207486,21.863061155520167,2.140158956312682,-2.026759436450929,7.602735088605015,0.16245938515371158,71.76573570461352,77.61232402494105,5.846588320327527,-2.2051679898755854,14.40114885435584,0.08447888027993002,506,0.7278180454886278,False,1.0,False,0.5913521619595101,False
route_vs_noon,3,noon_consensus,availability_route,1.9539377250735395,2.0143077561432894,0.06037003106974992,-0.11857078692661426,0.2427938668613134,0.28167958010497374,33.835216463806525,41.372041632876595,7.53682516907007,-0.22189130783782635,17.811000275303677,0.030492376905773555,82.22574768560375,93.52584263529778,11.300094949694028,-0.7416645988964768,24.016709407150366,0.0332416895776056,506,1.0,False,0.30492376905773555,False,0.332416895776056,False
route_vs_noon,5,noon_consensus,availability_route,1.9612104006180966,2.0529084958019066,0.09169809518381,-0.1057792399238579,0.3027828694565106,0.20044988752811796,41.1542206921564,47.9081165161289,6.753895823972499,-1.4253004160539677,18.25396386011109,0.06348412896775806,86.14591164780279,95.20087810368796,9.054966455885165,-3.5630194686121404,22.222283101584722,0.08472881779555111,506,1.0,False,0.5713571607098225,False,0.5913521619595101,False
route_vs_noon,10,noon_consensus,availability_route,2.0096751656009837,2.0050884539613714,-0.004586711639612329,-0.22021139180604418,0.22538361307172275,0.5211197200699825,55.44315591296929,55.16420406166146,-0.2789518513078306,-10.858811406540909,13.316339145700015,0.48587853036740813,89.3998262639286,90.5965399782847,1.1967137143560933,-13.65661158566278,17.43186781837227,0.4228942764308923,501,1.0,False,1.0,False,1.0,False
route_vs_noon,20,noon_consensus,availability_route,1.8189233607336222,1.9283750433017024,0.10945168256808024,-0.15697221468400485,0.4605438219450963,0.23644088977755562,77.06819450153439,78.80183730050807,1.7336427989736762,-14.285672638313184,19.422455430599012,0.41939515121219695,70.75305246623316,79.23557570263263,8.482523236399473,-16.28497070910661,32.92886209064867,0.2834291427143214,486,1.0,False,1.0,False,1.0,False
route_vs_fixing,1,fixing_basis,availability_route,1.7081293096028234,1.7800067233117465,0.07187741370892309,-0.005576464010401466,0.1537960632136528,0.036740814796300925,23.904215910897786,21.863061155520167,-2.041154755377619,-6.1267038581504805,2.1129410522084657,0.8260434891277181,70.96215675788892,77.61232402494105,6.650167267052126,-0.9736475802971986,13.362931617086364,0.041989502624343915,506,0.3306673331667083,False,1.0,False,0.37790552361909524,False
route_vs_fixing,3,fixing_basis,availability_route,1.8894729170677986,2.0143077561432894,0.12483483907549076,0.0024590898961425133,0.2614854784194185,0.02324418895276181,43.84526867390179,41.372041632876595,-2.473227041025197,-8.197204412457825,3.7064288374942485,0.7900524868782804,85.43525320995467,93.52584263529778,8.090589425343111,-0.9822897220409537,16.150646355821806,0.04473881529617595,506,0.2324418895276181,False,1.0,False,0.37790552361909524,False
route_vs_fixing,5,fixing_basis,availability_route,1.9432387212255309,2.0529084958019066,0.10966977457637572,-0.03939934907775093,0.28343507205542695,0.08697825543614096,52.46557001272399,47.9081165161289,-4.5574534965950875,-11.183519095762858,2.2854853474463903,0.8995251187203199,90.26772045232198,95.20087810368796,4.933157651365974,-5.005903854367964,12.965458388406223,0.18570357410647337,506,0.6958260434891277,False,1.0,False,0.9285178705323669,False
route_vs_fixing,10,fixing_basis,availability_route,1.9482638079701704,2.0050884539613714,0.05682464599120096,-0.10368487631991119,0.21420778398759083,0.28817795551112224,66.92188251558969,55.16420406166146,-11.757678453928229,-19.333868691477182,-2.705054757640918,0.9937515621094727,90.65871988011082,90.5965399782847,-0.06217990182612709,-12.095087791917694,10.270742812033642,0.5838540364908773,501,1.0,False,1.0,False,1.0,False
route_vs_fixing,20,fixing_basis,availability_route,1.9272355126963518,1.9283750433017024,0.0011395306053505472,-0.20282997803963018,0.22133364932594263,0.5446138465383654,89.39864757949296,78.80183730050807,-10.59681027898489,-22.087853571978894,0.674585053187309,0.9670082479380155,75.56653193963669,79.23557570263263,3.6690437629959405,-18.781855936582573,23.397059059439744,0.477630592351912,486,1.0,False,1.0,False,1.0,False
fresh_vs_stale,1,matched_stale20,availability_route,0.9767647292400656,1.7800067233117465,0.8032419940716808,0.5705991513137475,1.0644446355925428,0.00024993751562109475,-3.8255425976016983,21.863061155520167,25.688603753121868,16.948175585912164,35.364192182492445,0.00024993751562109475,-3.8078107029637542,77.61232402494105,81.4201347279048,60.90087058249607,104.33019715201085,0.00024993751562109475,506,0.003749062734316421,True,0.003749062734316421,True,0.003749062734316421,True
fresh_vs_stale,3,matched_stale20,availability_route,0.9644196434812488,2.0143077561432894,1.0498881126620407,0.7286335259301553,1.432146283176794,0.00024993751562109475,-5.186292322197126,41.372041632876595,46.55833395507372,30.974097910783282,65.00577862578815,0.00024993751562109475,-7.89161051322606,93.52584263529778,101.41745314852383,76.06009006454883,130.46366412113605,0.00024993751562109475,506,0.003749062734316421,True,0.003749062734316421,True,0.003749062734316421,True
fresh_vs_stale,5,matched_stale20,availability_route,0.9689654154708133,2.0529084958019066,1.0839430803310934,0.7162052142350475,1.5222524662348986,0.00024993751562109475,-0.3531758418336298,47.9081165161289,48.26129235796253,28.46845290118885,70.7209259979565,0.00024993751562109475,-8.436183545798725,95.20087810368796,103.63706164948668,76.74452518689186,132.2074216299002,0.00024993751562109475,506,0.003749062734316421,True,0.003749062734316421,True,0.003749062734316421,True
fresh_vs_stale,10,matched_stale20,availability_route,0.9086823366550675,2.0050884539613714,1.0964061173063038,0.7182937435395128,1.587505077264772,0.00024993751562109475,-0.977689297082822,55.16420406166146,56.14189335874428,25.8031093553729,88.61281719604335,0.0004998750312421895,-18.920373121051313,90.5965399782847,109.51691309933601,71.62126359280208,149.77090011999206,0.00024993751562109475,501,0.003749062734316421,True,0.005998500374906274,True,0.003749062734316421,True
fresh_vs_stale,20,matched_stale20,availability_route,0.7549892900962852,1.9283750433017024,1.1733857532054173,0.6489171067960211,1.765207360092531,0.00024993751562109475,12.131093975033087,78.80183730050807,66.67074332547499,26.12567801966273,101.9440884775101,0.000999750062484379,-24.717027545890602,79.23557570263263,103.95260324852323,41.7878695054989,147.5600646890093,0.00024993751562109475,486,0.003749062734316421,True,0.010997250687328168,True,0.003749062734316421,True
