candidate,min_lift,mean_lift,min_rate,max_rate,min_forward,min_symmetric,cadence_penalty,selection_value,min_benefit_lower_ci,max_weekly_signals,early_forward_ratio_min,joint_early_pass
cny_hist50_urgent_cap2,1.3099425430926803,1.4097937509250202,1.2844036697247707,1.348623853211009,47.765673843118904,17.539238241098772,0.0,1.3099425430926803,7.37906754563444,2,1.0,True
cny50_hazard_hist_h5_urgent_cap2,1.3375037609066294,1.4129792048566885,1.2629969418960245,1.3914373088685015,54.88962556807014,17.937269012857666,0.0,1.3375037609066294,2.6322055544005574,2,0.9873788763949082,True
equal_rolling365_h5_urgent_cap2,1.295983716427543,1.334399457844142,1.2629969418960245,1.348623853211009,50.94480668446431,17.46227236713188,0.0,0.8607585832366765,-21.76125665954332,2,0.7846251605725078,False
stack_positive_exp_urgent_cap2,1.2783355417388644,1.3530537935235336,1.2629969418960245,1.3058103975535167,53.69244620970457,21.313172718089778,0.0,0.8741489216827625,-20.2093310028051,2,0.8647891322508426,False
cny50_stack_positive_exp_urgent_cap2,1.320591119828816,1.3532268132656764,1.45565749235474,1.4984709480122325,54.767334132054856,20.601138712530663,0.0,0.9267743110926365,-19.690840436808973,2,0.8483698359236709,False
ap4_w25_stack_positive_exp_urgent_cap2,1.3330536912751678,1.3773601859509204,1.3272171253822629,1.4128440366972477,53.3594563887773,17.414720159337474,0.0,1.1306458910385206,-10.120390011832352,2,0.9254371343494573,False
stack_positive_730_urgent_cap2,1.2783355417388644,1.3530537935235336,1.2629969418960245,1.3058103975535167,53.69244620970457,21.313172718089778,0.0,0.8741489216827625,-20.2093310028051,2,0.8647891322508426,False
cny50_stack_positive_730_urgent_cap2,1.320591119828816,1.3532268132656764,1.45565749235474,1.4984709480122325,54.767334132054856,20.601138712530663,0.0,0.9267743110926365,-19.690840436808973,2,0.8483698359236709,False
ap4_w25_stack_positive_730_urgent_cap2,1.3330536912751678,1.3773601859509204,1.3272171253822629,1.4128440366972477,53.3594563887773,17.414720159337474,0.0,1.1306458910385206,-10.120390011832352,2,0.9254371343494573,False
stack_logit_exp_urgent_cap2,1.313732494998571,1.4004872320951525,1.348623853211009,1.4128440366972477,55.99065340997947,21.977725321727693,0.0,1.0857792067737277,-11.397664411242163,2,0.9101354469958787,False
cny50_stack_logit_exp_urgent_cap2,1.3375764663548038,1.3647083683207613,1.4342507645259939,1.4984709480122325,55.28753133244229,21.298660620799193,0.0,1.1243141752109278,-10.663114557193797,2,0.8461963266428957,False
ap4_w25_stack_logit_exp_urgent_cap2,1.318298407782026,1.3952552642442828,1.2844036697247707,1.4128440366972477,53.65255304173587,17.84695652982858,0.0,1.2417433865066911,-3.827751063766742,2,0.9398538756599574,False
stack_logit_context_exp_urgent_cap2,1.1970622849900419,1.2937185686962216,1.348623853211009,1.5626911314984708,38.16129975615788,8.920638255120245,0.0,1.1336088851847257,-3.172669990265807,2,0.7989272773895009,False
cny50_stack_logit_context_exp_urgent_cap2,1.2293571529047687,1.3150944181375877,1.348623853211009,1.4342507645259939,48.73094921829893,14.634507288058424,0.0,1.21912003745422,-0.5118557725274333,2,0.9469813074503508,False
ap4_w25_stack_logit_context_exp_urgent_cap2,1.2843448985317498,1.3580783443743778,1.3700305810397553,1.4342507645259939,50.48557639527555,16.12242253227322,0.0,1.2843448985317498,2.59674982850475,2,0.9682328700419398,False
stack_logit_context730_urgent_cap2,1.1970622849900419,1.2937185686962216,1.348623853211009,1.5626911314984708,38.16129975615788,8.920638255120245,0.0,1.1336088851847257,-3.172669990265807,2,0.7989272773895009,False
cny50_stack_logit_context730_urgent_cap2,1.2293571529047687,1.3150944181375877,1.348623853211009,1.4342507645259939,48.73094921829893,14.634507288058424,0.0,1.21912003745422,-0.5118557725274333,2,0.9469813074503508,False
ap4_w25_stack_logit_context730_urgent_cap2,1.2843448985317498,1.3580783443743778,1.3700305810397553,1.4342507645259939,50.48557639527555,16.12242253227322,0.0,1.2843448985317498,2.59674982850475,2,0.9682328700419398,False
stack_local_logit_urgent_cap2,1.29653870667255,1.3484547026191884,1.2629969418960245,1.4128440366972477,53.300739647918725,20.34497302855741,0.0,1.0304074248797304,-13.306564089640986,2,0.8952936257755263,False
cny50_stack_local_logit_urgent_cap2,1.2991621262762694,1.3380529506321353,1.4128440366972477,1.45565749235474,53.644130592493674,20.989822446466334,0.0,0.9365828815220292,-18.12896223771201,2,0.8532641283251974,False
ap4_w25_stack_local_logit_urgent_cap2,1.3323672674135412,1.3875211586121767,1.3058103975535167,1.4128440366972477,55.56377820422007,18.159773406695102,0.0,1.145269337419112,-9.354896499721459,2,0.9083710805897051,False
stack_shrunken_logit_urgent_cap2,1.3029819463630734,1.3764880283937468,1.348623853211009,1.4128440366972477,55.46406031672574,20.89498273211756,0.0,1.1092854028837256,-9.684827173967395,2,0.9256682817408817,False
