model,currency,year,feature,min,mean,max
context_logit,ALL,2026,local_last_missing,-0.0049701370265873,0.011816313857669255,0.0300949912246124
context_logit,ALL,2026,local_minus_common_z,0.0418702548302307,0.06124513820487983,0.0747264465585959
context_logit,ALL,2026,local_quality,-0.1398600154705965,-0.09193336825723625,-0.0208294046397303
context_logit,ALL,2026,log_vol20,-0.0926324684426264,-0.0657068317187369,-0.0418878451027795
context_logit,ALL,2026,month_end,0.1939366769197938,0.21046583635139687,0.2297319464407932
context_logit,ALL,2026,peer_change_std_z,-0.0322792415343939,-0.014997625952203488,0.0125309378357309
context_logit,ALL,2026,pre_new_year14,-0.1684473928636126,-0.1590486742018143,-0.1428005862316609
local_logit,AMD,2022,cny,0.2171492158191557,0.2471032410963406,0.2770572663735255
local_logit,AMD,2022,extra,-0.2232326660857989,-0.18549115879595754,-0.1477496515061162
local_logit,AMD,2022,hist,0.1927213893265514,0.20686254081770075,0.2210036923088501
local_logit,AMD,2022,survival_hist,-0.1928184956394814,-0.1542969546138792,-0.115775413588277
local_logit,AMD,2022,survival_local,0.2244767780510454,0.25645671192661834,0.2884366458021913
local_logit,AMD,2022,survival_logit,0.0317408850003147,0.09306390659424524,0.1543869281881758
local_logit,AMD,2023,cny,0.4010656706432303,0.5292510996953205,0.6396044501224225
local_logit,AMD,2023,extra,-0.0986683381411392,0.007092908869952941,0.2014851804741712
local_logit,AMD,2023,hist,0.1987724288491253,0.31788835615142574,0.4369093466530945
local_logit,AMD,2023,survival_hist,-0.2284161799621948,-0.1541712094971495,-0.0131976975827572
local_logit,AMD,2023,survival_local,-0.0912483455504903,0.08134012817341378,0.233856579078695
local_logit,AMD,2023,survival_logit,0.0642371234933682,0.1352230375141795,0.2638850014369391
local_logit,AMD,2024,cny,0.6345015174198593,0.6707329606379866,0.702838877397542
local_logit,AMD,2024,extra,-0.050654591346035,-0.016262448097567942,0.0311343239687123
local_logit,AMD,2024,hist,0.4659164548509955,0.5010366191686508,0.556960527132858
local_logit,AMD,2024,survival_hist,-0.258341978047056,-0.23341288589725576,-0.1875947550915795
local_logit,AMD,2024,survival_local,-0.138875306186655,-0.07035113638756145,0.0167896872482235
local_logit,AMD,2024,survival_logit,-0.1064425350777428,0.042756313607789566,0.1415041883405508
local_logit,AMD,2025,cny,0.664188391069503,0.6898636873643157,0.7086366359220828
local_logit,AMD,2025,extra,-0.0228350073300019,0.01872296433218589,0.0447758355347412
local_logit,AMD,2025,hist,0.4779551262822931,0.5133903884759264,0.5493144088509078
local_logit,AMD,2025,survival_hist,-0.256817250614763,-0.2269285797304903,-0.2024681487783939
local_logit,AMD,2025,survival_local,-0.1134875785591707,-0.0721009864404891,-0.0216453346199591
local_logit,AMD,2025,survival_logit,-0.0166176176183363,0.019845326751298593,0.0678983048560298
local_logit,AMD,2026,cny,0.6561383877437704,0.6906984848068412,0.7218089512134042
local_logit,AMD,2026,extra,0.024163058838267,0.06242567079878652,0.1294633678809875
local_logit,AMD,2026,hist,0.5276816662516197,0.5438561369577499,0.5728037744932624
local_logit,AMD,2026,survival_hist,-0.2422375292721921,-0.22961085775792922,-0.2202897869414826
local_logit,AMD,2026,survival_local,-0.1351240955521346,-0.11510864400674342,-0.1038455185647875
local_logit,AMD,2026,survival_logit,-0.0104787525957905,0.004519718360614822,0.0202716979534462
local_logit,KGS,2022,cny,0.1958422809249019,0.24735082101646785,0.2988593611080338
local_logit,KGS,2022,extra,-0.2056410899528586,-0.19386591052717983,-0.1820907311015011
local_logit,KGS,2022,hist,0.1711994824375308,0.18989981151592616,0.2086001405943215
local_logit,KGS,2022,survival_hist,0.0348843539057155,0.0365550619537413,0.0382257700017671
