origin,model,currency,feature,coefficient,mean,scale,intercept
2022-10-01,positive_exp,ALL,cny,0.3860458938964386,0.022846095702191652,0.4333728136340983,-0.46200382905164605
2022-10-01,positive_exp,ALL,hist,0.09192575526590523,-3.561599569082924,1.2007548725816548,-0.46200382905164605
2022-10-01,positive_exp,ALL,extra,0.07336095498811726,-2.6086422018881437,0.5177516441549787,-0.46200382905164605
2022-10-01,positive_exp,ALL,survival_hist,0.0,-4.757608233442915,2.2567971511220315,-0.46200382905164605
2022-10-01,positive_exp,ALL,survival_logit,0.18167829904844043,-8.25843489238809,2.0667761038515615,-0.46200382905164605
2022-10-01,positive_exp,ALL,survival_local,0.15249875716463854,-6.204095399636371,2.799339675993823,-0.46200382905164605
2022-10-01,positive_730,ALL,cny,0.3860458938964386,0.022846095702191652,0.4333728136340983,-0.46200382905164605
2022-10-01,positive_730,ALL,hist,0.09192575526590523,-3.561599569082924,1.2007548725816548,-0.46200382905164605
2022-10-01,positive_730,ALL,extra,0.07336095498811726,-2.6086422018881437,0.5177516441549787,-0.46200382905164605
2022-10-01,positive_730,ALL,survival_hist,0.0,-4.757608233442915,2.2567971511220315,-0.46200382905164605
2022-10-01,positive_730,ALL,survival_logit,0.18167829904844043,-8.25843489238809,2.0667761038515615,-0.46200382905164605
2022-10-01,positive_730,ALL,survival_local,0.15249875716463854,-6.204095399636371,2.799339675993823,-0.46200382905164605
2022-10-01,logit_exp,ALL,cny,0.4179245076488275,0.022846095702191652,0.4333728136340983,-0.4597734316291123
2022-10-01,logit_exp,ALL,hist,0.1636516494252488,-3.561599569082924,1.2007548725816548,-0.4597734316291123
2022-10-01,logit_exp,ALL,extra,0.056259198894310115,-2.6086422018881437,0.5177516441549787,-0.4597734316291123
2022-10-01,logit_exp,ALL,survival_hist,-0.13744752831325102,-4.757608233442915,2.2567971511220315,-0.4597734316291123
2022-10-01,logit_exp,ALL,survival_logit,0.18596582397629954,-8.25843489238809,2.0667761038515615,-0.4597734316291123
2022-10-01,logit_exp,ALL,survival_local,0.15195191909009728,-6.204095399636371,2.799339675993823,-0.4597734316291123
2022-10-01,logit_context_exp,ALL,cny,0.1895169597927365,0.022846095702191652,0.4333728136340983,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,hist,0.3107587652867127,-3.561599569082924,1.2007548725816548,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,extra,0.07525709655409711,-2.6086422018881437,0.5177516441549787,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,survival_hist,-0.3269814972973262,-4.757608233442915,2.2567971511220315,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,survival_logit,-0.2399922220703616,-8.25843489238809,2.0667761038515615,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,survival_local,-0.0022595418932807513,-6.204095399636371,2.799339675993823,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,known_change_z,0.13426245494057729,0.20500130247220755,1.0203814258833157,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,announced_range20,-0.6885059669746109,0.6260602941394149,0.21986118738037297,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,announced_range90,-0.15860434219333286,0.2588103040040422,0.16942579399933116,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,dow_sin,0.001218517875827332,0.3494761548347991,0.519662546743032,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,dow_cos,0.04504099307426417,-0.06153979416407626,0.7771937393267349,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,month_end,-0.03396648584716053,0.25,0.4330127018922193,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,pre_new_year14,0.0,0.0,1e-06,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,currency_TJS,0.1509542268836742,0.2,0.39999999999999947,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,currency_UZS,-0.05083272567787573,0.2,0.39999999999999947,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,currency_KGS,-0.08633900928489265,0.2,0.39999999999999947,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,currency_AMD,0.11977706381750891,0.2,0.39999999999999947,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,currency_KZT,-0.13355955573841483,0.2,0.39999999999999947,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,announced_ret5_z,-0.16059972637592998,0.6759632339621665,2.3725935923274717,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,announced_ret20_z,-0.4122249867242462,1.5217259594713535,3.397651627051928,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,local_minus_common_z,0.15764797765195962,0.00028304231382026145,0.2188238264429777,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,peer_change_std_z,-0.14163997316444055,0.18278328911329855,0.12790959492952192,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,log_vol20,-0.17020296618297423,5.235767174174239,0.42590526618034585,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,cny_basis_last_z,0.08917103045303587,0.026207493297144835,0.49784595050367103,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,cny_late_z,-0.12246380986697393,0.11713807557187801,0.37763929845811234,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,cny_quality,-6.411317558140765e-13,0.8463641661483694,1e-06,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,cny_last_missing,0.0,0.0,1e-06,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,local_basis_last_z,-0.013601306546259918,1.150617061780547,2.742181549469772,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,local_quality,0.04645780420067546,0.30136989897577215,0.388643440272196,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,local_last_missing,0.011253357530083536,0.6,0.48989794855663465,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,expert_disagreement,0.22863639253379445,0.1813816434552897,0.03877944511413508,-0.5663492276354966
2022-10-01,logit_context_exp,ALL,cny_minus_hist_probability_scale,0.2354396280819913,0.4545333880066972,0.11730433472192536,-0.5663492276354966
2022-10-01,logit_context730,ALL,cny,0.1895169597927365,0.022846095702191652,0.4333728136340983,-0.5663492276354966
2022-10-01,logit_context730,ALL,hist,0.3107587652867127,-3.561599569082924,1.2007548725816548,-0.5663492276354966
2022-10-01,logit_context730,ALL,extra,0.07525709655409711,-2.6086422018881437,0.5177516441549787,-0.5663492276354966
2022-10-01,logit_context730,ALL,survival_hist,-0.3269814972973262,-4.757608233442915,2.2567971511220315,-0.5663492276354966
2022-10-01,logit_context730,ALL,survival_logit,-0.2399922220703616,-8.25843489238809,2.0667761038515615,-0.5663492276354966
2022-10-01,logit_context730,ALL,survival_local,-0.0022595418932807513,-6.204095399636371,2.799339675993823,-0.5663492276354966
2022-10-01,logit_context730,ALL,known_change_z,0.13426245494057729,0.20500130247220755,1.0203814258833157,-0.5663492276354966
2022-10-01,logit_context730,ALL,announced_range20,-0.6885059669746109,0.6260602941394149,0.21986118738037297,-0.5663492276354966
2022-10-01,logit_context730,ALL,announced_range90,-0.15860434219333286,0.2588103040040422,0.16942579399933116,-0.5663492276354966
2022-10-01,logit_context730,ALL,dow_sin,0.001218517875827332,0.3494761548347991,0.519662546743032,-0.5663492276354966
2022-10-01,logit_context730,ALL,dow_cos,0.04504099307426417,-0.06153979416407626,0.7771937393267349,-0.5663492276354966
2022-10-01,logit_context730,ALL,month_end,-0.03396648584716053,0.25,0.4330127018922193,-0.5663492276354966
2022-10-01,logit_context730,ALL,pre_new_year14,0.0,0.0,1e-06,-0.5663492276354966
2022-10-01,logit_context730,ALL,currency_TJS,0.1509542268836742,0.2,0.39999999999999947,-0.5663492276354966
2022-10-01,logit_context730,ALL,currency_UZS,-0.05083272567787573,0.2,0.39999999999999947,-0.5663492276354966
2022-10-01,logit_context730,ALL,currency_KGS,-0.08633900928489265,0.2,0.39999999999999947,-0.5663492276354966
2022-10-01,logit_context730,ALL,currency_AMD,0.11977706381750891,0.2,0.39999999999999947,-0.5663492276354966
2022-10-01,logit_context730,ALL,currency_KZT,-0.13355955573841483,0.2,0.39999999999999947,-0.5663492276354966
2022-10-01,logit_context730,ALL,announced_ret5_z,-0.16059972637592998,0.6759632339621665,2.3725935923274717,-0.5663492276354966
