origin,model,currency,feature,coefficient,mean,scale,intercept
2022-10-01,logit_context730,ALL,announced_ret20_z,-0.4122249867242462,1.5217259594713535,3.397651627051928,-0.5663492276354966
2022-10-01,logit_context730,ALL,local_minus_common_z,0.15764797765195962,0.00028304231382026145,0.2188238264429777,-0.5663492276354966
2022-10-01,logit_context730,ALL,peer_change_std_z,-0.14163997316444055,0.18278328911329855,0.12790959492952192,-0.5663492276354966
2022-10-01,logit_context730,ALL,log_vol20,-0.17020296618297423,5.235767174174239,0.42590526618034585,-0.5663492276354966
2022-10-01,logit_context730,ALL,cny_basis_last_z,0.08917103045303587,0.026207493297144835,0.49784595050367103,-0.5663492276354966
2022-10-01,logit_context730,ALL,cny_late_z,-0.12246380986697393,0.11713807557187801,0.37763929845811234,-0.5663492276354966
2022-10-01,logit_context730,ALL,cny_quality,-6.411317558140765e-13,0.8463641661483694,1e-06,-0.5663492276354966
2022-10-01,logit_context730,ALL,cny_last_missing,0.0,0.0,1e-06,-0.5663492276354966
2022-10-01,logit_context730,ALL,local_basis_last_z,-0.013601306546259918,1.150617061780547,2.742181549469772,-0.5663492276354966
2022-10-01,logit_context730,ALL,local_quality,0.04645780420067546,0.30136989897577215,0.388643440272196,-0.5663492276354966
2022-10-01,logit_context730,ALL,local_last_missing,0.011253357530083536,0.6,0.48989794855663465,-0.5663492276354966
2022-10-01,logit_context730,ALL,expert_disagreement,0.22863639253379445,0.1813816434552897,0.03877944511413508,-0.5663492276354966
2022-10-01,logit_context730,ALL,cny_minus_hist_probability_scale,0.2354396280819913,0.4545333880066972,0.11730433472192536,-0.5663492276354966
2022-10-01,context_logit,ALL,known_change_z,0.19904141765741143,0.20500130247220755,1.0203814258833157,-0.5487634337984993
2022-10-01,context_logit,ALL,announced_range20,-0.6270619390039246,0.6260602941394149,0.21986118738037297,-0.5487634337984993
2022-10-01,context_logit,ALL,announced_range90,-0.09297930461520859,0.2588103040040422,0.16942579399933116,-0.5487634337984993
2022-10-01,context_logit,ALL,dow_sin,-0.059497398979628406,0.3494761548347991,0.519662546743032,-0.5487634337984993
2022-10-01,context_logit,ALL,dow_cos,0.05750759077025506,-0.06153979416407626,0.7771937393267349,-0.5487634337984993
2022-10-01,context_logit,ALL,month_end,0.014194773694039963,0.25,0.4330127018922193,-0.5487634337984993
2022-10-01,context_logit,ALL,pre_new_year14,0.0,0.0,1e-06,-0.5487634337984993
2022-10-01,context_logit,ALL,currency_TJS,0.1575872863625483,0.2,0.39999999999999947,-0.5487634337984993
2022-10-01,context_logit,ALL,currency_UZS,-0.04477914353883046,0.2,0.39999999999999947,-0.5487634337984993
2022-10-01,context_logit,ALL,currency_KGS,-0.09277588857396307,0.2,0.39999999999999947,-0.5487634337984993
2022-10-01,context_logit,ALL,currency_AMD,0.1026959274449119,0.2,0.39999999999999947,-0.5487634337984993
2022-10-01,context_logit,ALL,currency_KZT,-0.12272818169466695,0.2,0.39999999999999947,-0.5487634337984993
2022-10-01,context_logit,ALL,announced_ret5_z,-0.06977879996467094,0.6759632339621665,2.3725935923274717,-0.5487634337984993
2022-10-01,context_logit,ALL,announced_ret20_z,-0.3317440611852828,1.5217259594713535,3.397651627051928,-0.5487634337984993
2022-10-01,context_logit,ALL,local_minus_common_z,0.14237924599468732,0.00028304231382026145,0.2188238264429777,-0.5487634337984993
2022-10-01,context_logit,ALL,peer_change_std_z,-0.1384494401687432,0.18278328911329855,0.12790959492952192,-0.5487634337984993
2022-10-01,context_logit,ALL,log_vol20,-0.22313299985554344,5.235767174174239,0.42590526618034585,-0.5487634337984993
2022-10-01,context_logit,ALL,cny_basis_last_z,0.39927665185570366,0.026207493297144835,0.49784595050367103,-0.5487634337984993
2022-10-01,context_logit,ALL,cny_late_z,0.010897841932748916,0.11713807557187801,0.37763929845811234,-0.5487634337984993
2022-10-01,context_logit,ALL,cny_quality,-1.7462457762121134e-12,0.8463641661483694,1e-06,-0.5487634337984993
2022-10-01,context_logit,ALL,cny_last_missing,0.0,0.0,1e-06,-0.5487634337984993
2022-10-01,context_logit,ALL,local_basis_last_z,-0.05655996130824404,1.150617061780547,2.742181549469772,-0.5487634337984993
2022-10-01,context_logit,ALL,local_quality,0.0296777885359741,0.30136989897577215,0.388643440272196,-0.5487634337984993
2022-10-01,context_logit,ALL,local_last_missing,0.016356267103199974,0.6,0.48989794855663465,-0.5487634337984993
2022-10-01,pairwise_context,ALL,cny,0.2041739052238124,0.022846095702191652,0.4333728136340983,0.0
2022-10-01,pairwise_context,ALL,hist,0.6513926501338602,-3.561599569082924,1.2007548725816548,0.0
2022-10-01,pairwise_context,ALL,extra,0.5615259681933953,-2.6086422018881437,0.5177516441549787,0.0
2022-10-01,pairwise_context,ALL,survival_hist,-0.7526318473488943,-4.757608233442915,2.2567971511220315,0.0
2022-10-01,pairwise_context,ALL,survival_logit,-0.25261606666152814,-8.25843489238809,2.0667761038515615,0.0
2022-10-01,pairwise_context,ALL,survival_local,0.34594663785406116,-6.204095399636371,2.799339675993823,0.0
2022-10-01,pairwise_context,ALL,known_change_z,0.20505473694819362,0.20500130247220755,1.0203814258833157,0.0
2022-10-01,pairwise_context,ALL,announced_range20,-1.5555239165176964,0.6260602941394149,0.21986118738037297,0.0
2022-10-01,pairwise_context,ALL,announced_range90,-0.42525892120075776,0.2588103040040422,0.16942579399933116,0.0
2022-10-01,pairwise_context,ALL,dow_sin,0.17023057916274117,0.3494761548347991,0.519662546743032,0.0
2022-10-01,pairwise_context,ALL,dow_cos,0.14737416845364576,-0.06153979416407626,0.7771937393267349,0.0
2022-10-01,pairwise_context,ALL,month_end,-0.18290933037535057,0.25,0.4330127018922193,0.0
2022-10-01,pairwise_context,ALL,pre_new_year14,0.0,0.0,1e-06,0.0
2022-10-01,pairwise_context,ALL,currency_TJS,0.0,0.2,0.39999999999999947,0.0
2022-10-01,pairwise_context,ALL,currency_UZS,0.0,0.2,0.39999999999999947,0.0
2022-10-01,pairwise_context,ALL,currency_KGS,0.0,0.2,0.39999999999999947,0.0
2022-10-01,pairwise_context,ALL,currency_AMD,0.0,0.2,0.39999999999999947,0.0
2022-10-01,pairwise_context,ALL,currency_KZT,0.0,0.2,0.39999999999999947,0.0
2022-10-01,pairwise_context,ALL,announced_ret5_z,0.43576806520381783,0.6759632339621665,2.3725935923274717,0.0
2022-10-01,pairwise_context,ALL,announced_ret20_z,-0.8134044973510631,1.5217259594713535,3.397651627051928,0.0
2022-10-01,pairwise_context,ALL,local_minus_common_z,0.13636164390416722,0.00028304231382026145,0.2188238264429777,0.0
2022-10-01,pairwise_context,ALL,peer_change_std_z,-0.01138115249717709,0.18278328911329855,0.12790959492952192,0.0
2022-10-01,pairwise_context,ALL,log_vol20,-0.41602841032806803,5.235767174174239,0.42590526618034585,0.0
2022-10-01,pairwise_context,ALL,cny_basis_last_z,0.17274294589279776,0.026207493297144835,0.49784595050367103,0.0
2022-10-01,pairwise_context,ALL,cny_late_z,-0.10230260252848812,0.11713807557187801,0.37763929845811234,0.0
2022-10-01,pairwise_context,ALL,cny_quality,0.0,0.8463641661483694,1e-06,0.0
2022-10-01,pairwise_context,ALL,cny_last_missing,0.0,0.0,1e-06,0.0
2022-10-01,pairwise_context,ALL,local_basis_last_z,-0.012854767217584448,1.150617061780547,2.742181549469772,0.0
2022-10-01,pairwise_context,ALL,local_quality,0.2251754209455155,0.30136989897577215,0.388643440272196,0.0
2022-10-01,pairwise_context,ALL,local_last_missing,0.0,0.6,0.48989794855663465,0.0
2022-10-01,pairwise_context,ALL,expert_disagreement,-0.0034702493495576653,0.1813816434552897,0.03877944511413508,0.0
2022-10-01,pairwise_context,ALL,cny_minus_hist_probability_scale,0.5728570741463302,0.4545333880066972,0.11730433472192536,0.0
2022-11-01,positive_exp,ALL,cny,0.2905937608433578,0.033277743448436106,0.6267686446716043,-0.9168623682518087
2022-11-01,positive_exp,ALL,hist,0.10108601900085445,-3.4810904085308874,1.1979565957348144,-0.9168623682518087
2022-11-01,positive_exp,ALL,extra,0.0,-2.3025920406964406,0.6227106305711229,-0.9168623682518087
2022-11-01,positive_exp,ALL,survival_hist,0.0,-4.540733264558235,2.2384258208486516,-0.9168623682518087
2022-11-01,positive_exp,ALL,survival_logit,0.0,-8.003103307167905,2.2677567429152274,-0.9168623682518087
2022-11-01,positive_exp,ALL,survival_local,0.3864666737158925,-6.533499841554088,2.6074661824568364,-0.9168623682518087
2022-11-01,positive_730,ALL,cny,0.2905937608433578,0.033277743448436106,0.6267686446716043,-0.9168623682518087
2022-11-01,positive_730,ALL,hist,0.10108601900085445,-3.4810904085308874,1.1979565957348144,-0.9168623682518087
2022-11-01,positive_730,ALL,extra,0.0,-2.3025920406964406,0.6227106305711229,-0.9168623682518087
2022-11-01,positive_730,ALL,survival_hist,0.0,-4.540733264558235,2.2384258208486516,-0.9168623682518087
2022-11-01,positive_730,ALL,survival_logit,0.0,-8.003103307167905,2.2677567429152274,-0.9168623682518087
2022-11-01,positive_730,ALL,survival_local,0.3864666737158925,-6.533499841554088,2.6074661824568364,-0.9168623682518087
2022-11-01,logit_exp,ALL,cny,0.43738198618743485,0.033277743448436106,0.6267686446716043,-0.9505677788919469
2022-11-01,logit_exp,ALL,hist,0.3388743795613242,-3.4810904085308874,1.1979565957348144,-0.9505677788919469
2022-11-01,logit_exp,ALL,extra,-0.41984670905734456,-2.3025920406964406,0.6227106305711229,-0.9505677788919469
2022-11-01,logit_exp,ALL,survival_hist,-0.23473515807096668,-4.540733264558235,2.2384258208486516,-0.9505677788919469
2022-11-01,logit_exp,ALL,survival_logit,0.12988814828268566,-8.003103307167905,2.2677567429152274,-0.9505677788919469
2022-11-01,logit_exp,ALL,survival_local,0.24787551984787767,-6.533499841554088,2.6074661824568364,-0.9505677788919469
2022-11-01,logit_context_exp,ALL,cny,0.13527182404777346,0.033277743448436106,0.6267686446716043,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,hist,0.5194341346018102,-3.4810904085308874,1.1979565957348144,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,extra,-0.3398957529599298,-2.3025920406964406,0.6227106305711229,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,survival_hist,-0.34072306726537294,-4.540733264558235,2.2384258208486516,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,survival_logit,-0.16558847421292355,-8.003103307167905,2.2677567429152274,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,survival_local,0.018390157332392198,-6.533499841554088,2.6074661824568364,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,known_change_z,0.22046821857440504,-0.022288138180572816,1.3023036091793947,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,announced_range20,-0.5031481605431389,0.5393302616066028,0.28045663623453504,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,announced_range90,-0.3920475265831411,0.3539903872461864,0.2274186071177083,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,dow_sin,-0.06687813081964074,0.33945436956561525,0.5190381493518973,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,dow_cos,-0.08868207269646174,-0.09262975985808906,0.778967173948171,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,month_end,0.052221033050767744,0.24242424242424243,0.4285495643554845,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,pre_new_year14,0.0,0.0,1e-06,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,currency_TJS,0.1629349278448092,0.2,0.3999999999999994,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,currency_UZS,-0.07327151100269179,0.2,0.3999999999999994,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,currency_KGS,-0.11904867261037495,0.2,0.3999999999999994,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,currency_AMD,0.12814582063773272,0.2,0.3999999999999994,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,currency_KZT,-0.09876056486947497,0.2,0.3999999999999994,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,announced_ret5_z,0.021819209218400793,-0.0006364720931471621,2.52400946912795,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,announced_ret20_z,-0.25603807276213014,0.5158308037525511,3.579384788603823,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,local_minus_common_z,0.10132243901689453,0.003303368093072646,0.2956216960129417,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,peer_change_std_z,-0.15976131502722077,0.24102931343615688,0.18529208391761698,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,log_vol20,0.09924569656939969,4.9276278649894225,0.5760027346073019,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,cny_basis_last_z,0.23035379403093703,0.059445261501377966,0.8337736375221413,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,cny_late_z,-0.249612936551449,0.22267186275686096,0.6461798367765014,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,cny_quality,-1.3607274093076754e-11,0.8463641661483671,1e-06,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,cny_last_missing,0.0,0.0,1e-06,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,local_basis_last_z,0.01834010115295025,1.019570744757364,2.9162029230935738,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,local_quality,0.029349543849560393,0.3050003483972016,0.38891019829316587,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,local_last_missing,0.10559494368508689,0.5818181818181818,0.49326036240911003,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,expert_disagreement,0.17635985502939663,0.18086892346076336,0.04885066675729241,-1.0205529495894654
2022-11-01,logit_context_exp,ALL,cny_minus_hist_probability_scale,0.10419179928571838,0.45199828960576915,0.14418550705772532,-1.0205529495894654
2022-11-01,logit_context730,ALL,cny,0.13527182404777346,0.033277743448436106,0.6267686446716043,-1.0205529495894654
2022-11-01,logit_context730,ALL,hist,0.5194341346018102,-3.4810904085308874,1.1979565957348144,-1.0205529495894654
2022-11-01,logit_context730,ALL,extra,-0.3398957529599298,-2.3025920406964406,0.6227106305711229,-1.0205529495894654
2022-11-01,logit_context730,ALL,survival_hist,-0.34072306726537294,-4.540733264558235,2.2384258208486516,-1.0205529495894654
2022-11-01,logit_context730,ALL,survival_logit,-0.16558847421292355,-8.003103307167905,2.2677567429152274,-1.0205529495894654
2022-11-01,logit_context730,ALL,survival_local,0.018390157332392198,-6.533499841554088,2.6074661824568364,-1.0205529495894654
2022-11-01,logit_context730,ALL,known_change_z,0.22046821857440504,-0.022288138180572816,1.3023036091793947,-1.0205529495894654
2022-11-01,logit_context730,ALL,announced_range20,-0.5031481605431389,0.5393302616066028,0.28045663623453504,-1.0205529495894654
2022-11-01,logit_context730,ALL,announced_range90,-0.3920475265831411,0.3539903872461864,0.2274186071177083,-1.0205529495894654
2022-11-01,logit_context730,ALL,dow_sin,-0.06687813081964074,0.33945436956561525,0.5190381493518973,-1.0205529495894654
2022-11-01,logit_context730,ALL,dow_cos,-0.08868207269646174,-0.09262975985808906,0.778967173948171,-1.0205529495894654
2022-11-01,logit_context730,ALL,month_end,0.052221033050767744,0.24242424242424243,0.4285495643554845,-1.0205529495894654
2022-11-01,logit_context730,ALL,pre_new_year14,0.0,0.0,1e-06,-1.0205529495894654
2022-11-01,logit_context730,ALL,currency_TJS,0.1629349278448092,0.2,0.3999999999999994,-1.0205529495894654
2022-11-01,logit_context730,ALL,currency_UZS,-0.07327151100269179,0.2,0.3999999999999994,-1.0205529495894654
2022-11-01,logit_context730,ALL,currency_KGS,-0.11904867261037495,0.2,0.3999999999999994,-1.0205529495894654
2022-11-01,logit_context730,ALL,currency_AMD,0.12814582063773272,0.2,0.3999999999999994,-1.0205529495894654
2022-11-01,logit_context730,ALL,currency_KZT,-0.09876056486947497,0.2,0.3999999999999994,-1.0205529495894654
2022-11-01,logit_context730,ALL,announced_ret5_z,0.021819209218400793,-0.0006364720931471621,2.52400946912795,-1.0205529495894654
2022-11-01,logit_context730,ALL,announced_ret20_z,-0.25603807276213014,0.5158308037525511,3.579384788603823,-1.0205529495894654
2022-11-01,logit_context730,ALL,local_minus_common_z,0.10132243901689453,0.003303368093072646,0.2956216960129417,-1.0205529495894654
2022-11-01,logit_context730,ALL,peer_change_std_z,-0.15976131502722077,0.24102931343615688,0.18529208391761698,-1.0205529495894654
2022-11-01,logit_context730,ALL,log_vol20,0.09924569656939969,4.9276278649894225,0.5760027346073019,-1.0205529495894654
2022-11-01,logit_context730,ALL,cny_basis_last_z,0.23035379403093703,0.059445261501377966,0.8337736375221413,-1.0205529495894654
2022-11-01,logit_context730,ALL,cny_late_z,-0.249612936551449,0.22267186275686096,0.6461798367765014,-1.0205529495894654
2022-11-01,logit_context730,ALL,cny_quality,-1.3607274093076754e-11,0.8463641661483671,1e-06,-1.0205529495894654
2022-11-01,logit_context730,ALL,cny_last_missing,0.0,0.0,1e-06,-1.0205529495894654
2022-11-01,logit_context730,ALL,local_basis_last_z,0.01834010115295025,1.019570744757364,2.9162029230935738,-1.0205529495894654
2022-11-01,logit_context730,ALL,local_quality,0.029349543849560393,0.3050003483972016,0.38891019829316587,-1.0205529495894654
2022-11-01,logit_context730,ALL,local_last_missing,0.10559494368508689,0.5818181818181818,0.49326036240911003,-1.0205529495894654
2022-11-01,logit_context730,ALL,expert_disagreement,0.17635985502939663,0.18086892346076336,0.04885066675729241,-1.0205529495894654
2022-11-01,logit_context730,ALL,cny_minus_hist_probability_scale,0.10419179928571838,0.45199828960576915,0.14418550705772532,-1.0205529495894654
2022-11-01,context_logit,ALL,known_change_z,0.20423824105228286,-0.022288138180572816,1.3023036091793947,-0.982306282859494
2022-11-01,context_logit,ALL,announced_range20,-0.3427388805203507,0.5393302616066028,0.28045663623453504,-0.982306282859494
2022-11-01,context_logit,ALL,announced_range90,-0.40519987484569514,0.3539903872461864,0.2274186071177083,-0.982306282859494
2022-11-01,context_logit,ALL,dow_sin,-0.06565441822725648,0.33945436956561525,0.5190381493518973,-0.982306282859494
2022-11-01,context_logit,ALL,dow_cos,-0.10139300681147889,-0.09262975985808906,0.778967173948171,-0.982306282859494
2022-11-01,context_logit,ALL,month_end,0.032483623382766065,0.24242424242424243,0.4285495643554845,-0.982306282859494
2022-11-01,context_logit,ALL,pre_new_year14,0.0,0.0,1e-06,-0.982306282859494
2022-11-01,context_logit,ALL,currency_TJS,0.19634843350115397,0.2,0.3999999999999994,-0.982306282859494
2022-11-01,context_logit,ALL,currency_UZS,-0.08495400632375327,0.2,0.3999999999999994,-0.982306282859494
2022-11-01,context_logit,ALL,currency_KGS,-0.12363312500368294,0.2,0.3999999999999994,-0.982306282859494
2022-11-01,context_logit,ALL,currency_AMD,0.13541752986443414,0.2,0.3999999999999994,-0.982306282859494
2022-11-01,context_logit,ALL,currency_KZT,-0.12317883203815207,0.2,0.3999999999999994,-0.982306282859494
2022-11-01,context_logit,ALL,announced_ret5_z,0.03885950317352,-0.0006364720931471621,2.52400946912795,-0.982306282859494
2022-11-01,context_logit,ALL,announced_ret20_z,-0.1721072261520286,0.5158308037525511,3.579384788603823,-0.982306282859494
2022-11-01,context_logit,ALL,local_minus_common_z,0.0783991614176411,0.003303368093072646,0.2956216960129417,-0.982306282859494
2022-11-01,context_logit,ALL,peer_change_std_z,-0.24008945765996817,0.24102931343615688,0.18529208391761698,-0.982306282859494
2022-11-01,context_logit,ALL,log_vol20,0.1370405932632154,4.9276278649894225,0.5760027346073019,-0.982306282859494
2022-11-01,context_logit,ALL,cny_basis_last_z,0.4061192787873069,0.059445261501377966,0.8337736375221413,-0.982306282859494
