n,frequency,hit_rate,base_rate,lift,auc,forward_benefit_bps,macro_year_lift,year_lift_min,year_frequency_min,year_frequency_max,corridor_lift_min,corridor_freq_min,corridor_freq_max,quarter_frequency_min,quarter_frequency_max,cluster_share_7d,candidate,history,strong,late,late_weekday,weekly_cap
408,1.6135593220338982,0.3014705882352941,0.3379032258064516,0.8921802611259301,0.5608039558254531,6.846234722949369,0.8921802611259301,0.8921802611259301,1.6135593220338982,1.6135593220338982,0.8350168350168349,1.5621468926553672,1.6610169491525424,1.4314606741573035,1.8772727272727274,0.913151364764268,quarterly_reset_hist,10,0.8,0.0,3,2
255,1.0084745762711864,0.33725490196078434,0.3379032258064516,0.9980813327717722,0.5608039558254531,12.68806689836518,0.9980813327717722,0.9980813327717722,1.0084745762711864,1.0084745762711864,0.9373966454051501,1.0084745762711864,1.0084745762711864,1.0224719101123596,1.05,0.704,quarterly_reset_hist,10,0.8,0.0,4,1
405,1.6016949152542375,0.31851851851851853,0.3379032258064516,0.9426323698400072,0.5608039558254531,6.9762495826212945,0.9426323698400072,0.9426323698400072,1.6016949152542375,1.6016949152542375,0.9109609168380841,1.5621468926553672,1.6214689265536724,1.4314606741573035,1.8454545454545455,0.8925,quarterly_reset_hist,10,0.8,0.0,4,2
250,0.9887005649717514,0.328,0.3379032258064516,0.970692124105012,0.5608039558254531,10.024072773422724,0.970692124105012,0.970692124105012,0.9887005649717514,0.9887005649717514,0.8366265060240965,0.9887005649717514,0.9887005649717514,0.9595505617977528,1.0340909090909092,0.6122448979591837,quarterly_reset_hist,10,0.8,0.3,3,1
394,1.5581920903954802,0.31218274111675126,0.3379032258064516,0.923882097815684,0.5608039558254531,8.803441774352729,0.923882097815684,0.923882097815684,1.5581920903954802,1.5581920903954802,0.8320878450510905,1.5028248587570623,1.5819209039548023,1.3213483146067417,1.8454545454545455,0.8611825192802056,quarterly_reset_hist,10,0.8,0.3,3,2
248,0.9807909604519774,0.3588709677419355,0.3379032258064516,1.0620525059665873,0.5608039558254531,17.350388272766796,1.0620525059665873,1.0620525059665873,0.9807909604519774,0.9807909604519774,0.8963855421686747,0.9689265536723164,0.9887005649717514,0.9438202247191012,1.0340909090909092,0.6090534979423868,quarterly_reset_hist,10,0.8,0.3,4,1
389,1.538418079096045,0.3341902313624679,0.3379032258064516,0.9890116632206687,0.5608039558254531,13.421231927297324,0.9890116632206687,0.9890116632206687,1.538418079096045,1.538418079096045,0.8925050852761697,1.4830508474576272,1.5819209039548023,1.30561797752809,1.8136363636363637,0.8411458333333334,quarterly_reset_hist,10,0.8,0.3,4,2
234,0.9254237288135593,0.3418803418803419,0.3379032258064516,1.0117699855170024,0.5608039558254531,11.160611242113601,1.0117699855170024,1.0117699855170024,0.9254237288135593,0.9254237288135593,0.9393939393939393,0.8898305084745763,0.9491525423728814,0.8808988764044944,1.0340909090909092,0.5764192139737991,quarterly_reset_hist,10,0.8,0.5,3,1
371,1.4672316384180792,0.32345013477088946,0.3379032258064516,0.9572271291548996,0.5608039558254531,11.862605543787572,0.9572271291548996,0.9572271291548996,1.4672316384180792,1.4672316384180792,0.9265255292652552,1.423728813559322,1.5225988700564972,1.2426966292134833,1.7340909090909091,0.8360655737704918,quarterly_reset_hist,10,0.8,0.5,3,2
228,0.9016949152542374,0.34210526315789475,0.3379032258064516,1.0124356236653687,0.5608039558254531,15.29301952851565,1.0124356236653687,1.0124356236653687,0.9016949152542374,0.9016949152542374,0.9607438016528924,0.8700564971751413,0.9293785310734464,0.8494382022471911,1.0340909090909092,0.57847533632287,quarterly_reset_hist,10,0.8,0.5,4,1
357,1.4118644067796613,0.32212885154061627,0.3379032258064516,0.9533168876142344,0.5608039558254531,13.538022850610831,0.9533168876142344,0.9533168876142344,1.4118644067796613,1.4118644067796613,0.914004914004914,1.384180790960452,1.463276836158192,1.21123595505618,1.7340909090909091,0.8068181818181818,quarterly_reset_hist,10,0.8,0.5,4,2
189,0.747457627118644,0.32275132275132273,0.3379032258064516,0.95515904585117,0.5608039558254531,5.41278043030426,0.95515904585117,0.95515904585117,0.747457627118644,0.747457627118644,0.8225538971807629,0.711864406779661,0.7909604519774012,0.6449438202247191,0.9068181818181819,0.5271739130434783,quarterly_reset_hist,10,0.8,0.65,3,1
314,1.2418079096045198,0.3089171974522293,0.3379032258064516,0.9142179590471702,0.5608039558254531,8.263680138452102,0.9142179590471702,0.9142179590471702,1.2418079096045198,1.2418079096045198,0.8888888888888888,1.1864406779661016,1.305084745762712,0.9910112359550562,1.590909090909091,0.7766990291262136,quarterly_reset_hist,10,0.8,0.65,3,2
185,0.731638418079096,0.32972972972972975,0.3379032258064516,0.9758111333290331,0.5608039558254531,7.089230917953216,0.9758111333290331,0.9758111333290331,0.731638418079096,0.731638418079096,0.8709394205443372,0.672316384180791,0.7711864406779662,0.6292134831460674,0.9068181818181819,0.5166666666666667,quarterly_reset_hist,10,0.8,0.65,4,1
309,1.2220338983050847,0.313915857605178,0.3379032258064516,0.9290111299055387,0.5608039558254531,9.05213031982789,0.9290111299055387,0.9290111299055387,1.2220338983050847,1.2220338983050847,0.8888888888888888,1.1468926553672316,1.2853107344632768,0.9752808988764046,1.5750000000000002,0.7631578947368421,quarterly_reset_hist,10,0.8,0.65,4,2
255,1.0084745762711864,0.2784313725490196,0.3379032258064516,0.8239973793813469,0.5608039558254531,10.392338054754926,0.8239973793813469,0.8239973793813469,1.0084745762711864,1.0084745762711864,0.6797385620915032,1.0084745762711864,1.0084745762711864,1.0224719101123596,1.05,0.712,quarterly_reset_hist,10,0.85,0.0,3,1
379,1.498870056497175,0.2691292875989446,0.3379032258064516,0.796468536092342,0.5608039558254531,5.809542564502599,0.796468536092342,0.796468536092342,1.498870056497175,1.498870056497175,0.6846846846846847,1.4435028248587571,1.5819209039548023,1.3528089887640449,1.7181818181818183,0.8877005347593583,quarterly_reset_hist,10,0.85,0.0,3,2
255,1.0084745762711864,0.2980392156862745,0.3379032258064516,0.882025363844822,0.5608039558254531,12.78281073236537,0.882025363844822,0.882025363844822,1.0084745762711864,1.0084745762711864,0.7320261437908497,1.0084745762711864,1.0084745762711864,1.0224719101123596,1.05,0.724,quarterly_reset_hist,10,0.85,0.0,4,1
372,1.4711864406779662,0.28763440860215056,0.3379032258064516,0.851233094669849,0.5608039558254531,5.460613559830089,0.851233094669849,0.851233094669849,1.4711864406779662,1.4711864406779662,0.7407407407407408,1.423728813559322,1.5225988700564972,1.3528089887640449,1.6704545454545454,0.8664850136239782,quarterly_reset_hist,10,0.85,0.0,4,2
248,0.9807909604519774,0.28225806451612906,0.3379032258064516,0.8353221957040574,0.5608039558254531,8.093863737536179,0.8353221957040574,0.8353221957040574,0.9807909604519774,0.9807909604519774,0.6666666666666666,0.9491525423728814,0.9887005649717514,0.9438202247191012,1.0340909090909092,0.6213991769547325,quarterly_reset_hist,10,0.85,0.3,3,1
364,1.4395480225988702,0.2774725274725275,0.3379032258064516,0.821159747174067,0.5608039558254531,6.193609481227198,0.821159747174067,0.821159747174067,1.4395480225988702,1.4395480225988702,0.6683576410906785,1.384180790960452,1.5028248587570623,1.2584269662921348,1.6863636363636363,0.8133704735376045,quarterly_reset_hist,10,0.85,0.3,3,2
245,0.9689265536723164,0.3142857142857143,0.3379032258064516,0.9301056938288442,0.5608039558254531,17.985131509485157,0.9301056938288442,0.9301056938288442,0.9689265536723164,0.9689265536723164,0.7768674698795182,0.9293785310734464,0.9887005649717514,0.9280898876404495,1.0340909090909092,0.6125,quarterly_reset_hist,10,0.85,0.3,4,1
355,1.4039548022598871,0.30422535211267604,0.3379032258064516,0.9003327842952704,0.5608039558254531,13.083018652566171,0.9003327842952704,0.9003327842952704,1.4039548022598871,1.4039548022598871,0.7367552401386367,1.344632768361582,1.463276836158192,1.2426966292134833,1.6545454545454545,0.7857142857142857,quarterly_reset_hist,10,0.85,0.3,4,2
232,0.9175141242937853,0.2974137931034483,0.3379032258064516,0.8801744712369353,0.5608039558254531,10.858738022282164,0.8801744712369353,0.8801744712369353,0.9175141242937853,0.9175141242937853,0.8115942028985508,0.8898305084745763,0.9491525423728814,0.8651685393258427,1.0340909090909092,0.5814977973568282,quarterly_reset_hist,10,0.85,0.5,3,1
342,1.3525423728813561,0.29239766081871343,0.3379032258064516,0.8653295928763834,0.5608039558254531,10.784321637718664,0.8653295928763834,0.8653295928763834,1.3525423728813561,1.3525423728813561,0.7683304647160069,1.305084745762712,1.423728813559322,1.1797752808988764,1.590909090909091,0.7744807121661721,quarterly_reset_hist,10,0.85,0.5,3,2
224,0.8858757062146893,0.29464285714285715,0.3379032258064516,0.8719740879645415,0.5608039558254531,15.820346866315296,0.8719740879645415,0.8719740879645415,0.8858757062146893,0.8858757062146893,0.8296296296296296,0.8502824858757062,0.9293785310734464,0.8337078651685393,1.0340909090909092,0.5662100456621004,quarterly_reset_hist,10,0.85,0.5,4,1
327,1.293220338983051,0.2966360856269113,0.3379032258064516,0.8778729025712888,0.5608039558254531,13.603718991964367,0.8778729025712888,0.8778729025712888,1.293220338983051,1.293220338983051,0.8027333213450819,1.2457627118644068,1.364406779661017,1.148314606741573,1.590909090909091,0.7453416149068323,quarterly_reset_hist,10,0.85,0.5,4,2
183,0.7237288135593221,0.2568306010928962,0.3379032258064516,0.7600714686281415,0.5608039558254531,4.204176743295742,0.7600714686281415,0.7600714686281415,0.7237288135593221,0.7237288135593221,0.6464646464646465,0.652542372881356,0.7514124293785311,0.6134831460674157,0.8909090909090909,0.4943820224719101,quarterly_reset_hist,10,0.85,0.65,3,1
286,1.1310734463276837,0.2727272727272727,0.3379032258064516,0.8071165111737904,0.5608039558254531,6.7513705569782845,0.8071165111737904,0.8071165111737904,1.1310734463276837,1.1310734463276837,0.717948717948718,1.0282485875706215,1.225988700564972,0.9280898876404495,1.415909090909091,0.697508896797153,quarterly_reset_hist,10,0.85,0.65,3,2
176,0.6960451977401131,0.26704545454545453,0.3379032258064516,0.7903015838576698,0.5608039558254531,6.813547080513152,0.7903015838576698,0.7903015838576698,0.6960451977401131,0.6960451977401131,0.6464646464646465,0.652542372881356,0.7514124293785311,0.597752808988764,0.8909090909090909,0.4678362573099415,quarterly_reset_hist,10,0.85,0.65,4,1
275,1.0875706214689267,0.28363636363636363,0.3379032258064516,0.839401171620742,0.5608039558254531,8.23876110726182,0.839401171620742,0.839401171620742,1.0875706214689267,1.0875706214689267,0.7320261437908497,1.0084745762711864,1.1864406779661016,0.9123595505617977,1.415909090909091,0.674074074074074,quarterly_reset_hist,10,0.85,0.65,4,2
255,1.0084745762711864,0.2784313725490196,0.3379032258064516,0.8239973793813469,0.5608039558254531,10.392338054754926,0.8239973793813469,0.8239973793813469,1.0084745762711864,1.0084745762711864,0.6797385620915032,1.0084745762711864,1.0084745762711864,1.0224719101123596,1.05,0.712,quarterly_reset_hist,10,0.9,0.0,3,1
375,1.4830508474576272,0.264,0.3379032258064516,0.7812887828162292,0.5608039558254531,5.66155663322128,0.7812887828162292,0.7812887828162292,1.4830508474576272,1.4830508474576272,0.6575342465753424,1.4435028248587571,1.5819209039548023,1.3528089887640449,1.6704545454545454,0.8864864864864865,quarterly_reset_hist,10,0.9,0.0,3,2
255,1.0084745762711864,0.2980392156862745,0.3379032258064516,0.882025363844822,0.5608039558254531,12.78281073236537,0.882025363844822,0.882025363844822,1.0084745762711864,1.0084745762711864,0.7320261437908497,1.0084745762711864,1.0084745762711864,1.0224719101123596,1.05,0.724,quarterly_reset_hist,10,0.9,0.0,4,1
368,1.455367231638418,0.2826086956521739,0.3379032258064516,0.8363598630279132,0.5608039558254531,5.30601997219644,0.8363598630279132,0.8363598630279132,1.455367231638418,1.455367231638418,0.7136150234741784,1.4039548022598871,1.5028248587570623,1.3528089887640449,1.6227272727272726,0.8622589531680441,quarterly_reset_hist,10,0.9,0.0,4,2
248,0.9807909604519774,0.28225806451612906,0.3379032258064516,0.8353221957040574,0.5608039558254531,8.093863737536179,0.8353221957040574,0.8353221957040574,0.9807909604519774,0.9807909604519774,0.6666666666666666,0.9491525423728814,0.9887005649717514,0.9438202247191012,1.0340909090909092,0.6213991769547325,quarterly_reset_hist,10,0.9,0.3,3,1
360,1.423728813559322,0.2722222222222222,0.3379032258064516,0.805621850967913,0.5608039558254531,6.043724879661658,0.805621850967913,0.805621850967913,1.423728813559322,1.423728813559322,0.6476190476190476,1.384180790960452,1.5028248587570623,1.2584269662921348,1.638636363636364,0.8112676056338028,quarterly_reset_hist,10,0.9,0.3,3,2
245,0.9689265536723164,0.3142857142857143,0.3379032258064516,0.9301056938288442,0.5608039558254531,17.985131509485157,0.9301056938288442,0.9301056938288442,0.9689265536723164,0.9689265536723164,0.7768674698795182,0.9293785310734464,0.9887005649717514,0.9280898876404495,1.0340909090909092,0.6125,quarterly_reset_hist,10,0.9,0.3,4,1
351,1.3881355932203392,0.29914529914529914,0.3379032258064516,0.885298737327377,0.5608039558254531,13.007802641517056,0.885298737327377,0.885298737327377,1.3881355932203392,1.3881355932203392,0.7367552401386367,1.3248587570621468,1.4435028248587571,1.2426966292134833,1.6068181818181817,0.7803468208092486,quarterly_reset_hist,10,0.9,0.3,4,2
232,0.9175141242937853,0.2974137931034483,0.3379032258064516,0.8801744712369353,0.5608039558254531,10.858738022282164,0.8801744712369353,0.8801744712369353,0.9175141242937853,0.9175141242937853,0.8115942028985508,0.8898305084745763,0.9491525423728814,0.8651685393258427,1.0340909090909092,0.5814977973568282,quarterly_reset_hist,10,0.9,0.5,3,1
338,1.3367231638418078,0.2869822485207101,0.3379032258064516,0.8493030743810991,0.5608039558254531,10.679009188199053,0.8493030743810991,0.8493030743810991,1.3367231638418078,1.3367231638418078,0.7676767676767677,1.2853107344632768,1.384180790960452,1.1797752808988764,1.5431818181818182,0.7717717717717718,quarterly_reset_hist,10,0.9,0.5,3,2
224,0.8858757062146893,0.29464285714285715,0.3379032258064516,0.8719740879645415,0.5608039558254531,15.820346866315296,0.8719740879645415,0.8719740879645415,0.8858757062146893,0.8858757062146893,0.8296296296296296,0.8502824858757062,0.9293785310734464,0.8337078651685393,1.0340909090909092,0.5662100456621004,quarterly_reset_hist,10,0.9,0.5,4,1
323,1.2774011299435029,0.29102167182662536,0.3379032258064516,0.8612574536157886,0.5608039558254531,13.52843100892831,0.8612574536157886,0.8612574536157886,1.2774011299435029,1.2774011299435029,0.8027333213450819,1.225988700564972,1.3248587570621468,1.148314606741573,1.5431818181818182,0.7421383647798742,quarterly_reset_hist,10,0.9,0.5,4,2
183,0.7237288135593221,0.2568306010928962,0.3379032258064516,0.7600714686281415,0.5608039558254531,4.204176743295742,0.7600714686281415,0.7600714686281415,0.7237288135593221,0.7237288135593221,0.6464646464646465,0.652542372881356,0.7514124293785311,0.6134831460674157,0.8909090909090909,0.4943820224719101,quarterly_reset_hist,10,0.9,0.65,3,1
282,1.1152542372881356,0.26595744680851063,0.3379032258064516,0.7870817041588382,0.5608039558254531,6.567940017047112,0.7870817041588382,0.7870817041588382,1.1152542372881356,1.1152542372881356,0.6797385620915032,1.0084745762711864,1.225988700564972,0.9280898876404495,1.3681818181818182,0.6931407942238267,quarterly_reset_hist,10,0.9,0.65,3,2
176,0.6960451977401131,0.26704545454545453,0.3379032258064516,0.7903015838576698,0.5608039558254531,6.813547080513152,0.7903015838576698,0.7903015838576698,0.6960451977401131,0.6960451977401131,0.6464646464646465,0.652542372881356,0.7514124293785311,0.597752808988764,0.8909090909090909,0.4678362573099415,quarterly_reset_hist,10,0.9,0.65,4,1
271,1.0717514124293785,0.2767527675276753,0.3379032258064516,0.819029670010304,0.5608039558254531,8.069839151322867,0.819029670010304,0.819029670010304,1.0717514124293785,1.0717514124293785,0.6933333333333334,0.9887005649717514,1.1864406779661016,0.9123595505617977,1.3681818181818182,0.6691729323308271,quarterly_reset_hist,10,0.9,0.65,4,2
255,1.0084745762711864,0.30196078431372547,0.3379032258064516,0.8936309607375169,0.5608039558254531,4.610379674037283,0.8936309607375169,0.8936309607375169,1.0084745762711864,1.0084745762711864,0.7736185383244207,1.0084745762711864,1.0084745762711864,1.0224719101123596,1.05,0.768,quarterly_reset_hist,20,0.75,0.0,3,1
393,1.5542372881355933,0.30279898218829515,0.3379032258064516,0.8961115463329021,0.5608039558254531,4.7441062761354775,0.8961115463329021,0.8961115463329021,1.5542372881355933,1.5542372881355933,0.7848101265822784,1.4830508474576272,1.5819209039548023,1.3213483146067417,1.7818181818181817,0.9329896907216495,quarterly_reset_hist,20,0.75,0.0,3,2
255,1.0084745762711864,0.35294117647058826,0.3379032258064516,1.0445037203425525,0.5608039558254531,12.101856835434958,1.0445037203425525,1.0445037203425525,1.0084745762711864,1.0084745762711864,0.9934640522875817,1.0084745762711864,1.0084745762711864,1.0224719101123596,1.05,0.78,quarterly_reset_hist,20,0.75,0.0,4,1
392,1.5502824858757065,0.34438775510204084,0.3379032258064516,1.0191904924260875,0.5608039558254531,8.746785040658184,1.0191904924260875,1.0191904924260875,1.5502824858757065,1.5502824858757065,0.9451476793248945,1.4830508474576272,1.5819209039548023,1.3213483146067417,1.7659090909090909,0.9250645994832042,quarterly_reset_hist,20,0.75,0.0,4,2
235,0.9293785310734464,0.33191489361702126,0.3379032258064516,0.98227796679023,0.5608039558254531,11.786243922968147,0.98227796679023,0.98227796679023,0.9293785310734464,0.9293785310734464,0.9536016406049732,0.9096045197740114,0.9491525423728814,0.802247191011236,1.0340909090909092,0.6391304347826087,quarterly_reset_hist,20,0.75,0.3,3,1
366,1.4474576271186441,0.3360655737704918,0.3379032258064516,0.9945616025666105,0.5608039558254531,12.228592434603332,0.9945616025666105,0.9945616025666105,1.4474576271186441,1.4474576271186441,0.9393939393939393,1.4039548022598871,1.4830508474576272,1.0853932584269663,1.7340909090909091,0.8476454293628809,quarterly_reset_hist,20,0.75,0.3,3,2
231,0.9135593220338984,0.3722943722943723,0.3379032258064516,1.10177809461819,0.5608039558254531,21.251034985499636,1.10177809461819,1.10177809461819,0.9135593220338984,0.9135593220338984,0.9743321110529074,0.8898305084745763,0.9293785310734464,0.7707865168539327,1.0340909090909092,0.6460176991150443,quarterly_reset_hist,20,0.75,0.3,4,1
361,1.4276836158192092,0.3628808864265928,0.3379032258064516,1.0739195684223748,0.5608039558254531,18.286562988486846,1.0739195684223748,1.0739195684223748,1.4276836158192092,1.4276836158192092,1.0145454545454544,1.384180790960452,1.4830508474576272,1.053932584269663,1.7340909090909091,0.8455056179775281,quarterly_reset_hist,20,0.75,0.3,4,2
198,0.7830508474576272,0.3383838383838384,0.3379032258064516,1.001422337937851,0.5608039558254531,4.195813649759668,1.001422337937851,1.001422337937851,0.7830508474576272,0.7830508474576272,0.9572649572649573,0.7514124293785311,0.8107344632768362,0.6764044943820224,0.9386363636363637,0.5647668393782384,quarterly_reset_hist,20,0.75,0.5,3,1
320,1.265536723163842,0.334375,0.3379032258064516,0.9895584725536992,0.5608039558254531,6.863216492038253,0.9895584725536992,0.9895584725536992,1.265536723163842,1.265536723163842,0.9117647058823529,1.1666666666666667,1.344632768361582,0.9123595505617977,1.6227272727272726,0.8031746031746032,quarterly_reset_hist,20,0.75,0.5,3,2
195,0.7711864406779662,0.3333333333333333,0.3379032258064516,0.9864757358790771,0.5608039558254531,6.340857232726914,0.9864757358790771,0.9864757358790771,0.7711864406779662,0.7711864406779662,0.893569844789357,0.731638418079096,0.8107344632768362,0.6606741573033709,0.9386363636363637,0.5736842105263158,quarterly_reset_hist,20,0.75,0.5,4,1
316,1.249717514124294,0.3322784810126582,0.3379032258064516,0.983353977221232,0.5608039558254531,8.004891023298688,0.983353977221232,0.983353977221232,1.249717514124294,1.249717514124294,0.8833107191316146,1.1468926553672316,1.3248587570621468,0.8966292134831462,1.6227272727272726,0.797427652733119,quarterly_reset_hist,20,0.75,0.5,4,2
162,0.6406779661016949,0.2962962962962963,0.3379032258064516,0.876867320781402,0.5608039558254531,-6.092839744612143,0.876867320781402,0.876867320781402,0.6406779661016949,0.6406779661016949,0.7111111111111111,0.5932203389830508,0.692090395480226,0.4719101123595506,0.8272727272727273,0.5859872611464968,quarterly_reset_hist,20,0.75,0.65,3,1
281,1.1112994350282488,0.3096085409252669,0.3379032258064516,0.9162639397311002,0.5608039558254531,0.9713448738051516,0.9162639397311002,0.9162639397311002,1.1112994350282488,1.1112994350282488,0.7901234567901234,1.0480225988700564,1.1666666666666667,0.7078651685393259,1.5113636363636365,0.8188405797101449,quarterly_reset_hist,20,0.75,0.65,3,2
158,0.624858757062147,0.3037974683544304,0.3379032258064516,0.8990664934594121,0.5608039558254531,-4.886929947803393,0.8990664934594121,0.8990664934594121,0.624858757062147,0.624858757062147,0.735632183908046,0.5734463276836158,0.672316384180791,0.45617977528089887,0.8272727272727273,0.5751633986928104,quarterly_reset_hist,20,0.75,0.65,4,1
277,1.0954802259887007,0.3140794223826715,0.3379032258064516,0.9294951879582641,0.5608039558254531,1.6321517707241722,0.9294951879582641,0.9294951879582641,1.0954802259887007,1.0954802259887007,0.8050314465408804,1.0282485875706215,1.1468926553672316,0.6921348314606742,1.5113636363636365,0.8051470588235294,quarterly_reset_hist,20,0.75,0.65,4,2
255,1.0084745762711864,0.3176470588235294,0.3379032258064516,0.940053348308297,0.5608039558254531,12.781556365263098,0.940053348308297,0.940053348308297,1.0084745762711864,1.0084745762711864,0.8288770053475936,1.0084745762711864,1.0084745762711864,1.0224719101123596,1.05,0.78,quarterly_reset_hist,20,0.8,0.0,3,1
390,1.5423728813559323,0.3128205128205128,0.3379032258064516,0.9257695367480571,0.5608039558254531,7.7362702123463185,0.9257695367480571,0.9257695367480571,1.5423728813559323,1.5423728813559323,0.831002331002331,1.4830508474576272,1.5819209039548023,1.3213483146067417,1.75,0.935064935064935,quarterly_reset_hist,20,0.8,0.0,3,2
