n,frequency,hit_rate,base_rate,lift,auc,forward_benefit_bps,macro_year_lift,year_lift_min,year_frequency_min,year_frequency_max,corridor_lift_min,corridor_freq_min,corridor_freq_max,quarter_frequency_min,quarter_frequency_max,cluster_share_7d,candidate,history,strong,late,late_weekday,weekly_cap,robustness,clears_1p30_gate
313,1.2343661971830986,0.25559105431309903,0.22186234817813766,1.152025372542618,0.5027761531859302,-32.538686824765165,1.152025372542618,1.152025372542618,1.2343661971830986,1.2343661971830986,1.1016431924882628,1.1830985915492958,1.2816901408450705,1.0461538461538462,1.4923076923076921,0.7435064935064936,quarterly_reset_hist,20,0.75,0.3,4,2,1.1016431924882628,False
278,1.096338028169014,0.26618705035971224,0.22186234817813766,1.199784697789214,0.5088354588058364,-17.557648203011908,1.199784697789214,1.199784697789214,1.096338028169014,1.096338028169014,0.8855313700384122,1.0253521126760563,1.143661971830986,0.9227272727272727,1.4615384615384615,0.7472527472527473,quarterly_reset_hist_anchor50,20,0.9,0.3,4,2,0.8855313700384122,False
298,1.1752112676056339,0.21476510067114093,0.22186234817813766,0.9680105814921863,0.5162011894544157,-14.799247776352585,0.9680105814921863,0.9680105814921863,1.1752112676056339,1.1752112676056339,0.8110447761194031,1.084507042253521,1.3211267605633803,0.6461538461538462,1.6,0.8020477815699659,anchor_multiscale_locked,40,0.75,0.3,3,2,0.8110447761194031,False
